,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,3,1,4
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,16,3,19
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,11,5,16
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,3,1,4
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,7,6,13
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,2,1,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,3,1,4
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,5,1,6
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,2,0,2
QUIME,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,13,7,20
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,5,2,7
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,1,2
TIAWANACU,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,3,0,3
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,3,1,4
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,1,2
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,12,7,19
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,2,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,7,7,14
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,10,7,17
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,7,4,11
POOPO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
PORCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,3,1,4
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,1,2
SABAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,18,6,24
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,3,0,3
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,0,1,1
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,2,0,2
TARACO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-03-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,2,1,3
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,11,3,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,1,2
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,12,7,19
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,14,8,22
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,6,2,8
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,3,2,5
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,23,4,27
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,8,2,10
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,1,2
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,0,1,1
TOLATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-04-01,1,1,2
ARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,0,2,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,8,6,14
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,0,1,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,8,10,18
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,13,6,19
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,3,4
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,5,1,6
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,5,1,6
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,2,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,15,9,24
SAPAHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,2,0,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,2,0,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,2,3
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,2,0,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-05-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
CHUA COCANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,8,15,23
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
COMARAPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,1,2
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,1,2
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,9,6,15
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,11,4,15
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,3,2,5
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,4,1,5
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,2,2,4
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,3,1,4
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,10,15,25
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,5,2,7
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,0,1,1
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,6,1,7
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,0,1,1
AUCAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,2,0,2
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,13,11,24
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,0,1,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,2,0,2
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,12,4,16
GENERAL SAAVEDRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,14,13,27
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,2,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,3,0,3
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,2,2,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,0,1,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,21,10,31
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,3,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,2,0,2
TOMAVE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,1,2
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,2,0,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-07-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,18,9,27
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,2,3
COLOMI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,9,4,13
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,22,10,32
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,2,0,2
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,4,2,6
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,2,1,3
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,100,25,125
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,1,2
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,2,0,2
REYES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,16,10,26
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,2,0,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,3,2,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,1,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,0,2,2
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,1,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-08-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,5,4,9
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,0,1,1
CULPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2018-09-01,13,5,18
