,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,2,3
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,6,1,7
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,2,0,2
QUIABAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,6,3,9
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,3,2,5
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,6,2,8
SAN ANDRES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,0,1,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,2,2,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,3,3,6
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,83,39,122
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,1,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,0,1,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,8,3,11
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,4,1,5
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,0,1,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,1,2
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,2,2,4
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,6,2,8
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,2,0,2
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,3,1,4
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,5,1,6
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,1,4,5
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-01-01,8,1,9
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,1,3
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
ARQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
BOLPEBRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,1,2
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,1,2
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,6,11,17
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,3,6,9
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,5,4,9
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,21,10,31
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,1,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,3,4,7
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,27,14,41
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,1,3
ESCOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,3,0,3
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,6,6,12
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,4,7,11
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,1,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,11,4,15
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,8,6,14
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,1,2
PORCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,2,4
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,4,4,8
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,8,4,12
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,3,4
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,1,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,4,0,4
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,2,2
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,3,2,5
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,83,65,148
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,1,3
SENA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,3,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,3,0,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,9,4,13
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,5,2,7
TIAWANACU,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
TOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,4,1,5
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
VACAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,2,3
VITICHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,0,1,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,7,5,12
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,4,5,9
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,3,1,4
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-02-01,1,0,1
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,2,1,3
AZURDUY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
BELLA FLOR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,1,2
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,4,8,12
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,1,2
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,2,1,3
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,7,1,8
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,24,5,29
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,2,3
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,2,1,3
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,5,0,5
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,17,7,24
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,5,8
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,4,0,4
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,0,3
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,0,3
HUARINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,6,1,7
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,5,0,5
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,11,7,18
LAJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
MAIRANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,2,3
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,6,1,7
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
MOCOMOCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,11,4,15
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,5,6,11
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
POCONA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,2,3
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,2,5
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,4,1,5
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,4,3,7
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,3,6
SABAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,1,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,10,0,10
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,1,2
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,0,3
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,97,45,142
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,2,0,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,3,0,3
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,8,2,10
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,2,0,2
TARACO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,4,4
TIRAQUE (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
TOLATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,5,1,6
TUPIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,5,2,7
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,7,5,12
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,2,0,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,10,3,13
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,9,2,11
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,1,1,2
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-03-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,2,2
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,1,2
AZURDUY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,2,3
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,4,6
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,0,1,1
CHUMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
CKOCHAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2018-04-01,1,0,1
