,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,0,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,0,2
MOCOMOCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,7,3,10
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,1,3
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,1,1
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
POCONA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,1,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,0,2
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,3,5
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,4,2,6
QUIABAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,5,4,9
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,3,2,5
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,3,2,5
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,3,4
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,3,3,6
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,2,2
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,79,35,114
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,2,3
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,7,1,8
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,3,1,4
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,2,4
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,5,4,9
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,3,0,3
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,8,1,9
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,2,2,4
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-01-01,4,1,5
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
ARQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,0,2
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,5,0,5
BOLPEBRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,1,2
CALACOTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,1,3
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,6,8,14
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,0,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
CKOCHAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,3,1,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,18,8,26
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
COPACABANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,2,3
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,4,6
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,15,8,23
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,1,3
ESCOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,3,0,3
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,3,0,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,4,6,10
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,12,9,21
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
MACHARETI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,1,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,2,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,11,2,13
OMEREQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,3,5,8
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,1,3
POCONA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,6,0,6
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,4,4,8
PUNA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,4,5,9
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,3,4
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,2,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,5,0,5
SAIPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,2,2
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,3,2,5
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,76,49,125
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,1,3
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,3,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,2,4
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,4,1,5
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
TOCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,16,5,21
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
VACAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,5,4,9
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,3,6,9
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,3,1,4
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
AZURDUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,0,3
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
CALAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,5,8
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,8,1,9
COCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,18,4,22
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,2,3
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,0,3
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,18,9,27
EL CHORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,3,4
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,4,0,4
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,0,3
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,0,2
HUARINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
INGAVI (HUMAITA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
IXIAMAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,0,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,16,10,26
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
MAIRANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,2,3
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,0,3
MECAPACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
MOCOMOCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,9,5,14
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,3,5
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,2,4
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
POCONA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,6,0,6
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,5,0,5
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,2,5
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,2,4
RAQAYPAMPA(ETA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,2,4
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
SABAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,10,0,10
SAIPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,98,55,153
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,2,0,2
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,3,2,5
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,2,2
TOLATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,2,3
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,5,4,9
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2018-03-01,0,1,1
