,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,2,3
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,2,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,2,0,2
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,3,0,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,3,8,11
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,4,2,6
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,18,21,39
SANTA ROSA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,0,1
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
TOMINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,2,3
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-02-01,1,1,2
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,2,4
CHALLAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,4,2,6
CHUMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,1,3
COMARAPA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
COPACABANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,1,3
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,4,2,6
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,4,2,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,3,4
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,3,0,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,1,3
LURIBAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,0,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,2,3
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
PAMPA GRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,0,2
PUERTO RICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,4,4,8
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,1,3
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,13,14,27
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,1,3
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,4,0,4
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
VACAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,2,0,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,1,2
YOTALA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
BETANZOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,0,2
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,3,4,7
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,5,4,9
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,1,3
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,1,1
ICLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,3,5
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,2,4
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,2,3
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,3,3
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,17,15,32
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,3,5
TUPIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,3,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,0,3,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,2,0,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-04-01,3,1,4
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
BATALLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,0,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,2,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,2,3
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,3,3,6
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,5,4,9
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,2,4
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,0,2
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,3,2,5
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,2,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,4,2,6
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
OMEREQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,1,2
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,1,2
SAN ANDRES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,3,2,5
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,13,18,31
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,0,2
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,1,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,2,4
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,5,1,6
VILLA CHARCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
VILLA RIVERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
VILLA SERRANO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,3,1,4
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,3,1,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-05-01,0,1,1
CARACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,2,10,12
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,3,0,3
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,7,6,13
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,2,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,2,1,3
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,2,1,3
MOCOMOCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,3,0,3
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,4,1,5
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,2,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,1,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,8,9,17
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,1,2,3
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,3,6,9
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,2,1,3
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-06-01,2,1,3
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,0,1
COCAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,3,2,5
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,1,2,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,1,1
JESUS DE MACHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,3,0,3
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,4,5,9
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2022-07-01,0,3,3
