,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,0,3,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,10,6,16
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,2,1,3
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,4,0,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,7,6,13
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,1,1,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,2,2,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,0,1,1
TOMINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-02-01,1,0,1
BOLIVAR,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,12,5,17
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
"COLCHA ""K""",tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,10,4,14
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,11,11,22
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,2,3
MOROCHATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,2,3
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,3,0,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,2,2
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,9,12,21
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,6,1,7
TARATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,0,2,2
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-03-01,2,0,2
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,2,2
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,3,0,3
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,13,3,16
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,11,9,20
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,14,4,18
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,2,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
POJO (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
PRESTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,3,4
REYES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,1,2
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,15,10,25
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,1,2
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,3,1,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-04-01,1,0,1
AIQUILE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
APOLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,9,6,15
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
COPACABANA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,2,0,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,11,6,17
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,16,8,24
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,2,1,3
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
POROMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
PORVENIR,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,5,0,5
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,2,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,15,12,27
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,2,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-05-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,6,4,10
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,1,1
COMBAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,9,3,12
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
ICLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,11,8,19
MAPIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,2,0,2
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,3,0,3
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,5,0,5
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,2,1,3
SAN BENITO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,20,9,29
SANTIAGO DE CALLAPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,3,1,4
TAPACARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,2,0,2
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,2,0,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-06-01,0,2,2
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,6,5,11
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
CULPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,11,8,19
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,2,2,4
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
ICLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,6,6,12
OCURI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,3,1,4
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
PUERTO RICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,21,7,28
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,2,0,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,2,0,2
VILLA CHARCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-07-01,2,1,3
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,3,0,3
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,13,14,27
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,3,3
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,11,3,14
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,2,0,2
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,12,7,19
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,2,1,3
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
PAMPA GRANDE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,2,1,3
REYES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,2,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,12,10,22
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,7,4,11
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
TIAHUANACU,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
UNCIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,3,0,3
YAMPARAEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-08-01,3,1,4
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,1,0,1
CALACOTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,7,8,15
COLOMI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,6,6,12
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2022-09-01,1,0,1
