,group,variable,month,N° DE TBP BAAR (-) NUEVOS CANTIDAD,N° DE TBP BAAR (-) NUEVOS CANTIDAD,TOTALES
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-03-01,0,1,1
VINTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-03-01,0,1,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-03-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,2,1,3
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,5,1,6
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,6,1,7
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,2,1,3
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,2,1,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,4,4,8
VITICHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-04-01,2,0,2
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,1,1,2
COPACABANA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,2,1,3
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,2,2,4
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,3,2,5
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,0,1,1
PADCAYA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,6,6,12
SIPE SIPE,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-05-01,0,1,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,2,3
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,11,7,18
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,0,1,1
QUIME,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,5,3,8
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-06-01,0,2,2
CARAPARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
DESAGUADERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,5,2,7
MINEROS,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
PAILON,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,1,2
POTOSI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,4,5
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,5,4,9
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,3,1,4
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,4,4,8
VITICHI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-07-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,7,1,8
EL TORNO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,2,2,4
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,2,0,2
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,2,3
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,0,1,1
PUERTO RICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,0,1
ROBORE,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,8,4,12
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,2,0,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,2,2,4
UNCIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-08-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,6,2,8
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,8,0,8
LAGUNILLAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
PALCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,5,9,14
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,1,2
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,9,7,16
VIACHA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-09-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,2,2,4
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,5,1,6
LAJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,2,0,2
REYES,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,0,1,1
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,9,3,12
SIPE SIPE,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,0,1,1
SUCRE,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,1,2
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,2,3
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-10-01,0,1,1
AYATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,3,0,3
INQUISIVI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,3,1,4
ORURO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,2,0,2
SACACA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
SAN JOAQUIN,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,8,1,9
TIPUANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-11-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,0,1,1
CARAPARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,7,3,10
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,2,1,3
MACHARETI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,4,5,9
SORATA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
YOTALA,tuberculosis y lepra,n de tbp baar (-) nuevos,2022-12-01,1,0,1
