,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,2,5
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,21,12,33
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,119,84,203
COIPASA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,12,7,19
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,0,3
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,1,4
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,1,4
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,1,5
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,3,7
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,6,3,9
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,33,38,71
CRUZ DE MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,9,6,15
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,4,6
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,87,63,150
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,2,3
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,15,11,26
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,5,2,7
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,9,15,24
ESCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,2,4
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,0,3
GAIOC JATUN AYLLU YURA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,8,5,13
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,12,4,16
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,16,2,18
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,2,6
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,3,3
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,0,4
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,1,4
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
HUMANATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,3,6
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,2,3
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,2,4
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,10,8,18
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,31,36,67
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,78,80,158
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,14,8,22
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,3,5
LORETO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,0,4
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,15,2,17
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,3,5
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,7,2,9
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,5,8
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,70,42,112
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,1,4
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,7,3,10
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,39,32,71
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,2,4
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,5,6,11
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,11,9,20
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,2,3
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,0,3
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,4,5
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,0,3
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,3,7
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,74,26,100
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,1,4
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,16,8,24
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,41,32,73
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,7,9,16
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,21,11,32
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,2,5
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,24,26,50
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,7,3,10
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,2,3
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,31,16,47
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,2,2
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,12,16
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,2,2
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,10,7,17
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,2,4
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,6,4,10
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,5,0,5
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,10,4,14
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,8,1,9
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,3,6
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,38,20,58
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,4,6
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,7,11
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,0,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,8,10
SAN PABLO DE LIPEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,8,7,15
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,3,7
SAN PEDRO DE MACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,5,8
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,4,7
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,7,11
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,393,304,697
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,11,10,21
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,5,5
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,1,3
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,16,9,25
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,2,2
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,10,5,15
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,3,4
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,28,28,56
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,1,4
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,5,2,7
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,41,30,71
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,2,2
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,4,7
TIAHUANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,0,2
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,0,4
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,9,5,14
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,4,1,5
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,2,2
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,4,5
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,7,2,9
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,2,2
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,36,15,51
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,7,2,9
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,0,3
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,2,4
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,6,8,14
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,5,7
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,11,10,21
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,20,11,31
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,5,0,5
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,5,6,11
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,8,9
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,23,27,50
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,29,25,54
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,1,2
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,2,2,4
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,71,45,116
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,1,0,1
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,3,1,4
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-01-01,0,1,1
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,1,3
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,5,0,5
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,6,3,9
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,9,9,18
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,5,5,10
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,0,1
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,2,2
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,3,0,3
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,2,4
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,3,4
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,2,2
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,1,3
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,6,5,11
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,6,0,6
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,3,1,4
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,5,3,8
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,4,4
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,1,1
BAURES,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,1,1
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,0,2
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,10,4,14
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,2,2
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,5,5,10
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,5,7
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,2,3
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,3,0,3
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,0,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,0,1
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,0,1
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,4,3,7
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,4,2,6
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,3,4
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,44,39,83
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,1,3
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,3,1,4
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,3,3,6
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,10,8,18
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,3,0,3
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,1,2
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,5,6,11
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,7,6,13
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,1,0,1
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,3,1,4
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,2,4
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,19,12,31
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2022-02-01,2,0,2
