,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,5,0,5
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,9,3,12
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,3,0,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,3,4,7
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,4,2,6
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,6,1,7
SAN LORENZO(PND),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,1,2
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,98,59,157
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,2,0,2
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,2,3
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,2,2,4
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,3,0,3
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,2,3,5
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,4,1,5
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,1,2
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,2,3
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,8,0,8
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,6,2,8
YAMPARAEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,5,2,7
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-01-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,3,4,7
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,3,0,3
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,19,4,23
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,1,2
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,3,0,3
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,7,3,10
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,2,4
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,9,9,18
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,4,0,4
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,4,5
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,2,4
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,6,9,15
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,19,9,28
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
MACHARETI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,1,2
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,15,5,20
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,2,4
PAZÑA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
POROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,6,2,8
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
PUERTO RICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,4,3,7
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,7,2,9
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,5,4,9
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,4,2,6
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,2,2
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,3,1,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,1,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,94,56,150
SANTA ROSA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,3,1,4
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
SORACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,4,2,6
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,4,5,9
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,2,0,2
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,7,3,10
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
VILLA SERRANO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,6,0,6
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,1,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,4,1,5
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,6,3,9
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,0,3,3
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-02-01,4,5,9
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,2,3
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
AIQUILE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,2,3
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
BAURES,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,3,3,6
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
CAIROMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,1,3
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,7,5,12
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
CHUMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,1,5
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,39,13,52
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
COLLANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,3,3,6
COPACABANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,1,5
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,2,4
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,5,2,7
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,18,9,27
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,3,2,5
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,2,4
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
ICLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
IXIAMAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,1,3
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,5,3,8
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,3,7
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,19,12,31
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
LORETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,3,1,4
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,19,6,25
OCURI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,2,2
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,5,2,7
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
PAMPA GRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,0,4
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,2,2
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,3,1,4
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,5,6,11
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,2,4
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,1,3
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,2,6
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
SAN BENITO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,3,3
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,3,4
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,100,77,177
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
SANTIAGO DE HUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
SENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,1,5
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
SOPACHUY,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,3,0,3
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,6,10
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,3,7
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,6,7,13
VACAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,2,3
VILLA CHARCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,2,4
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,4,1,5
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,2,3
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,5,2,7
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,5,4,9
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,3,3,6
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-04-01,2,0,2
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-04-01,0,1,1
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-04-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-04-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-04-01,2,2,4
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2022-04-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2022-04-01,2,0,2
