municipality,group,variable,month,Repetidas,TOTAL
IXIAMAS,consultas prenatales,repetidas,2009-01-01,52,52
JESUS DE MACHACA,consultas prenatales,repetidas,2009-01-01,54,54
LA ASUNTA,consultas prenatales,repetidas,2009-01-01,240,240
LA GUARDIA,consultas prenatales,repetidas,2009-01-01,561,561
LA PAZ,consultas prenatales,repetidas,2009-01-01,7492,7492
LAGUNILLAS,consultas prenatales,repetidas,2009-01-01,25,25
LAJA,consultas prenatales,repetidas,2009-01-01,45,45
LAS CARRERAS,consultas prenatales,repetidas,2009-01-01,23,23
LICOMA PAMPA,consultas prenatales,repetidas,2009-01-01,14,14
LLALLAGUA,consultas prenatales,repetidas,2009-01-01,293,293
LLICA,consultas prenatales,repetidas,2009-01-01,17,17
LORETO,consultas prenatales,repetidas,2009-01-01,7,7
LURIBAY,consultas prenatales,repetidas,2009-01-01,33,33
MACHACAMARCA,consultas prenatales,repetidas,2009-01-01,11,11
MACHARETI,consultas prenatales,repetidas,2009-01-01,56,56
MAGDALENA,consultas prenatales,repetidas,2009-01-01,79,79
MAIRANA,consultas prenatales,repetidas,2009-01-01,88,88
MALLA,consultas prenatales,repetidas,2009-01-01,3,3
MAPIRI,consultas prenatales,repetidas,2009-01-01,116,116
MECAPACA,consultas prenatales,repetidas,2009-01-01,22,22
MINEROS,consultas prenatales,repetidas,2009-01-01,109,109
MIZQUE,consultas prenatales,repetidas,2009-01-01,152,152
MOCOMOCO,consultas prenatales,repetidas,2009-01-01,19,19
MOJINETE,consultas prenatales,repetidas,2009-01-01,6,6
MOJOCOYA,consultas prenatales,repetidas,2009-01-01,48,48
MONTEAGUDO,consultas prenatales,repetidas,2009-01-01,239,239
MONTERO,consultas prenatales,repetidas,2009-01-01,728,728
MORO MORO,consultas prenatales,repetidas,2009-01-01,4,4
MOROCHATA,consultas prenatales,repetidas,2009-01-01,74,74
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2009-01-01,10,10
NAZACARA DE PACAJES,consultas prenatales,repetidas,2009-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2009-01-01,1,1
OCURI,consultas prenatales,repetidas,2009-01-01,83,83
OKINAWA,consultas prenatales,repetidas,2009-01-01,118,118
OMEREQUE,consultas prenatales,repetidas,2009-01-01,35,35
ORURO,consultas prenatales,repetidas,2009-01-01,2130,2130
PADCAYA,consultas prenatales,repetidas,2009-01-01,82,82
PADILLA,consultas prenatales,repetidas,2009-01-01,43,43
PAILON,consultas prenatales,repetidas,2009-01-01,139,139
PALCA,consultas prenatales,repetidas,2009-01-01,26,26
PALOS BLANCOS,consultas prenatales,repetidas,2009-01-01,180,180
PAMPA AULLAGAS,consultas prenatales,repetidas,2009-01-01,13,13
PAMPA GRANDE,consultas prenatales,repetidas,2009-01-01,50,50
PAPEL PAMPA,consultas prenatales,repetidas,2009-01-01,9,9
PASORAPA,consultas prenatales,repetidas,2009-01-01,12,12
PATACAMAYA,consultas prenatales,repetidas,2009-01-01,50,50
PAZÑA,consultas prenatales,repetidas,2009-01-01,27,27
PELECHUCO,consultas prenatales,repetidas,2009-01-01,10,10
POCOATA,consultas prenatales,repetidas,2009-01-01,71,71
POCONA,consultas prenatales,repetidas,2009-01-01,57,57
POJO (CBBA),consultas prenatales,repetidas,2009-01-01,58,58
POOPO,consultas prenatales,repetidas,2009-01-01,25,25
PORCO,consultas prenatales,repetidas,2009-01-01,59,59
POROMA,consultas prenatales,repetidas,2009-01-01,55,55
PORONGO,consultas prenatales,repetidas,2009-01-01,31,31
PORTACHUELO,consultas prenatales,repetidas,2009-01-01,249,249
PORVENIR,consultas prenatales,repetidas,2009-01-01,35,35
POSTRER VALLE,consultas prenatales,repetidas,2009-01-01,3,3
POTOSI,consultas prenatales,repetidas,2009-01-01,1491,1491
PRESTO,consultas prenatales,repetidas,2009-01-01,34,34
PUCARA,consultas prenatales,repetidas,2009-01-01,7,7
PUCARANI,consultas prenatales,repetidas,2009-01-01,91,91
PUERTO ACOSTA,consultas prenatales,repetidas,2009-01-01,71,71
PUERTO CARABUCO,consultas prenatales,repetidas,2009-01-01,22,22
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2009-01-01,11,11
PUERTO PEREZ,consultas prenatales,repetidas,2009-01-01,6,6
PUERTO QUIJARRO,consultas prenatales,repetidas,2009-01-01,93,93
PUERTO RICO,consultas prenatales,repetidas,2009-01-01,37,37
PUERTO SILES,consultas prenatales,repetidas,2009-01-01,2,2
PUERTO SUAREZ,consultas prenatales,repetidas,2009-01-01,105,105
PUERTO VILLARROEL,consultas prenatales,repetidas,2009-01-01,347,347
PUNA,consultas prenatales,repetidas,2009-01-01,144,144
PUNATA,consultas prenatales,repetidas,2009-01-01,94,94
QUIABAYA,consultas prenatales,repetidas,2009-01-01,3,3
QUILLACOLLO,consultas prenatales,repetidas,2009-01-01,572,572
QUIME,consultas prenatales,repetidas,2009-01-01,29,29
QUIRUSILLAS,consultas prenatales,repetidas,2009-01-01,6,6
RAVELO,consultas prenatales,repetidas,2009-01-01,38,38
REYES,consultas prenatales,repetidas,2009-01-01,51,51
RIBERALTA,consultas prenatales,repetidas,2009-01-01,801,801
ROBORE,consultas prenatales,repetidas,2009-01-01,105,105
RURRENABAQUE,consultas prenatales,repetidas,2009-01-01,80,80
SABAYA,consultas prenatales,repetidas,2009-01-01,10,10
SACABA,consultas prenatales,repetidas,2009-01-01,836,836
SACABAMBA,consultas prenatales,repetidas,2009-01-01,7,7
SACACA,consultas prenatales,repetidas,2009-01-01,122,122
SAIPINA,consultas prenatales,repetidas,2009-01-01,40,40
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2009-01-01,29,29
SAMAIPATA,consultas prenatales,repetidas,2009-01-01,42,42
SAN AGUSTIN,consultas prenatales,repetidas,2009-01-01,9,9
SAN ANDRES,consultas prenatales,repetidas,2009-01-01,43,43
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2009-01-01,9,9
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2009-01-01,15,15
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2009-01-01,21,21
SAN BENITO,consultas prenatales,repetidas,2009-01-01,69,69
SAN BORJA,consultas prenatales,repetidas,2009-01-01,252,252
SAN BUENA VENTURA,consultas prenatales,repetidas,2009-01-01,91,91
SAN CARLOS,consultas prenatales,repetidas,2009-01-01,176,176
SAN IGNACIO,consultas prenatales,repetidas,2009-01-01,163,163
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2009-01-01,494,494
SAN JAVIER(BNI),consultas prenatales,repetidas,2009-01-01,3,3
SAN JAVIER(STC),consultas prenatales,repetidas,2009-01-01,105,105
SAN JOAQUIN,consultas prenatales,repetidas,2009-01-01,30,30
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2009-01-01,101,101
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2009-01-01,42,42
SAN JULIAN,consultas prenatales,repetidas,2009-01-01,286,286
SAN LORENZO(PND),consultas prenatales,repetidas,2009-01-01,8,8
SAN LORENZO(TJA),consultas prenatales,repetidas,2009-01-01,63,63
SAN LUCAS,consultas prenatales,repetidas,2009-01-01,258,258
SAN MATIAS,consultas prenatales,repetidas,2009-01-01,97,97
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2009-01-01,64,64
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2009-01-01,10,10
SAN PEDRO,consultas prenatales,repetidas,2009-01-01,96,96
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2009-01-01,68,68
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2009-01-01,15,15
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2009-01-01,13,13
SAN PEDRO(PND),consultas prenatales,repetidas,2009-01-01,3,3
SAN RAFAEL,consultas prenatales,repetidas,2009-01-01,44,44
SAN RAMON,consultas prenatales,repetidas,2009-01-01,21,21
SAN RAMON,consultas prenatales,repetidas,2009-01-01,102,102
SANTA ANA,consultas prenatales,repetidas,2009-01-01,188,188
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2009-01-01,7672,7672
SANTA ROSA,consultas prenatales,repetidas,2009-01-01,52,52
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2009-01-01,130,130
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2009-01-01,8,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2009-01-01,30,30
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2009-01-01,9,9
SANTIVAÑES,consultas prenatales,repetidas,2009-01-01,20,20
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2009-01-01,12,12
SAPAHAQUI,consultas prenatales,repetidas,2009-01-01,14,14
SENA,consultas prenatales,repetidas,2009-01-01,22,22
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2009-01-01,53,53
SICAYA,consultas prenatales,repetidas,2009-01-01,3,3
SIPE SIPE,consultas prenatales,repetidas,2009-01-01,225,225
SOPACHUY,consultas prenatales,repetidas,2009-01-01,32,32
SORACACHI,consultas prenatales,repetidas,2009-01-01,29,29
SORATA,consultas prenatales,repetidas,2009-01-01,87,87
SUCRE,consultas prenatales,repetidas,2009-01-01,2241,2241
TACACHI,consultas prenatales,repetidas,2009-01-01,2,2
TACACOMA,consultas prenatales,repetidas,2009-01-01,20,20
TACOBAMBA,consultas prenatales,repetidas,2009-01-01,12,12
TACOPAYA,consultas prenatales,repetidas,2009-01-01,44,44
TAPACARI,consultas prenatales,repetidas,2009-01-01,70,70
TARABUCO,consultas prenatales,repetidas,2009-01-01,108,108
TARACO,consultas prenatales,repetidas,2009-01-01,7,7
TARATA,consultas prenatales,repetidas,2009-01-01,41,41
TARIJA,consultas prenatales,repetidas,2009-01-01,976,976
TARVITA,consultas prenatales,repetidas,2009-01-01,79,79
TEOPONTE,consultas prenatales,repetidas,2009-01-01,29,29
TIAWANACU,consultas prenatales,repetidas,2009-01-01,12,12
TINGUIPAYA,consultas prenatales,repetidas,2009-01-01,50,50
TIPUANI,consultas prenatales,repetidas,2009-01-01,43,43
TIQUIPAYA,consultas prenatales,repetidas,2009-01-01,389,389
TIRAQUE (CBBA),consultas prenatales,repetidas,2009-01-01,337,337
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2009-01-01,4,4
TOCO,consultas prenatales,repetidas,2009-01-01,6,6
TODOS SANTOS,consultas prenatales,repetidas,2009-01-01,3,3
TOLATA,consultas prenatales,repetidas,2009-01-01,20,20
TOLEDO,consultas prenatales,repetidas,2009-01-01,25,25
TOMAVE,consultas prenatales,repetidas,2009-01-01,48,48
TOMINA,consultas prenatales,repetidas,2009-01-01,48,48
TORO TORO,consultas prenatales,repetidas,2009-01-01,25,25
TOTORA(CBBA),consultas prenatales,repetidas,2009-01-01,87,87
TOTORA(ORR),consultas prenatales,repetidas,2009-01-01,11,11
TRIGAL,consultas prenatales,repetidas,2009-01-01,11,11
TRINIDAD,consultas prenatales,repetidas,2009-01-01,866,866
TUPIZA,consultas prenatales,repetidas,2009-01-01,235,235
TURCO,consultas prenatales,repetidas,2009-01-01,30,30
UMALA,consultas prenatales,repetidas,2009-01-01,16,16
UNCIA,consultas prenatales,repetidas,2009-01-01,177,177
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2009-01-01,76,76
URUBICHA,consultas prenatales,repetidas,2009-01-01,44,44
UYUNI,consultas prenatales,repetidas,2009-01-01,168,168
VACAS,consultas prenatales,repetidas,2009-01-01,48,48
VALLEGRANDE,consultas prenatales,repetidas,2009-01-01,106,106
VIACHA,consultas prenatales,repetidas,2009-01-01,227,227
VILA VILA,consultas prenatales,repetidas,2009-01-01,27,27
VILLA MONTES,consultas prenatales,repetidas,2009-01-01,259,259
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2009-01-01,7,7
VILLA RIVERO,consultas prenatales,repetidas,2009-01-01,23,23
VILLA SERRANO,consultas prenatales,repetidas,2009-01-01,75,75
VILLA TUNARI,consultas prenatales,repetidas,2009-01-01,442,442
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2009-01-01,57,57
VILLAZON,consultas prenatales,repetidas,2009-01-01,316,316
VINTO,consultas prenatales,repetidas,2009-01-01,104,104
VITICHI,consultas prenatales,repetidas,2009-01-01,39,39
WALDO BALLIVIAN,consultas prenatales,repetidas,2009-01-01,5,5
WARNES,consultas prenatales,repetidas,2009-01-01,552,552
YACO,consultas prenatales,repetidas,2009-01-01,12,12
YACUIBA,consultas prenatales,repetidas,2009-01-01,648,648
YAMPARAEZ,consultas prenatales,repetidas,2009-01-01,33,33
YANACACHI,consultas prenatales,repetidas,2009-01-01,18,18
YAPACANI,consultas prenatales,repetidas,2009-01-01,256,256
YOCALLA,consultas prenatales,repetidas,2009-01-01,18,18
YOTALA,consultas prenatales,repetidas,2009-01-01,54,54
YUNCHARA,consultas prenatales,repetidas,2009-01-01,41,41
ZUDAÑEZ,consultas prenatales,repetidas,2009-01-01,34,34
ACACIO,consultas prenatales,repetidas,2009-02-01,18,18
ACHACACHI,consultas prenatales,repetidas,2009-02-01,178,178
ACHOCALLA,consultas prenatales,repetidas,2009-02-01,38,38
AIQUILE,consultas prenatales,repetidas,2009-02-01,144,144
ALALAY,consultas prenatales,repetidas,2009-02-01,11,11
ALCALA,consultas prenatales,repetidas,2009-02-01,12,12
ANCORAIMES,consultas prenatales,repetidas,2009-02-01,32,32
ANDAMARCA,consultas prenatales,repetidas,2009-02-01,14,14
ANTEQUERA,consultas prenatales,repetidas,2009-02-01,4,4
ANZALDO,consultas prenatales,repetidas,2009-02-01,11,11
APOLO,consultas prenatales,repetidas,2009-02-01,81,81
ARAMPAMPA,consultas prenatales,repetidas,2009-02-01,32,32
ARANI,consultas prenatales,repetidas,2009-02-01,47,47
ARBIETO,consultas prenatales,repetidas,2009-02-01,30,30
ARQUE,consultas prenatales,repetidas,2009-02-01,43,43
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2009-02-01,97,97
ATOCHA,consultas prenatales,repetidas,2009-02-01,37,37
AUCAPATA,consultas prenatales,repetidas,2009-02-01,1,1
AYATA,consultas prenatales,repetidas,2009-02-01,12,12
AYO AYO,consultas prenatales,repetidas,2009-02-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2009-02-01,94,94
AZURDUY,consultas prenatales,repetidas,2009-02-01,55,55
BATALLAS,consultas prenatales,repetidas,2009-02-01,48,48
BAURES,consultas prenatales,repetidas,2009-02-01,31,31
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2009-02-01,2,2
BELEN DE URMIRI,consultas prenatales,repetidas,2009-02-01,8,8
BELLA FLOR,consultas prenatales,repetidas,2009-02-01,7,7
BERMEJO,consultas prenatales,repetidas,2009-02-01,162,162
BETANZOS,consultas prenatales,repetidas,2009-02-01,138,138
BOLIVAR,consultas prenatales,repetidas,2009-02-01,15,15
BOLPEBRA,consultas prenatales,repetidas,2009-02-01,10,10
BOYUIBE,consultas prenatales,repetidas,2009-02-01,16,16
BUENA VISTA,consultas prenatales,repetidas,2009-02-01,36,36
CABEZAS,consultas prenatales,repetidas,2009-02-01,92,92
CAIROMA,consultas prenatales,repetidas,2009-02-01,28,28
"CAIZA ""D""",consultas prenatales,repetidas,2009-02-01,38,38
CAJUATA,consultas prenatales,repetidas,2009-02-01,74,74
CALACOTO,consultas prenatales,repetidas,2009-02-01,8,8
CALAMARCA,consultas prenatales,repetidas,2009-02-01,42,42
CAMARGO,consultas prenatales,repetidas,2009-02-01,120,120
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2009-02-01,15,15
CAMIRI,consultas prenatales,repetidas,2009-02-01,318,318
CAPINOTA,consultas prenatales,repetidas,2009-02-01,159,159
CAQUIAVIRI,consultas prenatales,repetidas,2009-02-01,26,26
CARACOLLO,consultas prenatales,repetidas,2009-02-01,132,132
CARANAVI,consultas prenatales,repetidas,2009-02-01,277,277
CARANGAS,consultas prenatales,repetidas,2009-02-01,2,2
CARAPARI,consultas prenatales,repetidas,2009-02-01,78,78
CARIPUYO,consultas prenatales,repetidas,2009-02-01,39,39
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2009-02-01,18,18
CATACORA,consultas prenatales,repetidas,2009-02-01,3,3
CHACARILLA,consultas prenatales,repetidas,2009-02-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2009-02-01,169,169
CHAQUI,consultas prenatales,repetidas,2009-02-01,16,16
CHARAGUA,consultas prenatales,repetidas,2009-02-01,174,174
CHARAÑA,consultas prenatales,repetidas,2009-02-01,3,3
CHAYANTA,consultas prenatales,repetidas,2009-02-01,54,54
CHIMORE,consultas prenatales,repetidas,2009-02-01,58,58
CHIPAYA,consultas prenatales,repetidas,2009-02-01,6,6
CHOQUE COTA,consultas prenatales,repetidas,2009-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2009-02-01,144,144
CHUMA,consultas prenatales,repetidas,2009-02-01,31,31
CLIZA,consultas prenatales,repetidas,2009-02-01,174,174
COBIJA,consultas prenatales,repetidas,2009-02-01,427,427
COCHABAMBA,consultas prenatales,repetidas,2009-02-01,5033,5033
COIPASA,consultas prenatales,repetidas,2009-02-01,6,6
COLCAPIRHUA,consultas prenatales,repetidas,2009-02-01,393,393
"COLCHA ""K""",consultas prenatales,repetidas,2009-02-01,31,31
COLLANA,consultas prenatales,repetidas,2009-02-01,2,2
COLOMI,consultas prenatales,repetidas,2009-02-01,108,108
COLPA BELGICA,consultas prenatales,repetidas,2009-02-01,44,44
COLQUECHACA,consultas prenatales,repetidas,2009-02-01,96,96
COLQUENCHA,consultas prenatales,repetidas,2009-02-01,35,35
COLQUIRI,consultas prenatales,repetidas,2009-02-01,86,86
COMANCHE,consultas prenatales,repetidas,2009-02-01,7,7
COMARAPA,consultas prenatales,repetidas,2009-02-01,151,151
COMBAYA,consultas prenatales,repetidas,2009-02-01,4,4
CONCEPCION,consultas prenatales,repetidas,2009-02-01,73,73
COPACABANA,consultas prenatales,repetidas,2009-02-01,45,45
CORIPATA,consultas prenatales,repetidas,2009-02-01,61,61
CORO CORO,consultas prenatales,repetidas,2009-02-01,30,30
COROICO,consultas prenatales,repetidas,2009-02-01,114,114
CORQUE,consultas prenatales,repetidas,2009-02-01,12,12
COTAGAITA,consultas prenatales,repetidas,2009-02-01,110,110
COTOCA,consultas prenatales,repetidas,2009-02-01,249,249
CUATRO CAÑADAS,consultas prenatales,repetidas,2009-02-01,95,95
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2009-02-01,2,2
CUEVO,consultas prenatales,repetidas,2009-02-01,27,27
CULPINA,consultas prenatales,repetidas,2009-02-01,84,84
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2009-02-01,34,34
CURVA,consultas prenatales,repetidas,2009-02-01,4,4
DESAGUADERO,consultas prenatales,repetidas,2009-02-01,19,19
EL ALTO,consultas prenatales,repetidas,2009-02-01,5166,5166
EL CHORO,consultas prenatales,repetidas,2009-02-01,14,14
EL PUENTE(STC),consultas prenatales,repetidas,2009-02-01,64,64
EL PUENTE(TJA),consultas prenatales,repetidas,2009-02-01,42,42
EL TORNO,consultas prenatales,repetidas,2009-02-01,324,324
EL VILLAR,consultas prenatales,repetidas,2009-02-01,35,35
ENTRE RIOS,consultas prenatales,repetidas,2009-02-01,102,102
ENTRE RIOS,consultas prenatales,repetidas,2009-02-01,79,79
ESCARA,consultas prenatales,repetidas,2009-02-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2009-02-01,21,21
