municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,22,22
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,32,32
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,28,28
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,16,16
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,14,14
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,10,10
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,14,14
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,104,104
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,30,30
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,23,23
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,67,67
CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,11,11
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,31,31
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,37,37
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,20,20
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,16,16
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,17,17
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,22,22
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,31,31
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1209,1209
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,62,62
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,26,26
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,23,23
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,28,28
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,18,18
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,29,29
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,62,62
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,13,13
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,20,20
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1252,1252
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,13,13
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,27,27
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,39,39
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,15,15
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,17,17
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,49,49
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,18,18
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,20,20
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,13,13
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,56,56
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,86,86
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1983,1983
LA RIVERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,84,84
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,11,11
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,14,14
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,33,33
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,10,10
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,19,19
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,124,124
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,39,39
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,14,14
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,11,11
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,528,528
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,24,24
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,20,20
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,60,60
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,15,15
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,13,13
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,630,630
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,24,24
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,23,23
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,38,38
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,13,13
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,97,97
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,29,29
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,22,22
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,120,120
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,20,20
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,173,173
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,15,15
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,15,15
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,235,235
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,11,11
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,15,15
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,11,11
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,11,11
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,39,39
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,12,12
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,29,29
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,42,42
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,60,60
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,25,25
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,14,14
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,55,55
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,26,26
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,20,20
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,21,21
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,21,21
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,14,14
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,23,23
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3338,3338
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,15,15
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,10,10
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,25,25
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,27,27
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,16,16
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,238,238
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,10,10
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,27,27
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,270,270
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,8,8
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,19,19
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,77,77
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,87,87
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,7,7
TODOS SANTOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,6,6
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,19,19
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,1,1
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,154,154
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,21,21
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,48,48
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,42,42
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,11,11
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,9,9
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,44,44
VILA VILA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,27,27
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,4,4
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,65,65
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,28,28
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,46,46
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,2,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,66,66
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,5,5
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,120,120
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2009-01-01,3,3
