municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,17,17
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,52,52
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,8,8
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,18,18
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,37,37
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,19,19
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,6,6
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,6,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,16,16
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,48,48
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,18,18
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,17,17
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,76,76
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,6,6
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,31,31
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,8,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,13,13
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,45,45
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,61,61
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,959,959
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,52,52
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,14,14
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,22,22
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,22,22
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,20,20
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,8,8
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,15,15
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,25,25
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,46,46
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,151,151
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,22,22
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,25,25
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,414,414
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,16,16
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,10,10
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,23,23
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,34,34
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,15,15
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,29,29
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,10,10
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,17,17
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,14,14
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,17,17
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,69,69
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,253,253
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,10,10
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,20,20
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,19,19
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,30,30
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,6,6
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,24,24
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,51,51
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,43,43
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,58,58
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,131,131
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,12,12
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,186,186
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,28,28
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,10,10
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,187,187
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,28,28
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,15,15
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,10,10
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,19,19
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,67,67
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,19,19
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,21,21
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,43,43
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,104,104
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,15,15
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,26,26
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,18,18
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,53,53
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,24,24
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,48,48
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,20,20
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,15,15
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,6,6
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,17,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,17,17
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,15,15
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,42,42
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,44,44
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1695,1695
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,17,17
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,18,18
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,8,8
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,6,6
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,75,75
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,12,12
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,34,34
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,697,697
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,10,10
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,20,20
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,27,27
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,352,352
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,14,14
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,16,16
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,72,72
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,47,47
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,1,1
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,6,6
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,11,11
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,24,24
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,178,178
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,50,50
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,29,29
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,16,16
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,47,47
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,18,18
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,19,19
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,53,53
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,2,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,9,9
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,19,19
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,64,64
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,48,48
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,20,20
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,3,3
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,121,121
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,4,4
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,93,93
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,31,31
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,7,7
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,10,10
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2009-01-01,5,5
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2009-02-01,2,2
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2009-02-01,36,36
