municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,273,273
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,4,4
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,38,38
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,7,7
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,4,4
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,22,22
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3,3
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,8,8
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,20,20
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,75,75
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,29,29
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,32,32
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,39,39
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,116,116
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3,3
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,26,26
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,14,14
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,12,12
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,33,33
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,89,89
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,15,15
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,14,14
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,81,81
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,15,15
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,28,28
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,5,5
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,19,19
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,16,16
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,4,4
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,1,1
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,11,11
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,4,4
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,15,15
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,26,26
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3037,3037
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,11,11
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,20,20
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3,3
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,12,12
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,1,1
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,5,5
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,4,4
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,13,13
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,17,17
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,36,36
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,13,13
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3,3
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,20,20
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,656,656
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,11,11
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,11,11
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,9,9
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3,3
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,42,42
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,16,16
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,3,3
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,479,479
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,19,19
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,16,16
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,17,17
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,109,109
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,103,103
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,1,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,5,5
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,1,1
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,6,6
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,12,12
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,11,11
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,29,29
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,232,232
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,44,44
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,9,9
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,55,55
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,13,13
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,60,60
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,11,11
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,20,20
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,77,77
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,8,8
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,62,62
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,1,1
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,118,118
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,15,15
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,62,62
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,37,37
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,11,11
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,2,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,150,150
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2009-01-01,10,10
