municipality,group,variable,month,N° de auditorias internas en salud en aplicación de norma técnica,TOTAL
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,7,7
CORO CORO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,1,1
HUMANATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,4,4
PALCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,4,4
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,3,3
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,8,8
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,6,6
TARATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,2,2
VILLA MONTES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-03-01,2,2
ACHACACHI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,6,6
ORURO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,45,45
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,2,2
SAN BORJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,18,18
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,5,5
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,3,3
TIPUANI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-04-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,2,2
COLCAPIRHUA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,5,5
MAGDALENA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,38,38
ORURO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,10,10
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,6,6
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,8,8
SAN LUCAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,128,128
TIAWANACU,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-05-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,8,8
MONTERO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,16,16
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,9,9
TRINIDAD,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,21,21
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,3,3
VINTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,9,9
YUNCHARA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-06-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
COLQUECHACA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,2,2
OKINAWA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
ORURO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,10,10
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,6,6
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,1,1
UMALA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-07-01,4,4
ACHACACHI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,4,4
CLIZA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,4,4
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,0,0
SHINAOTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,10,10
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,7,7
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-08-01,5,5
ACHACACHI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
BOLIVAR,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,13,13
CLIZA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,6,6
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,3,3
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,29,29
LLALLAGUA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,20,20
LORETO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,3,3
QUIME,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,5,5
RIBERALTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,2,2
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-09-01,4,4
BUENA VISTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,142,142
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,13,13
COPACABANA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,4,4
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
SAN RAFAEL,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,20,20
SORATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,16,16
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,10,10
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
YACUIBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-10-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
CLIZA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,30,30
COPACABANA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,3,3
EL ALTO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,7,7
LA PAZ,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,16,16
MOROCHATA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
OCURI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,17,17
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
RURRENABAQUE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,7,7
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,18,18
SUCRE,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,10,10
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-11-01,8,8
BETANZOS,actividades del establecimiento y con la comunidad,n de auditorias internas en salud en aplicacion de norma tecnica,2010-12-01,1,1
