municipality,group,variable,month,Nº de comunidades que participaron en el CAI de establecimiento,TOTAL
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,6,6
ORURO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
PAILON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,4,4
PALCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,5,5
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,21,21
POJO (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,7,7
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,28,28
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,2,2
ROBORE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,12,12
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,19,19
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,6,6
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,4,4
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,14,14
SAN LUCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,10,10
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,5,5
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,9,9
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,14,14
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,8,8
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,3,3
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,13,13
SORATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,10,10
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,26,26
TOLATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,5,5
TURCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,12,12
UNCIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,35,35
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,7,7
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,6,6
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,7,7
VILA VILA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,10,10
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,7,7
VILLAZON,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,8,8
VINTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,5,5
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,9,9
YUNCHARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-01-01,12,12
ACACIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,8,8
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,24,24
ALTO BENI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,34,34
ANDAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,14,14
ANZALDO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,7,7
ARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,9,9
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,7,7
BATALLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,14,14
BERMEJO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,15,15
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,42,42
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,8,8
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,10,10
CHUMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,12,12
COCAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
COLOMI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,9,9
COLQUENCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,7,7
COMANCHE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,7,7
CORQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,11,11
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
CUEVO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
CULPINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
CURVA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,28,28
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
EL TORNO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,8,8
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
HUARINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
ICHOCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,40,40
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,35,35
MACHARETI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,11,11
MAIRANA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
MALLA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
MIZQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
MOCOMOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,25,25
MOJINETE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
MONTERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
MORO MORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,6,6
OKINAWA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
PADCAYA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
PAZÑA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,8,8
POCONA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
POJO (CBBA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,7,7
PORONGO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,8,8
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
PUCARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,18,18
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
PUNA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
SACABA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,12,12
SAIPINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,8,8
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,6,6
SAN BORJA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,16,16
SAN CARLOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,7,7
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
SAN JULIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,9,9
SAN PEDRO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,6,6
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,6,6
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,12,12
SUCRE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,6,6
TACACOMA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
TOCO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,13,13
VILA VILA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,4,4
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,9,9
VITICHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,9,9
YUNCHARA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-02-01,5,5
ACHACACHI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,20,20
ALTO BENI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,23,23
ANZALDO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,4,4
APOLO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,9,9
ARBIETO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,3,3
ATOCHA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,8,8
BATALLAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,3,3
BETANZOS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,23,23
BUENA VISTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,10,10
CAPINOTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,4,4
CARANAVI,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,9,9
CHAYANTA,actividades del establecimiento y con la comunidad,no de comunidades que participaron en el cai de establecimiento,2010-03-01,8,8
