municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,24,24
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SENA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,3,3
SORACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,3,3
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
TURCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,4,4
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,5,5
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,9,9
YANACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,2,2
YUNCHARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-01-01,3,3
ACACIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,8,8
ALTO BENI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
ANCORAIMES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,7,7
ANDAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
APOLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
ARBIETO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
ATOCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
AYATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
AYO AYO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
BATALLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
BETANZOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CAPINOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
COMANCHE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
CURVA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,22,22
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
LA ASUNTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,39,39
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
MACHARETI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
MALLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
MOCOMOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
MOJINETE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
PELECHUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,6,6
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
PUNA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,8,8
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,25,25
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
TACACOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,4,4
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,7,7
VILA VILA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2010-02-01,9,9
