municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
CLIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,34,34
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,956,956
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,30,30
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
COLLANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,16,16
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,10,10
CONCEPCION,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,12,12
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,11,11
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,29,29
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,14,14
CURAHUARA DE CARANGAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,817,817
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,68,68
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,9,9
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,8,8
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,9,9
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,15,15
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,24,24
HUARINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,6,6
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,12,12
INQUISIVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,28,28
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,19,19
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1760,1760
LAGUNILLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,94,94
MACHARETI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
MAGDALENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,26,26
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,26,26
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,14,14
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,28,28
MOJOCOYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,10,10
MONTEAGUDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,8,8
MONTERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,33,33
MORO MORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
OMEREQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
ORURO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,602,602
PADILLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,19,19
PAILON,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,6,6
PALCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,17,17
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
PATACAMAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,33,33
PAZÑA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
POJO (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
PORCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,15,15
POROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
PORTACHUELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,44,44
PORVENIR,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
POTOSI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,372,372
PRESTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
PUCARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
PUERTO ACOSTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,36,36
PUERTO RICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,24,24
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,96,96
PUNA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
QUIABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,219,219
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,12,12
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,49,49
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,176,176
SACABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,11,11
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
SAN AGUSTIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
SAN BENITO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,75,75
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,12,12
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,34,34
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,88,88
SAN JULIAN,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,8,8
SAN PEDRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,950,950
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,35,35
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,268,268
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
TAPACARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,16,16
TARACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
TARATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,4,4
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,496,496
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,6,6
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
TIAWANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,6,6
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,75,75
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,18,18
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
TOLATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,10,10
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,22,22
TRINIDAD,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,8,8
TURCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,1,1
UMALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
VALLEGRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,37,37
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,48,48
VILA VILA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,83,83
VILLA SERRANO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,8,8
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,107,107
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,49,49
VITICHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,3,3
WARNES,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,90,90
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,219,219
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,5,5
YOTALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,7,7
YUNCHARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-01-01,8,8
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,20,20
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
ALCALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
ANDAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
ANTEQUERA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
ANZALDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,11,11
ARAMPAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
ARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,5,5
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,17,17
BAURES,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
BELLA FLOR,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,23,23
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
CAIROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,7,7
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,30,30
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,23,23
CAQUIAVIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,13,13
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,84,84
CARAPARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,42,42
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,5,5
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
CLIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,30,30
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,119,119
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,726,726
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,29,29
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,15,15
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,7,7
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,8,8
COMARAPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,21,21
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,5,5
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
CORO CORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,29,29
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,10,10
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,7,7
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,884,884
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
EL TORNO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,76,76
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,5,5
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,14,14
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,7,7
EXALTACION,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,9,9
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,5,5
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,87,87
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,32,32
ICHOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
INQUISIVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,19,19
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1407,1407
LAGUNILLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,14,14
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,8,8
LAS CARRERAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,70,70
MAGDALENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,18,18
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,31,31
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,16,16
MECAPACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,28,28
MOJOCOYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
MONTERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,29,29
MOROCHATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
OCURI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
OMEREQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
ORURO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,509,509
PADCAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
PADILLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,22,22
PAILON,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
PALCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,23,23
PASORAPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
PAZÑA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
POJO (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
POROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,8,8
PORTACHUELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,38,38
PORVENIR,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
POTOSI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,424,424
PRESTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,2,2
PUCARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,11,11
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,27,27
PUERTO RICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,15,15
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,85,85
QUIABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,202,202
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,5,5
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,10,10
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,43,43
SABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,183,183
SACABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,12,12
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,9,9
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,3,3
SAN AGUSTIN,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2015-02-01,4,4
