municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,3,3
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,5,5
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,15,15
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,56,56
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,110,110
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,37,37
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,18,18
TIAWANACU,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,2,2
TRIGAL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,2,2
VILLA RIVERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,1,1
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,2,2
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,3,3
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,7,7
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-01-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
CABEZAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
CAIROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,4,4
CARACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,2,2
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,2,2
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,12,12
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,182,182
COTAGAITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,78,78
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
ESCOMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,10,10
IXIAMAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,185,185
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,5,5
LURIBAY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,6,6
MACHARETI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,14,14
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,48,48
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,2,2
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,23,23
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
PUNA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,5,5
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,15,15
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
SABAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,8,8
SAN ANDRES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,2,2
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,129,129
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,3,3
SORATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,48,48
TACACOMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,29,29
TARVITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
TEOPONTE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,11,11
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,6,6
VIACHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,4,4
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
VILLA RIVERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,3,3
VITICHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,5,5
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,6,6
YAMPARAEZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,4,4
YOTALA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-02-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,4,4
ANCORAIMES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,5,5
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,6,6
CARACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CHIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CLIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,3,3
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,10,10
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,161,161
COLPA BELGICA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
COMARAPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
CORIPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
DESAGUADERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,7,7
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,54,54
FILADELFIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,7,7
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,171,171
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,7,7
LLICA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
MAPIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
MIZQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,6,6
OKINAWA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,44,44
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
PAILON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
POCOATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
POROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,17,17
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,5,5
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,6,6
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,3,3
RAVELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,13,13
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,5,5
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,3,3
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,3,3
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,2,2
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,148,148
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,34,34
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,13,13
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
TOMINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,10,10
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,11,11
URUBICHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,8,8
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,5,5
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,4,4
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,9,9
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-03-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
ACHOCALLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
APOLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CABEZAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CAIROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CAPINOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CARAPARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,3,3
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,172,172
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
COTOCA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
DESAGUADERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,58,58
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,7,7
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,4,4
HUANUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,92,92
LAJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,25,25
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,29,29
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,3,3
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,42,42
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
PUERTO RICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,7,7
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,15,15
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,7,7
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,9,9
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,3,3
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,161,161
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,40,40
TACOBAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,16,16
TEOPONTE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
TOMINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
TOTORA(ORR),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,10,10
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,10,10
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,5,5
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,2,2
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,3,3
VINTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,3,3
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,10,10
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-04-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2015-05-01,1,1
