municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
HUARINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,9,9
IXIAMAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,14,14
LA GUARDIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,28,28
LA PAZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,241,241
LAS CARRERAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,6,6
LLICA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
LURIBAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,10,10
MACHACAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
MACHARETI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,6,6
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,12,12
MOCOMOCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
MOJOCOYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
MONTEAGUDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,33,33
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,201,201
MORO MORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
MOROCHATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
OCURI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,21,21
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,126,126
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,6,6
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
PAMPA AULLAGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
PAZÑA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
POCOATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,9,9
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
POOPO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
PORCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
PORONGO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
POSTRER VALLE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
PUERTO PEREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,12,12
PUNA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,9,9
PUNATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,56,56
QUILLACOLLO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,8,8
QUIRUSILLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
RAVELO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
REYES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
ROBORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
SABAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SAIPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SAN ANDRES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SAN BORJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,8,8
SAN CARLOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,37,37
SAN IGNACIO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
SAN JAVIER(BNI),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,32,32
SAN JUAN DE YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,6,6
SAN JULIAN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,71,71
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SAN LUCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,22,22
SAN MATIAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
SAN PEDRO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,17,17
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,701,701
SANTIAGO DE CALLAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
SAPAHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
SENA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,6,6
SHINAOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,36,36
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
SICAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SIPE SIPE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SOPACHUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
SORACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SORATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
SUCRE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,213,213
TACACOMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
TACOBAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
TACOPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
TAPACARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
TARACO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
TARIJA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
TARVITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,13,13
TEOPONTE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
TIAWANACU,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,6,6
TINGUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
TIPUANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
TIQUIPAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,5,5
TOLEDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,7,7
TOMAVE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
TOMINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
TRIGAL,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
TRINIDAD,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
TUPIZA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
UNCIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,24,24
URIONDO (A. CONCEPCION),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
URUBICHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
UYUNI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
VACAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,3,3
VIACHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,2,2
VILLA MONTES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
VILLA RIVERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,4,4
VILLA SERRANO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
VILLA TUNARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,15,15
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,12,12
VITICHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
WARNES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,15,15
YACUIBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,11,11
YANACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
YAPACANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,18,18
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-01-01,1,1
ACHACACHI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
ACHOCALLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
AIQUILE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,19,19
ALTO BENI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
ANDAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
ARQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
ATOCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,4,4
AYATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
AYO AYO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
AZURDUY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,9,9
BATALLAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
BAURES,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,9,9
BELEN DE ANDAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
BETANZOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,4,4
BUENA VISTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,7,7
CABEZAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,23,23
CAIROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
CAJUATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
CALAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,8,8
CAMIRI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,57,57
CAPINOTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,16,16
CARACOLLO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
CARANAVI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,11,11
CARAPARI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,6,6
CARIPUYO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,4,4
CHALLAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
CHAQUI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
CHARAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,35,35
CHAYANTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
CHIMORE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,13,13
CHUA COCANI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,24,24
CHUMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
CKOCHAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,6,6
COCAPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
COCHABAMBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,259,259
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
COLLANA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,4,4
COLQUECHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,6,6
COLQUENCHA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,4,4
COMARAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,21,21
CORIPATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,12,12
CUATRO CAÑADAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,4,4
CUEVO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
CULPINA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
EL ALTO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,361,361
EL CHORO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
EL TORNO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,76,76
EL VILLAR,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
ESCOMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,8,8
FERNANDEZ ALONSO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,23,23
FILADELFIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
GUANAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,17,17
GUAYARAMERIN,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
GUTIERREZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,7,7
HUACARETA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
HUACHACALLA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
HUARACAJE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,8,8
HUATAJATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,4,4
HUAYLLAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
HUMANATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
INCAHUASI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,12,12
IXIAMAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
LA ASUNTA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,47,47
LA GUARDIA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,33,33
LA PAZ,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,246,246
LAS CARRERAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
LLALLAGUA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
LLICA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
LURIBAY,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,6,6
MACHACAMARCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
MACHARETI,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,7,7
MECAPACA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
MINEROS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,11,11
MIZQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
MOCOMOCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
MOJOCOYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
MONTEAGUDO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,37,37
MONTERO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,169,169
MOROCHATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
OKINAWA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,16,16
OMEREQUE,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
ORURO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,116,116
PADCAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
PAILON,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
PALCA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,6,6
PAMPA AULLAGAS,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,3,3
PASORAPA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,2,2
PATACAMAYA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,37,37
POCOATA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,6,6
POCONA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,12,12
POJO (CBBA),atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,6,6
POOPO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
PORCO,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,5,5
POROMA,atencion de partos en servicios,partos atendidos por personal de salud calificado,2015-02-01,1,1
