municipality,group,variable,month,RN con malformación congénita,TOTAL
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-03-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2015-03-01,1,1
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2015-03-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con malformacion congenita,2015-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con malformacion congenita,2015-03-01,1,1
WARNES,atencion de partos en servicios,rn con malformacion congenita,2015-03-01,1,1
YOTALA,atencion de partos en servicios,rn con malformacion congenita,2015-03-01,1,1
ALTO BENI,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,7,7
HUACARETA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,2,2
ICLA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
INCAHUASI,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,2,2
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,6,6
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,11,11
ORURO,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,12,12
PALOS BLANCOS,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
SACACA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
SAN JOAQUIN,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
TOCO,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,2,2
WARNES,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
YAMPARAEZ,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
YUNCHARA,atencion de partos en servicios,rn con malformacion congenita,2015-04-01,1,1
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
ACHOCALLA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
CONCEPCION,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,10,10
GENERAL SAAVEDRA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,7,7
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
PALCA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
POJO (CBBA),atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,3,3
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,4,4
SENA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2015-05-01,1,1
ACHOCALLA,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,46,46
AYO AYO,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con malformacion congenita,2015-06-01,2,2
BOYUIBE,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,28,28
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,5,5
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,9,9
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
YAMPARAEZ,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2015-06-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
CARACOLLO,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,2,2
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,20,20
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,8,8
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,2,2
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,12,12
ORURO,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,50,50
PUNA,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,3,3
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,5,5
SOPACHUY,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,9,9
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
YACO,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
YANACACHI,atencion de partos en servicios,rn con malformacion congenita,2015-07-01,1,1
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,4,4
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,2,2
CHUMA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
COROICO,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,10,10
EL PUENTE(STC),atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,9,9
MAGDALENA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,3,3
PUNA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,2,2
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,5,5
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,5,5
VACAS,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,1,1
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2015-08-01,2,2
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,5,5
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,10,10
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
PORCO,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
RURRENABAQUE,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,4,4
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,3,3
URUBICHA,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,2,2
WARNES,atencion de partos en servicios,rn con malformacion congenita,2015-09-01,1,1
ATOCHA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
AZURDUY,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,2,2
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,3,3
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,3,3
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
MORO MORO,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,2,2
PUCARANI,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,3,3
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
VIACHA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2015-10-01,1,1
CABEZAS,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,3,3
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,4,4
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,4,4
PUCARA,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,3,3
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,7,7
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,2,2
TEOPONTE,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,8,8
TINGUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,2,2
TOTORA(CBBA),atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
ZUDAÑEZ,atencion de partos en servicios,rn con malformacion congenita,2015-11-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,4,4
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,4,4
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,15,15
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2015-12-01,3,3
