municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-01-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-01-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-01-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-01-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-01-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-01-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-01-01,1,1
CABEZAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,44,44
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,23,23
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,12,12
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
MIZQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,3,3
POJO (CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,2,2
RAVELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,3,3
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,7,7
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,3,3
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,3,3
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-02-01,1,1
BUENA VISTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,12,12
COLOMI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,5,5
EL TORNO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,15,15
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,7,7
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,13,13
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,4,4
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,2,2
TIRAQUE (CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,13,13
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,2,2
VINTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,3,3
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,17,17
COTAGAITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,16,16
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,2,2
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,17,17
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,2,2
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,6,6
SACABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
SACACA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,11,11
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,17,17
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,9,9
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
VINTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,60,60
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,5,5
YOCALLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-04-01,3,3
BETANZOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,5,5
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,11,11
COTAGAITA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,32,32
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,11,11
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
LORETO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,13,13
POJO (CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,8,8
PORTACHUELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,11,11
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
BUENA VISTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,7,7
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,15,15
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,14,14
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,15,15
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,16,16
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,10,10
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
TIPUANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,7,7
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,2,2
UNCIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,13,13
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,2,2
VINTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-06-01,1,1
AZURDUY,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,16,16
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,19,19
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,20,20
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,16,16
POJO (CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,14,14
SANTIVAÑES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,3,3
TEOPONTE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,3,3
TIAWANACU,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-07-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,2,2
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
COCAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,10,10
CONCEPCION,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,10,10
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,15,15
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,7,7
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,6,6
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,4,4
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,3,3
SAN CARLOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,7,7
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,10,10
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,3,3
TIAWANACU,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
VITICHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
CAIROMA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,18,18
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,10,10
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,24,24
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,9,9
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,3,3
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,3,3
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,4,4
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,8,8
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,2,2
TARABUCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,2,2
TOMINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2015-09-01,2,2
