municipality,group,variable,month,RN con apego precoz,TOTAL
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2015-01-01,20,20
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
COLLANA,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
COLOMI,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2015-01-01,13,13
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2015-01-01,10,10
COMARAPA,atencion de partos en servicios,rn con apego precoz,2015-01-01,29,29
COMBAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2015-01-01,12,12
COPACABANA,atencion de partos en servicios,rn con apego precoz,2015-01-01,11,11
CORIPATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
CORO CORO,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
COROICO,atencion de partos en servicios,rn con apego precoz,2015-01-01,17,17
CORQUE,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
COTOCA,atencion de partos en servicios,rn con apego precoz,2015-01-01,65,65
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
CUEVO,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
CULPINA,atencion de partos en servicios,rn con apego precoz,2015-01-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
DESAGUADERO,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
EL ALTO,atencion de partos en servicios,rn con apego precoz,2015-01-01,871,871
EL PUENTE(STC),atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
EL VILLAR,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,rn con apego precoz,2015-01-01,23,23
ENTRE RIOS CBBA,atencion de partos en servicios,rn con apego precoz,2015-01-01,15,15
EUCALIPTUS,atencion de partos en servicios,rn con apego precoz,2015-01-01,8,8
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
GUANAY,atencion de partos en servicios,rn con apego precoz,2015-01-01,14,14
GUAQUI,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
GUAYARAMERIN,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
HUACARETA,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
HUANUNI,atencion de partos en servicios,rn con apego precoz,2015-01-01,12,12
HUARACAJE,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
HUARINA,atencion de partos en servicios,rn con apego precoz,2015-01-01,6,6
HUATAJATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
ICLA,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2015-01-01,12,12
INGAVI (HUMAITA),atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
INQUISIVI,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2015-01-01,41,41
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2015-01-01,50,50
LA PAZ,atencion de partos en servicios,rn con apego precoz,2015-01-01,575,575
LAGUNILLAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
LAJA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,6,6
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2015-01-01,61,61
LLICA,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
LURIBAY,atencion de partos en servicios,rn con apego precoz,2015-01-01,10,10
MACHACAMARCA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
MACHARETI,atencion de partos en servicios,rn con apego precoz,2015-01-01,6,6
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2015-01-01,27,27
MAPIRI,atencion de partos en servicios,rn con apego precoz,2015-01-01,14,14
MECAPACA,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
MIZQUE,atencion de partos en servicios,rn con apego precoz,2015-01-01,27,27
MOCOMOCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,11,11
MONTEAGUDO,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
MONTERO,atencion de partos en servicios,rn con apego precoz,2015-01-01,55,55
MORO MORO,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
OCURI,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
OKINAWA,atencion de partos en servicios,rn con apego precoz,2015-01-01,21,21
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
ORURO,atencion de partos en servicios,rn con apego precoz,2015-01-01,322,322
PADCAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
PADILLA,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
PAILON,atencion de partos en servicios,rn con apego precoz,2015-01-01,6,6
PALCA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2015-01-01,21,21
PAMPA AULLAGAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
PAMPA GRANDE,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
PAPEL PAMPA,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,33,33
PAZÑA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
POCOATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
POCONA,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2015-01-01,8,8
POOPO,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
PORCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
POROMA,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2015-01-01,42,42
POTOSI,atencion de partos en servicios,rn con apego precoz,2015-01-01,14,14
PRESTO,atencion de partos en servicios,rn con apego precoz,2015-01-01,6,6
PUCARANI,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
PUERTO ACOSTA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
PUERTO PEREZ,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2015-01-01,36,36
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2015-01-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2015-01-01,91,91
PUNA,atencion de partos en servicios,rn con apego precoz,2015-01-01,12,12
PUNATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,35,35
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2015-01-01,160,160
QUIME,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
QUIRUSILLAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
RAVELO,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
REYES,atencion de partos en servicios,rn con apego precoz,2015-01-01,11,11
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2015-01-01,157,157
ROBORE,atencion de partos en servicios,rn con apego precoz,2015-01-01,20,20
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2015-01-01,42,42
SABAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
SACABA,atencion de partos en servicios,rn con apego precoz,2015-01-01,140,140
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
SACACA,atencion de partos en servicios,rn con apego precoz,2015-01-01,11,11
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2015-01-01,8,8
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2015-01-01,38,38
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2015-01-01,12,12
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2015-01-01,37,37
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2015-01-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,58,58
SAN JAVIER(BNI),atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2015-01-01,69,69
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,39,39
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,15,15
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,8,8
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2015-01-01,17,17
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2015-01-01,25,25
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2015-01-01,616,616
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
SANTIAGO DE CALLAPA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
SAPAHAQUI,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
SENA,atencion de partos en servicios,rn con apego precoz,2015-01-01,6,6
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2015-01-01,36,36
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2015-01-01,8,8
SICAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2015-01-01,36,36
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
SORACACHI,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
SORATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
SUCRE,atencion de partos en servicios,rn con apego precoz,2015-01-01,193,193
TACACOMA,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
TACOBAMBA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,3,3
TAPACARI,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
TARABUCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,16,16
TARACO,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
TARATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
TARIJA,atencion de partos en servicios,rn con apego precoz,2015-01-01,347,347
TARVITA,atencion de partos en servicios,rn con apego precoz,2015-01-01,16,16
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
TIAWANACU,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
TIPUANI,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2015-01-01,75,75
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2015-01-01,23,23
TOCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
TOLATA,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
TOLEDO,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
TOMAVE,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
TOMINA,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
TORO TORO,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2015-01-01,21,21
TRIGAL,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
TURCO,atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2015-01-01,1,1
URUBICHA,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
VACAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2015-01-01,14,14
VIACHA,atencion de partos en servicios,rn con apego precoz,2015-01-01,45,45
VILA VILA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2015-01-01,81,81
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2015-01-01,68,68
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2015-01-01,12,12
VINTO,atencion de partos en servicios,rn con apego precoz,2015-01-01,45,45
VITICHI,atencion de partos en servicios,rn con apego precoz,2015-01-01,4,4
WARNES,atencion de partos en servicios,rn con apego precoz,2015-01-01,117,117
YACUIBA,atencion de partos en servicios,rn con apego precoz,2015-01-01,155,155
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2015-01-01,5,5
YAPACANI,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
YOTALA,atencion de partos en servicios,rn con apego precoz,2015-01-01,7,7
YUNCHARA,atencion de partos en servicios,rn con apego precoz,2015-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2015-01-01,9,9
ACACIO,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2015-02-01,3,3
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2015-02-01,3,3
AIQUILE,atencion de partos en servicios,rn con apego precoz,2015-02-01,20,20
ALCALA,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2015-02-01,5,5
ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
ANTEQUERA,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
ANZALDO,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
APOLO,atencion de partos en servicios,rn con apego precoz,2015-02-01,11,11
ARAMPAMPA,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
ARANI,atencion de partos en servicios,rn con apego precoz,2015-02-01,5,5
ARBIETO,atencion de partos en servicios,rn con apego precoz,2015-02-01,13,13
ARQUE,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2015-02-01,36,36
ATOCHA,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
AYATA,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
AYO AYO,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2015-02-01,17,17
AZURDUY,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
BATALLAS,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
BAURES,atencion de partos en servicios,rn con apego precoz,2015-02-01,8,8
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
BELLA FLOR,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
BETANZOS,atencion de partos en servicios,rn con apego precoz,2015-02-01,22,22
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2015-02-01,6,6
CABEZAS,atencion de partos en servicios,rn con apego precoz,2015-02-01,14,14
CAIROMA,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
CAJUATA,atencion de partos en servicios,rn con apego precoz,2015-02-01,8,8
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2015-02-01,7,7
CAMARGO,atencion de partos en servicios,rn con apego precoz,2015-02-01,18,18
CAMIRI,atencion de partos en servicios,rn con apego precoz,2015-02-01,42,42
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2015-02-01,13,13
CAQUIAVIRI,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2015-02-01,11,11
CARANAVI,atencion de partos en servicios,rn con apego precoz,2015-02-01,90,90
CARAPARI,atencion de partos en servicios,rn con apego precoz,2015-02-01,7,7
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2015-02-01,42,42
CHAQUI,atencion de partos en servicios,rn con apego precoz,2015-02-01,6,6
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2015-02-01,29,29
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2015-02-01,8,8
CHIMORE,atencion de partos en servicios,rn con apego precoz,2015-02-01,13,13
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2015-02-01,23,23
CHUMA,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2015-02-01,7,7
CLIZA,atencion de partos en servicios,rn con apego precoz,2015-02-01,30,30
COBIJA,atencion de partos en servicios,rn con apego precoz,2015-02-01,65,65
COCAPATA,atencion de partos en servicios,rn con apego precoz,2015-02-01,7,7
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2015-02-01,529,529
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2015-02-01,25,25
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
COLLANA,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
COLOMI,atencion de partos en servicios,rn con apego precoz,2015-02-01,18,18
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2015-02-01,7,7
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2015-02-01,3,3
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2015-02-01,8,8
COMARAPA,atencion de partos en servicios,rn con apego precoz,2015-02-01,21,21
COPACABANA,atencion de partos en servicios,rn con apego precoz,2015-02-01,5,5
CORIPATA,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
CORO CORO,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
COROICO,atencion de partos en servicios,rn con apego precoz,2015-02-01,29,29
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2015-02-01,13,13
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
CUEVO,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
CULPINA,atencion de partos en servicios,rn con apego precoz,2015-02-01,13,13
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con apego precoz,2015-02-01,3,3
DESAGUADERO,atencion de partos en servicios,rn con apego precoz,2015-02-01,7,7
EL ALTO,atencion de partos en servicios,rn con apego precoz,2015-02-01,807,807
EL CHORO,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
EL PUENTE(STC),atencion de partos en servicios,rn con apego precoz,2015-02-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,rn con apego precoz,2015-02-01,9,9
EL TORNO,atencion de partos en servicios,rn con apego precoz,2015-02-01,52,52
EL VILLAR,atencion de partos en servicios,rn con apego precoz,2015-02-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,rn con apego precoz,2015-02-01,18,18
ENTRE RIOS CBBA,atencion de partos en servicios,rn con apego precoz,2015-02-01,19,19
ESCOMA,atencion de partos en servicios,rn con apego precoz,2015-02-01,6,6
EUCALIPTUS,atencion de partos en servicios,rn con apego precoz,2015-02-01,7,7
EXALTACION,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2015-02-01,33,33
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2015-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,rn con apego precoz,2015-02-01,5,5
GUANAY,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
GUAQUI,atencion de partos en servicios,rn con apego precoz,2015-02-01,5,5
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2015-02-01,4,4
HUACARETA,atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2015-02-01,1,1
