municipality,group,variable,month,Otras actividades,TOTAL
COMARAPA,otras actividades de enfermeria,otras actividades,2022-01-01,32,32
CONCEPCION,otras actividades de enfermeria,otras actividades,2022-01-01,378,378
COPACABANA,otras actividades de enfermeria,otras actividades,2022-01-01,21,21
CORIPATA,otras actividades de enfermeria,otras actividades,2022-01-01,76,76
CORO CORO,otras actividades de enfermeria,otras actividades,2022-01-01,3,3
COROICO,otras actividades de enfermeria,otras actividades,2022-01-01,12757,12757
CORQUE,otras actividades de enfermeria,otras actividades,2022-01-01,412,412
COTAGAITA,otras actividades de enfermeria,otras actividades,2022-01-01,4205,4205
COTOCA,otras actividades de enfermeria,otras actividades,2022-01-01,3392,3392
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2022-01-01,196,196
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,otras actividades,2022-01-01,9,9
CUEVO,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
CULPINA,otras actividades de enfermeria,otras actividades,2022-01-01,185,185
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2022-01-01,67,67
CURVA,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
DESAGUADERO,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
EL ALTO,otras actividades de enfermeria,otras actividades,2022-01-01,652646,652646
EL CHORO,otras actividades de enfermeria,otras actividades,2022-01-01,3,3
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2022-01-01,44,44
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2022-01-01,3,3
EL TORNO,otras actividades de enfermeria,otras actividades,2022-01-01,376,376
EL VILLAR,otras actividades de enfermeria,otras actividades,2022-01-01,64,64
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2022-01-01,1003,1003
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2022-01-01,246,246
ESCOMA,otras actividades de enfermeria,otras actividades,2022-01-01,21,21
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
EXALTACION,otras actividades de enfermeria,otras actividades,2022-01-01,241,241
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2022-01-01,353,353
FILADELFIA,otras actividades de enfermeria,otras actividades,2022-01-01,67,67
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,otras actividades,2022-01-01,22,22
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2022-01-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2022-01-01,112,112
GUANAY,otras actividades de enfermeria,otras actividades,2022-01-01,88,88
GUAQUI,otras actividades de enfermeria,otras actividades,2022-01-01,24,24
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2022-01-01,119390,119390
GUTIERREZ,otras actividades de enfermeria,otras actividades,2022-01-01,399,399
HUACARETA,otras actividades de enfermeria,otras actividades,2022-01-01,6,6
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,otras actividades,2022-01-01,20,20
HUACHACALLA,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
HUANUNI,otras actividades de enfermeria,otras actividades,2022-01-01,119468,119468
HUARACAJE,otras actividades de enfermeria,otras actividades,2022-01-01,652,652
HUATAJATA,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2022-01-01,108,108
HUMANATA,otras actividades de enfermeria,otras actividades,2022-01-01,3,3
ICHOCA,otras actividades de enfermeria,otras actividades,2022-01-01,6,6
ICLA,otras actividades de enfermeria,otras actividades,2022-01-01,1310,1310
INCAHUASI,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
INGAVI (HUMAITA),otras actividades de enfermeria,otras actividades,2022-01-01,10,10
INQUISIVI,otras actividades de enfermeria,otras actividades,2022-01-01,8,8
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2022-01-01,231,231
IXIAMAS,otras actividades de enfermeria,otras actividades,2022-01-01,165,165
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2022-01-01,24,24
LA ASUNTA,otras actividades de enfermeria,otras actividades,2022-01-01,47,47
LA GUARDIA,otras actividades de enfermeria,otras actividades,2022-01-01,1125,1125
LA PAZ,otras actividades de enfermeria,otras actividades,2022-01-01,112236,112236
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2022-01-01,195,195
LAJA,otras actividades de enfermeria,otras actividades,2022-01-01,66,66
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2022-01-01,3,3
LLALLAGUA,otras actividades de enfermeria,otras actividades,2022-01-01,10010,10010
LLICA,otras actividades de enfermeria,otras actividades,2022-01-01,179,179
LORETO,otras actividades de enfermeria,otras actividades,2022-01-01,36,36
LURIBAY,otras actividades de enfermeria,otras actividades,2022-01-01,6,6
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2022-01-01,271,271
MACHARETI,otras actividades de enfermeria,otras actividades,2022-01-01,365,365
MAGDALENA,otras actividades de enfermeria,otras actividades,2022-01-01,397,397
MAIRANA,otras actividades de enfermeria,otras actividades,2022-01-01,651,651
MAPIRI,otras actividades de enfermeria,otras actividades,2022-01-01,194,194
MECAPACA,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
MINEROS,otras actividades de enfermeria,otras actividades,2022-01-01,435,435
MIZQUE,otras actividades de enfermeria,otras actividades,2022-01-01,7310,7310
MOCOMOCO,otras actividades de enfermeria,otras actividades,2022-01-01,102,102
MOJOCOYA,otras actividades de enfermeria,otras actividades,2022-01-01,95,95
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2022-01-01,43317,43317
MONTERO,otras actividades de enfermeria,otras actividades,2022-01-01,114891,114891
MORO MORO,otras actividades de enfermeria,otras actividades,2022-01-01,7,7
MOROCHATA,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2022-01-01,16,16
OCURI,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
OKINAWA,otras actividades de enfermeria,otras actividades,2022-01-01,29,29
OMEREQUE,otras actividades de enfermeria,otras actividades,2022-01-01,36,36
ORURO,otras actividades de enfermeria,otras actividades,2022-01-01,168858,168858
PADCAYA,otras actividades de enfermeria,otras actividades,2022-01-01,129,129
PADILLA,otras actividades de enfermeria,otras actividades,2022-01-01,1444,1444
PAILON,otras actividades de enfermeria,otras actividades,2022-01-01,1160,1160
PALCA,otras actividades de enfermeria,otras actividades,2022-01-01,42,42
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2022-01-01,285,285
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2022-01-01,236,236
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2022-01-01,25,25
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2022-01-01,177,177
PASORAPA,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
PATACAMAYA,otras actividades de enfermeria,otras actividades,2022-01-01,119,119
PAZÑA,otras actividades de enfermeria,otras actividades,2022-01-01,31,31
PELECHUCO,otras actividades de enfermeria,otras actividades,2022-01-01,155,155
POCOATA,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
POCONA,otras actividades de enfermeria,otras actividades,2022-01-01,205,205
POJO (CBBA),otras actividades de enfermeria,otras actividades,2022-01-01,2,2
POOPO,otras actividades de enfermeria,otras actividades,2022-01-01,6,6
PORCO,otras actividades de enfermeria,otras actividades,2022-01-01,20,20
POROMA,otras actividades de enfermeria,otras actividades,2022-01-01,447,447
PORONGO,otras actividades de enfermeria,otras actividades,2022-01-01,68,68
PORTACHUELO,otras actividades de enfermeria,otras actividades,2022-01-01,136,136
PORVENIR,otras actividades de enfermeria,otras actividades,2022-01-01,409,409
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
POTOSI,otras actividades de enfermeria,otras actividades,2022-01-01,20712,20712
PRESTO,otras actividades de enfermeria,otras actividades,2022-01-01,1094,1094
PUCARA,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
PUCARANI,otras actividades de enfermeria,otras actividades,2022-01-01,35,35
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2022-01-01,7,7
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2022-01-01,115,115
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2022-01-01,18,18
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2022-01-01,117,117
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2022-01-01,63,63
PUERTO RICO,otras actividades de enfermeria,otras actividades,2022-01-01,1305,1305
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2022-01-01,196,196
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2022-01-01,1772,1772
PUNA,otras actividades de enfermeria,otras actividades,2022-01-01,221,221
PUNATA,otras actividades de enfermeria,otras actividades,2022-01-01,1307,1307
QUIABAYA,otras actividades de enfermeria,otras actividades,2022-01-01,6,6
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2022-01-01,5183,5183
QUIME,otras actividades de enfermeria,otras actividades,2022-01-01,805,805
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2022-01-01,26,26
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2022-01-01,2,2
RAVELO,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
REYES,otras actividades de enfermeria,otras actividades,2022-01-01,745,745
RIBERALTA,otras actividades de enfermeria,otras actividades,2022-01-01,39555,39555
ROBORE,otras actividades de enfermeria,otras actividades,2022-01-01,10785,10785
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2022-01-01,1146,1146
SABAYA,otras actividades de enfermeria,otras actividades,2022-01-01,3,3
SACABA,otras actividades de enfermeria,otras actividades,2022-01-01,9528,9528
SACABAMBA,otras actividades de enfermeria,otras actividades,2022-01-01,8,8
SACACA,otras actividades de enfermeria,otras actividades,2022-01-01,43,43
SAIPINA,otras actividades de enfermeria,otras actividades,2022-01-01,10,10
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2022-01-01,1650,1650
SAMAIPATA,otras actividades de enfermeria,otras actividades,2022-01-01,40,40
SAN AGUSTIN,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
SAN ANDRES,otras actividades de enfermeria,otras actividades,2022-01-01,30,30
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2022-01-01,96,96
SAN BORJA,otras actividades de enfermeria,otras actividades,2022-01-01,2714,2714
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2022-01-01,992,992
SAN CARLOS,otras actividades de enfermeria,otras actividades,2022-01-01,9005,9005
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2022-01-01,6736,6736
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2022-01-01,40442,40442
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2022-01-01,197,197
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2022-01-01,210,210
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2022-01-01,595,595
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2022-01-01,3548,3548
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2022-01-01,31,31
SAN JULIAN,otras actividades de enfermeria,otras actividades,2022-01-01,1000,1000
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2022-01-01,8,8
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2022-01-01,61,61
SAN LUCAS,otras actividades de enfermeria,otras actividades,2022-01-01,4022,4022
SAN MATIAS,otras actividades de enfermeria,otras actividades,2022-01-01,607,607
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2022-01-01,74,74
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2022-01-01,24,24
SAN PEDRO,otras actividades de enfermeria,otras actividades,2022-01-01,510,510
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2022-01-01,71,71
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
SAN PEDRO DE MACHA,otras actividades de enfermeria,otras actividades,2022-01-01,19,19
SAN PEDRO DE QUEMES,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2022-01-01,5,5
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2022-01-01,11,11
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2022-01-01,317,317
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2022-01-01,147,147
SANTA ANA,otras actividades de enfermeria,otras actividades,2022-01-01,8228,8228
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2022-01-01,750241,750241
SANTA ROSA,otras actividades de enfermeria,otras actividades,2022-01-01,139,139
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2022-01-01,88,88
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2022-01-01,8,8
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2022-01-01,14,14
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2022-01-01,9,9
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,otras actividades,2022-01-01,30,30
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2022-01-01,4,4
SENA,otras actividades de enfermeria,otras actividades,2022-01-01,252,252
SHINAOTA,otras actividades de enfermeria,otras actividades,2022-01-01,613,613
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2022-01-01,110,110
SICAYA,otras actividades de enfermeria,otras actividades,2022-01-01,3,3
SIPE SIPE,otras actividades de enfermeria,otras actividades,2022-01-01,168,168
SORACACHI,otras actividades de enfermeria,otras actividades,2022-01-01,106,106
SORATA,otras actividades de enfermeria,otras actividades,2022-01-01,959,959
SUCRE,otras actividades de enfermeria,otras actividades,2022-01-01,213132,213132
TACACOMA,otras actividades de enfermeria,otras actividades,2022-01-01,9,9
TACOPAYA,otras actividades de enfermeria,otras actividades,2022-01-01,10,10
TAHUA,otras actividades de enfermeria,otras actividades,2022-01-01,9,9
TAPACARI,otras actividades de enfermeria,otras actividades,2022-01-01,175,175
TARABUCO,otras actividades de enfermeria,otras actividades,2022-01-01,629,629
TARATA,otras actividades de enfermeria,otras actividades,2022-01-01,181,181
TARIJA,otras actividades de enfermeria,otras actividades,2022-01-01,369225,369225
TARVITA,otras actividades de enfermeria,otras actividades,2022-01-01,1550,1550
TEOPONTE,otras actividades de enfermeria,otras actividades,2022-01-01,110,110
TIAHUANACU,otras actividades de enfermeria,otras actividades,2022-01-01,81,81
TINGUIPAYA,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
TIPUANI,otras actividades de enfermeria,otras actividades,2022-01-01,163,163
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2022-01-01,123,123
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2022-01-01,17,17
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,otras actividades,2022-01-01,1,1
TOCO,otras actividades de enfermeria,otras actividades,2022-01-01,25,25
TOLATA,otras actividades de enfermeria,otras actividades,2022-01-01,29,29
TOLEDO,otras actividades de enfermeria,otras actividades,2022-01-01,44,44
TOMAVE,otras actividades de enfermeria,otras actividades,2022-01-01,57,57
TOMINA,otras actividades de enfermeria,otras actividades,2022-01-01,2623,2623
TORO TORO,otras actividades de enfermeria,otras actividades,2022-01-01,63,63
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2022-01-01,1797,1797
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2022-01-01,45,45
TRIGAL,otras actividades de enfermeria,otras actividades,2022-01-01,4,4
TRINIDAD,otras actividades de enfermeria,otras actividades,2022-01-01,980194,980194
TUPIZA,otras actividades de enfermeria,otras actividades,2022-01-01,11859,11859
TURCO,otras actividades de enfermeria,otras actividades,2022-01-01,460,460
UMALA,otras actividades de enfermeria,otras actividades,2022-01-01,130,130
UNCIA,otras actividades de enfermeria,otras actividades,2022-01-01,32,32
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2022-01-01,6,6
URUBICHA,otras actividades de enfermeria,otras actividades,2022-01-01,26,26
UYUNI,otras actividades de enfermeria,otras actividades,2022-01-01,7980,7980
VACAS,otras actividades de enfermeria,otras actividades,2022-01-01,1,1
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2022-01-01,5391,5391
VIACHA,otras actividades de enfermeria,otras actividades,2022-01-01,378,378
VILA VILA,otras actividades de enfermeria,otras actividades,2022-01-01,24,24
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2022-01-01,3,3
VILLA MONTES,otras actividades de enfermeria,otras actividades,2022-01-01,25700,25700
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2022-01-01,4,4
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2022-01-01,79,79
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2022-01-01,1632,1632
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2022-01-01,678,678
VILLAZON,otras actividades de enfermeria,otras actividades,2022-01-01,41725,41725
VINTO,otras actividades de enfermeria,otras actividades,2022-01-01,1532,1532
VITICHI,otras actividades de enfermeria,otras actividades,2022-01-01,5,5
WARNES,otras actividades de enfermeria,otras actividades,2022-01-01,13932,13932
YACO,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
YACUIBA,otras actividades de enfermeria,otras actividades,2022-01-01,77715,77715
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2022-01-01,2,2
YANACACHI,otras actividades de enfermeria,otras actividades,2022-01-01,66,66
YAPACANI,otras actividades de enfermeria,otras actividades,2022-01-01,1137,1137
YOCALLA,otras actividades de enfermeria,otras actividades,2022-01-01,17,17
YOTALA,otras actividades de enfermeria,otras actividades,2022-01-01,12,12
YUNCHARA,otras actividades de enfermeria,otras actividades,2022-01-01,5,5
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2022-01-01,560,560
ACHACACHI,otras actividades de enfermeria,otras actividades,2022-02-01,119,119
ACHOCALLA,otras actividades de enfermeria,otras actividades,2022-02-01,6,6
AIQUILE,otras actividades de enfermeria,otras actividades,2022-02-01,1134,1134
ALCALA,otras actividades de enfermeria,otras actividades,2022-02-01,140,140
ALTO BENI,otras actividades de enfermeria,otras actividades,2022-02-01,6,6
ANCORAIMES,otras actividades de enfermeria,otras actividades,2022-02-01,9,9
ANDAMARCA,otras actividades de enfermeria,otras actividades,2022-02-01,56,56
ANTEQUERA,otras actividades de enfermeria,otras actividades,2022-02-01,20,20
ANZALDO,otras actividades de enfermeria,otras actividades,2022-02-01,3,3
APOLO,otras actividades de enfermeria,otras actividades,2022-02-01,1706,1706
ARAMPAMPA,otras actividades de enfermeria,otras actividades,2022-02-01,18,18
ARANI,otras actividades de enfermeria,otras actividades,2022-02-01,1,1
ARBIETO,otras actividades de enfermeria,otras actividades,2022-02-01,5,5
ARQUE,otras actividades de enfermeria,otras actividades,2022-02-01,10,10
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2022-02-01,598,598
ATOCHA,otras actividades de enfermeria,otras actividades,2022-02-01,2271,2271
AUCAPATA,otras actividades de enfermeria,otras actividades,2022-02-01,4,4
AYATA,otras actividades de enfermeria,otras actividades,2022-02-01,20,20
AYO AYO,otras actividades de enfermeria,otras actividades,2022-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2022-02-01,222,222
AZURDUY,otras actividades de enfermeria,otras actividades,2022-02-01,192,192
BATALLAS,otras actividades de enfermeria,otras actividades,2022-02-01,3,3
BAURES,otras actividades de enfermeria,otras actividades,2022-02-01,202,202
BELEN DE ANDAMARCA,otras actividades de enfermeria,otras actividades,2022-02-01,5,5
BELEN DE URMIRI,otras actividades de enfermeria,otras actividades,2022-02-01,8,8
BELLA FLOR,otras actividades de enfermeria,otras actividades,2022-02-01,87,87
BERMEJO,otras actividades de enfermeria,otras actividades,2022-02-01,65848,65848
BETANZOS,otras actividades de enfermeria,otras actividades,2022-02-01,877,877
BOLPEBRA,otras actividades de enfermeria,otras actividades,2022-02-01,5,5
BUENA VISTA,otras actividades de enfermeria,otras actividades,2022-02-01,17,17
CABEZAS,otras actividades de enfermeria,otras actividades,2022-02-01,159,159
CAIROMA,otras actividades de enfermeria,otras actividades,2022-02-01,15,15
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2022-02-01,652,652
CAJUATA,otras actividades de enfermeria,otras actividades,2022-02-01,69,69
CALACOTO,otras actividades de enfermeria,otras actividades,2022-02-01,3,3
CALAMARCA,otras actividades de enfermeria,otras actividades,2022-02-01,4,4
CAMARGO,otras actividades de enfermeria,otras actividades,2022-02-01,7616,7616
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2022-02-01,64,64
CAMIRI,otras actividades de enfermeria,otras actividades,2022-02-01,13524,13524
CAPINOTA,otras actividades de enfermeria,otras actividades,2022-02-01,70,70
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2022-02-01,36,36
CARACOLLO,otras actividades de enfermeria,otras actividades,2022-02-01,80,80
CARANAVI,otras actividades de enfermeria,otras actividades,2022-02-01,20083,20083
CARAPARI,otras actividades de enfermeria,otras actividades,2022-02-01,43,43
CARIPUYO,otras actividades de enfermeria,otras actividades,2022-02-01,5,5
CARMEN RIVERO TORREZ,otras actividades de enfermeria,otras actividades,2022-02-01,132,132
CATACORA,otras actividades de enfermeria,otras actividades,2022-02-01,1,1
CHALLAPATA,otras actividades de enfermeria,otras actividades,2022-02-01,3540,3540
CHAQUI,otras actividades de enfermeria,otras actividades,2022-02-01,8,8
CHARAGUA,otras actividades de enfermeria,otras actividades,2022-02-01,981,981
CHAYANTA,otras actividades de enfermeria,otras actividades,2022-02-01,220,220
CHIMORE,otras actividades de enfermeria,otras actividades,2022-02-01,476,476
CHOQUE COTA,otras actividades de enfermeria,otras actividades,2022-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2022-02-01,1468,1468
