municipality,group,variable,month,Curaciones y/o suturas,TOTAL
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,112,112
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,8,8
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,17,17
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,259,259
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,72,72
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,62,62
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,12,12
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,64,64
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,290,290
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,12,12
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,3,3
CHUA COCANI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,13,13
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,185,185
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,33,33
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,79,79
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,44,44
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,75,75
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1625,1625
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,32,32
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,12025,12025
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,4,4
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1342,1342
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,45,45
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,5,5
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,189,189
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,101,101
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,74,74
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,115,115
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,67,67
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,15,15
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,162,162
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,25,25
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,348,348
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,50,50
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,49,49
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,25,25
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,171,171
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,44,44
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,359,359
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1015,1015
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,3,3
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,320,320
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,13,13
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,24,24
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,85,85
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,37,37
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,4,4
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,19,19
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,6608,6608
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,23,23
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,69,69
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,50,50
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,2215,2215
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,28,28
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,138,138
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,374,374
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,31,31
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,9,9
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,14,14
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,7,7
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,9,9
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,225,225
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,35,35
GAIOC JATUN AYLLU YURA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,62,62
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,86,86
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,43,43
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,40,40
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,22,22
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1795,1795
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,49,49
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,93,93
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,5,5
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,39,39
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,693,693
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,62,62
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,51,51
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,28,28
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,19,19
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,8,8
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,5,5
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,64,64
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,68,68
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,12,12
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,46,46
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,52,52
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,111,111
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,56,56
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,187,187
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,2695,2695
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,25509,25509
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,4,4
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,50,50
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,88,88
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,26,26
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,22,22
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1045,1045
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,34,34
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,16,16
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,66,66
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,47,47
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,27,27
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,166,166
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,269,269
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,12,12
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,79,79
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,98,98
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,267,267
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,202,202
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,63,63
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,68,68
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,410,410
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,3185,3185
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,27,27
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,22,22
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,19,19
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,6,6
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,61,61
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,63,63
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,33,33
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,13307,13307
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,109,109
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,109,109
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,303,303
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,104,104
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,211,211
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,3,3
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,96,96
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,46,46
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,13,13
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,113,113
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,26,26
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,39,39
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,76,76
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,60,60
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,34,34
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,58,58
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,47,47
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,49,49
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,201,201
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,376,376
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,39,39
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,28,28
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,4659,4659
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,57,57
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,7,7
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,95,95
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,26,26
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,47,47
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,44,44
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,52,52
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,197,197
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,65,65
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,4,4
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,180,180
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,229,229
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,92,92
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,854,854
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,31,31
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1253,1253
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,259,259
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,19,19
RAQAYPAMPA(ETA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,33,33
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,24,24
REYES,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,122,122
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,59810,59810
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,346,346
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,372,372
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,62,62
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1833,1833
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,14,14
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,49,49
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,101,101
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,59,59
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,133,133
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,15,15
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,26,26
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,5,5
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,7,7
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,23,23
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,32,32
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,676,676
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,72,72
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,405,405
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,335,335
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,484,484
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,8,8
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,125,125
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,110,110
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,464,464
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,144,144
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,563,563
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,20,20
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,179,179
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,247,247
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,158,158
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,104,104
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,21,21
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,210,210
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,115,115
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,72,72
SAN PEDRO DE MACHA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,62,62
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,37,37
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,13,13
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,46,46
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,108,108
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,80,80
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,779,779
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,115768,115768
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,158,158
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,249,249
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,18,18
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,24,24
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,34,34
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,17,17
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,74,74
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,4,4
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,20,20
SENA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,50,50
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,369,369
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,148,148
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,9,9
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,270,270
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,52,52
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,30,30
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,113,113
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,6982,6982
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,9,9
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,57,57
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,14,14
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,22,22
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,5,5
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,63,63
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,2107,2107
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,16,16
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,124,124
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,8530,8530
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,38,38
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,40,40
TIAHUANACU,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,50,50
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,62,62
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,32,32
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,617,617
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,72,72
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1,1
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,50,50
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1,1
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,28,28
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,18,18
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,40,40
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,81,81
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,19,19
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,34,34
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,15,15
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,6,6
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,28456,28456
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,661,661
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,18,18
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,23,23
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,172,172
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,61,61
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,25,25
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,1213,1213
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,22,22
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,288,288
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,597,597
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,24,24
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,87,87
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,436,436
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2022-01-01,20,20
