,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2013-01-01,142,143,20,12,162,155,317
AZURDUY,consulta externa,personas de 60 anos y mas,2013-01-01,63,74,19,38,82,112,194
BATALLAS,consulta externa,personas de 60 anos y mas,2013-01-01,247,191,13,7,260,198,458
BAURES,consulta externa,personas de 60 anos y mas,2013-01-01,23,38,5,7,28,45,73
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2013-01-01,36,39,6,4,42,43,85
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2013-01-01,14,7,0,0,14,7,21
BELLA FLOR,consulta externa,personas de 60 anos y mas,2013-01-01,8,9,0,0,8,9,17
BERMEJO,consulta externa,personas de 60 anos y mas,2013-01-01,749,982,48,49,797,1031,1828
BETANZOS,consulta externa,personas de 60 anos y mas,2013-01-01,290,432,33,37,323,469,792
BOLIVAR,consulta externa,personas de 60 anos y mas,2013-01-01,22,25,0,0,22,25,47
BOLPEBRA,consulta externa,personas de 60 anos y mas,2013-01-01,27,15,0,0,27,15,42
BOYUIBE,consulta externa,personas de 60 anos y mas,2013-01-01,42,81,6,20,48,101,149
BUENA VISTA,consulta externa,personas de 60 anos y mas,2013-01-01,144,104,7,2,151,106,257
CABEZAS,consulta externa,personas de 60 anos y mas,2013-01-01,134,163,24,31,158,194,352
CAIROMA,consulta externa,personas de 60 anos y mas,2013-01-01,119,84,8,6,127,90,217
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2013-01-01,51,93,1,10,52,103,155
CAJUATA,consulta externa,personas de 60 anos y mas,2013-01-01,185,138,6,14,191,152,343
CALACOTO,consulta externa,personas de 60 anos y mas,2013-01-01,62,46,18,10,80,56,136
CALAMARCA,consulta externa,personas de 60 anos y mas,2013-01-01,126,126,16,35,142,161,303
CAMARGO,consulta externa,personas de 60 anos y mas,2013-01-01,241,367,12,28,253,395,648
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2013-01-01,54,94,2,6,56,100,156
CAMIRI,consulta externa,personas de 60 anos y mas,2013-01-01,764,942,130,117,894,1059,1953
CAPINOTA,consulta externa,personas de 60 anos y mas,2013-01-01,124,152,37,39,161,191,352
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2013-01-01,131,93,41,45,172,138,310
CARACOLLO,consulta externa,personas de 60 anos y mas,2013-01-01,88,100,10,17,98,117,215
CARANAVI,consulta externa,personas de 60 anos y mas,2013-01-01,453,249,38,20,491,269,760
CARANGAS,consulta externa,personas de 60 anos y mas,2013-01-01,5,9,1,2,6,11,17
CARAPARI,consulta externa,personas de 60 anos y mas,2013-01-01,142,171,3,2,145,173,318
CARIPUYO,consulta externa,personas de 60 anos y mas,2013-01-01,19,30,0,2,19,32,51
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2013-01-01,16,10,3,6,19,16,35
CATACORA,consulta externa,personas de 60 anos y mas,2013-01-01,12,19,0,0,12,19,31
CHACARILLA,consulta externa,personas de 60 anos y mas,2013-01-01,26,35,1,1,27,36,63
CHALLAPATA,consulta externa,personas de 60 anos y mas,2013-01-01,127,118,31,32,158,150,308
CHAQUI,consulta externa,personas de 60 anos y mas,2013-01-01,81,105,4,3,85,108,193
CHARAGUA,consulta externa,personas de 60 anos y mas,2013-01-01,250,291,24,29,274,320,594
CHARAÑA,consulta externa,personas de 60 anos y mas,2013-01-01,13,19,0,5,13,24,37
CHAYANTA,consulta externa,personas de 60 anos y mas,2013-01-01,69,145,10,17,79,162,241
CHIMORE,consulta externa,personas de 60 anos y mas,2013-01-01,68,72,7,3,75,75,150
CHIPAYA,consulta externa,personas de 60 anos y mas,2013-01-01,5,5,1,1,6,6,12
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2013-01-01,10,10,8,3,18,13,31
CHUA COCANI,consulta externa,personas de 60 anos y mas,2013-01-01,19,15,0,0,19,15,34
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2013-01-01,92,62,30,19,122,81,203
CHUMA,consulta externa,personas de 60 anos y mas,2013-01-01,160,148,29,15,189,163,352
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2013-01-01,10,10,0,0,10,10,20
CKOCHAS,consulta externa,personas de 60 anos y mas,2013-01-01,41,62,3,3,44,65,109
CLIZA,consulta externa,personas de 60 anos y mas,2013-01-01,58,85,54,103,112,188,300
COBIJA,consulta externa,personas de 60 anos y mas,2013-01-01,264,293,101,177,365,470,835
COCAPATA,consulta externa,personas de 60 anos y mas,2013-01-01,12,13,0,0,12,13,25
COCHABAMBA,consulta externa,personas de 60 anos y mas,2013-01-01,6241,6375,5666,7031,11907,13406,25313
COIPASA,consulta externa,personas de 60 anos y mas,2013-01-01,4,0,3,0,7,0,7
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2013-01-01,151,105,158,74,309,179,488
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2013-01-01,64,93,1,6,65,99,164
COLLANA,consulta externa,personas de 60 anos y mas,2013-01-01,26,24,18,21,44,45,89
COLOMI,consulta externa,personas de 60 anos y mas,2013-01-01,15,23,1,4,16,27,43
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2013-01-01,138,83,45,44,183,127,310
COLQUECHACA,consulta externa,personas de 60 anos y mas,2013-01-01,135,208,2,1,137,209,346
COLQUENCHA,consulta externa,personas de 60 anos y mas,2013-01-01,102,139,4,18,106,157,263
COLQUIRI,consulta externa,personas de 60 anos y mas,2013-01-01,102,117,15,4,117,121,238
COMANCHE,consulta externa,personas de 60 anos y mas,2013-01-01,48,25,1,0,49,25,74
COMARAPA,consulta externa,personas de 60 anos y mas,2013-01-01,139,176,17,35,156,211,367
COMBAYA,consulta externa,personas de 60 anos y mas,2013-01-01,39,43,6,6,45,49,94
CONCEPCION,consulta externa,personas de 60 anos y mas,2013-01-01,40,20,50,58,90,78,168
COPACABANA,consulta externa,personas de 60 anos y mas,2013-01-01,89,75,8,10,97,85,182
CORIPATA,consulta externa,personas de 60 anos y mas,2013-01-01,76,41,32,18,108,59,167
CORO CORO,consulta externa,personas de 60 anos y mas,2013-01-01,56,49,12,6,68,55,123
COROICO,consulta externa,personas de 60 anos y mas,2013-01-01,238,168,136,146,374,314,688
CORQUE,consulta externa,personas de 60 anos y mas,2013-01-01,38,32,0,1,38,33,71
COTAGAITA,consulta externa,personas de 60 anos y mas,2013-01-01,336,496,23,28,359,524,883
COTOCA,consulta externa,personas de 60 anos y mas,2013-01-01,209,235,37,67,246,302,548
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2013-01-01,1,4,0,3,1,7,8
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2013-01-01,84,88,3,6,87,94,181
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2013-01-01,15,21,4,0,19,21,40
CUEVO,consulta externa,personas de 60 anos y mas,2013-01-01,43,70,7,14,50,84,134
CULPINA,consulta externa,personas de 60 anos y mas,2013-01-01,120,182,10,8,130,190,320
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2013-01-01,42,36,0,0,42,36,78
CURVA,consulta externa,personas de 60 anos y mas,2013-01-01,27,46,1,8,28,54,82
DESAGUADERO,consulta externa,personas de 60 anos y mas,2013-01-01,50,59,28,36,78,95,173
EL ALTO,consulta externa,personas de 60 anos y mas,2013-01-01,3821,4305,2567,2673,6388,6978,13366
EL CHORO,consulta externa,personas de 60 anos y mas,2013-01-01,36,45,2,0,38,45,83
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2013-01-01,53,41,1,0,54,41,95
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2013-01-01,84,259,0,1,84,260,344
EL TORNO,consulta externa,personas de 60 anos y mas,2013-01-01,731,621,134,173,865,794,1659
EL VILLAR,consulta externa,personas de 60 anos y mas,2013-01-01,88,165,0,0,88,165,253
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2013-01-01,168,231,1,0,169,231,400
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2013-01-01,48,56,3,2,51,58,109
ESCARA,consulta externa,personas de 60 anos y mas,2013-01-01,4,7,1,1,5,8,13
ESCOMA,consulta externa,personas de 60 anos y mas,2013-01-01,73,50,58,21,131,71,202
ESMERALDA,consulta externa,personas de 60 anos y mas,2013-01-01,4,11,0,0,4,11,15
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2013-01-01,47,46,4,4,51,50,101
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2013-01-01,8,4,0,0,8,4,12
EXALTACION,consulta externa,personas de 60 anos y mas,2013-01-01,13,16,0,1,13,17,30
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2013-01-01,96,103,3,2,99,105,204
FILADELFIA,consulta externa,personas de 60 anos y mas,2013-01-01,60,33,0,4,60,37,97
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2013-01-01,135,129,6,7,141,136,277
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2013-01-01,61,74,7,5,68,79,147
GUANAY,consulta externa,personas de 60 anos y mas,2013-01-01,101,80,15,10,116,90,206
GUAQUI,consulta externa,personas de 60 anos y mas,2013-01-01,73,117,7,11,80,128,208
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2013-01-01,536,535,215,412,751,947,1698
GUTIERREZ,consulta externa,personas de 60 anos y mas,2013-01-01,81,86,6,8,87,94,181
HUACARETA,consulta externa,personas de 60 anos y mas,2013-01-01,101,134,7,4,108,138,246
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2013-01-01,33,43,1,2,34,45,79
HUACHACALLA,consulta externa,personas de 60 anos y mas,2013-01-01,25,52,4,15,29,67,96
HUANUNI,consulta externa,personas de 60 anos y mas,2013-01-01,252,234,143,92,395,326,721
HUARACAJE,consulta externa,personas de 60 anos y mas,2013-01-01,21,13,5,0,26,13,39
HUARINA,consulta externa,personas de 60 anos y mas,2013-01-01,69,52,72,50,141,102,243
HUATAJATA,consulta externa,personas de 60 anos y mas,2013-01-01,95,136,22,13,117,149,266
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2013-01-01,58,77,1,5,59,82,141
HUMANATA,consulta externa,personas de 60 anos y mas,2013-01-01,43,38,9,8,52,46,98
ICHOCA,consulta externa,personas de 60 anos y mas,2013-01-01,40,42,0,0,40,42,82
ICLA,consulta externa,personas de 60 anos y mas,2013-01-01,115,201,3,5,118,206,324
INCAHUASI,consulta externa,personas de 60 anos y mas,2013-01-01,54,68,0,14,54,82,136
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2013-01-01,15,8,2,0,17,8,25
INQUISIVI,consulta externa,personas de 60 anos y mas,2013-01-01,108,93,7,8,115,101,216
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2013-01-01,112,107,33,37,145,144,289
IXIAMAS,consulta externa,personas de 60 anos y mas,2013-01-01,15,20,5,1,20,21,41
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2013-01-01,266,291,38,54,304,345,649
LA ASUNTA,consulta externa,personas de 60 anos y mas,2013-01-01,68,59,66,36,134,95,229
LA GUARDIA,consulta externa,personas de 60 anos y mas,2013-01-01,272,287,46,48,318,335,653
LA PAZ,consulta externa,personas de 60 anos y mas,2013-01-01,8954,12129,9830,13916,18784,26045,44829
LA RIVERA,consulta externa,personas de 60 anos y mas,2013-01-01,16,16,2,0,18,16,34
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2013-01-01,25,30,0,0,25,30,55
LAJA,consulta externa,personas de 60 anos y mas,2013-01-01,175,224,33,27,208,251,459
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2013-01-01,67,98,1,1,68,99,167
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2013-01-01,34,23,13,12,47,35,82
LLALLAGUA,consulta externa,personas de 60 anos y mas,2013-01-01,245,379,83,152,328,531,859
LLICA,consulta externa,personas de 60 anos y mas,2013-01-01,38,46,5,0,43,46,89
LORETO,consulta externa,personas de 60 anos y mas,2013-01-01,31,20,2,2,33,22,55
LURIBAY,consulta externa,personas de 60 anos y mas,2013-01-01,159,160,12,9,171,169,340
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2013-01-01,71,76,8,7,79,83,162
MACHARETI,consulta externa,personas de 60 anos y mas,2013-01-01,86,89,4,2,90,91,181
MAGDALENA,consulta externa,personas de 60 anos y mas,2013-01-01,89,109,131,160,220,269,489
MAIRANA,consulta externa,personas de 60 anos y mas,2013-01-01,42,63,9,10,51,73,124
MALLA,consulta externa,personas de 60 anos y mas,2013-01-01,23,32,2,1,25,33,58
MAPIRI,consulta externa,personas de 60 anos y mas,2013-01-01,68,50,12,10,80,60,140
MECAPACA,consulta externa,personas de 60 anos y mas,2013-01-01,44,56,3,6,47,62,109
MINEROS,consulta externa,personas de 60 anos y mas,2013-01-01,33,30,0,0,33,30,63
MIZQUE,consulta externa,personas de 60 anos y mas,2013-01-01,62,62,33,26,95,88,183
MOCOMOCO,consulta externa,personas de 60 anos y mas,2013-01-01,119,74,6,1,125,75,200
MOJINETE,consulta externa,personas de 60 anos y mas,2013-01-01,5,9,1,0,6,9,15
MOJOCOYA,consulta externa,personas de 60 anos y mas,2013-01-01,110,147,7,23,117,170,287
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2013-01-01,588,843,69,63,657,906,1563
MONTERO,consulta externa,personas de 60 anos y mas,2013-01-01,838,1035,335,381,1173,1416,2589
MORO MORO,consulta externa,personas de 60 anos y mas,2013-01-01,52,88,8,4,60,92,152
MOROCHATA,consulta externa,personas de 60 anos y mas,2013-01-01,41,28,4,9,45,37,82
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2013-01-01,6,3,0,0,6,3,9
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2013-01-01,14,11,0,0,14,11,25
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2013-01-01,8,11,0,0,8,11,19
OCURI,consulta externa,personas de 60 anos y mas,2013-01-01,31,47,1,0,32,47,79
OKINAWA,consulta externa,personas de 60 anos y mas,2013-01-01,104,79,7,8,111,87,198
OMEREQUE,consulta externa,personas de 60 anos y mas,2013-01-01,26,62,1,2,27,64,91
ORURO,consulta externa,personas de 60 anos y mas,2013-01-01,4079,4647,1984,2341,6063,6988,13051
PADCAYA,consulta externa,personas de 60 anos y mas,2013-01-01,330,422,6,16,336,438,774
PADILLA,consulta externa,personas de 60 anos y mas,2013-01-01,179,341,40,138,219,479,698
PAILON,consulta externa,personas de 60 anos y mas,2013-01-01,54,56,3,5,57,61,118
PALCA,consulta externa,personas de 60 anos y mas,2013-01-01,143,85,13,5,156,90,246
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2013-01-01,123,81,81,48,204,129,333
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2013-01-01,30,9,1,1,31,10,41
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2013-01-01,24,26,3,4,27,30,57
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2013-01-01,180,213,24,17,204,230,434
PASORAPA,consulta externa,personas de 60 anos y mas,2013-01-01,40,52,3,5,43,57,100
PATACAMAYA,consulta externa,personas de 60 anos y mas,2013-01-01,151,100,12,22,163,122,285
PAZÑA,consulta externa,personas de 60 anos y mas,2013-01-01,61,65,18,33,79,98,177
PELECHUCO,consulta externa,personas de 60 anos y mas,2013-01-01,30,14,1,0,31,14,45
POCOATA,consulta externa,personas de 60 anos y mas,2013-01-01,66,71,1,2,67,73,140
POCONA,consulta externa,personas de 60 anos y mas,2013-01-01,65,113,0,9,65,122,187
POJO (CBBA),consulta externa,personas de 60 anos y mas,2013-01-01,26,47,2,1,28,48,76
POOPO,consulta externa,personas de 60 anos y mas,2013-01-01,63,67,10,15,73,82,155
PORCO,consulta externa,personas de 60 anos y mas,2013-01-01,13,38,0,0,13,38,51
POROMA,consulta externa,personas de 60 anos y mas,2013-01-01,87,110,8,3,95,113,208
PORONGO,consulta externa,personas de 60 anos y mas,2013-01-01,62,63,1,0,63,63,126
PORTACHUELO,consulta externa,personas de 60 anos y mas,2013-01-01,191,213,136,106,327,319,646
PORVENIR,consulta externa,personas de 60 anos y mas,2013-01-01,26,32,0,1,26,33,59
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2013-01-01,16,24,16,14,32,38,70
POTOSI,consulta externa,personas de 60 anos y mas,2013-01-01,2361,2957,1205,1790,3566,4747,8313
PRESTO,consulta externa,personas de 60 anos y mas,2013-01-01,74,123,0,6,74,129,203
PUCARA,consulta externa,personas de 60 anos y mas,2013-01-01,22,29,2,5,24,34,58
PUCARANI,consulta externa,personas de 60 anos y mas,2013-01-01,187,189,63,56,250,245,495
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2013-01-01,153,164,4,1,157,165,322
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2013-01-01,116,106,11,12,127,118,245
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2013-01-01,62,51,15,1,77,52,129
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2013-01-01,104,104,15,7,119,111,230
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2013-01-01,105,120,1,2,106,122,228
PUERTO RICO,consulta externa,personas de 60 anos y mas,2013-01-01,39,38,0,0,39,38,77
PUERTO SILES,consulta externa,personas de 60 anos y mas,2013-01-01,9,5,0,0,9,5,14
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2013-01-01,52,63,16,20,68,83,151
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2013-01-01,140,98,8,21,148,119,267
PUNA,consulta externa,personas de 60 anos y mas,2013-01-01,176,286,7,9,183,295,478
PUNATA,consulta externa,personas de 60 anos y mas,2013-01-01,139,269,150,206,289,475,764
QUIABAYA,consulta externa,personas de 60 anos y mas,2013-01-01,41,40,38,24,79,64,143
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2013-01-01,629,735,593,669,1222,1404,2626
QUIME,consulta externa,personas de 60 anos y mas,2013-01-01,48,51,44,35,92,86,178
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2013-01-01,7,16,0,0,7,16,23
RAVELO,consulta externa,personas de 60 anos y mas,2013-01-01,89,83,3,0,92,83,175
REYES,consulta externa,personas de 60 anos y mas,2013-01-01,25,18,0,0,25,18,43
RIBERALTA,consulta externa,personas de 60 anos y mas,2013-01-01,539,529,51,53,590,582,1172
ROBORE,consulta externa,personas de 60 anos y mas,2013-01-01,237,255,14,15,251,270,521
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2013-01-01,22,13,21,0,43,13,56
SABAYA,consulta externa,personas de 60 anos y mas,2013-01-01,87,62,9,16,96,78,174
SACABA,consulta externa,personas de 60 anos y mas,2013-01-01,256,371,87,133,343,504,847
SACABAMBA,consulta externa,personas de 60 anos y mas,2013-01-01,22,40,2,13,24,53,77
SACACA,consulta externa,personas de 60 anos y mas,2013-01-01,18,49,2,3,20,52,72
SAIPINA,consulta externa,personas de 60 anos y mas,2013-01-01,17,25,0,0,17,25,42
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2013-01-01,47,64,2,2,49,66,115
SAMAIPATA,consulta externa,personas de 60 anos y mas,2013-01-01,66,80,4,7,70,87,157
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2013-01-01,18,37,0,1,18,38,56
SAN ANDRES,consulta externa,personas de 60 anos y mas,2013-01-01,31,22,0,2,31,24,55
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2013-01-01,109,85,21,17,130,102,232
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2013-01-01,4,6,0,0,4,6,10
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2013-01-01,31,49,0,0,31,49,80
SAN BENITO,consulta externa,personas de 60 anos y mas,2013-01-01,59,98,26,43,85,141,226
SAN BORJA,consulta externa,personas de 60 anos y mas,2013-01-01,265,301,198,255,463,556,1019
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2013-01-01,57,64,17,34,74,98,172
SAN CARLOS,consulta externa,personas de 60 anos y mas,2013-01-01,230,228,17,3,247,231,478
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2013-01-01,228,231,76,70,304,301,605
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2013-01-01,262,299,17,30,279,329,608
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2013-01-01,4,10,1,0,5,10,15
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2013-01-01,43,40,3,2,46,42,88
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2013-01-01,247,243,1,2,248,245,493
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2013-01-01,96,107,28,37,124,144,268
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2013-01-01,58,68,6,9,64,77,141
SAN JULIAN,consulta externa,personas de 60 anos y mas,2013-01-01,188,174,11,9,199,183,382
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2013-01-01,17,13,0,0,17,13,30
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2013-01-01,196,277,14,17,210,294,504
SAN LUCAS,consulta externa,personas de 60 anos y mas,2013-01-01,315,474,14,10,329,484,813
SAN MATIAS,consulta externa,personas de 60 anos y mas,2013-01-01,53,53,23,20,76,73,149
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2013-01-01,34,43,33,56,67,99,166
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2013-01-01,21,16,1,1,22,17,39
SAN PEDRO,consulta externa,personas de 60 anos y mas,2013-01-01,162,116,21,32,183,148,331
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2013-01-01,37,67,1,3,38,70,108
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2013-01-01,105,137,16,24,121,161,282
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2013-01-01,19,5,2,1,21,6,27
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2013-01-01,106,145,114,140,220,285,505
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2013-01-01,6,2,0,0,6,2,8
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2013-01-01,27,30,3,5,30,35,65
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2013-01-01,175,210,35,57,210,267,477
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2013-01-01,35,40,11,11,46,51,97
SANTA ANA,consulta externa,personas de 60 anos y mas,2013-01-01,162,298,37,93,199,391,590
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2013-01-01,8359,10789,2451,4242,10810,15031,25841
SANTA ROSA,consulta externa,personas de 60 anos y mas,2013-01-01,98,117,88,76,186,193,379
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2013-01-01,138,131,2,4,140,135,275
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2013-01-01,171,170,3,3,174,173,347
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2013-01-01,124,141,21,39,145,180,325
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2013-01-01,91,114,22,17,113,131,244
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2013-01-01,84,110,19,19,103,129,232
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2013-01-01,38,58,4,15,42,73,115
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2013-01-01,14,26,0,0,14,26,40
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2013-01-01,150,88,18,12,168,100,268
SENA,consulta externa,personas de 60 anos y mas,2013-01-01,21,14,0,0,21,14,35
SHINAOTA,consulta externa,personas de 60 anos y mas,2013-01-01,67,63,21,11,88,74,162
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2013-01-01,212,214,30,21,242,235,477
SICAYA,consulta externa,personas de 60 anos y mas,2013-01-01,8,13,2,5,10,18,28
SIPE SIPE,consulta externa,personas de 60 anos y mas,2013-01-01,36,71,6,15,42,86,128
SOPACHUY,consulta externa,personas de 60 anos y mas,2013-01-01,86,145,16,18,102,163,265
SORACACHI,consulta externa,personas de 60 anos y mas,2013-01-01,20,29,0,1,20,30,50
SORATA,consulta externa,personas de 60 anos y mas,2013-01-01,101,100,70,59,171,159,330
SUCRE,consulta externa,personas de 60 anos y mas,2013-01-01,4049,5770,1876,2625,5925,8395,14320
TACACHI,consulta externa,personas de 60 anos y mas,2013-01-01,4,8,0,0,4,8,12
TACACOMA,consulta externa,personas de 60 anos y mas,2013-01-01,47,42,17,6,64,48,112
TACOBAMBA,consulta externa,personas de 60 anos y mas,2013-01-01,24,37,1,0,25,37,62
