,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2013-01-01,62,48,3,3,65,51,116
AZURDUY,consulta externa,personas de 5 a 9 anos,2013-01-01,13,19,0,0,13,19,32
BATALLAS,consulta externa,personas de 5 a 9 anos,2013-01-01,13,17,0,1,13,18,31
BAURES,consulta externa,personas de 5 a 9 anos,2013-01-01,34,30,2,2,36,32,68
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,1,0,0,1,1,2
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2013-01-01,0,3,0,3,0,6,6
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2013-01-01,8,10,0,0,8,10,18
BERMEJO,consulta externa,personas de 5 a 9 anos,2013-01-01,320,279,14,4,334,283,617
BETANZOS,consulta externa,personas de 5 a 9 anos,2013-01-01,56,53,4,5,60,58,118
BOLIVAR,consulta externa,personas de 5 a 9 anos,2013-01-01,3,6,0,0,3,6,9
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2013-01-01,8,5,0,0,8,5,13
BOYUIBE,consulta externa,personas de 5 a 9 anos,2013-01-01,17,24,1,3,18,27,45
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2013-01-01,30,38,0,1,30,39,69
CABEZAS,consulta externa,personas de 5 a 9 anos,2013-01-01,123,82,7,4,130,86,216
CAIROMA,consulta externa,personas de 5 a 9 anos,2013-01-01,22,22,1,6,23,28,51
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2013-01-01,13,13,2,0,15,13,28
CAJUATA,consulta externa,personas de 5 a 9 anos,2013-01-01,31,27,0,0,31,27,58
CALACOTO,consulta externa,personas de 5 a 9 anos,2013-01-01,2,2,1,0,3,2,5
CALAMARCA,consulta externa,personas de 5 a 9 anos,2013-01-01,20,18,1,0,21,18,39
CAMARGO,consulta externa,personas de 5 a 9 anos,2013-01-01,51,40,0,1,51,41,92
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2013-01-01,5,10,0,2,5,12,17
CAMIRI,consulta externa,personas de 5 a 9 anos,2013-01-01,280,327,27,30,307,357,664
CAPINOTA,consulta externa,personas de 5 a 9 anos,2013-01-01,54,52,2,3,56,55,111
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2013-01-01,5,5,3,0,8,5,13
CARACOLLO,consulta externa,personas de 5 a 9 anos,2013-01-01,35,35,2,1,37,36,73
CARANAVI,consulta externa,personas de 5 a 9 anos,2013-01-01,83,84,1,1,84,85,169
CARANGAS,consulta externa,personas de 5 a 9 anos,2013-01-01,3,2,0,0,3,2,5
CARAPARI,consulta externa,personas de 5 a 9 anos,2013-01-01,97,98,1,0,98,98,196
CARIPUYO,consulta externa,personas de 5 a 9 anos,2013-01-01,18,12,0,0,18,12,30
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2013-01-01,6,11,1,1,7,12,19
CATACORA,consulta externa,personas de 5 a 9 anos,2013-01-01,3,5,0,0,3,5,8
CHACARILLA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,2,0,0,1,2,3
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2013-01-01,75,77,48,36,123,113,236
CHAQUI,consulta externa,personas de 5 a 9 anos,2013-01-01,11,16,0,1,11,17,28
CHARAGUA,consulta externa,personas de 5 a 9 anos,2013-01-01,69,104,5,4,74,108,182
CHARAÑA,consulta externa,personas de 5 a 9 anos,2013-01-01,4,2,1,0,5,2,7
CHAYANTA,consulta externa,personas de 5 a 9 anos,2013-01-01,36,22,5,1,41,23,64
CHIMORE,consulta externa,personas de 5 a 9 anos,2013-01-01,94,75,2,2,96,77,173
CHIPAYA,consulta externa,personas de 5 a 9 anos,2013-01-01,0,2,0,0,0,2,2
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,4,0,0,1,4,5
CHUA COCANI,consulta externa,personas de 5 a 9 anos,2013-01-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2013-01-01,37,47,0,0,37,47,84
CHUMA,consulta externa,personas de 5 a 9 anos,2013-01-01,14,27,0,0,14,27,41
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 5 a 9 anos,2013-01-01,5,4,0,0,5,4,9
CKOCHAS,consulta externa,personas de 5 a 9 anos,2013-01-01,19,20,0,0,19,20,39
CLIZA,consulta externa,personas de 5 a 9 anos,2013-01-01,35,33,10,14,45,47,92
COBIJA,consulta externa,personas de 5 a 9 anos,2013-01-01,209,183,20,14,229,197,426
COCAPATA,consulta externa,personas de 5 a 9 anos,2013-01-01,8,10,0,0,8,10,18
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2013-01-01,3006,2769,1559,1420,4565,4189,8754
COIPASA,consulta externa,personas de 5 a 9 anos,2013-01-01,3,0,0,0,3,0,3
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2013-01-01,102,81,80,23,182,104,286
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2013-01-01,17,20,2,0,19,20,39
COLLANA,consulta externa,personas de 5 a 9 anos,2013-01-01,3,3,0,0,3,3,6
COLOMI,consulta externa,personas de 5 a 9 anos,2013-01-01,25,20,2,1,27,21,48
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2013-01-01,31,33,14,17,45,50,95
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2013-01-01,23,26,0,0,23,26,49
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2013-01-01,18,19,1,1,19,20,39
COLQUIRI,consulta externa,personas de 5 a 9 anos,2013-01-01,26,26,5,3,31,29,60
COMANCHE,consulta externa,personas de 5 a 9 anos,2013-01-01,3,3,0,0,3,3,6
COMARAPA,consulta externa,personas de 5 a 9 anos,2013-01-01,27,60,1,4,28,64,92
COMBAYA,consulta externa,personas de 5 a 9 anos,2013-01-01,3,0,0,0,3,0,3
CONCEPCION,consulta externa,personas de 5 a 9 anos,2013-01-01,16,7,1,4,17,11,28
COPACABANA,consulta externa,personas de 5 a 9 anos,2013-01-01,10,20,0,1,10,21,31
CORIPATA,consulta externa,personas de 5 a 9 anos,2013-01-01,30,21,2,1,32,22,54
CORO CORO,consulta externa,personas de 5 a 9 anos,2013-01-01,5,8,0,0,5,8,13
COROICO,consulta externa,personas de 5 a 9 anos,2013-01-01,58,39,13,10,71,49,120
CORQUE,consulta externa,personas de 5 a 9 anos,2013-01-01,6,6,0,0,6,6,12
COTAGAITA,consulta externa,personas de 5 a 9 anos,2013-01-01,102,90,6,12,108,102,210
COTOCA,consulta externa,personas de 5 a 9 anos,2013-01-01,86,79,1,1,87,80,167
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2013-01-01,78,62,1,1,79,63,142
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2013-01-01,3,5,0,0,3,5,8
CUEVO,consulta externa,personas de 5 a 9 anos,2013-01-01,12,20,0,0,12,20,32
CULPINA,consulta externa,personas de 5 a 9 anos,2013-01-01,22,17,0,2,22,19,41
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2013-01-01,4,3,0,0,4,3,7
CURVA,consulta externa,personas de 5 a 9 anos,2013-01-01,3,5,0,0,3,5,8
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2013-01-01,10,5,0,0,10,5,15
EL ALTO,consulta externa,personas de 5 a 9 anos,2013-01-01,2006,2108,460,505,2466,2613,5079
EL CHORO,consulta externa,personas de 5 a 9 anos,2013-01-01,6,7,1,0,7,7,14
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2013-01-01,42,31,0,0,42,31,73
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2013-01-01,47,46,0,0,47,46,93
EL TORNO,consulta externa,personas de 5 a 9 anos,2013-01-01,246,219,19,22,265,241,506
EL VILLAR,consulta externa,personas de 5 a 9 anos,2013-01-01,17,30,0,0,17,30,47
ENTRE RIOS TRJ,consulta externa,personas de 5 a 9 anos,2013-01-01,151,135,1,1,152,136,288
ENTRE RIOS CBBA,consulta externa,personas de 5 a 9 anos,2013-01-01,59,56,2,7,61,63,124
ESCARA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,0,0,0,1,0,1
ESCOMA,consulta externa,personas de 5 a 9 anos,2013-01-01,10,14,1,2,11,16,27
ESMERALDA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2013-01-01,11,5,0,0,11,5,16
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2013-01-01,8,5,0,0,8,5,13
EXALTACION,consulta externa,personas de 5 a 9 anos,2013-01-01,4,7,0,0,4,7,11
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2013-01-01,53,43,0,0,53,43,96
FILADELFIA,consulta externa,personas de 5 a 9 anos,2013-01-01,19,21,1,0,20,21,41
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2013-01-01,38,44,0,2,38,46,84
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2013-01-01,16,12,3,1,19,13,32
GUANAY,consulta externa,personas de 5 a 9 anos,2013-01-01,19,14,0,0,19,14,33
GUAQUI,consulta externa,personas de 5 a 9 anos,2013-01-01,1,6,0,0,1,6,7
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2013-01-01,355,394,63,74,418,468,886
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2013-01-01,64,68,1,2,65,70,135
HUACARETA,consulta externa,personas de 5 a 9 anos,2013-01-01,33,37,2,1,35,38,73
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2013-01-01,7,13,1,0,8,13,21
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2013-01-01,17,12,0,0,17,12,29
HUANUNI,consulta externa,personas de 5 a 9 anos,2013-01-01,125,134,13,20,138,154,292
HUARACAJE,consulta externa,personas de 5 a 9 anos,2013-01-01,20,29,0,0,20,29,49
HUARINA,consulta externa,personas de 5 a 9 anos,2013-01-01,2,2,0,0,2,2,4
HUATAJATA,consulta externa,personas de 5 a 9 anos,2013-01-01,8,7,0,0,8,7,15
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2013-01-01,5,1,0,0,5,1,6
HUMANATA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,3,0,0,1,3,4
ICHOCA,consulta externa,personas de 5 a 9 anos,2013-01-01,3,1,0,5,3,6,9
ICLA,consulta externa,personas de 5 a 9 anos,2013-01-01,8,14,0,1,8,15,23
INCAHUASI,consulta externa,personas de 5 a 9 anos,2013-01-01,8,5,0,0,8,5,13
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2013-01-01,8,7,0,0,8,7,15
INQUISIVI,consulta externa,personas de 5 a 9 anos,2013-01-01,4,11,0,1,4,12,16
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2013-01-01,33,48,0,0,33,48,81
IXIAMAS,consulta externa,personas de 5 a 9 anos,2013-01-01,22,27,1,2,23,29,52
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2013-01-01,10,11,2,0,12,11,23
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2013-01-01,80,98,1,1,81,99,180
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2013-01-01,196,184,8,7,204,191,395
LA PAZ,consulta externa,personas de 5 a 9 anos,2013-01-01,2666,2810,921,883,3587,3693,7280
LA RIVERA,consulta externa,personas de 5 a 9 anos,2013-01-01,12,0,0,0,12,0,12
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2013-01-01,24,19,0,0,24,19,43
LAJA,consulta externa,personas de 5 a 9 anos,2013-01-01,7,8,1,0,8,8,16
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2013-01-01,12,14,1,0,13,14,27
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2013-01-01,9,9,0,0,9,9,18
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2013-01-01,89,101,29,38,118,139,257
LLICA,consulta externa,personas de 5 a 9 anos,2013-01-01,9,16,0,0,9,16,25
LORETO,consulta externa,personas de 5 a 9 anos,2013-01-01,21,24,2,0,23,24,47
LURIBAY,consulta externa,personas de 5 a 9 anos,2013-01-01,22,14,0,0,22,14,36
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2013-01-01,4,14,0,1,4,15,19
MACHARETI,consulta externa,personas de 5 a 9 anos,2013-01-01,17,34,1,0,18,34,52
MAGDALENA,consulta externa,personas de 5 a 9 anos,2013-01-01,83,68,7,6,90,74,164
MAIRANA,consulta externa,personas de 5 a 9 anos,2013-01-01,31,26,2,1,33,27,60
MALLA,consulta externa,personas de 5 a 9 anos,2013-01-01,8,3,1,0,9,3,12
MAPIRI,consulta externa,personas de 5 a 9 anos,2013-01-01,32,34,1,0,33,34,67
MECAPACA,consulta externa,personas de 5 a 9 anos,2013-01-01,8,14,0,1,8,15,23
MINEROS,consulta externa,personas de 5 a 9 anos,2013-01-01,25,16,1,0,26,16,42
MIZQUE,consulta externa,personas de 5 a 9 anos,2013-01-01,29,37,2,0,31,37,68
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2013-01-01,12,7,0,0,12,7,19
MOJINETE,consulta externa,personas de 5 a 9 anos,2013-01-01,1,0,0,0,1,0,1
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2013-01-01,8,16,0,1,8,17,25
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2013-01-01,208,232,2,4,210,236,446
MONTERO,consulta externa,personas de 5 a 9 anos,2013-01-01,463,447,59,56,522,503,1025
MORO MORO,consulta externa,personas de 5 a 9 anos,2013-01-01,1,6,0,1,1,7,8
MOROCHATA,consulta externa,personas de 5 a 9 anos,2013-01-01,6,12,0,1,6,13,19
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2013-01-01,15,11,1,0,16,11,27
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2013-01-01,3,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2013-01-01,5,14,0,0,5,14,19
OCURI,consulta externa,personas de 5 a 9 anos,2013-01-01,12,14,0,1,12,15,27
OKINAWA,consulta externa,personas de 5 a 9 anos,2013-01-01,35,34,4,1,39,35,74
OMEREQUE,consulta externa,personas de 5 a 9 anos,2013-01-01,21,20,1,0,22,20,42
ORURO,consulta externa,personas de 5 a 9 anos,2013-01-01,1426,1387,416,464,1842,1851,3693
PADCAYA,consulta externa,personas de 5 a 9 anos,2013-01-01,140,140,3,0,143,140,283
PADILLA,consulta externa,personas de 5 a 9 anos,2013-01-01,68,68,1,5,69,73,142
PAILON,consulta externa,personas de 5 a 9 anos,2013-01-01,20,31,3,3,23,34,57
PALCA,consulta externa,personas de 5 a 9 anos,2013-01-01,16,22,1,0,17,22,39
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2013-01-01,68,59,1,1,69,60,129
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2013-01-01,13,4,0,0,13,4,17
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2013-01-01,18,16,1,0,19,16,35
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2013-01-01,15,13,4,2,19,15,34
PASORAPA,consulta externa,personas de 5 a 9 anos,2013-01-01,5,4,0,0,5,4,9
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2013-01-01,26,32,0,0,26,32,58
PAZÑA,consulta externa,personas de 5 a 9 anos,2013-01-01,15,13,1,0,16,13,29
PELECHUCO,consulta externa,personas de 5 a 9 anos,2013-01-01,39,2,0,0,39,2,41
POCOATA,consulta externa,personas de 5 a 9 anos,2013-01-01,27,19,0,0,27,19,46
POCONA,consulta externa,personas de 5 a 9 anos,2013-01-01,36,30,0,0,36,30,66
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2013-01-01,21,29,0,1,21,30,51
POOPO,consulta externa,personas de 5 a 9 anos,2013-01-01,14,19,0,1,14,20,34
PORCO,consulta externa,personas de 5 a 9 anos,2013-01-01,9,13,0,0,9,13,22
POROMA,consulta externa,personas de 5 a 9 anos,2013-01-01,23,17,0,0,23,17,40
PORONGO,consulta externa,personas de 5 a 9 anos,2013-01-01,37,26,0,0,37,26,63
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2013-01-01,72,86,11,5,83,91,174
PORVENIR,consulta externa,personas de 5 a 9 anos,2013-01-01,17,16,0,0,17,16,33
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2013-01-01,5,12,2,0,7,12,19
POTOSI,consulta externa,personas de 5 a 9 anos,2013-01-01,882,803,368,308,1250,1111,2361
PRESTO,consulta externa,personas de 5 a 9 anos,2013-01-01,12,7,0,0,12,7,19
PUCARA,consulta externa,personas de 5 a 9 anos,2013-01-01,7,8,0,0,7,8,15
PUCARANI,consulta externa,personas de 5 a 9 anos,2013-01-01,18,23,1,1,19,24,43
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,4,0,0,1,4,5
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2013-01-01,12,21,1,0,13,21,34
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2013-01-01,43,38,1,1,44,39,83
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2013-01-01,16,9,1,1,17,10,27
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2013-01-01,86,82,4,2,90,84,174
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2013-01-01,88,59,1,1,89,60,149
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2013-01-01,16,13,0,0,16,13,29
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2013-01-01,47,53,5,10,52,63,115
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2013-01-01,107,130,7,8,114,138,252
PUNA,consulta externa,personas de 5 a 9 anos,2013-01-01,24,37,0,0,24,37,61
PUNATA,consulta externa,personas de 5 a 9 anos,2013-01-01,62,71,19,31,81,102,183
QUIABAYA,consulta externa,personas de 5 a 9 anos,2013-01-01,7,3,0,0,7,3,10
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2013-01-01,416,334,125,114,541,448,989
QUIME,consulta externa,personas de 5 a 9 anos,2013-01-01,15,21,0,1,15,22,37
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2013-01-01,6,6,0,0,6,6,12
RAVELO,consulta externa,personas de 5 a 9 anos,2013-01-01,16,15,0,0,16,15,31
REYES,consulta externa,personas de 5 a 9 anos,2013-01-01,39,58,1,0,40,58,98
RIBERALTA,consulta externa,personas de 5 a 9 anos,2013-01-01,508,486,10,12,518,498,1016
ROBORE,consulta externa,personas de 5 a 9 anos,2013-01-01,53,51,0,3,53,54,107
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2013-01-01,41,55,0,1,41,56,97
SABAYA,consulta externa,personas de 5 a 9 anos,2013-01-01,11,5,0,1,11,6,17
SACABA,consulta externa,personas de 5 a 9 anos,2013-01-01,408,332,24,24,432,356,788
SACABAMBA,consulta externa,personas de 5 a 9 anos,2013-01-01,9,7,2,0,11,7,18
SACACA,consulta externa,personas de 5 a 9 anos,2013-01-01,10,21,0,0,10,21,31
SAIPINA,consulta externa,personas de 5 a 9 anos,2013-01-01,4,14,0,0,4,14,18
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2013-01-01,14,10,0,0,14,10,24
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2013-01-01,33,28,0,0,33,28,61
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2013-01-01,3,4,0,0,3,4,7
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2013-01-01,73,79,7,2,80,81,161
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2013-01-01,4,6,0,1,4,7,11
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2013-01-01,2,9,0,0,2,9,11
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2013-01-01,10,12,0,0,10,12,22
SAN BENITO,consulta externa,personas de 5 a 9 anos,2013-01-01,23,16,4,5,27,21,48
SAN BORJA,consulta externa,personas de 5 a 9 anos,2013-01-01,76,121,8,7,84,128,212
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2013-01-01,43,61,1,3,44,64,108
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2013-01-01,55,54,1,0,56,54,110
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2013-01-01,237,238,20,6,257,244,501
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2013-01-01,136,124,18,10,154,134,288
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2013-01-01,20,13,0,1,20,14,34
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2013-01-01,22,24,4,0,26,24,50
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2013-01-01,41,26,0,0,41,26,67
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2013-01-01,53,63,2,2,55,65,120
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2013-01-01,39,34,3,9,42,43,85
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2013-01-01,87,113,3,4,90,117,207
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2013-01-01,27,34,0,2,27,36,63
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2013-01-01,96,120,10,9,106,129,235
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2013-01-01,46,51,0,0,46,51,97
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2013-01-01,22,24,0,0,22,24,46
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2013-01-01,22,11,6,1,28,12,40
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2013-01-01,4,5,0,1,4,6,10
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2013-01-01,102,103,2,3,104,106,210
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2013-01-01,13,15,2,0,15,15,30
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2013-01-01,19,32,0,3,19,35,54
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2013-01-01,1,4,0,0,1,4,5
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2013-01-01,10,8,2,1,12,9,21
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2013-01-01,8,9,0,0,8,9,17
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2013-01-01,28,22,0,0,28,22,50
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2013-01-01,24,34,1,3,25,37,62
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2013-01-01,18,24,0,0,18,24,42
SANTA ANA,consulta externa,personas de 5 a 9 anos,2013-01-01,104,117,11,22,115,139,254
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2013-01-01,6241,6221,1414,1517,7655,7738,15393
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2013-01-01,58,61,1,0,59,61,120
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2013-01-01,51,61,1,1,52,62,114
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2013-01-01,1,3,0,0,1,3,4
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2013-01-01,41,36,1,2,42,38,80
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2013-01-01,4,5,0,0,4,5,9
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2013-01-01,0,3,0,0,0,3,3
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2013-01-01,24,18,1,2,25,20,45
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2013-01-01,10,2,0,0,10,2,12
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2013-01-01,16,15,0,1,16,16,32
SENA,consulta externa,personas de 5 a 9 anos,2013-01-01,12,13,0,0,12,13,25
SHINAOTA,consulta externa,personas de 5 a 9 anos,2013-01-01,84,78,11,11,95,89,184
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2013-01-01,27,27,1,3,28,30,58
SICAYA,consulta externa,personas de 5 a 9 anos,2013-01-01,2,0,0,0,2,0,2
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2013-01-01,57,55,0,1,57,56,113
SOPACHUY,consulta externa,personas de 5 a 9 anos,2013-01-01,13,18,0,0,13,18,31
SORACACHI,consulta externa,personas de 5 a 9 anos,2013-01-01,19,15,0,0,19,15,34
SORATA,consulta externa,personas de 5 a 9 anos,2013-01-01,17,31,3,8,20,39,59
