,group,variable,month,AQV MASCULINO < 15,AQV MASCULINO 15 - 19,AQV MASCULINO 20 - 34,AQV MASCULINO 35 - 49,AQV MASCULINO 50 Y +,TOTALES
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-04-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-05-01,0,0,4,4,0,8
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-05-01,0,0,3,0,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-05-01,0,0,2,6,0,8
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-05-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-05-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-05-01,0,0,1,1,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-06-01,0,0,6,0,0,6
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-06-01,0,0,4,0,0,4
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-06-01,0,0,0,5,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-06-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-06-01,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-06-01,0,0,3,1,0,4
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-06-01,0,0,24,0,0,24
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-07-01,0,0,1,5,0,6
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-07-01,0,0,2,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-07-01,0,0,4,2,0,6
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-07-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-07-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-07-01,0,0,6,7,0,13
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-07-01,0,0,2,27,0,29
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-08-01,0,0,5,1,0,6
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-08-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-08-01,0,0,7,3,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-08-01,0,0,0,3,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-08-01,0,0,1,3,0,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-08-01,0,0,2,4,0,6
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-08-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,0,3,2,1,6
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,0,12,5,0,17
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,0,6,3,0,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,0,0,3,0,3
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,0,0,3,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-09-01,0,20,16,4,0,40
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-10-01,0,0,5,4,0,9
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-10-01,0,0,1,2,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-10-01,0,0,0,4,0,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-10-01,0,0,0,2,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-10-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,3,2,0,5
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,4,0,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,4,1,0,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,2,7,0,9
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-11-01,0,0,1,19,0,20
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,2,5,0,7
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,4,1,0,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,0,2,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,2,1,0,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv masculino,2018-12-01,0,0,1,0,0,1
