,group,variable,month,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS < 15,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 15 - 19,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 20 - 34,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 35 - 49,NÚMERO DE MUJERES CON RESULTADOS DE PAP POSITIVOS TRATADAS 50 Y +,TOTALES
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,1,21,34,19,75
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,1,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,0,3,1,4
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,1,1,0,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,7,1,0,8
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,7,14,3,24
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,2,1,1,0,0,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,5,3,1,9
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,12,93,62,29,196
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,4,1,1,6
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,2,1,1,0,4
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-02-01,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,2,0,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,1,1,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,5,47,89,52,193
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,1,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,0,1,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,4,1,0,5
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,4,9,7,20
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,1,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,2,1,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,4,4,0,8
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,1,3,0,0,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,2,2,1,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,31,172,133,45,381
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,1,11,1,3,16
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,1,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,0,1,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,0,1,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-03-01,0,0,2,0,0,2
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,2,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,1,2,2,2,1,8
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,3,23,31,14,71
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,1,1,1,3
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,8,1,1,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,7,20,2,29
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,1,0,1,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,1,1,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,0,2,0,2
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,0,1,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,16,221,160,38,435
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,2,8,4,3,17
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,1,3,5,2,11
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,2,1,4,7
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,0,0,1,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-04-01,0,0,7,1,0,8
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,1,0,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,1,0,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,0,0,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,4,95,162,14,275
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,1,1,0,0,2
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,1,1,2,1,5
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,6,8,2,0,16
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,12,13,7,32
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,1,1,0,0,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,2,4,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,0,1,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,9,156,146,27,338
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,2,7,5,1,15
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,1,0,1,0,2
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-05-01,0,0,5,0,0,5
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,0,1,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,0,1,2
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,0,1,1,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,11,86,53,46,196
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,1,0,0,1,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,0,1,1,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,2,7,1,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,9,12,11,32
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,0,1,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,1,0,0,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,0,1,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,1,2,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,0,1,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,1,0,2
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,25,182,83,41,331
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,19,7,6,32
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,2,1,4
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,2,4,1,7
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,1,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,1,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,2,4,0,6
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,3,3,2,1,9
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-06-01,0,0,1,0,0,1
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,3,0,3
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,2,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,1,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,1,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,1,1,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,0,1,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,3,35,65,13,116
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,2,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,2,0,1,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,9,22,16,47
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,1,0,1,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,1,2,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,3,1,0,4
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,2,6,0,8
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,1,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,28,226,172,51,477
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,7,3,1,11
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,0,0,2,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,1,16,7,3,27
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-07-01,0,1,2,0,1,4
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,2,2,1,5
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,2,2,1,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,2,89,38,0,129
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,0,0,1,1
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,2,1,1,4
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,3,10,2,1,16
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,13,21,9,43
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,1,2,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,4,0,5
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,0,1,0,1
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,1,0,2
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,2,1,0,0,3
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,3,0,0,3
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,0,1,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con resultados de pap positivos tratadas,2018-08-01,29,169,160,60,389,807
