,group,variable,month,PÍLDORA: USUARIAS CONTINUAS < 15,PÍLDORA: USUARIAS CONTINUAS 15 - 19,PÍLDORA: USUARIAS CONTINUAS 20 - 34,PÍLDORA: USUARIAS CONTINUAS 35 - 49,PÍLDORA: USUARIAS CONTINUAS 50 Y +,TOTALES
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,1,0,3
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,4,6,2,0,12
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,6,2,0,8
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,11,6,0,17
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,3,0,0,4
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,14,6,1,22
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,5,25,4,0,34
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,3,0,0,3
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,3,0,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,0,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,2,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,2,0,7
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,1,0,3
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,8,1,0,9
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,18,7,0,25
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,4,0,5
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,1,0,3
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,21,5,0,27
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,13,4,0,18
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,1,0,3
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,4,1,0,6
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,6,1,0,7
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,7,22,7,0,36
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,3,0,6
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,33,10,0,44
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,4,1,0,5
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,3,4,0,8
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,4,1,0,6
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,11,7,0,18
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,3,7,0,12
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,5,1,6
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,2,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,4,1,0,6
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,8,2,0,10
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,0,0,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,1,2
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,2,0,3
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,4,4,0,8
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,5,27,9,0,41
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,16,5,0,21
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,6,2,0,8
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,1,0,6,3,0,10
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,1,0,2
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,3,1,0,5
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,8,106,62,0,176
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,10,1,0,12
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,4,4,1,9
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,5,3,26,9,0,43
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,3,0,8
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,15,5,0,21
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,14,9,0,24
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,3,0,8
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,1,5,11,3,0,20
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,13,7,0,20
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,1,0,2
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,2,0,3
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,1,3,13,10,0,27
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,9,6,0,16
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,11,6,0,17
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,3,2,0,5
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,16,9,0,27
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
HUATAJATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,2,0,2
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,1,0,2
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,1,0,4
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,1,0,2
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,5,3,0,9
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,8,2,0,10
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,2,0,2
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,10,5,0,15
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,3,33,16,0,52
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,61,18,0,80
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,13,4,0,17
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,4,2,0,6
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,1,0,3
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,0,0,2
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,2,0,2
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,2,0,5
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,11,2,0,14
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,7,33,11,0,51
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,6,2,0,10
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,1,0,2
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,0,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,8,4,0,12
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,6,3,0,9
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,0,0,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,24,9,0,35
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,11,57,24,0,92
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,1,0,6
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,3,2,0,7
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,5,0,8
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,14,9,0,25
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,4,2,0,7
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,4,54,30,0,88
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,15,8,0,24
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,3,3,0,8
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,4,8,6,0,18
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,3,2,0,6
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,18,8,0,28
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,8,4,0,12
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,0,2,0,3
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,1,1,0,3
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,2,0,3
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,5,1,0,8
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,9,1,1,12
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,2,0,2
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,9,7,1,18
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,9,4,1,15
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,21,8,0,31
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,13,3,0,17
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,4,0,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,5,61,9,0,75
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,4,7,0,11
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,3,0,0,3
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,2,0,7
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,0,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,15,1,0,18
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,1,0,2
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,3,17,2,0,22
PUERTO SILES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,5,4,0,10
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,4,3,0,7
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,9,5,0,16
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,0,0,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,7,0,9
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,4,0,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,18,4,0,23
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,3,11,5,0,19
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,3,0,6
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,2,0,3
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,5,0,6
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,8,3,0,13
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,12,12,0,24
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,3,0,0,3
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,6,1,0,8
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,3,1,0,4
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,30,6,0,38
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,4,0,7
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,2,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,3,0,0,4
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,8,3,0,11
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,1,1,19,2,0,23
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,4,12,12,0,28
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,0,1,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,9,78,37,0,124
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,2,0,5
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,6,17,10,0,33
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,11,71,27,1,110
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,44,21,0,67
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,5,0,0,5
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,12,8,0,22
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,2,17,9,0,28
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,1,2,6,0,9
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",pildora: usuarias continuas,2018-01-01,0,4,10,4,0,18
