,group,variable,month,CONDÓN FEMENINO: USUARIAS CONTINUAS < 15,CONDÓN FEMENINO: USUARIAS CONTINUAS 15 - 19,CONDÓN FEMENINO: USUARIAS CONTINUAS 20 - 34,CONDÓN FEMENINO: USUARIAS CONTINUAS 35 - 49,CONDÓN FEMENINO: USUARIAS CONTINUAS 50 Y +,TOTALES
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,0,12,0,12
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
CATACORA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,12,0,0,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,21,16,0,37
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,1,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,12,0,1,0,13
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,8,0,0,8
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,2,1,0,3
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,1,0,2
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,0,1,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,0,0,12,12
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,45,4,0,49
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,13,4,5,0,22
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,7,0,0,7
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,1,0,0,1
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,1,0,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,1,4,1,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-02-01,0,0,24,0,0,24
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,2,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,2,3,0,5
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,36,12,0,48
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,2,2,0,4
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,30,32,0,62
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,8,0,0,8
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,0,1,0,1
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,1,8,1,1,0,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,0,1,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,1,2,8,0,11
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,2,0,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,1,0,1,2
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-03-01,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,0,1,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,0,1,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,24,12,0,36
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,1,0,0,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,1,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,0,12,0,12
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,63,45,0,108
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,12,0,0,12
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,1,0,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,1,1,0,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,2,0,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,12,0,0,12
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,1,24,12,0,37
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,1,46,12,0,59
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,17,10,0,27
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,1,1,0,0,2
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-04-01,0,1,6,3,0,10
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,12,0,0,12
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,72,48,12,0,132
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,36,0,0,36
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,78,24,0,102
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,0,12,0,12
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,5,4,0,9
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,48,60,0,0,108
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,3,0,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,12,0,0,12
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,0,1,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,36,0,0,0,36
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,25,0,0,25
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,1,19,2,0,22
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,12,12,0,24
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,4,1,0,5
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,24,0,0,24
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,0,2,0,0,2
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-05-01,0,12,0,0,0,12
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,1,1,1,3
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,32,29,0,61
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,48,24,0,72
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,6,3,0,9
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,1,3,0,4
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,1,0,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,0,12,0,12
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,13,0,0,13
SAN RAMON BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,4,1,0,5
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,1,1,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,2,5,1,0,8
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,1,3,27,7,0,38
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-06-01,0,0,0,0,1,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,24,0,0,0,24
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,2,0,0,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,32,40,0,72
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,0,1,0,1
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,0,1,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,0,2,0,2
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,12,0,0,12
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,1,17,0,0,18
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,7,2,0,9
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,3,0,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,10,15,0,0,25
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,1,0,0,0,1
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-07-01,0,0,0,1,0,1
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,1,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,0,24,0,24
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,12,0,12,0,24
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,2,0,0,2
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,2,0,0,2
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,24,12,0,36
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,47,39,0,86
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,1,0,0,1
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,24,0,0,24
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,12,0,0,0,12
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,2,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,1,0,0,1
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,0,1,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,12,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,1,5,1,0,7
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,20,23,6,0,49
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,1,0,0,1
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,0,2,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-08-01,0,0,2,0,0,2
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,0,2,0,0,2
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,0,0,1,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,0,37,27,0,64
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,0,2,0,0,2
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2018-09-01,0,0,0,1,0,1
