,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-01-01,0,1,1
BATALLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
BETANZOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,0,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,3,7,10
COTAGAITA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,3,3,6
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,4,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,1,3
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,3,5
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
OCURI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,1,2
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
POCONA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,1,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,4,0,4
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,0,2
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,15,19,34
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,1,3
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,2,2
TORO TORO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,2,3
URUBICHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,3,4
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,2,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,3,1,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,1,1,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-02-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
AZURDUY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,1,2
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,0,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,2,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,5,3,8
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,1,3
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,0,2
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,2,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,4,1,5
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,3,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,2,2
RAQAYPAMPA(ETA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,0,2
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,1,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,1,2
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,0,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,2,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,15,15,30
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,1,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,1,1
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
TOCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,2,2
TUPIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,5,2,7
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,0,5,5
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-03-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
ANZALDO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
BETANZOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,2,0,2
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,3,1,4
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,2,2,4
COLOMI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,6,3,9
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
HUATAJATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,2,1,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,5,4,9
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,1,2
PORTACHUELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,4,5
SAN ANDRES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,2,1,3
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,2,2
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,2,3
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,12,14,26
SANTA ROSA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,2,1,3
SICA SICA (VILLA AROMA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
TACOBAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,2,1,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,0,2,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,6,2,8
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-04-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,2,3
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,1,2
COLQUECHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,3,1,4
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,0,1
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,3,0,3
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
MOCOMOCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,4,5
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,3,2,5
PALCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,0,1
PUERTO ACOSTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,2,4,6
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,15,7,22
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,2,0,2
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,2,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,0,1
TARATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
TRIGAL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,3,3
URUBICHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-05-01,2,2,4
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,2,1,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,3,1,4
COLOMI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,6,2,8
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,3,1,4
FILADELFIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,1,2
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,1,2
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,4,6,10
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
PADCAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,2,2,4
PAMPA GRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,3,0,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,2,3
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,2,3
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,11,9,20
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,3,0,3
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,2,2,4
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2024-06-01,2,1,3
