,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,21,13,34
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,211,151,362
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,8,15,23
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,3,8
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,0,3
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,3,3
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,2,5
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,0,5
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,2,4
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,5,10
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,27,27,54
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,9,12
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,4,6,10
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,157,141,298
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,2,3
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,3,4
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,12,19,31
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,3,8
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,24,40,64
ESCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,2,3
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,3,5
GAIOC JATUN AYLLU YURA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,3,4
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,1,4
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,7,5,12
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,6,6,12
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,9,5,14
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,1,4
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,3,8
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,7,4,11
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,2,3
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,23,10,33
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,29,34,63
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,158,168,326
LA RIVERA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,1,4
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,11,4,15
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
LORETO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,4,4
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,3,5
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,8,4,12
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,9,4,13
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,2,5
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,9,12,21
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,49,37,86
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,85,62,147
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,4,7
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,3,5
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,11,8,19
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,10,5,15
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,20,17,37
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,4,9
PAPEL PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,3,3
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,3,5
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,4,3,7
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,2,5
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,305,77,382
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,3,3
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,7,3,10
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,2,5
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,3,6
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,21,28,49
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,6,6,12
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,44,49,93
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,29,26,55
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,1,4
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,3,5
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,34,26,60
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,1,4
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,10,6,16
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,3,4
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,6,1,7
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,18,7,25
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,3,6
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,1,6
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,12,13,25
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,4,3,7
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,3,6
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,3,6
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,7,4,11
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,8,4,12
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,2,4
SAN PEDRO DE MACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,4,1,5
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,479,403,882
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,3,6
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,4,5
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,4,7
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,23,15,38
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,5,10
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,8,5,13
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,2,7
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,65,42,107
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
TAHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,2,5
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,2,3
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,53,51,104
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,2,5
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
TIAHUANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,4,3,7
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,16,4,20
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,6,6,12
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,1,4
TODOS SANTOS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,2,3
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,41,10,51
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,4,7,11
UMALA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,2,2
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,13,6,19
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,0,2
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,4,7
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,2,3
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,5,9,14
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,4,4,8
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,14,6,20
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,1,4
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,3,4
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,52,38,90
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,1,3
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,7,13,20
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,11,7,18
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,0,1
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,40,34,74
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,41,34,75
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,2,2,4
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,0,1,1
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,43,45,88
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,0,3
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,2,3
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,1,1,2
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-01-01,3,2,5
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,0,3,3
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,5,5,10
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,7,9,16
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,9,9,18
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,4,2,6
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,0,3,3
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,2,0,2
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,1,4
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,0,1
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,0,1,1
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,2,2,4
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,2,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,3,6
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,1,2
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,1,4
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,2,1,3
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,6,2,8
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,5,5,10
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,2,4,6
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,0,1
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,0,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,7,5,12
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,10,3,13
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,2,0,2
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,5,3,8
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,5,2,7
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,3,4
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,0,3
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,11,13,24
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,1,2
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,7,2,9
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,2,3,5
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,2,5,7
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,50,47,97
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,1,4
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,4,5
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,9,5,14
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,4,7
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,4,7
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,11,9,20
CHUA COCANI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,4,1,5
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,1,1,2
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,0,3
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,3,2,5
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2024-02-01,43,8,51
