,group,variable,month,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 5TA. DOSIS FUERA,TOTALES
CAJUATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,6,0,0,9
CALACOTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,3,1,1,8
CALAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,1,2
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,6,4,1,17
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,1,2
CAMIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,12,11,3,1,27
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,16,5,9,6,36
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,7,0,1,10
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,0,0,2
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,12,12,3,2,29
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,10,4,3,19
CARIPUYO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,3,2,1,6
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,0,1,0,1
CATACORA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,1,2,4
CHACARILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,2,0,0,3
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,14,13,5,5,37
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,6,5,4,17
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,9,8,8,2,27
CHARAÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
CHAYANTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,2,1,1,7
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,15,12,10,40
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,2,0,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,1,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,9,3,0,1,13
CHUMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,3,1,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,0,0,3,5
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,0,2,4
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,4,2,0,10
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,28,22,14,5,69
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,6,5,3,18
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,308,294,47,40,689
COIPASA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,34,34,18,9,95
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,7,0,2,15
COLLANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,4,0,0,6
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,7,7,17,8,39
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,1,4,7
COLQUECHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,3,5,6,18
COLQUENCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,3,0,0,7
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,5,3,6,15
COMANCHE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,2,0,0,2
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,3,0,0,5
COMBAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,2,0,0,2
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,4,14,6,30
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,2,5,4,12
CORIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,10,8,0,0,18
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,4,1,3,9
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,9,1,1,13
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,4,0,0,5
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,14,9,1,4,28
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,37,35,6,7,85
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,3,2,1,12
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,0,0,2
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,3,0,2,9
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,7,1,2,14
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,0,0,1
CURVA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,2,0,3
DESAGUADERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,191,175,90,81,537
EL CHORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,1,2,4
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,0,3,3,8
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,3,4,1,11
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,24,36,1,1,62
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,0,0,2,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,20,16,2,5,43
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,35,23,4,2,64
ESCOMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,0,2,3,5
EUCALIPTUS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,1,2
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,3,3,7
EXALTACION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,4,5,1,13
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,7,1,10
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,6,1,0,11
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,0,3,5
GUANAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,5,5,5,16
GUAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,2,0,0,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,11,13,16,8,48
GUTIERREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,2,0,2,8
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,0,0,0,2
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,1,3,5
HUACHACALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,9,2,12
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,2,2,1,8
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,0,0,1,3
HUMANATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,2,0,2,4
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,2,2,2,8
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,3,6,11
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,5,2,1,0,8
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,4,0,2,9
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,4,3,3,13
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,2,2,2,6
LA ASUNTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,11,17,3,1,32
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,49,49,4,3,105
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,164,170,34,37,405
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
LAJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,7,7,1,21
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,0,1,0,1
LICOMA PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,11,7,32,30,80
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,0,0,2
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,4,0,0,5
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,0,0,1
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,3,5,5,13
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,7,6,1,6,20
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,4,0,0,6
MALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,0,1,1,2
MAPIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,4,0,0,10
MECAPACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,10,0,0,16
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,11,8,5,2,26
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,8,8,12,10,38
MOCOMOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,3,4,2,12
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,1,0,0,3
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,12,12,3,0,27
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,38,37,16,18,109
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,2,0,2,7
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,2,1,0,4
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,4,4,9
OCURI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,3,5,3,14
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,5,4,4,3,16
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,1,5,5,12
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,102,68,5,5,180
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,7,12,5,2,26
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,10,6,0,0,16
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,7,8,31,19,65
PALCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,10,4,6,12,32
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,10,13,3,0,26
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,2,0,0,2
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,2,0,0,2
PAPEL PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,2,1,1,5
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,0,3,4
PATACAMAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,5,4,4,3,16
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,3,1,0,6
PELECHUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,1,0,0,3
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,1,8,1,12
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,7,5,7,23
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,5,3,0,0,8
POOPO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,3,3,3,10
PORCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,4,7,1,16
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,7,7,2,17
PORONGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,2,1,2,9
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,8,2,0,0,10
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,8,2,1,11
POSTRER VALLE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,75,58,12,23,168
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,5,3,3,4,15
PUCARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,3,0,0,3
PUCARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,7,15,13,8,43
PUERTO ACOSTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,2,2,4,10
PUERTO CARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,4,1,0,5
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,6,2,6,15
PUERTO PEREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,1,7,9
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,11,26,25,68
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,2,2,1,8
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,2,13,1,18
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,25,19,5,6,55
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,1,5,2,11
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,10,10,8,8,36
QUIABAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,33,39,104,92,268
QUIME,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,3,0,1,5
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,3,2,3,11
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,4,2,1,9
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,1,29,25,57
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,35,45,18,22,120
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,1,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,10,10,0,3,23
SABAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,2,1,0,4
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,36,50,39,30,155
SACABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,1,1,3,7
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,2,6,6,16
SAIPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,2,0,0,2,4
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,5,2,1,9
SAMAIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,8,3,0,1,12
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,1,1,0,6
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,1,3,3,11
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,5,7,7,22
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,13,24,11,14,62
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,4,4,2,4,14
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,13,9,3,3,28
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,16,7,3,6,32
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,29,22,11,8,70
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,0,0,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,9,4,0,0,13
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,6,0,0,12
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,7,15,12,13,47
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,3,4,0,7
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,24,25,9,13,71
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,0,0,1,1,2
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,14,11,3,1,29
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,3,5,3,6,17
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,1,4,5,2,12
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,5,5,8,3,21
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,5,1,0,0,6
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta. dosis,2021-01-01,6,3,1,0,10
