,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,2,2,0,7
COCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,2,2
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,109,94,31,29,263
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,19,18,24,23,84
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,1,0,1,4
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,4,1,0,7
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,2,2,4,9
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,2,0,2,5
COLQUENCHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,0,0,2
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,1,1,3
COMBAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,6,3,0,1,10
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,2,0,0,3
CORO CORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,3,3
CORQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
COTAGAITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,1,0,0,4
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,7,6,0,0,13
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,1,0,1,5
CUEVO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,53,53,35,39,180
EL CHORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,0,0,2
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,5,0,0,8
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,16,9,1,1,27
ESCOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
EUCALIPTUS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
GUAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,5,6,6,5,22
GUTIERREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,4,1,2,8
HUACARETA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
HUACHACALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
HUARINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,1,2
HUAYLLAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
ICLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
INCAHUASI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,3,3,6
INQUISIVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,2,0,0,3
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
IXIAMAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,4,3,0,10
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,21,25,3,2,51
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,29,45,16,19,109
LICOMA PAMPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
LLICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
LORETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
LURIBAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,4,0,0,7
MACHARETI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,6,2,8
MAIRANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
MALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,2,3
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,8,0,0,11
MIZQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,3,3,7
MOCOMOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,1,1,0,3
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,1,2
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,2,1,2,7
MOROCHATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,3,4
OKINAWA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,14,10,0,1,25
PADILLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,2,4,6
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,8,2,12
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,3,0,0,5
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,0,0,2
POCOATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,4,5
POCONA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
POJO (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
PORCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,2,2
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,1,3,2,8
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,14,12,3,4,33
PRESTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,1,0,2
PUERTO ACOSTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,1,1,1,4
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,1,0,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,5,9,4,4,22
PUERTO SILES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,8,4,13
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,0,0,0,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,6,2,1,0,9
PUNA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,4,4,1,4,13
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,19,13,87,89,208
QUIME,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,5,2,1,1,9
RIBERALTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,22,22,9,6,59
ROBORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,0,0,0,2
SABAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,1,0,2
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,11,14,6,8,39
SACACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,1,1,3
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,1,2,4
SAN ANDRES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,4,0,3,1,8
SAN BENITO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,2,1,1,5
SAN BORJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,7,7,7,3,24
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,1,5,8
SAN CARLOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,1,2
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,12,0,0,13
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,6,0,0,9
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,2,0,0,3
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,4,4,0,0,8
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,10,10,6,5,31
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
SAN LUCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,8,5,13
SAN MATIAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,0,0,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,4,2,2,10
SAN PEDRO(PND),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
SAN RAFAEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,2,1,3
SAN RAMON BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,4,8,12
SAN RAMON SCZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,2,3,3,10
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,180,165,75,69,489
SANTA ROSA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,4,5,28,18,55
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,1,0,0,3
SANTIVAÑES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,5,3,0,3,11
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,1,2
SENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,0,1,1,4
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,7,9,1,0,17
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,6,6,18,20,50
SOPACHUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,2,2
SORACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,1,0,3,7
SORATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,2,0,4
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,31,27,8,16,82
TACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,4,2,0,7
TACOPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,3,1,5
TAPACARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,4,13,14,33
TARABUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
TARATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,1,0,0,2
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,10,16,13,4,43
TARVITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
TEOPONTE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,2,3
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,2,2
TIPUANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,4,4,8
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,6,14,14,14,48
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,2,1,4
TOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
TOLATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,2,1,4
TOLEDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
TOMAVE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,3,1,5
TOMINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,2,0,0,3
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,3,0,1,3,7
TOTORA(ORR),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,5,0,0,7
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,0,0,2
TURCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
UMALA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,1,0,1
URUBICHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,1,1,1,5
UYUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,1,0,2,4
VACAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,0,0,1,1
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,1,2
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,16,13,1,0,30
VILA VILA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,3,1,5
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,0,1
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,0,1,3
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,13,17,14,19,63
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,0,1,0,3
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,3,1,1,6
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,4,5,14,15,38
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,15,9,0,0,24
YACO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,0,2,3,6,11
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,4,0,3,9
YAMPARAEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,1,0,0,3,4
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,5,1,0,2,8
YOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-01-01,2,2,0,0,4
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,3,1,1,2,7
ACHOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,6,2,16,10,34
ALCALA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,0,0,1
ALTO BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,1,0,0,1
ANCORAIMES,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,6,1,2,11
ARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,0,3,3,6
ARBIETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,1,0,0,2
AUCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,1,0,0,1
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,1,1,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,0,0,1
AZURDUY,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,1,1,0,3
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,1,10,13,25
BERMEJO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,0,0,0,2
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,3,4,2,4,13
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,3,4,4,11
CAIROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,0,0,1,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,2,0,0,2
CAJUATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,0,0,0,2
CALAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,1,0,0,3
CAMARGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,0,0,1
CAPINOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,2,3,6
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,7,4,1,5,17
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,1,1,0,3
CHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,1,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,6,5,4,0,15
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,0,0,1,3
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,5,1,2,10
CHIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,2,0,0,4
CHUMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,4,2,0,2,8
CKOCHAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,4,5,0,1,10
CLIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,0,0,1
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,1,0,2
COCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,1,1,3
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,132,63,19,28,242
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,6,4,9,5,24
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,1,0,2
COLPA BELGICA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,4,0,4,0,8
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,3,1,1,1,6
COMBAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,1,0,0,2
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,6,2,1,1,10
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,2,0,7,4,13
CORO CORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,1,0,0,2
COROICO,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,3,3,2,9
CORQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,1,0,0,0,1
COTAGAITA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,0,1,2,1,4
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2021-02-01,3,8,3,1,15
