,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,2,1,0,0,3
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,4,5,0,1,10
TAPACARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,1,1,1,0,3
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,0,0,0,2,2
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,2,1,0,0,3
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,0,0,1,0,1
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,1,0,0,1,2
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,1,0,1,0,2
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,0,1,0,1,2
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,1,1,0,0,2
YOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-01-01,1,2,0,0,3
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,3,0,2,1,6
ACHOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,1,1,1,4
AIQUILE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
ATOCHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,3,1,0,0,4
BAURES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,2,0,0,2
BERMEJO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,4,0,1,7
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,2,0,0,2
CHIMORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,1,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,4,2,2,10
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,2,3,4,11
EL TORNO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
GUANAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
GUAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,0,2,0,4
INCAHUASI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,2,1,3
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,2,0,0,3
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,4,10,0,1,15
LLALLAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,1,2
MAPIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
MOJINETE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,1,2
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,0,0,3,5
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,1,0,0,3
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,18,8,23,17,66
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,1,2
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,2,0,0,4
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,2,3,1,7
REYES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,1,0,0,2
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,1,2
SACACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,3,2,5
SAN BENITO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,3,1,2,7
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,0,0,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,2,0,0,2
SAN PEDRO DE MACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,15,13,7,7,42
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,1,0,0,2
TAPACARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,1,0,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,1,1,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,0,0,1,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-02-01,2,0,0,0,2
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,1,0,2
ACHOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
ARBIETO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,2,0,0,2
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,2,0,0,2
CHARAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,1,0,1
CHAYANTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,2,0,0,2
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,4,5,1,0,10
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,5,7,9,9,30
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,0,1,1
GUANAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,2,2,0,0,4
HUANUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,2,0,0,0,2
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,1,0,0,2
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,5,6,1,0,12
MACHARETI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,1,0,2
OCURI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,2,1,1,1,5
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,6,3,9
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,1,0,2
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,2,0,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,2,1,0,4
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,1,0,0,2
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,1,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,1,1,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,8,5,17,9,39
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,2,0,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,2,2,0,0,4
TARATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,1,1,2
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
TORO TORO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,2,1,4
TURCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,1,2
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,2,0,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,1,0,2
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-03-01,1,0,0,0,1
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,1,0,0,2
ACHOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,0,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,1,2
CAJUATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,0,0,0,1
CARACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,3,4,0,7
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,0,0,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,2,0,0,0,2
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,4,4,5,4,17
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,21,26,1,0,48
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,4,4,0,0,8
MACHARETI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,2,2
MOJINETE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,3,1,4
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,2,2,4
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,2,2,4
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,3,0,4,2,9
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,0,1
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,1,2
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,0,0,1,2
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,1,2
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,2,2,0,3,7
SAN CARLOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,1,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,2,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,3,3,3,0,9
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,10,15,13,17,55
SORATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,4,2,1,0,7
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,1,0,2
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,3,0,0,3
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,1,0,1,3
VILLA CHARCAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,0,1,0,2
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
WALDO BALLIVIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,4,2,0,0,6
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,1,2,0,0,3
YOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,1,0,0,1
YUNCHARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-04-01,0,0,1,0,1
ACHACACHI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,0,1
ATOCHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,1,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,3,0,1,0,4
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,3,1,5
CAMIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,5,1,7
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,0,1
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,3,4,0,0,7
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,0,1
COMBAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,0,1
CORO CORO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,1,0,2
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,25,27,26,24,102
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,2,0,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,7,4,14,19,44
LURIBAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,2,0,2
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,3,3,0,0,6
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,1,2
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,0,0,1
OCURI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,2,0,2,1,5
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,3,2,1,1,7
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,7,4,12
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,0,1,1
POCOATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,1,1,2
PORCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,7,7,7,8,29
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,6,8,14
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,0,1,1
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,12,11,24
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,1,0,0,2
SACACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,0,3,1,5
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,2,0,1,3
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,1,1,2
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,0,7,3,10
SAN LORENZO(PND),vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,1,1,4,11,17
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,0,1,1,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2021-05-01,12,7,19,15,53
