,group,variable,month,NÚMERO DE CONDONES ENTREGADOS < 15,NÚMERO DE CONDONES ENTREGADOS 15 - 19,NÚMERO DE CONDONES ENTREGADOS 20 - 34,NÚMERO DE CONDONES ENTREGADOS 35 - 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,TOTALES
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,48,12,0,72
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,30,0,15,0,45
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,12,12,72,0,0,96
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,80,220,32,20,352
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,60,12,0,84
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,12,0,24
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,12,0,24
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,72,36,0,120
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,0,0,24
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,24,0,48
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,84,24,0,132
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,24,0,60
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,108,12,0,120
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,12,0,48,12,0,72
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,12,0,24
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,36,0,0,60
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,24,12,48
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,0,12,0,24
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,48,0,48
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,204,108,24,348
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,83,48,0,131
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,132,96,0,252
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,0,0,48
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,72,48,12,144
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,252,120,0,372
CHUA COCANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,16,0,0,16
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,180,48,12,264
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,60,24,0,96
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,24,36,0,72
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,72,72,0,144
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,96,24,12,144
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,144,48,0,192
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,254,811,289,10,1364
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,96,24,0,120
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,24,24,0,60
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,24,0,0,48
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,104,24,0,140
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,12,12,0,36
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,60,48,0,120
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,12,0,60
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,144,60,0,216
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,0,0,48
COMBAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,15,0,0,15
CONCEPCION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,12,0,36
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,0,0,36
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,60,12,0,72
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,12,24
CORQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,0,0,24
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,72,228,24,12,336
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,300,96,0,408
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,96,0,0,120
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,24,0,24
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,36,108,36,12,192
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,0,0,48
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,0,0,36
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,236,4044,2803,350,7433
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,74,0,12,86
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,20,116,140,0,276
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,132,552,144,0,828
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,36,60,24,0,120
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,200,84,0,308
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,252,108,0,372
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,0,0,24
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,34,0,0,46
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,15,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,36,48,0,96
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,24,0,48
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,48,0,48
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,72,211,40,40,363
GUTIERREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,0,0,0,12
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,84,24,0,120
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,12,0,36
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,12,0,60
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,12,0,36
HUARINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,12,0,0,24
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,12,12,84,12,0,120
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,60,12,0,96
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,48,72,48,0,168
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,24,12,36
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,156,48,0,228
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,84,36,0,132
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,36,0,12,0,48
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,48,204,108,0,360
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,300,36,0,360
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,12,156,1109,401,12,1690
LA RIVERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,72,48,0,132
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,24,12,0,48
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,372,820,84,0,1276
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,0,12,12
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,25,0,37
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,0,0,24
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,0,0,48
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,24,12,0,48
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,39,12,0,51
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,60,0,0,72
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,72,0,0,96
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,24,0,48
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,60,12,12,96
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,168,96,0,276
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,0,0,36
MORO MORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,72,0,0,72
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,0,0,48
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,12,0,36
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,12,0,0,36
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,12,0,48
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,288,6022,1805,1290,9405
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,46,351,245,51,693
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,204,48,24,300
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,96,48,0,156
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,159,12,0,195
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,36,48,24,0,108
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,24,0,60
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,12,12,48
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,24,0,48
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,96,36,0,132
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,24,24,0,60
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,96,48,0,168
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,72,24,0,108
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,61,24,0,85
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,132,36,0,192
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,72,0,0,72
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,72,36,12,144
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,156,60,0,216
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,0,0,0,12
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,12,168,348,228,12,768
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,0,0,24
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,168,1416,564,0,2148
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,12,0,24
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,12,0,36
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,12,0,96,0,0,108
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,24,0,36
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,48,72,132,36,0,288
PUERTO PEREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,60,0,0,72
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,0,0,0,12
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,312,2232,276,144,2964
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,36,192,48,12,288
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,12,36,132,36,0,216
QUIABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,72,0,0,72
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,48,493,60,0,601
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,0,0,36
QUIRUSILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,3,0,27
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,57,36,0,117
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,24,72,60,0,156
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,51,520,2874,1110,36,4591
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,24,0,0,24
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,12,0,60
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,0,12,12
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,48,973,132,0,1153
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,96,36,0,132
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,72,0,0,72
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,36,12,0,0,48
SAN AGUSTIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,12,0,24
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,29,12,0,53
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,0,12,0,12
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,120,36,0,168
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,12,0,0,12
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,60,12,0,72
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,96,72,12,180
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,36,120,12,0,168
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,84,348,72,0,504
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,0,36,0,48
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,272,76,12,372
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,96,204,96,0,396
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,48,12,0,60
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,0,36,12,0,48
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,108,48,0,168
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,96,60,0,168
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de condones entregados,2022-01-01,0,12,36,12,0,60
