,group,variable,month,AQV FEMENINO < 15,AQV FEMENINO 15 - 19,AQV FEMENINO 20 - 34,AQV FEMENINO 35 - 49,AQV FEMENINO 50 Y +,TOTALES
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,5,2,0,7
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,1,23,4,0,28
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,3,2,0,5
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,1,1,0,2
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,4,1,0,5
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,1,3,0,4
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,4,1,0,5
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,1,0,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,4,2,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,9,7,1,17
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,20,8,0,28
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,6,3,0,9
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,1,22,7,0,30
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,3,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,7,7,0,14
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,2,0,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-01-01,0,0,16,2,0,18
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,2,0,3
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,0,0,2
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,4,0,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,0,2,0,2
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,2,1,5
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,1,0,3
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,0,1,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,13,4,0,17
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,44,26,1,71
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,0,0,2
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,15,12,0,27
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,9,3,0,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,17,14,0,31
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,0,0,2
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,0,1,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,3,1,0,4
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,10,9,0,19
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,1,2,1,0,4
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,5,3,0,8
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,0,1,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,1,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,20,2,0,22
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,1,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,6,3,0,9
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,4,2,1,0,7
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,1,4,3,0,8
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,2,3,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,5,8,1,14
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,20,12,0,32
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,4,6,0,10
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,34,14,0,48
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,6,0,0,6
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,0,1,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,4,2,0,6
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,1,1,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,0,1,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,4,0,0,4
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-02-01,0,0,8,10,0,18
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,2,2,0,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,2,0,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,2,3,0,5
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,0,1,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,3,2,0,5
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,9,1,0,10
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,0,1,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,17,5,0,22
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,3,57,34,0,94
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,10,14,1,25
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,1,4,0,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,8,4,0,12
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,1,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,22,21,0,43
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,9,3,0,12
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,0,2,0,2
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,0,1,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,8,1,0,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,11,16,0,27
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,5,0,0,5
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,13,6,0,19
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,4,2,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,3,0,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,1,35,9,0,45
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,2,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,3,8,0,11
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,5,3,0,8
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,4,0,0,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,3,0,0,3
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,0,2,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,13,2,0,15
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,11,7,0,18
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,1,35,19,0,55
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,2,0,0,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,7,1,0,8
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,23,13,0,36
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,1,1,0,2
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,3,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,1,6,5,0,12
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,3,2,0,5
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-03-01,0,0,25,13,0,38
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,3,0,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,0,2,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,5,6,0,11
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,6,2,0,9
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,5,4,0,9
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,3,0,1,4
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,8,2,0,10
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,52,30,0,83
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,0,1,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,1,0,2
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,12,85,0,97
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,2,2,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,13,4,0,18
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,17,27,0,44
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,5,3,0,9
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,10,11,0,22
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,0,4,0,4
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,9,8,0,17
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,2,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,2,2,0,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,20,9,0,30
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,3,0,4
SAIPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,7,2,0,9
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,2,0,0,0,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,2,0,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,11,1,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,14,10,0,24
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,21,14,0,35
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,0,2,0,2
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,6,9,0,15
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,0,2,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,1,33,10,0,44
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,3,0,0,3
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,2,6,1,9
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,11,4,0,15
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,1,1,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-04-01,0,0,11,6,0,17
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,0,1,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,1,1,0,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,2,5,0,7
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,0,1,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,2,1,0,3
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,1,3,0,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,1,1,1,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,6,1,0,7
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,1,1,0,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,0,2,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,12,3,0,15
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,54,34,0,88
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,15,18,1,34
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,2,2,0,4
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,15,0,0,15
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,23,17,0,40
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,5,0,1,6
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,2,3,0,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,0,3,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,11,6,0,17
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,1,4,0,5
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,12,9,0,21
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,1,2,3,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,27,4,0,31
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,4,2,0,6
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,2,7,0,9
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,5,3,0,8
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,3,4,0,7
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,6,2,0,8
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,15,14,0,29
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,1,20,14,0,35
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,7,13,0,20
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,1,38,8,0,47
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,2,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",aqv femenino,2022-05-01,0,0,6,0,0,6
