,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS < 15,NÚMERO DE IMPLANTES RETIRADOS 15 - 19,NÚMERO DE IMPLANTES RETIRADOS 20 - 34,NÚMERO DE IMPLANTES RETIRADOS 35 - 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,TOTALES
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,1,0,3
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,1,1,0,3
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
CHIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,2,0,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,2,0,4
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,1,6,24,7,0,38
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,2,0,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,24,121,25,0,170
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,1,0,4
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,1,0,2
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,3,1,0,5
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,2,0,0,3
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,1,0,4
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,1,0,2
DESAGUADERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,41,13,0,55
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,1,0,3
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,1,0,3
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,12,1,0,13
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,1,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,5,0,0,5
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,3,0,0,4
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,5,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,5,1,7
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,1,0,0,2
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,70,29,0,100
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,5,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,1,0,3
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,1,1,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,1,0,3
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,5,1,0,6
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,7,2,0,10
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,0,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,24,8,0,32
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,6,1,0,8
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,2,0,3
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,5,0,0,5
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,0,0,3
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,2,1,0,4
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,4,0,0,4
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,23,7,1,31
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,4,2,0,6
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,0,1,1
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,0,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,4,0,0,4
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,12,7,0,19
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,7,0,0,7
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,29,6,0,36
SACABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,1,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,0,0,3
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,7,3,0,10
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,5,3,0,9
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,11,1,0,12
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,2,0,0,3
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,2,2,0,5
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,102,15,0,117
SANTIAGO DE HUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,1,0,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,1,0,2
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
SENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,8,1,0,9
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,2,0,4
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,7,0,0,7
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,6,2,0,8
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,7,94,29,0,130
TACOPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,1,0,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,1,7,68,15,1,92
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,2,2,0,0,4
TIAHUANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,2,2,0,5
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,0,1,0,1
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,0,0,2
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,2,5,0,0,7
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,4,2,0,6
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,1,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,2,2,0,4
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,7,1,0,9
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,7,1,0,8
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,3,2,0,5
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,6,2,0,9
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,7,1,0,8
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,8,1,0,9
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,1,13,2,0,16
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-01-01,0,0,1,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,7,3,0,10
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,1,0,2
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,1,1,0,0,2
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,6,1,0,7
ARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,3,0,0,3
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,7,0,0,7
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,2,0,0,0,2
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,3,0,4
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,0,3,0,3
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,1,1,0,0,2
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,1,0,0,0,1
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,2,0,0,2
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,0,1,0,1
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,2,1,0,3
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,1,0,2
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,6,0,0,6
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,4,0,0,4
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,2,2,1,0,5
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,7,2,0,9
CHACARILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,3,1,0,4
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,2,9,1,0,12
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,0,1,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,6,108,26,2,142
COIPASA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,3,1,0,4
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,2,0,0,2
COLLANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,1,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,2,0,0,2
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,2,0,0,2
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,1,2,0,0,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,2,0,0,2
COPACABANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes retirados,2022-02-01,0,0,0,1,0,1
