municipality,group,variable,month,Muestras tomadas por personal de salud,TOTAL
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-01-01,62,62
MAIRANA,malaria,muestras tomadas por personal de salud,2006-01-01,2,2
MAPIRI,malaria,muestras tomadas por personal de salud,2006-01-01,59,59
MIZQUE,malaria,muestras tomadas por personal de salud,2006-01-01,1,1
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-01-01,140,140
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-01-01,70,70
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-01-01,152,152
PADCAYA,malaria,muestras tomadas por personal de salud,2006-01-01,3,3
PADILLA,malaria,muestras tomadas por personal de salud,2006-01-01,9,9
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-01-01,27,27
POROMA,malaria,muestras tomadas por personal de salud,2006-01-01,7,7
PORONGO,malaria,muestras tomadas por personal de salud,2006-01-01,22,22
PORVENIR,malaria,muestras tomadas por personal de salud,2006-01-01,102,102
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-01-01,127,127
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-01-01,345,345
REYES,malaria,muestras tomadas por personal de salud,2006-01-01,1,1
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-01-01,2902,2902
SAIPINA,malaria,muestras tomadas por personal de salud,2006-01-01,58,58
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-01-01,141,141
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-01-01,145,145
SAN LORENZO(TJA),malaria,muestras tomadas por personal de salud,2006-01-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-01-01,11,11
SAN PEDRO(PND),malaria,muestras tomadas por personal de salud,2006-01-01,4,4
SAN RAFAEL,malaria,muestras tomadas por personal de salud,2006-01-01,4,4
SENA,malaria,muestras tomadas por personal de salud,2006-01-01,756,756
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-01-01,3,3
TARIJA,malaria,muestras tomadas por personal de salud,2006-01-01,1,1
TARVITA,malaria,muestras tomadas por personal de salud,2006-01-01,4,4
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-01-01,152,152
TOMINA,malaria,muestras tomadas por personal de salud,2006-01-01,2,2
TORO TORO,malaria,muestras tomadas por personal de salud,2006-01-01,2,2
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-01-01,2,2
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-01-01,355,355
VILLA NUEVA (LOMA ALTA),malaria,muestras tomadas por personal de salud,2006-01-01,111,111
VILLA SERRANO,malaria,muestras tomadas por personal de salud,2006-01-01,1,1
VILLA TUNARI,malaria,muestras tomadas por personal de salud,2006-01-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-01-01,126,126
YACUIBA,malaria,muestras tomadas por personal de salud,2006-01-01,189,189
YAPACANI,malaria,muestras tomadas por personal de salud,2006-01-01,19,19
ZUDAÑEZ,malaria,muestras tomadas por personal de salud,2006-01-01,5,5
AIQUILE,malaria,muestras tomadas por personal de salud,2006-02-01,19,19
APOLO,malaria,muestras tomadas por personal de salud,2006-02-01,16,16
AZURDUY,malaria,muestras tomadas por personal de salud,2006-02-01,13,13
BAURES,malaria,muestras tomadas por personal de salud,2006-02-01,16,16
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-02-01,7,7
BERMEJO,malaria,muestras tomadas por personal de salud,2006-02-01,1146,1146
BOLPEBRA,malaria,muestras tomadas por personal de salud,2006-02-01,2,2
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-02-01,8,8
CABEZAS,malaria,muestras tomadas por personal de salud,2006-02-01,1,1
CARANAVI,malaria,muestras tomadas por personal de salud,2006-02-01,44,44
CARAPARI,malaria,muestras tomadas por personal de salud,2006-02-01,150,150
CULPINA,malaria,muestras tomadas por personal de salud,2006-02-01,4,4
EL TORNO,malaria,muestras tomadas por personal de salud,2006-02-01,46,46
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-02-01,175,175
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-02-01,3,3
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-02-01,40,40
EXALTACION,malaria,muestras tomadas por personal de salud,2006-02-01,1,1
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-02-01,37,37
GENERAL SAAVEDRA,malaria,muestras tomadas por personal de salud,2006-02-01,1,1
GUANAY,malaria,muestras tomadas por personal de salud,2006-02-01,213,213
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-02-01,2211,2211
HUACARETA,malaria,muestras tomadas por personal de salud,2006-02-01,34,34
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-02-01,17,17
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-02-01,77,77
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-02-01,13,13
LA PAZ,malaria,muestras tomadas por personal de salud,2006-02-01,117,117
LAGUNILLAS,malaria,muestras tomadas por personal de salud,2006-02-01,3,3
MACHARETI,malaria,muestras tomadas por personal de salud,2006-02-01,5,5
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-02-01,133,133
MAPIRI,malaria,muestras tomadas por personal de salud,2006-02-01,87,87
MIZQUE,malaria,muestras tomadas por personal de salud,2006-02-01,5,5
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-02-01,221,221
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-02-01,87,87
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-02-01,364,364
PADCAYA,malaria,muestras tomadas por personal de salud,2006-02-01,138,138
PADILLA,malaria,muestras tomadas por personal de salud,2006-02-01,24,24
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-02-01,144,144
PAMPA GRANDE,malaria,muestras tomadas por personal de salud,2006-02-01,2,2
POROMA,malaria,muestras tomadas por personal de salud,2006-02-01,14,14
PORONGO,malaria,muestras tomadas por personal de salud,2006-02-01,17,17
PORTACHUELO,malaria,muestras tomadas por personal de salud,2006-02-01,1,1
PORVENIR,malaria,muestras tomadas por personal de salud,2006-02-01,33,33
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-02-01,219,219
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-02-01,314,314
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-02-01,3900,3900
SAIPINA,malaria,muestras tomadas por personal de salud,2006-02-01,188,188
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-02-01,11,11
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-02-01,600,600
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-02-01,112,112
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-02-01,24,24
SAN RAFAEL,malaria,muestras tomadas por personal de salud,2006-02-01,2,2
SANTA ROSA,malaria,muestras tomadas por personal de salud,2006-02-01,25,25
SENA,malaria,muestras tomadas por personal de salud,2006-02-01,750,750
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-02-01,8,8
TARVITA,malaria,muestras tomadas por personal de salud,2006-02-01,2,2
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-02-01,63,63
TORO TORO,malaria,muestras tomadas por personal de salud,2006-02-01,6,6
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-02-01,14,14
VILA VILA,malaria,muestras tomadas por personal de salud,2006-02-01,1,1
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-02-01,249,249
VILLA NUEVA (LOMA ALTA),malaria,muestras tomadas por personal de salud,2006-02-01,19,19
VILLA SERRANO,malaria,muestras tomadas por personal de salud,2006-02-01,1,1
VILLA TUNARI,malaria,muestras tomadas por personal de salud,2006-02-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-02-01,151,151
YACUIBA,malaria,muestras tomadas por personal de salud,2006-02-01,198,198
APOLO,malaria,muestras tomadas por personal de salud,2006-03-01,5,5
AZURDUY,malaria,muestras tomadas por personal de salud,2006-03-01,16,16
BAURES,malaria,muestras tomadas por personal de salud,2006-03-01,30,30
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-03-01,2,2
BERMEJO,malaria,muestras tomadas por personal de salud,2006-03-01,1046,1046
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-03-01,3,3
CARANAVI,malaria,muestras tomadas por personal de salud,2006-03-01,70,70
CARAPARI,malaria,muestras tomadas por personal de salud,2006-03-01,687,687
COBIJA,malaria,muestras tomadas por personal de salud,2006-03-01,16,16
CULPINA,malaria,muestras tomadas por personal de salud,2006-03-01,1,1
EL TORNO,malaria,muestras tomadas por personal de salud,2006-03-01,58,58
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-03-01,308,308
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-03-01,2,2
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-03-01,58,58
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-03-01,13,13
GENERAL SAAVEDRA,malaria,muestras tomadas por personal de salud,2006-03-01,1,1
GUANAY,malaria,muestras tomadas por personal de salud,2006-03-01,93,93
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-03-01,2833,2833
HUACARETA,malaria,muestras tomadas por personal de salud,2006-03-01,25,25
HUARACAJE,malaria,muestras tomadas por personal de salud,2006-03-01,12,12
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-03-01,29,29
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-03-01,129,129
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-03-01,9,9
LAGUNILLAS,malaria,muestras tomadas por personal de salud,2006-03-01,4,4
MACHARETI,malaria,muestras tomadas por personal de salud,2006-03-01,3,3
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-03-01,113,113
MAPIRI,malaria,muestras tomadas por personal de salud,2006-03-01,91,91
MIZQUE,malaria,muestras tomadas por personal de salud,2006-03-01,6,6
MOJOCOYA,malaria,muestras tomadas por personal de salud,2006-03-01,4,4
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-03-01,147,147
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-03-01,102,102
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-03-01,43,43
OMEREQUE,malaria,muestras tomadas por personal de salud,2006-03-01,1,1
PADCAYA,malaria,muestras tomadas por personal de salud,2006-03-01,110,110
PADILLA,malaria,muestras tomadas por personal de salud,2006-03-01,5,5
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-03-01,55,55
PAMPA GRANDE,malaria,muestras tomadas por personal de salud,2006-03-01,1,1
POROMA,malaria,muestras tomadas por personal de salud,2006-03-01,10,10
PORONGO,malaria,muestras tomadas por personal de salud,2006-03-01,18,18
PORVENIR,malaria,muestras tomadas por personal de salud,2006-03-01,40,40
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-03-01,279,279
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-03-01,373,373
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-03-01,5359,5359
SAIPINA,malaria,muestras tomadas por personal de salud,2006-03-01,172,172
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-03-01,2,2
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-03-01,118,118
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-03-01,201,201
SAN LORENZO(TJA),malaria,muestras tomadas por personal de salud,2006-03-01,1,1
SAN LUCAS,malaria,muestras tomadas por personal de salud,2006-03-01,1,1
SAN RAFAEL,malaria,muestras tomadas por personal de salud,2006-03-01,2,2
SANTA ROSA,malaria,muestras tomadas por personal de salud,2006-03-01,5,5
SENA,malaria,muestras tomadas por personal de salud,2006-03-01,123,123
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-03-01,3,3
TARVITA,malaria,muestras tomadas por personal de salud,2006-03-01,1,1
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-03-01,20,20
TOMINA,malaria,muestras tomadas por personal de salud,2006-03-01,2,2
TORO TORO,malaria,muestras tomadas por personal de salud,2006-03-01,11,11
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-03-01,4,4
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-03-01,434,434
VILLA NUEVA (LOMA ALTA),malaria,muestras tomadas por personal de salud,2006-03-01,88,88
VILLA TUNARI,malaria,muestras tomadas por personal de salud,2006-03-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-03-01,84,84
YACUIBA,malaria,muestras tomadas por personal de salud,2006-03-01,168,168
YAPACANI,malaria,muestras tomadas por personal de salud,2006-03-01,25,25
ZUDAÑEZ,malaria,muestras tomadas por personal de salud,2006-03-01,3,3
ACACIO,malaria,muestras tomadas por personal de salud,2006-04-01,34,34
AZURDUY,malaria,muestras tomadas por personal de salud,2006-04-01,12,12
BAURES,malaria,muestras tomadas por personal de salud,2006-04-01,83,83
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-04-01,4,4
BERMEJO,malaria,muestras tomadas por personal de salud,2006-04-01,821,821
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
CARANAVI,malaria,muestras tomadas por personal de salud,2006-04-01,48,48
CARAPARI,malaria,muestras tomadas por personal de salud,2006-04-01,342,342
COTOCA,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
CULPINA,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
EL TORNO,malaria,muestras tomadas por personal de salud,2006-04-01,100,100
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-04-01,139,139
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-04-01,33,33
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-04-01,20,20
GUANAY,malaria,muestras tomadas por personal de salud,2006-04-01,73,73
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-04-01,2098,2098
HUACARETA,malaria,muestras tomadas por personal de salud,2006-04-01,12,12
HUARACAJE,malaria,muestras tomadas por personal de salud,2006-04-01,8,8
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-04-01,21,21
IXIAMAS,malaria,muestras tomadas por personal de salud,2006-04-01,9,9
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-04-01,62,62
LA GUARDIA,malaria,muestras tomadas por personal de salud,2006-04-01,12,12
LA PAZ,malaria,muestras tomadas por personal de salud,2006-04-01,61,61
LAGUNILLAS,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-04-01,80,80
MAPIRI,malaria,muestras tomadas por personal de salud,2006-04-01,47,47
MIZQUE,malaria,muestras tomadas por personal de salud,2006-04-01,8,8
MOJOCOYA,malaria,muestras tomadas por personal de salud,2006-04-01,3,3
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-04-01,195,195
MOROCHATA,malaria,muestras tomadas por personal de salud,2006-04-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-04-01,77,77
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-04-01,126,126
PADCAYA,malaria,muestras tomadas por personal de salud,2006-04-01,19,19
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-04-01,126,126
PAMPA GRANDE,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
POROMA,malaria,muestras tomadas por personal de salud,2006-04-01,3,3
PORONGO,malaria,muestras tomadas por personal de salud,2006-04-01,27,27
PORVENIR,malaria,muestras tomadas por personal de salud,2006-04-01,30,30
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-04-01,23,23
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-04-01,262,262
PUERTO VILLARROEL,malaria,muestras tomadas por personal de salud,2006-04-01,2,2
REYES,malaria,muestras tomadas por personal de salud,2006-04-01,2,2
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-04-01,4494,4494
SAIPINA,malaria,muestras tomadas por personal de salud,2006-04-01,68,68
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-04-01,53,53
SAN JULIAN,malaria,muestras tomadas por personal de salud,2006-04-01,2,2
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-04-01,170,170
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-04-01,8,8
SENA,malaria,muestras tomadas por personal de salud,2006-04-01,157,157
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-04-01,4,4
SUCRE,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
TARATA,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
TARVITA,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-04-01,22,22
TIPUANI,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
TORO TORO,malaria,muestras tomadas por personal de salud,2006-04-01,3,3
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-04-01,4,4
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-04-01,162,162
VILLA NUEVA (LOMA ALTA),malaria,muestras tomadas por personal de salud,2006-04-01,40,40
VILLA TUNARI,malaria,muestras tomadas por personal de salud,2006-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-04-01,77,77
YACUIBA,malaria,muestras tomadas por personal de salud,2006-04-01,80,80
ACACIO,malaria,muestras tomadas por personal de salud,2006-05-01,34,34
AZURDUY,malaria,muestras tomadas por personal de salud,2006-05-01,9,9
BAURES,malaria,muestras tomadas por personal de salud,2006-05-01,44,44
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-05-01,1,1
BERMEJO,malaria,muestras tomadas por personal de salud,2006-05-01,4,4
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-05-01,1,1
CABEZAS,malaria,muestras tomadas por personal de salud,2006-05-01,3,3
CARANAVI,malaria,muestras tomadas por personal de salud,2006-05-01,135,135
CARAPARI,malaria,muestras tomadas por personal de salud,2006-05-01,78,78
COBIJA,malaria,muestras tomadas por personal de salud,2006-05-01,11,11
CULPINA,malaria,muestras tomadas por personal de salud,2006-05-01,1,1
EL TORNO,malaria,muestras tomadas por personal de salud,2006-05-01,64,64
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-05-01,117,117
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-05-01,33,33
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-05-01,3,3
GUANAY,malaria,muestras tomadas por personal de salud,2006-05-01,127,127
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-05-01,2294,2294
HUARACAJE,malaria,muestras tomadas por personal de salud,2006-05-01,14,14
ICLA,malaria,muestras tomadas por personal de salud,2006-05-01,2,2
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-05-01,77,77
LA PAZ,malaria,muestras tomadas por personal de salud,2006-05-01,48,48
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-05-01,107,107
MAPIRI,malaria,muestras tomadas por personal de salud,2006-05-01,54,54
MIZQUE,malaria,muestras tomadas por personal de salud,2006-05-01,14,14
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-05-01,97,97
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-05-01,94,94
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-05-01,53,53
PADCAYA,malaria,muestras tomadas por personal de salud,2006-05-01,97,97
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-05-01,50,50
POROMA,malaria,muestras tomadas por personal de salud,2006-05-01,1,1
PORONGO,malaria,muestras tomadas por personal de salud,2006-05-01,37,37
PORVENIR,malaria,muestras tomadas por personal de salud,2006-05-01,34,34
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-05-01,8,8
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-05-01,333,333
REYES,malaria,muestras tomadas por personal de salud,2006-05-01,38,38
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-05-01,4502,4502
SAIPINA,malaria,muestras tomadas por personal de salud,2006-05-01,50,50
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-05-01,1,1
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-05-01,49,49
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-05-01,321,321
SAN LORENZO(TJA),malaria,muestras tomadas por personal de salud,2006-05-01,2,2
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-05-01,2,2
SANTA ROSA,malaria,muestras tomadas por personal de salud,2006-05-01,3,3
SENA,malaria,muestras tomadas por personal de salud,2006-05-01,162,162
SOPACHUY,malaria,muestras tomadas por personal de salud,2006-05-01,3,3
TARVITA,malaria,muestras tomadas por personal de salud,2006-05-01,2,2
TEOPONTE,malaria,muestras tomadas por personal de salud,2006-05-01,54,54
TIPUANI,malaria,muestras tomadas por personal de salud,2006-05-01,2,2
TORO TORO,malaria,muestras tomadas por personal de salud,2006-05-01,6,6
VALLEGRANDE,malaria,muestras tomadas por personal de salud,2006-05-01,8,8
VILLA MONTES,malaria,muestras tomadas por personal de salud,2006-05-01,215,215
VILLA VACA GUZMAN (MUYUPAMPA),malaria,muestras tomadas por personal de salud,2006-05-01,54,54
YACUIBA,malaria,muestras tomadas por personal de salud,2006-05-01,81,81
ZUDAÑEZ,malaria,muestras tomadas por personal de salud,2006-05-01,2,2
ACACIO,malaria,muestras tomadas por personal de salud,2006-06-01,25,25
AZURDUY,malaria,muestras tomadas por personal de salud,2006-06-01,489,489
BAURES,malaria,muestras tomadas por personal de salud,2006-06-01,32,32
BELLA FLOR,malaria,muestras tomadas por personal de salud,2006-06-01,3,3
BERMEJO,malaria,muestras tomadas por personal de salud,2006-06-01,573,573
BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-06-01,5,5
CARANAVI,malaria,muestras tomadas por personal de salud,2006-06-01,60,60
CARAPARI,malaria,muestras tomadas por personal de salud,2006-06-01,80,80
CHIMORE,malaria,muestras tomadas por personal de salud,2006-06-01,11,11
COBIJA,malaria,muestras tomadas por personal de salud,2006-06-01,8,8
COTOCA,malaria,muestras tomadas por personal de salud,2006-06-01,2,2
EL TORNO,malaria,muestras tomadas por personal de salud,2006-06-01,21,21
ENTRE RIOS,malaria,muestras tomadas por personal de salud,2006-06-01,48,48
EUREKA (SANTOS MERCADO),malaria,muestras tomadas por personal de salud,2006-06-01,40,40
EXALTACION,malaria,muestras tomadas por personal de salud,2006-06-01,2,2
FILADELFIA,malaria,muestras tomadas por personal de salud,2006-06-01,12,12
GUANAY,malaria,muestras tomadas por personal de salud,2006-06-01,66,66
GUAYARAMERIN,malaria,muestras tomadas por personal de salud,2006-06-01,1972,1972
HUACARETA,malaria,muestras tomadas por personal de salud,2006-06-01,10,10
HUARACAJE,malaria,muestras tomadas por personal de salud,2006-06-01,10,10
INGAVI (HUMAITA),malaria,muestras tomadas por personal de salud,2006-06-01,37,37
IXIAMAS,malaria,muestras tomadas por personal de salud,2006-06-01,5,5
LA ASUNTA,malaria,muestras tomadas por personal de salud,2006-06-01,91,91
LAGUNILLAS,malaria,muestras tomadas por personal de salud,2006-06-01,1,1
MAGDALENA,malaria,muestras tomadas por personal de salud,2006-06-01,57,57
MAPIRI,malaria,muestras tomadas por personal de salud,2006-06-01,50,50
MIZQUE,malaria,muestras tomadas por personal de salud,2006-06-01,4,4
MONTEAGUDO,malaria,muestras tomadas por personal de salud,2006-06-01,54,54
NACEBE (SANTA ROSA DEL ABUNA),malaria,muestras tomadas por personal de salud,2006-06-01,65,65
NUEVO MANOA (NUEVA ESPERANZA),malaria,muestras tomadas por personal de salud,2006-06-01,30,30
OMEREQUE,malaria,muestras tomadas por personal de salud,2006-06-01,1,1
PADCAYA,malaria,muestras tomadas por personal de salud,2006-06-01,49,49
PALOS BLANCOS,malaria,muestras tomadas por personal de salud,2006-06-01,26,26
PORONGO,malaria,muestras tomadas por personal de salud,2006-06-01,23,23
PORVENIR,malaria,muestras tomadas por personal de salud,2006-06-01,71,71
PUERTO GONZALO MORENO,malaria,muestras tomadas por personal de salud,2006-06-01,4,4
PUERTO RICO,malaria,muestras tomadas por personal de salud,2006-06-01,473,473
RIBERALTA,malaria,muestras tomadas por personal de salud,2006-06-01,3776,3776
SAIPINA,malaria,muestras tomadas por personal de salud,2006-06-01,70,70
SAN BORJA,malaria,muestras tomadas por personal de salud,2006-06-01,2,2
SAN BUENA VENTURA,malaria,muestras tomadas por personal de salud,2006-06-01,1,1
SAN IGNACIO DE VELASCO,malaria,muestras tomadas por personal de salud,2006-06-01,71,71
SAN LORENZO(PND),malaria,muestras tomadas por personal de salud,2006-06-01,153,153
SAN MIGUEL DE VELASCO,malaria,muestras tomadas por personal de salud,2006-06-01,2,2
SAN PEDRO DE BUENA VISTA,malaria,muestras tomadas por personal de salud,2006-06-01,1,1
SAN PEDRO(PND),malaria,muestras tomadas por personal de salud,2006-06-01,3,3
SAN RAFAEL,malaria,muestras tomadas por personal de salud,2006-06-01,1,1
