,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN ANDRES,rabia,no de personas con esquema reducido completo,2023-01-01,2,0,2,0,2
SAN BORJA,rabia,no de personas con esquema reducido completo,2023-01-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2023-01-01,3,1,3,1,4
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2023-01-01,2,1,2,1,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2023-01-01,2,4,2,4,6
SAN LUCAS,rabia,no de personas con esquema reducido completo,2023-01-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2023-01-01,0,3,0,3,3
SAN PEDRO,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2023-01-01,2,0,2,0,2
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2023-01-01,164,159,164,159,323
SANTIAGO DE CALLAPA,rabia,no de personas con esquema reducido completo,2023-01-01,0,1,0,1,1
SENA,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2023-01-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2023-01-01,3,1,3,1,4
SORATA,rabia,no de personas con esquema reducido completo,2023-01-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2023-01-01,49,67,49,67,116
TARATA,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2023-01-01,12,17,12,17,29
TIPUANI,rabia,no de personas con esquema reducido completo,2023-01-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2023-01-01,2,5,2,5,7
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
TORO TORO,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2023-01-01,11,3,11,3,14
UYUNI,rabia,no de personas con esquema reducido completo,2023-01-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2023-01-01,5,2,5,2,7
VIACHA,rabia,no de personas con esquema reducido completo,2023-01-01,5,4,5,4,9
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2023-01-01,2,1,2,1,3
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2023-01-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2023-01-01,1,0,1,0,1
VINTO,rabia,no de personas con esquema reducido completo,2023-01-01,4,2,4,2,6
WARNES,rabia,no de personas con esquema reducido completo,2023-01-01,16,13,16,13,29
YANACACHI,rabia,no de personas con esquema reducido completo,2023-01-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2023-02-01,1,3,1,3,4
AIQUILE,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
ARANI,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2023-02-01,2,1,2,1,3
CABEZAS,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2023-02-01,2,0,2,0,2
CARANAVI,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
CARAPARI,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
CHIMORE,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
CLIZA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2023-02-01,46,36,46,36,82
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2023-02-01,2,1,2,1,3
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
COLLANA,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2023-02-01,2,2,2,2,4
CONCEPCION,rabia,no de personas con esquema reducido completo,2023-02-01,4,0,4,0,4
CORIPATA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2023-02-01,12,8,12,8,20
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema reducido completo,2023-02-01,50,52,50,52,102
EL TORNO,rabia,no de personas con esquema reducido completo,2023-02-01,3,2,3,2,5
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
ESCOMA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2023-02-01,2,1,2,1,3
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2023-02-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2023-02-01,17,20,17,20,37
LA PAZ,rabia,no de personas con esquema reducido completo,2023-02-01,58,53,58,53,111
MINEROS,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
MIZQUE,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
MOCOMOCO,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2023-02-01,4,5,4,5,9
OKINAWA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2023-02-01,12,12,12,12,24
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
PAMPA GRANDE,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
POOPO,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema reducido completo,2023-02-01,1,3,1,3,4
PORTACHUELO,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
PUCARANI,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
PUERTO ACOSTA,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2023-02-01,5,2,5,2,7
PUNATA,rabia,no de personas con esquema reducido completo,2023-02-01,2,0,2,0,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2023-02-01,7,7,7,7,14
REYES,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema reducido completo,2023-02-01,2,5,2,5,7
SAIPINA,rabia,no de personas con esquema reducido completo,2023-02-01,0,2,0,2,2
SAN BORJA,rabia,no de personas con esquema reducido completo,2023-02-01,1,5,1,5,6
SAN CARLOS,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2023-02-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2023-02-01,5,3,5,3,8
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2023-02-01,2,1,2,1,3
SANTA ANA,rabia,no de personas con esquema reducido completo,2023-02-01,4,6,4,6,10
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2023-02-01,196,173,196,173,369
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
SHINAOTA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2023-02-01,1,2,1,2,3
SUCRE,rabia,no de personas con esquema reducido completo,2023-02-01,43,45,43,45,88
TARATA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2023-02-01,15,15,15,15,30
TARVITA,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
TEOPONTE,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2023-02-01,2,4,2,4,6
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2023-02-01,14,14,14,14,28
UNCIA,rabia,no de personas con esquema reducido completo,2023-02-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2023-02-01,4,1,4,1,5
VIACHA,rabia,no de personas con esquema reducido completo,2023-02-01,3,4,3,4,7
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2023-02-01,2,1,2,1,3
WARNES,rabia,no de personas con esquema reducido completo,2023-02-01,8,3,8,3,11
YAMPARAEZ,rabia,no de personas con esquema reducido completo,2023-02-01,0,1,0,1,1
YANACACHI,rabia,no de personas con esquema reducido completo,2023-02-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2023-03-01,0,2,0,2,2
AIQUILE,rabia,no de personas con esquema reducido completo,2023-03-01,2,0,2,0,2
ARANI,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2023-03-01,1,2,1,2,3
BUENA VISTA,rabia,no de personas con esquema reducido completo,2023-03-01,0,3,0,3,3
CAJUATA,rabia,no de personas con esquema reducido completo,2023-03-01,3,0,3,0,3
CAMIRI,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2023-03-01,3,3,3,3,6
CARAPARI,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
CHIMORE,rabia,no de personas con esquema reducido completo,2023-03-01,2,0,2,0,2
CLIZA,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2023-03-01,61,70,61,70,131
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2023-03-01,1,2,1,2,3
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2023-03-01,1,2,1,2,3
COMARAPA,rabia,no de personas con esquema reducido completo,2023-03-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
CORIPATA,rabia,no de personas con esquema reducido completo,2023-03-01,2,0,2,0,2
COROICO,rabia,no de personas con esquema reducido completo,2023-03-01,1,2,1,2,3
COTOCA,rabia,no de personas con esquema reducido completo,2023-03-01,12,12,12,12,24
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2023-03-01,0,2,0,2,2
DESAGUADERO,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2023-03-01,34,40,34,40,74
EL TORNO,rabia,no de personas con esquema reducido completo,2023-03-01,4,7,4,7,11
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2023-03-01,2,0,2,0,2
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2023-03-01,4,0,4,0,4
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2023-03-01,0,2,0,2,2
HUAYLLAMARCA,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2023-03-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con esquema reducido completo,2023-03-01,2,1,2,1,3
LA GUARDIA,rabia,no de personas con esquema reducido completo,2023-03-01,13,15,13,15,28
LA PAZ,rabia,no de personas con esquema reducido completo,2023-03-01,94,92,94,92,186
MINEROS,rabia,no de personas con esquema reducido completo,2023-03-01,1,1,1,1,2
MOCOMOCO,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2023-03-01,12,11,12,11,23
OKINAWA,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2023-03-01,23,19,23,19,42
PAILON,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
PALCA,rabia,no de personas con esquema reducido completo,2023-03-01,0,2,0,2,2
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2023-03-01,0,2,0,2,2
POOPO,rabia,no de personas con esquema reducido completo,2023-03-01,1,2,1,2,3
PORCO,rabia,no de personas con esquema reducido completo,2023-03-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema reducido completo,2023-03-01,2,2,2,2,4
PORTACHUELO,rabia,no de personas con esquema reducido completo,2023-03-01,4,6,4,6,10
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
QUIABAYA,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2023-03-01,5,4,5,4,9
QUIME,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2023-03-01,6,4,6,4,10
SAMAIPATA,rabia,no de personas con esquema reducido completo,2023-03-01,2,3,2,3,5
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2023-03-01,2,2,2,2,4
SAN CARLOS,rabia,no de personas con esquema reducido completo,2023-03-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2023-03-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2023-03-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2023-03-01,2,0,2,0,2
SAN PEDRO,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2023-03-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2023-03-01,177,177,177,177,354
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2023-03-01,4,5,4,5,9
SORATA,rabia,no de personas con esquema reducido completo,2023-03-01,3,1,3,1,4
SUCRE,rabia,no de personas con esquema reducido completo,2023-03-01,50,45,50,45,95
TACOPAYA,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2023-03-01,9,6,9,6,15
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2023-03-01,3,6,3,6,9
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2023-03-01,14,9,14,9,23
UYUNI,rabia,no de personas con esquema reducido completo,2023-03-01,4,4,4,4,8
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2023-03-01,3,1,3,1,4
VIACHA,rabia,no de personas con esquema reducido completo,2023-03-01,6,2,6,2,8
VILLA RIVERO,rabia,no de personas con esquema reducido completo,2023-03-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2023-03-01,2,3,2,3,5
VINTO,rabia,no de personas con esquema reducido completo,2023-03-01,2,2,2,2,4
WARNES,rabia,no de personas con esquema reducido completo,2023-03-01,7,8,7,8,15
YANACACHI,rabia,no de personas con esquema reducido completo,2023-03-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2023-04-01,1,2,1,2,3
AIQUILE,rabia,no de personas con esquema reducido completo,2023-04-01,1,1,1,1,2
ANCORAIMES,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
APOLO,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
BETANZOS,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
CAJUATA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2023-04-01,1,2,1,2,3
CARACOLLO,rabia,no de personas con esquema reducido completo,2023-04-01,2,0,2,0,2
CARANAVI,rabia,no de personas con esquema reducido completo,2023-04-01,3,1,3,1,4
CHARAÑA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
CLIZA,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2023-04-01,60,34,60,34,94
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2023-04-01,2,4,2,4,6
COLLANA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
COLQUENCHA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2023-04-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema reducido completo,2023-04-01,0,2,0,2,2
COTOCA,rabia,no de personas con esquema reducido completo,2023-04-01,9,7,9,7,16
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2023-04-01,41,39,41,39,80
EL TORNO,rabia,no de personas con esquema reducido completo,2023-04-01,11,9,11,9,20
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2023-04-01,3,1,3,1,4
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2023-04-01,0,2,0,2,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2023-04-01,0,3,0,3,3
GUANAY,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2023-04-01,3,2,3,2,5
HUANUNI,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
HUARINA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2023-04-01,8,11,8,11,19
LA PAZ,rabia,no de personas con esquema reducido completo,2023-04-01,56,51,56,51,107
LURIBAY,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2023-04-01,2,0,2,0,2
MIZQUE,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2023-04-01,9,7,9,7,16
ORURO,rabia,no de personas con esquema reducido completo,2023-04-01,10,11,10,11,21
PAILON,rabia,no de personas con esquema reducido completo,2023-04-01,0,2,0,2,2
PORONGO,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2023-04-01,2,1,2,1,3
PUCARANI,rabia,no de personas con esquema reducido completo,2023-04-01,2,0,2,0,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2023-04-01,1,1,1,1,2
PUNATA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2023-04-01,3,6,3,6,9
QUIME,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
ROBORE,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2023-04-01,6,4,6,4,10
SAN BORJA,rabia,no de personas con esquema reducido completo,2023-04-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2023-04-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2023-04-01,4,1,4,1,5
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2023-04-01,1,2,1,2,3
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2023-04-01,1,4,1,4,5
SAN JULIAN,rabia,no de personas con esquema reducido completo,2023-04-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2023-04-01,1,0,1,0,1
