,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
OCURI,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2023-01-01,2,0,2,0,2
ORURO,rabia,no de personas con vacuna antirrabica,2023-01-01,41,37,41,37,78
PADILLA,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
PAILON,rabia,no de personas con vacuna antirrabica,2023-01-01,1,2,1,2,3
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2023-01-01,3,1,3,1,4
PAZÑA,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
POOPO,rabia,no de personas con vacuna antirrabica,2023-01-01,0,3,0,3,3
PORONGO,rabia,no de personas con vacuna antirrabica,2023-01-01,2,2,2,2,4
POTOSI,rabia,no de personas con vacuna antirrabica,2023-01-01,34,33,34,33,67
PUCARANI,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2023-01-01,7,3,7,3,10
PUNATA,rabia,no de personas con vacuna antirrabica,2023-01-01,3,1,3,1,4
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2023-01-01,7,13,7,13,20
QUIME,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
ROBORE,rabia,no de personas con vacuna antirrabica,2023-01-01,0,2,0,2,2
SACABA,rabia,no de personas con vacuna antirrabica,2023-01-01,5,2,5,2,7
SAIPINA,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2023-01-01,3,0,3,0,3
SAN BORJA,rabia,no de personas con vacuna antirrabica,2023-01-01,2,4,2,4,6
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2023-01-01,4,1,4,1,5
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2023-01-01,2,1,2,1,3
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2023-01-01,6,1,6,1,7
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2023-01-01,3,1,3,1,4
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2023-01-01,2,7,2,7,9
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2023-01-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2023-01-01,453,417,453,417,870
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2023-01-01,7,0,7,0,7
SENA,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2023-01-01,0,3,0,3,3
SORATA,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
SUCRE,rabia,no de personas con vacuna antirrabica,2023-01-01,143,107,143,107,250
TARATA,rabia,no de personas con vacuna antirrabica,2023-01-01,2,0,2,0,2
TARIJA,rabia,no de personas con vacuna antirrabica,2023-01-01,20,22,20,22,42
TEOPONTE,rabia,no de personas con vacuna antirrabica,2023-01-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2023-01-01,3,3,3,3,6
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
TORO TORO,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2023-01-01,34,32,34,32,66
TUPIZA,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
UNCIA,rabia,no de personas con vacuna antirrabica,2023-01-01,0,4,0,4,4
UYUNI,rabia,no de personas con vacuna antirrabica,2023-01-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2023-01-01,1,2,1,2,3
VIACHA,rabia,no de personas con vacuna antirrabica,2023-01-01,5,5,5,5,10
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
VILLA SERRANO,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
VINTO,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
WARNES,rabia,no de personas con vacuna antirrabica,2023-01-01,22,24,22,24,46
YACUIBA,rabia,no de personas con vacuna antirrabica,2023-01-01,1,0,1,0,1
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2023-01-01,0,1,0,1,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2023-01-01,1,1,1,1,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2023-01-01,2,1,2,1,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2023-02-01,0,4,0,4,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
ARANI,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2023-02-01,1,2,1,2,3
BERMEJO,rabia,no de personas con vacuna antirrabica,2023-02-01,5,2,5,2,7
CAJUATA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2023-02-01,1,3,1,3,4
CARAPARI,rabia,no de personas con vacuna antirrabica,2023-02-01,1,2,1,2,3
CHAQUI,rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
CHIMORE,rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
CLIZA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2023-02-01,94,87,94,87,181
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2023-02-01,5,2,5,2,7
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
COLLANA,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2023-02-01,5,1,5,1,6
COPACABANA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,2,2,2,4
CORIPATA,rabia,no de personas con vacuna antirrabica,2023-02-01,3,2,3,2,5
COROICO,rabia,no de personas con vacuna antirrabica,2023-02-01,1,2,1,2,3
COTOCA,rabia,no de personas con vacuna antirrabica,2023-02-01,11,11,11,11,22
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
EL ALTO,rabia,no de personas con vacuna antirrabica,2023-02-01,99,117,99,117,216
EL TORNO,rabia,no de personas con vacuna antirrabica,2023-02-01,12,12,12,12,24
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2023-02-01,2,1,2,1,3
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2023-02-01,3,5,3,5,8
HUANUNI,rabia,no de personas con vacuna antirrabica,2023-02-01,14,1,14,1,15
ICLA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,1,2,1,3
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2023-02-01,23,28,23,28,51
LA PAZ,rabia,no de personas con vacuna antirrabica,2023-02-01,175,150,175,150,325
MINEROS,rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2023-02-01,10,7,10,7,17
OKINAWA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2023-02-01,48,44,48,44,92
PADILLA,rabia,no de personas con vacuna antirrabica,2023-02-01,3,2,3,2,5
PALCA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,3,1,3,4
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
POCONA,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
POOPO,rabia,no de personas con vacuna antirrabica,2023-02-01,3,2,3,2,5
PORONGO,rabia,no de personas con vacuna antirrabica,2023-02-01,2,3,2,3,5
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
PUCARANI,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2023-02-01,4,4,4,4,8
PUNATA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2023-02-01,6,5,6,5,11
QUIME,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
ROBORE,rabia,no de personas con vacuna antirrabica,2023-02-01,0,2,0,2,2
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2023-02-01,8,5,8,5,13
SAN BORJA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,6,2,6,8
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2023-02-01,3,1,3,1,4
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2023-02-01,0,3,0,3,3
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2023-02-01,2,1,2,1,3
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2023-02-01,8,1,8,1,9
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2023-02-01,3,2,3,2,5
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2023-02-01,386,329,386,329,715
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
SENA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2023-02-01,6,3,6,3,9
SORATA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,2,2,2,4
SUCRE,rabia,no de personas con vacuna antirrabica,2023-02-01,77,93,77,93,170
TACOPAYA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
TARIJA,rabia,no de personas con vacuna antirrabica,2023-02-01,20,19,20,19,39
TARVITA,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2023-02-01,7,7,7,7,14
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
TOLATA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2023-02-01,40,29,40,29,69
TUPIZA,rabia,no de personas con vacuna antirrabica,2023-02-01,2,3,2,3,5
UNCIA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
URUBICHA,rabia,no de personas con vacuna antirrabica,2023-02-01,0,2,0,2,2
UYUNI,rabia,no de personas con vacuna antirrabica,2023-02-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2023-02-01,5,3,5,3,8
VIACHA,rabia,no de personas con vacuna antirrabica,2023-02-01,6,8,6,8,14
VILLA SERRANO,rabia,no de personas con vacuna antirrabica,2023-02-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
VINTO,rabia,no de personas con vacuna antirrabica,2023-02-01,1,2,1,2,3
WARNES,rabia,no de personas con vacuna antirrabica,2023-02-01,28,11,28,11,39
YACUIBA,rabia,no de personas con vacuna antirrabica,2023-02-01,21,18,21,18,39
YANACACHI,rabia,no de personas con vacuna antirrabica,2023-02-01,1,0,1,0,1
YOCALLA,rabia,no de personas con vacuna antirrabica,2023-02-01,0,2,0,2,2
YOTALA,rabia,no de personas con vacuna antirrabica,2023-02-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,1,2,1,3
AIQUILE,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2023-03-01,2,4,2,4,6
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
ATOCHA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2023-03-01,3,2,3,2,5
BETANZOS,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,3,0,3,3
CABEZAS,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,2,2,2,4
CARACOLLO,rabia,no de personas con vacuna antirrabica,2023-03-01,5,4,5,4,9
CARANAVI,rabia,no de personas con vacuna antirrabica,2023-03-01,8,9,8,9,17
CARAPARI,rabia,no de personas con vacuna antirrabica,2023-03-01,5,4,5,4,9
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,1,2,1,3
CHIMORE,rabia,no de personas con vacuna antirrabica,2023-03-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2023-03-01,0,2,0,2,2
CLIZA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2023-03-01,129,84,129,84,213
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2023-03-01,6,5,6,5,11
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,2,2,2,4
COLQUIRI,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
CORO CORO,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
CORQUE,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2023-03-01,16,11,16,11,27
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2023-03-01,0,3,0,3,3
EL ALTO,rabia,no de personas con vacuna antirrabica,2023-03-01,143,107,143,107,250
EL TORNO,rabia,no de personas con vacuna antirrabica,2023-03-01,19,15,19,15,34
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2023-03-01,4,2,4,2,6
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2023-03-01,4,0,4,0,4
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2023-03-01,0,2,0,2,2
HUACARETA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2023-03-01,21,16,21,16,37
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con vacuna antirrabica,2023-03-01,4,2,4,2,6
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2023-03-01,25,27,25,27,52
LA PAZ,rabia,no de personas con vacuna antirrabica,2023-03-01,196,193,196,193,389
LAJA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
LURIBAY,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
MINEROS,rabia,no de personas con vacuna antirrabica,2023-03-01,2,0,2,0,2
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2023-03-01,2,1,2,1,3
MONTERO,rabia,no de personas con vacuna antirrabica,2023-03-01,16,14,16,14,30
OKINAWA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2023-03-01,57,69,57,69,126
PADILLA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
PAILON,rabia,no de personas con vacuna antirrabica,2023-03-01,3,5,3,5,8
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,2,2,2,4
POOPO,rabia,no de personas con vacuna antirrabica,2023-03-01,3,3,3,3,6
PORONGO,rabia,no de personas con vacuna antirrabica,2023-03-01,4,2,4,2,6
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2023-03-01,5,6,5,6,11
POTOSI,rabia,no de personas con vacuna antirrabica,2023-03-01,0,9,0,9,9
PUCARANI,rabia,no de personas con vacuna antirrabica,2023-03-01,2,3,2,3,5
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2023-03-01,5,3,5,3,8
PUNATA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,2,0,2,2
QUIABAYA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2023-03-01,7,10,7,10,17
QUIME,rabia,no de personas con vacuna antirrabica,2023-03-01,2,0,2,0,2
RIBERALTA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
ROBORE,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2023-03-01,6,12,6,12,18
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2023-03-01,9,5,9,5,14
SAN BORJA,rabia,no de personas con vacuna antirrabica,2023-03-01,3,4,3,4,7
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2023-03-01,12,7,12,7,19
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2023-03-01,3,2,3,2,5
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2023-03-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2023-03-01,3,1,3,1,4
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2023-03-01,2,5,2,5,7
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2023-03-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2023-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2023-03-01,437,397,437,397,834
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2023-03-01,2,0,2,0,2
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2023-03-01,10,1,10,1,11
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2023-03-01,3,1,3,1,4
SORATA,rabia,no de personas con vacuna antirrabica,2023-03-01,5,1,5,1,6
SUCRE,rabia,no de personas con vacuna antirrabica,2023-03-01,124,93,124,93,217
TARACO,rabia,no de personas con vacuna antirrabica,2023-03-01,0,1,0,1,1
TARATA,rabia,no de personas con vacuna antirrabica,2023-03-01,1,4,1,4,5
TARIJA,rabia,no de personas con vacuna antirrabica,2023-03-01,16,10,16,10,26
