municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,1,1
EL CHORO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,1,1
EL TORNO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,21,21
LA GUARDIA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,3,3
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,5,5
PUERTO RICO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,7,7
PUERTO SUAREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,7,7
SAIPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,12,12
SAN IGNACIO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,1,1
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,16,16
SANTA ANA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,30,30
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,6,6
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-02-01,2,2
CAMIRI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
CAPINOTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
CARIPUYO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
EL CHORO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
EL TORNO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,4,4
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,14,14
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,14,14
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,7,7
POTOSI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,6,6
PUERTO SUAREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,7,7
SAIPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,8,8
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,3,3
SAN RAMON SCZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,18,18
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,3,3
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,4,4
TUPIZA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,4,4
VIACHA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,30,30
BETANZOS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,2,2
COTOCA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,14,14
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,3,3
EL TORNO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,19,19
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,5,5
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,2,2
MORO MORO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,4,4
PUNATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,1,1
SAIPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,11,11
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,24,24
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,14,14
TOLEDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,2,2
TUPIZA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-04-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,2,2
CABEZAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
CAMIRI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,4,4
CAPINOTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
COCAPATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,2,2
COLCAPIRHUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,10,10
LA GUARDIA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,20,20
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,5,5
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
SAIPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,13,13
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,40,40
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,223,223
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
TOMAVE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,69,69
TUPIZA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,70,70
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,2,2
VINTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
YACO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-05-01,1,1
ACACIO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
BAURES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,25,25
COCAPATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,2,2
CONCEPCION,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
EL TORNO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,16,16
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,20,20
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
PAILON,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,5,5
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
SAIPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,6,6
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,16,16
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,23,23
SICAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,2,2
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,1,1
TUPIZA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,32,32
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-06-01,4,4
ACACIO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,1,1
BAURES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,10,10
BETANZOS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,2,2
COTOCA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,56,56
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,8,8
MIZQUE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,2,2
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,4,4
PUCARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,1,1
ROBORE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,5,5
SAIPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,7,7
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,15,15
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,4,4
SAN RAMON SCZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,2,2
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,9,9
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-07-01,1,1
BAURES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,9,9
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,3,3
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,4,4
EL TORNO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,4,4
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,22,22
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,2,2
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,3,3
SAIPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,8,8
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,15,15
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,17,17
TARATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,1,1
TIAWANACU,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,2,2
TOMAVE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-08-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,2,2
OMEREQUE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,3,3
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,3,3
PAMPA GRANDE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
ROBORE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,32,32
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,1,1
TIAWANACU,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,2,2
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-09-01,13,13
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,7,7
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,2,2
HUANUNI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,1,1
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,2,2
LAGUNILLAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,6,6
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,9,9
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,8,8
SAN BORJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,15,15
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,10,10
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,2,2
TIQUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,68,68
TOTORA(CBBA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-10-01,1,1
CALAMARCA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,29,29
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,13,13
GUTIERREZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,5,5
HUANUNI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,3,3
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,11,11
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,1,1
PAILON,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,1,1
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,2,2
WARNES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,1,1
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-11-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,2,2
BAURES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,7,7
CHIMORE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,3,3
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,1,1
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,2,2
LORETO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,3,3
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,18,18
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,23,23
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,2,2
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2015-12-01,3,3
