municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,74,74
SORATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,149,149
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,2,2
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,3,3
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,15,15
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,3,3
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,2,2
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,36,36
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,4,4
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,4,4
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,1,1
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,1,1
YUNCHARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-02-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
ANZALDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,35,35
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,4,4
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,3,3
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,28,28
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,211,211
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,7,7
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
COLPA BELGICA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,3,3
COPACABANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,3,3
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,21,21
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,376,376
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,7,7
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,3,3
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,246,246
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,56,56
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,38,38
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,8,8
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,4,4
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,8,8
QUIME,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,8,8
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,6,6
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,8,8
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,5,5
SAN PEDRO DE CURAHUARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,705,705
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,3,3
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,171,171
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,9,9
TIPUANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,15,15
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,10,10
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,4,4
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,6,6
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,2,2
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-03-01,3,3
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,20,20
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,15,15
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,4,4
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,14,14
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,174,174
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,16,16
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,3,3
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,14,14
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,14,14
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,4,4
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,4,4
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,3,3
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
HUAYLLAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,507,507
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
LAJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,5,5
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,259,259
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,61,61
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,34,34
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,17,17
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,33,33
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,4,4
PUERTO ACOSTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
PUERTO RICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,5,5
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,6,6
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,10,10
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,5,5
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,4,4
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,6,6
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,5,5
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,82,82
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,3,3
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,176,176
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,9,9
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2015-04-01,2,2
