municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,26,26
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,18,18
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,63,63
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,36,36
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,14,14
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,27,27
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,21,21
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,18,18
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,10,10
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,6,6
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,19,19
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,53,53
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,15,15
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,296,296
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,6,6
PUCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,65,65
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,14,14
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,3,3
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,16,16
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,13,13
PUERTO SILES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,3,3
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,10,10
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,35,35
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,23,23
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,92,92
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,15,15
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,201,201
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,22,22
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,53,53
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,93,93
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,6,6
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,13,13
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,22,22
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,10,10
SAN ANTONIO DE ESMORUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,12,12
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,22,22
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,24,24
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,80,80
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,22,22
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,50,50
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,6,6
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,26,26
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,33,33
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,72,72
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,61,61
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,13,13
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,30,30
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,21,21
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,17,17
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,10,10
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,9,9
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,6184,6184
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,46,46
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,3,3
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
SANTIAGO DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,10,10
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,6,6
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,19,19
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,7,7
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,32,32
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,3,3
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,13,13
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1248,1248
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,11,11
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,29,29
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,16,16
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,19,19
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,535,535
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
TIAWANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,37,37
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,9,9
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,80,80
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,17,17
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,16,16
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,51,51
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,12,12
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,4,4
TRIGAL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,6,6
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,522,522
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,187,187
UMALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,3,3
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,25,25
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,13,13
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,11,11
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,12,12
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,63,63
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,10,10
VILLA MONTES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,41,41
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
VILLA RIVERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,9,9
VILLA TUNARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,84,84
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,12,12
VILLAZON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,261,261
VINTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
VITICHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
WALDO BALLIVIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,105,105
YACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,2,2
YACUIBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,197,197
YAMPARAEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,5,5
YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,90,90
YOCALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,11,11
YOTALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,37,37
YUNCHARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,8,8
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-01-01,33,33
ACACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,4,4
ACHACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,12,12
AIQUILE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,9,9
ALALAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,1,1
ALCALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,4,4
ALTO BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,8,8
ANCORAIMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,2,2
ANDAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,4,4
ANTEQUERA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,3,3
ANZALDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,9,9
APOLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,3,3
ARAMPAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,10,10
ARBIETO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2015-02-01,27,27
