municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
SAN JUAN DE YAPACANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,10,10
SOPACHUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,129,129
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,306,306
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,2,2
VILLA SERRANO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,1,1
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,1,1
YAPACANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,68,68
YOTALA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-04-01,1,1
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,6,6
CAPINOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,3,3
CONCEPCION,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,9,9
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,3,3
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,5,5
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,15,15
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,5,5
PUERTO SUAREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,4,4
SOPACHUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,4,4
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,15,15
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
VILLA SERRANO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,1,1
YAPACANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-05-01,4,4
ARQUE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
BATALLAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,5,5
CLIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,6,6
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,12,12
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,2,2
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,16,16
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
HUACARETA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
LA ASUNTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,3,3
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,60,60
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,2,2
MOROCHATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,2,2
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,276,276
TOLATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,4,4
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,5,5
YANACACHI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-06-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,2,2
AYO AYO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,9,9
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,2,2
CAPINOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,7,7
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,8,8
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,5,5
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,3,3
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,2,2
TIAWANACU,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,3,3
TOMINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,3,3
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,20,20
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-07-01,1,1
BATALLAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,2,2
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,3,3
CHALLAPATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,4,4
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,4,4
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,4,4
CULPINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,2,2
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,18,18
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,5,5
ENTRE RIOS TRJ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,2,2
HUACARETA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,1,1
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,10,10
LAGUNILLAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,8,8
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,3,3
PORTACHUELO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,10,10
RAVELO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,1,1
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,8,8
SOPACHUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,1,1
TARATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,2,2
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,9,9
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-08-01,1,1
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
CALAMARCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,3,3
CAMARGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,3,3
CAMIRI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,18,18
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,4,4
COPACABANA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,2,2
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,12,12
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,2,2
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,32,32
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,2,2
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
SAN CARLOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,11,11
SOPACHUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,2,2
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,7,7
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,9,9
VILLA TUNARI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-09-01,1,1
APOLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,2,2
CABEZAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,2,2
CAPINOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,3,3
COMARAPA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,3,3
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,14,14
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
ESCOMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,4,4
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,2,2
INQUISIVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,8,8
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,2,2
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
SICA SICA (VILLA AROMA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,112,112
TIPUANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,6,6
TOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,11,11
VILLA TUNARI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
YAPACANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-10-01,1,1
BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,1,1
CAMIRI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,4,4
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,3,3
GUTIERREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
LA ASUNTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,3,3
LA GUARDIA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,4,4
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,64,64
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
SORACACHI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
TIAWANACU,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,1,1
TOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,7,7
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,8,8
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,30,30
TURCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-11-01,2,2
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-12-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-12-01,12,12
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-12-01,6,6
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-12-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-12-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2015-12-01,3,3
