municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,20,20
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,11,11
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,74,74
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,29,29
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,7,7
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,6,6
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,18,18
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,3,3
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,2,2
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,4719,4719
SANTA ROSA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,4,4
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,2,2
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,5,5
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,16,16
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,18,18
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,979,979
TACOPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,6,6
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,22,22
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,33,33
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,5,5
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,2,2
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,3,3
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,4,4
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,14,14
TOTORA(ORR),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,668,668
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,118,118
TURCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,16,16
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,96,96
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,111,111
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,51,51
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,14,14
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,6,6
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,2,2
VITICHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,56,56
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,110,110
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,7,7
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,10,10
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,144,144
YOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,10,10
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
YUNCHARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-01-01,1,1
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,6,6
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,14,14
ANCORAIMES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,8,8
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,44,44
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,15,15
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
BATALLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,16,16
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,87,87
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,12,12
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
CALAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,20,20
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,16,16
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,5,5
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,108,108
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,4,4
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,8,8
CHAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,4,4
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,19,19
CHUMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,21,21
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,381,381
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,95,95
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
COLLANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
COLPA BELGICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,7,7
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,27,27
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,9,9
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,43,43
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,8,8
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,7,7
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1224,1224
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,6,6
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,86,86
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,31,31
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,27,27
FILADELFIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,4,4
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,6,6
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,15,15
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,5,5
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
HUARINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
HUATAJATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,27,27
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,7,7
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,4,4
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2101,2101
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,13,13
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,9,9
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,8,8
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,33,33
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,941,941
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
OMEREQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,148,148
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,29,29
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
PELECHUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
PORCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,9,9
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,11,11
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,5,5
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,4,4
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,11,11
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,6,6
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,17,17
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,90,90
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,58,58
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,129,129
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,15,15
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,56,56
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,8,8
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,63,63
SAN IGNACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,43,43
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,19,19
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,8,8
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,7,7
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3,3
SAN RAFAEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1,1
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,3987,3987
SANTA ROSA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,15,15
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,19,19
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,2,2
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2015-02-01,1149,1149
