,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2020-01-01,765,855,42,48,807,903,1710
AZURDUY,consulta externa,personas de 60 anos y mas,2020-01-01,165,201,5,14,170,215,385
BATALLAS,consulta externa,personas de 60 anos y mas,2020-01-01,155,165,134,130,289,295,584
BAURES,consulta externa,personas de 60 anos y mas,2020-01-01,105,122,19,28,124,150,274
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2020-01-01,97,148,4,16,101,164,265
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2020-01-01,85,90,3,0,88,90,178
BELLA FLOR,consulta externa,personas de 60 anos y mas,2020-01-01,30,34,52,35,82,69,151
BERMEJO,consulta externa,personas de 60 anos y mas,2020-01-01,683,959,107,118,790,1077,1867
BETANZOS,consulta externa,personas de 60 anos y mas,2020-01-01,676,950,41,44,717,994,1711
BOLIVAR,consulta externa,personas de 60 anos y mas,2020-01-01,120,124,126,131,246,255,501
BOLPEBRA,consulta externa,personas de 60 anos y mas,2020-01-01,59,33,1,2,60,35,95
BOYUIBE,consulta externa,personas de 60 anos y mas,2020-01-01,75,110,65,84,140,194,334
BUENA VISTA,consulta externa,personas de 60 anos y mas,2020-01-01,313,311,150,57,463,368,831
CABEZAS,consulta externa,personas de 60 anos y mas,2020-01-01,267,346,53,81,320,427,747
CAIROMA,consulta externa,personas de 60 anos y mas,2020-01-01,189,158,19,24,208,182,390
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2020-01-01,354,539,0,4,354,543,897
CAJUATA,consulta externa,personas de 60 anos y mas,2020-01-01,173,164,8,8,181,172,353
CALACOTO,consulta externa,personas de 60 anos y mas,2020-01-01,284,304,42,44,326,348,674
CALAMARCA,consulta externa,personas de 60 anos y mas,2020-01-01,263,254,48,52,311,306,617
CAMARGO,consulta externa,personas de 60 anos y mas,2020-01-01,376,578,62,122,438,700,1138
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2020-01-01,181,294,4,5,185,299,484
CAMIRI,consulta externa,personas de 60 anos y mas,2020-01-01,1222,1317,476,586,1698,1903,3601
CAPINOTA,consulta externa,personas de 60 anos y mas,2020-01-01,327,506,118,141,445,647,1092
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2020-01-01,312,377,15,12,327,389,716
CARACOLLO,consulta externa,personas de 60 anos y mas,2020-01-01,405,422,34,41,439,463,902
CARANAVI,consulta externa,personas de 60 anos y mas,2020-01-01,1027,738,343,331,1370,1069,2439
CARANGAS,consulta externa,personas de 60 anos y mas,2020-01-01,12,19,0,0,12,19,31
CARAPARI,consulta externa,personas de 60 anos y mas,2020-01-01,463,446,82,114,545,560,1105
CARIPUYO,consulta externa,personas de 60 anos y mas,2020-01-01,179,228,0,1,179,229,408
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2020-01-01,78,77,15,13,93,90,183
CATACORA,consulta externa,personas de 60 anos y mas,2020-01-01,67,84,4,5,71,89,160
CHACARILLA,consulta externa,personas de 60 anos y mas,2020-01-01,79,94,5,4,84,98,182
CHALLAPATA,consulta externa,personas de 60 anos y mas,2020-01-01,857,945,130,115,987,1060,2047
CHAQUI,consulta externa,personas de 60 anos y mas,2020-01-01,458,668,1,5,459,673,1132
CHARAGUA,consulta externa,personas de 60 anos y mas,2020-01-01,582,638,80,76,662,714,1376
CHARAÑA,consulta externa,personas de 60 anos y mas,2020-01-01,79,75,7,7,86,82,168
CHAYANTA,consulta externa,personas de 60 anos y mas,2020-01-01,287,426,11,16,298,442,740
CHIMORE,consulta externa,personas de 60 anos y mas,2020-01-01,374,374,2,6,376,380,756
CHIPAYA,consulta externa,personas de 60 anos y mas,2020-01-01,23,20,1,1,24,21,45
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2020-01-01,56,71,1,1,57,72,129
CHUA COCANI,consulta externa,personas de 60 anos y mas,2020-01-01,51,45,68,53,119,98,217
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2020-01-01,168,150,98,94,266,244,510
CHUMA,consulta externa,personas de 60 anos y mas,2020-01-01,481,488,29,25,510,513,1023
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2020-01-01,75,100,1,0,76,100,176
CKOCHAS,consulta externa,personas de 60 anos y mas,2020-01-01,562,722,7,2,569,724,1293
CLIZA,consulta externa,personas de 60 anos y mas,2020-01-01,399,531,316,486,715,1017,1732
COBIJA,consulta externa,personas de 60 anos y mas,2020-01-01,519,481,375,467,894,948,1842
COCAPATA,consulta externa,personas de 60 anos y mas,2020-01-01,463,513,8,8,471,521,992
COCHABAMBA,consulta externa,personas de 60 anos y mas,2020-01-01,14567,19142,11941,16079,26508,35221,61729
COIPASA,consulta externa,personas de 60 anos y mas,2020-01-01,17,16,0,0,17,16,33
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2020-01-01,587,990,135,303,722,1293,2015
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2020-01-01,365,392,14,27,379,419,798
COLLANA,consulta externa,personas de 60 anos y mas,2020-01-01,91,77,2,9,93,86,179
COLOMI,consulta externa,personas de 60 anos y mas,2020-01-01,247,321,134,155,381,476,857
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2020-01-01,115,126,35,45,150,171,321
COLQUECHACA,consulta externa,personas de 60 anos y mas,2020-01-01,1018,1217,3,5,1021,1222,2243
COLQUENCHA,consulta externa,personas de 60 anos y mas,2020-01-01,158,177,24,29,182,206,388
COLQUIRI,consulta externa,personas de 60 anos y mas,2020-01-01,328,260,3,1,331,261,592
COMANCHE,consulta externa,personas de 60 anos y mas,2020-01-01,79,63,8,9,87,72,159
COMARAPA,consulta externa,personas de 60 anos y mas,2020-01-01,274,257,67,73,341,330,671
COMBAYA,consulta externa,personas de 60 anos y mas,2020-01-01,119,126,47,53,166,179,345
CONCEPCION,consulta externa,personas de 60 anos y mas,2020-01-01,175,152,58,56,233,208,441
COPACABANA,consulta externa,personas de 60 anos y mas,2020-01-01,176,213,32,42,208,255,463
CORIPATA,consulta externa,personas de 60 anos y mas,2020-01-01,182,130,30,24,212,154,366
CORO CORO,consulta externa,personas de 60 anos y mas,2020-01-01,225,163,32,35,257,198,455
COROICO,consulta externa,personas de 60 anos y mas,2020-01-01,251,207,196,205,447,412,859
CORQUE,consulta externa,personas de 60 anos y mas,2020-01-01,249,265,39,28,288,293,581
COTAGAITA,consulta externa,personas de 60 anos y mas,2020-01-01,863,1288,115,174,978,1462,2440
COTOCA,consulta externa,personas de 60 anos y mas,2020-01-01,989,1163,100,135,1089,1298,2387
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2020-01-01,9,14,7,5,16,19,35
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2020-01-01,339,261,107,109,446,370,816
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2020-01-01,39,63,9,11,48,74,122
CUEVO,consulta externa,personas de 60 anos y mas,2020-01-01,109,128,21,57,130,185,315
CULPINA,consulta externa,personas de 60 anos y mas,2020-01-01,393,534,39,65,432,599,1031
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2020-01-01,116,158,18,22,134,180,314
CURVA,consulta externa,personas de 60 anos y mas,2020-01-01,38,51,5,1,43,52,95
DESAGUADERO,consulta externa,personas de 60 anos y mas,2020-01-01,64,61,42,38,106,99,205
EL ALTO,consulta externa,personas de 60 anos y mas,2020-01-01,6153,7059,4414,4597,10567,11656,22223
EL CHORO,consulta externa,personas de 60 anos y mas,2020-01-01,160,168,2,1,162,169,331
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2020-01-01,284,263,8,8,292,271,563
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2020-01-01,305,478,74,98,379,576,955
EL TORNO,consulta externa,personas de 60 anos y mas,2020-01-01,1581,1670,452,485,2033,2155,4188
EL VILLAR,consulta externa,personas de 60 anos y mas,2020-01-01,185,270,0,1,185,271,456
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2020-01-01,347,466,99,157,446,623,1069
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2020-01-01,562,467,42,47,604,514,1118
ESCARA,consulta externa,personas de 60 anos y mas,2020-01-01,26,29,0,1,26,30,56
ESCOMA,consulta externa,personas de 60 anos y mas,2020-01-01,133,117,45,27,178,144,322
ESMERALDA,consulta externa,personas de 60 anos y mas,2020-01-01,42,27,3,5,45,32,77
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2020-01-01,113,120,5,3,118,123,241
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2020-01-01,11,10,1,5,12,15,27
EXALTACION,consulta externa,personas de 60 anos y mas,2020-01-01,29,15,1,0,30,15,45
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2020-01-01,214,186,141,107,355,293,648
FILADELFIA,consulta externa,personas de 60 anos y mas,2020-01-01,94,33,36,17,130,50,180
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2020-01-01,341,356,48,49,389,405,794
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2020-01-01,188,164,70,66,258,230,488
GUANAY,consulta externa,personas de 60 anos y mas,2020-01-01,264,170,83,69,347,239,586
GUAQUI,consulta externa,personas de 60 anos y mas,2020-01-01,131,150,19,15,150,165,315
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2020-01-01,583,739,180,263,763,1002,1765
GUTIERREZ,consulta externa,personas de 60 anos y mas,2020-01-01,346,374,41,61,387,435,822
HUACARETA,consulta externa,personas de 60 anos y mas,2020-01-01,202,295,18,45,220,340,560
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2020-01-01,65,80,4,8,69,88,157
HUACHACALLA,consulta externa,personas de 60 anos y mas,2020-01-01,55,64,13,17,68,81,149
HUANUNI,consulta externa,personas de 60 anos y mas,2020-01-01,446,435,130,175,576,610,1186
HUARACAJE,consulta externa,personas de 60 anos y mas,2020-01-01,55,65,17,14,72,79,151
HUARINA,consulta externa,personas de 60 anos y mas,2020-01-01,172,175,107,123,279,298,577
HUATAJATA,consulta externa,personas de 60 anos y mas,2020-01-01,28,36,45,70,73,106,179
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2020-01-01,203,184,12,11,215,195,410
HUMANATA,consulta externa,personas de 60 anos y mas,2020-01-01,46,50,107,104,153,154,307
ICHOCA,consulta externa,personas de 60 anos y mas,2020-01-01,169,155,2,3,171,158,329
ICLA,consulta externa,personas de 60 anos y mas,2020-01-01,131,198,72,94,203,292,495
INCAHUASI,consulta externa,personas de 60 anos y mas,2020-01-01,223,308,7,14,230,322,552
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2020-01-01,24,11,0,0,24,11,35
INQUISIVI,consulta externa,personas de 60 anos y mas,2020-01-01,340,340,14,13,354,353,707
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2020-01-01,408,314,119,128,527,442,969
IXIAMAS,consulta externa,personas de 60 anos y mas,2020-01-01,154,94,28,16,182,110,292
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2020-01-01,272,285,237,253,509,538,1047
LA ASUNTA,consulta externa,personas de 60 anos y mas,2020-01-01,267,171,23,18,290,189,479
LA GUARDIA,consulta externa,personas de 60 anos y mas,2020-01-01,1841,2258,417,688,2258,2946,5204
LA PAZ,consulta externa,personas de 60 anos y mas,2020-01-01,16922,22380,16226,22335,33148,44715,77863
LA RIVERA,consulta externa,personas de 60 anos y mas,2020-01-01,4,5,0,1,4,6,10
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2020-01-01,116,156,55,71,171,227,398
LAJA,consulta externa,personas de 60 anos y mas,2020-01-01,193,250,144,148,337,398,735
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2020-01-01,70,152,1,1,71,153,224
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2020-01-01,119,76,33,23,152,99,251
LLALLAGUA,consulta externa,personas de 60 anos y mas,2020-01-01,660,903,106,129,766,1032,1798
LLICA,consulta externa,personas de 60 anos y mas,2020-01-01,130,140,0,0,130,140,270
LORETO,consulta externa,personas de 60 anos y mas,2020-01-01,43,39,8,10,51,49,100
LURIBAY,consulta externa,personas de 60 anos y mas,2020-01-01,351,302,11,19,362,321,683
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2020-01-01,135,187,30,33,165,220,385
MACHARETI,consulta externa,personas de 60 anos y mas,2020-01-01,146,187,14,22,160,209,369
MAGDALENA,consulta externa,personas de 60 anos y mas,2020-01-01,135,146,38,36,173,182,355
MAIRANA,consulta externa,personas de 60 anos y mas,2020-01-01,92,113,143,204,235,317,552
MALLA,consulta externa,personas de 60 anos y mas,2020-01-01,77,73,1,1,78,74,152
MAPIRI,consulta externa,personas de 60 anos y mas,2020-01-01,221,192,17,23,238,215,453
MECAPACA,consulta externa,personas de 60 anos y mas,2020-01-01,148,144,60,30,208,174,382
MINEROS,consulta externa,personas de 60 anos y mas,2020-01-01,405,407,88,96,493,503,996
MIZQUE,consulta externa,personas de 60 anos y mas,2020-01-01,346,457,168,258,514,715,1229
MOCOMOCO,consulta externa,personas de 60 anos y mas,2020-01-01,296,283,135,146,431,429,860
MOJINETE,consulta externa,personas de 60 anos y mas,2020-01-01,23,35,6,9,29,44,73
MOJOCOYA,consulta externa,personas de 60 anos y mas,2020-01-01,189,215,56,83,245,298,543
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2020-01-01,738,942,67,82,805,1024,1829
MONTERO,consulta externa,personas de 60 anos y mas,2020-01-01,2209,2912,1138,1549,3347,4461,7808
MORO MORO,consulta externa,personas de 60 anos y mas,2020-01-01,50,54,45,75,95,129,224
MOROCHATA,consulta externa,personas de 60 anos y mas,2020-01-01,234,259,35,47,269,306,575
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2020-01-01,30,17,35,17,65,34,99
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2020-01-01,6,9,2,1,8,10,18
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2020-01-01,35,16,0,0,35,16,51
OCURI,consulta externa,personas de 60 anos y mas,2020-01-01,449,509,5,8,454,517,971
OKINAWA,consulta externa,personas de 60 anos y mas,2020-01-01,154,168,94,112,248,280,528
OMEREQUE,consulta externa,personas de 60 anos y mas,2020-01-01,149,165,37,38,186,203,389
ORURO,consulta externa,personas de 60 anos y mas,2020-01-01,5378,6823,3851,4389,9229,11212,20441
PADCAYA,consulta externa,personas de 60 anos y mas,2020-01-01,449,543,99,175,548,718,1266
PADILLA,consulta externa,personas de 60 anos y mas,2020-01-01,306,496,9,12,315,508,823
PAILON,consulta externa,personas de 60 anos y mas,2020-01-01,436,381,95,102,531,483,1014
PALCA,consulta externa,personas de 60 anos y mas,2020-01-01,389,417,7,13,396,430,826
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2020-01-01,536,423,190,160,726,583,1309
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2020-01-01,118,154,11,17,129,171,300
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2020-01-01,100,116,124,164,224,280,504
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2020-01-01,163,139,53,48,216,187,403
PASORAPA,consulta externa,personas de 60 anos y mas,2020-01-01,180,205,16,25,196,230,426
PATACAMAYA,consulta externa,personas de 60 anos y mas,2020-01-01,267,240,68,67,335,307,642
PAZÑA,consulta externa,personas de 60 anos y mas,2020-01-01,126,128,24,14,150,142,292
PELECHUCO,consulta externa,personas de 60 anos y mas,2020-01-01,114,103,10,8,124,111,235
POCOATA,consulta externa,personas de 60 anos y mas,2020-01-01,760,1028,0,1,760,1029,1789
POCONA,consulta externa,personas de 60 anos y mas,2020-01-01,465,611,2,5,467,616,1083
POJO (CBBA),consulta externa,personas de 60 anos y mas,2020-01-01,157,168,35,27,192,195,387
POOPO,consulta externa,personas de 60 anos y mas,2020-01-01,125,170,20,19,145,189,334
PORCO,consulta externa,personas de 60 anos y mas,2020-01-01,56,108,3,2,59,110,169
POROMA,consulta externa,personas de 60 anos y mas,2020-01-01,446,483,4,6,450,489,939
PORONGO,consulta externa,personas de 60 anos y mas,2020-01-01,254,192,132,123,386,315,701
PORTACHUELO,consulta externa,personas de 60 anos y mas,2020-01-01,220,250,33,70,253,320,573
PORVENIR,consulta externa,personas de 60 anos y mas,2020-01-01,63,41,39,39,102,80,182
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2020-01-01,50,49,41,50,91,99,190
POTOSI,consulta externa,personas de 60 anos y mas,2020-01-01,3444,4221,1595,1870,5039,6091,11130
PRESTO,consulta externa,personas de 60 anos y mas,2020-01-01,293,376,13,16,306,392,698
PUCARA,consulta externa,personas de 60 anos y mas,2020-01-01,14,21,78,108,92,129,221
PUCARANI,consulta externa,personas de 60 anos y mas,2020-01-01,537,530,116,136,653,666,1319
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2020-01-01,304,319,34,34,338,353,691
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2020-01-01,315,284,50,50,365,334,699
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2020-01-01,92,78,34,43,126,121,247
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2020-01-01,125,110,63,68,188,178,366
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2020-01-01,122,127,58,59,180,186,366
PUERTO RICO,consulta externa,personas de 60 anos y mas,2020-01-01,68,47,33,24,101,71,172
PUERTO SILES,consulta externa,personas de 60 anos y mas,2020-01-01,11,10,4,9,15,19,34
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2020-01-01,142,96,65,52,207,148,355
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2020-01-01,625,618,95,105,720,723,1443
PUNA,consulta externa,personas de 60 anos y mas,2020-01-01,795,1244,1,4,796,1248,2044
PUNATA,consulta externa,personas de 60 anos y mas,2020-01-01,548,846,546,756,1094,1602,2696
QUIABAYA,consulta externa,personas de 60 anos y mas,2020-01-01,149,127,1,0,150,127,277
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2020-01-01,2082,2556,1107,1641,3189,4197,7386
QUIME,consulta externa,personas de 60 anos y mas,2020-01-01,188,154,3,12,191,166,357
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2020-01-01,34,43,41,48,75,91,166
RAQAYPAMPA(ETA),consulta externa,personas de 60 anos y mas,2020-01-01,202,256,4,1,206,257,463
RAVELO,consulta externa,personas de 60 anos y mas,2020-01-01,936,1133,2,9,938,1142,2080
REYES,consulta externa,personas de 60 anos y mas,2020-01-01,175,219,35,80,210,299,509
RIBERALTA,consulta externa,personas de 60 anos y mas,2020-01-01,1243,1168,574,868,1817,2036,3853
ROBORE,consulta externa,personas de 60 anos y mas,2020-01-01,346,386,206,221,552,607,1159
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2020-01-01,552,487,97,105,649,592,1241
SABAYA,consulta externa,personas de 60 anos y mas,2020-01-01,91,89,76,73,167,162,329
SACABA,consulta externa,personas de 60 anos y mas,2020-01-01,1799,2622,1328,1857,3127,4479,7606
SACABAMBA,consulta externa,personas de 60 anos y mas,2020-01-01,139,197,53,102,192,299,491
SACACA,consulta externa,personas de 60 anos y mas,2020-01-01,391,546,0,1,391,547,938
SAIPINA,consulta externa,personas de 60 anos y mas,2020-01-01,110,101,39,41,149,142,291
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2020-01-01,375,398,17,23,392,421,813
SAMAIPATA,consulta externa,personas de 60 anos y mas,2020-01-01,154,191,107,129,261,320,581
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2020-01-01,60,80,0,0,60,80,140
SAN ANDRES,consulta externa,personas de 60 anos y mas,2020-01-01,174,123,26,23,200,146,346
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2020-01-01,129,114,96,99,225,213,438
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2020-01-01,28,39,0,0,28,39,67
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2020-01-01,104,117,23,30,127,147,274
SAN BENITO,consulta externa,personas de 60 anos y mas,2020-01-01,177,285,114,196,291,481,772
SAN BORJA,consulta externa,personas de 60 anos y mas,2020-01-01,518,507,191,177,709,684,1393
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2020-01-01,119,123,15,24,134,147,281
SAN CARLOS,consulta externa,personas de 60 anos y mas,2020-01-01,299,268,77,105,376,373,749
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2020-01-01,178,177,102,141,280,318,598
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2020-01-01,907,908,477,419,1384,1327,2711
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2020-01-01,28,20,4,1,32,21,53
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2020-01-01,154,159,1,5,155,164,319
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2020-01-01,90,92,30,35,120,127,247
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2020-01-01,342,312,69,77,411,389,800
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2020-01-01,239,209,52,52,291,261,552
SAN JULIAN,consulta externa,personas de 60 anos y mas,2020-01-01,722,632,97,74,819,706,1525
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2020-01-01,73,76,16,8,89,84,173
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2020-01-01,303,455,27,64,330,519,849
SAN LUCAS,consulta externa,personas de 60 anos y mas,2020-01-01,1051,1535,15,25,1066,1560,2626
SAN MATIAS,consulta externa,personas de 60 anos y mas,2020-01-01,164,154,120,107,284,261,545
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2020-01-01,133,147,79,124,212,271,483
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2020-01-01,86,82,0,0,86,82,168
SAN PEDRO,consulta externa,personas de 60 anos y mas,2020-01-01,509,418,96,120,605,538,1143
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2020-01-01,544,629,1,1,545,630,1175
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2020-01-01,176,186,8,10,184,196,380
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2020-01-01,34,41,3,2,37,43,80
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2020-01-01,105,104,142,195,247,299,546
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2020-01-01,68,38,1,0,69,38,107
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2020-01-01,73,78,113,83,186,161,347
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2020-01-01,120,131,5,15,125,146,271
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2020-01-01,109,96,12,15,121,111,232
SANTA ANA,consulta externa,personas de 60 anos y mas,2020-01-01,315,414,109,41,424,455,879
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2020-01-01,22269,27309,8543,10812,30812,38121,68933
SANTA ROSA,consulta externa,personas de 60 anos y mas,2020-01-01,140,142,51,65,191,207,398
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2020-01-01,481,435,25,36,506,471,977
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2020-01-01,258,264,58,66,316,330,646
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2020-01-01,430,433,9,16,439,449,888
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2020-01-01,147,160,78,77,225,237,462
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2020-01-01,145,155,18,25,163,180,343
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2020-01-01,264,407,24,63,288,470,758
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2020-01-01,143,158,5,10,148,168,316
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2020-01-01,271,215,23,27,294,242,536
SENA,consulta externa,personas de 60 anos y mas,2020-01-01,10,3,1,1,11,4,15
SHINAOTA,consulta externa,personas de 60 anos y mas,2020-01-01,406,424,21,9,427,433,860
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2020-01-01,428,481,25,37,453,518,971
SICAYA,consulta externa,personas de 60 anos y mas,2020-01-01,92,111,45,52,137,163,300
SIPE SIPE,consulta externa,personas de 60 anos y mas,2020-01-01,658,937,253,385,911,1322,2233
SOPACHUY,consulta externa,personas de 60 anos y mas,2020-01-01,154,278,3,4,157,282,439
SORACACHI,consulta externa,personas de 60 anos y mas,2020-01-01,408,443,20,13,428,456,884
SORATA,consulta externa,personas de 60 anos y mas,2020-01-01,493,528,61,45,554,573,1127
