,group,variable,month,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 15 a 19 anos,2020-01-01,30,102,1,10,31,112,143
AZURDUY,consulta externa,personas de 15 a 19 anos,2020-01-01,31,57,0,1,31,58,89
BATALLAS,consulta externa,personas de 15 a 19 anos,2020-01-01,10,29,6,15,16,44,60
BAURES,consulta externa,personas de 15 a 19 anos,2020-01-01,31,56,5,11,36,67,103
BELEN DE ANDAMARCA,consulta externa,personas de 15 a 19 anos,2020-01-01,0,7,0,0,0,7,7
BELEN DE URMIRI,consulta externa,personas de 15 a 19 anos,2020-01-01,11,1,0,0,11,1,12
BELLA FLOR,consulta externa,personas de 15 a 19 anos,2020-01-01,13,26,6,2,19,28,47
BERMEJO,consulta externa,personas de 15 a 19 anos,2020-01-01,173,290,20,18,193,308,501
BETANZOS,consulta externa,personas de 15 a 19 anos,2020-01-01,74,151,3,4,77,155,232
BOLIVAR,consulta externa,personas de 15 a 19 anos,2020-01-01,3,12,0,0,3,12,15
BOLPEBRA,consulta externa,personas de 15 a 19 anos,2020-01-01,6,7,0,0,6,7,13
BOYUIBE,consulta externa,personas de 15 a 19 anos,2020-01-01,50,64,1,8,51,72,123
BUENA VISTA,consulta externa,personas de 15 a 19 anos,2020-01-01,95,158,1,4,96,162,258
CABEZAS,consulta externa,personas de 15 a 19 anos,2020-01-01,76,135,3,9,79,144,223
CAIROMA,consulta externa,personas de 15 a 19 anos,2020-01-01,22,29,0,1,22,30,52
"CAIZA ""D""",consulta externa,personas de 15 a 19 anos,2020-01-01,25,87,0,1,25,88,113
CAJUATA,consulta externa,personas de 15 a 19 anos,2020-01-01,39,78,0,1,39,79,118
CALACOTO,consulta externa,personas de 15 a 19 anos,2020-01-01,11,13,0,0,11,13,24
CALAMARCA,consulta externa,personas de 15 a 19 anos,2020-01-01,18,46,0,5,18,51,69
CAMARGO,consulta externa,personas de 15 a 19 anos,2020-01-01,44,115,1,13,45,128,173
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 15 a 19 anos,2020-01-01,20,11,2,7,22,18,40
CAMIRI,consulta externa,personas de 15 a 19 anos,2020-01-01,161,381,20,72,181,453,634
CAPINOTA,consulta externa,personas de 15 a 19 anos,2020-01-01,55,127,14,38,69,165,234
CAQUIAVIRI,consulta externa,personas de 15 a 19 anos,2020-01-01,9,25,0,1,9,26,35
CARACOLLO,consulta externa,personas de 15 a 19 anos,2020-01-01,48,119,3,4,51,123,174
CARANAVI,consulta externa,personas de 15 a 19 anos,2020-01-01,176,264,67,81,243,345,588
CARAPARI,consulta externa,personas de 15 a 19 anos,2020-01-01,74,135,2,7,76,142,218
CARIPUYO,consulta externa,personas de 15 a 19 anos,2020-01-01,8,28,0,0,8,28,36
CARMEN RIVERO TORREZ,consulta externa,personas de 15 a 19 anos,2020-01-01,22,25,1,4,23,29,52
CATACORA,consulta externa,personas de 15 a 19 anos,2020-01-01,9,11,0,0,9,11,20
CHACARILLA,consulta externa,personas de 15 a 19 anos,2020-01-01,4,18,0,0,4,18,22
CHALLAPATA,consulta externa,personas de 15 a 19 anos,2020-01-01,54,95,13,53,67,148,215
CHAQUI,consulta externa,personas de 15 a 19 anos,2020-01-01,20,32,0,0,20,32,52
CHARAGUA,consulta externa,personas de 15 a 19 anos,2020-01-01,66,115,4,15,70,130,200
CHARAÑA,consulta externa,personas de 15 a 19 anos,2020-01-01,3,10,0,0,3,10,13
CHAYANTA,consulta externa,personas de 15 a 19 anos,2020-01-01,25,74,0,2,25,76,101
CHIMORE,consulta externa,personas de 15 a 19 anos,2020-01-01,141,255,1,4,142,259,401
CHIPAYA,consulta externa,personas de 15 a 19 anos,2020-01-01,1,10,0,1,1,11,12
CHOQUE COTA,consulta externa,personas de 15 a 19 anos,2020-01-01,0,3,0,0,0,3,3
CHUA COCANI,consulta externa,personas de 15 a 19 anos,2020-01-01,2,13,2,5,4,18,22
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 15 a 19 anos,2020-01-01,26,50,10,24,36,74,110
CHUMA,consulta externa,personas de 15 a 19 anos,2020-01-01,15,38,0,0,15,38,53
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 15 a 19 anos,2020-01-01,19,49,0,2,19,51,70
CKOCHAS,consulta externa,personas de 15 a 19 anos,2020-01-01,22,69,0,0,22,69,91
CLIZA,consulta externa,personas de 15 a 19 anos,2020-01-01,68,111,5,11,73,122,195
COBIJA,consulta externa,personas de 15 a 19 anos,2020-01-01,206,347,56,54,262,401,663
COCAPATA,consulta externa,personas de 15 a 19 anos,2020-01-01,26,56,0,0,26,56,82
COCHABAMBA,consulta externa,personas de 15 a 19 anos,2020-01-01,3504,5095,1260,1980,4764,7075,11839
COIPASA,consulta externa,personas de 15 a 19 anos,2020-01-01,1,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,personas de 15 a 19 anos,2020-01-01,197,292,36,78,233,370,603
"COLCHA ""K""",consulta externa,personas de 15 a 19 anos,2020-01-01,51,90,2,4,53,94,147
COLLANA,consulta externa,personas de 15 a 19 anos,2020-01-01,7,14,1,3,8,17,25
COLOMI,consulta externa,personas de 15 a 19 anos,2020-01-01,47,84,3,9,50,93,143
COLPA BELGICA,consulta externa,personas de 15 a 19 anos,2020-01-01,33,58,8,12,41,70,111
COLQUECHACA,consulta externa,personas de 15 a 19 anos,2020-01-01,39,138,0,0,39,138,177
COLQUENCHA,consulta externa,personas de 15 a 19 anos,2020-01-01,26,48,0,1,26,49,75
COLQUIRI,consulta externa,personas de 15 a 19 anos,2020-01-01,28,48,1,2,29,50,79
COMANCHE,consulta externa,personas de 15 a 19 anos,2020-01-01,3,8,0,2,3,10,13
COMARAPA,consulta externa,personas de 15 a 19 anos,2020-01-01,37,93,2,24,39,117,156
COMBAYA,consulta externa,personas de 15 a 19 anos,2020-01-01,2,9,1,0,3,9,12
CONCEPCION,consulta externa,personas de 15 a 19 anos,2020-01-01,40,46,2,3,42,49,91
COPACABANA,consulta externa,personas de 15 a 19 anos,2020-01-01,16,16,1,1,17,17,34
CORIPATA,consulta externa,personas de 15 a 19 anos,2020-01-01,33,88,5,7,38,95,133
CORO CORO,consulta externa,personas de 15 a 19 anos,2020-01-01,20,31,0,0,20,31,51
COROICO,consulta externa,personas de 15 a 19 anos,2020-01-01,49,99,3,51,52,150,202
CORQUE,consulta externa,personas de 15 a 19 anos,2020-01-01,14,34,2,1,16,35,51
COTAGAITA,consulta externa,personas de 15 a 19 anos,2020-01-01,77,127,3,7,80,134,214
COTOCA,consulta externa,personas de 15 a 19 anos,2020-01-01,197,444,11,49,208,493,701
CUATRO CAÑADAS,consulta externa,personas de 15 a 19 anos,2020-01-01,80,136,5,24,85,160,245
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 15 a 19 anos,2020-01-01,3,12,0,1,3,13,16
CUEVO,consulta externa,personas de 15 a 19 anos,2020-01-01,22,62,2,4,24,66,90
CULPINA,consulta externa,personas de 15 a 19 anos,2020-01-01,35,90,3,6,38,96,134
CURAHUARA DE CARANGAS,consulta externa,personas de 15 a 19 anos,2020-01-01,8,11,2,0,10,11,21
CURVA,consulta externa,personas de 15 a 19 anos,2020-01-01,5,10,0,1,5,11,16
DESAGUADERO,consulta externa,personas de 15 a 19 anos,2020-01-01,10,14,1,2,11,16,27
EL ALTO,consulta externa,personas de 15 a 19 anos,2020-01-01,2195,4151,774,1105,2969,5256,8225
EL CHORO,consulta externa,personas de 15 a 19 anos,2020-01-01,15,11,0,0,15,11,26
EL PUENTE(STC),consulta externa,personas de 15 a 19 anos,2020-01-01,49,105,1,1,50,106,156
EL PUENTE(TJA),consulta externa,personas de 15 a 19 anos,2020-01-01,31,69,0,0,31,69,100
EL TORNO,consulta externa,personas de 15 a 19 anos,2020-01-01,265,598,165,294,430,892,1322
EL VILLAR,consulta externa,personas de 15 a 19 anos,2020-01-01,27,37,1,1,28,38,66
ENTRE RIOS TRJ,consulta externa,personas de 15 a 19 anos,2020-01-01,82,137,2,0,84,137,221
ENTRE RIOS CBBA,consulta externa,personas de 15 a 19 anos,2020-01-01,200,357,17,21,217,378,595
ESCARA,consulta externa,personas de 15 a 19 anos,2020-01-01,4,5,0,0,4,5,9
ESCOMA,consulta externa,personas de 15 a 19 anos,2020-01-01,9,28,0,0,9,28,37
ESMERALDA,consulta externa,personas de 15 a 19 anos,2020-01-01,14,4,1,0,15,4,19
EUCALIPTUS,consulta externa,personas de 15 a 19 anos,2020-01-01,9,16,0,0,9,16,25
EUREKA (SANTOS MERCADO),consulta externa,personas de 15 a 19 anos,2020-01-01,8,10,0,0,8,10,18
EXALTACION,consulta externa,personas de 15 a 19 anos,2020-01-01,2,15,0,0,2,15,17
FERNANDEZ ALONSO,consulta externa,personas de 15 a 19 anos,2020-01-01,47,111,3,6,50,117,167
FILADELFIA,consulta externa,personas de 15 a 19 anos,2020-01-01,33,48,0,0,33,48,81
GENERAL SAAVEDRA,consulta externa,personas de 15 a 19 anos,2020-01-01,51,101,14,15,65,116,181
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 15 a 19 anos,2020-01-01,22,44,1,2,23,46,69
GUANAY,consulta externa,personas de 15 a 19 anos,2020-01-01,26,43,1,8,27,51,78
GUAQUI,consulta externa,personas de 15 a 19 anos,2020-01-01,23,20,0,0,23,20,43
GUAYARAMERIN,consulta externa,personas de 15 a 19 anos,2020-01-01,146,392,12,42,158,434,592
GUTIERREZ,consulta externa,personas de 15 a 19 anos,2020-01-01,112,105,1,1,113,106,219
HUACARETA,consulta externa,personas de 15 a 19 anos,2020-01-01,30,86,0,4,30,90,120
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 15 a 19 anos,2020-01-01,15,30,1,0,16,30,46
HUACHACALLA,consulta externa,personas de 15 a 19 anos,2020-01-01,80,10,0,1,80,11,91
HUANUNI,consulta externa,personas de 15 a 19 anos,2020-01-01,67,137,12,30,79,167,246
HUARACAJE,consulta externa,personas de 15 a 19 anos,2020-01-01,21,27,3,0,24,27,51
HUARINA,consulta externa,personas de 15 a 19 anos,2020-01-01,6,17,0,2,6,19,25
HUATAJATA,consulta externa,personas de 15 a 19 anos,2020-01-01,8,10,3,4,11,14,25
HUAYLLAMARCA,consulta externa,personas de 15 a 19 anos,2020-01-01,4,24,0,0,4,24,28
HUMANATA,consulta externa,personas de 15 a 19 anos,2020-01-01,3,2,1,0,4,2,6
ICHOCA,consulta externa,personas de 15 a 19 anos,2020-01-01,2,6,0,0,2,6,8
ICLA,consulta externa,personas de 15 a 19 anos,2020-01-01,20,23,1,7,21,30,51
INCAHUASI,consulta externa,personas de 15 a 19 anos,2020-01-01,33,77,1,4,34,81,115
INGAVI (HUMAITA),consulta externa,personas de 15 a 19 anos,2020-01-01,9,12,1,0,10,12,22
INQUISIVI,consulta externa,personas de 15 a 19 anos,2020-01-01,56,42,0,1,56,43,99
IRUPANA (VILLA DE LANZA),consulta externa,personas de 15 a 19 anos,2020-01-01,40,86,3,17,43,103,146
IXIAMAS,consulta externa,personas de 15 a 19 anos,2020-01-01,40,52,2,2,42,54,96
JESUS DE MACHACA,consulta externa,personas de 15 a 19 anos,2020-01-01,21,31,3,9,24,40,64
LA ASUNTA,consulta externa,personas de 15 a 19 anos,2020-01-01,71,125,3,4,74,129,203
LA GUARDIA,consulta externa,personas de 15 a 19 anos,2020-01-01,283,415,66,326,349,741,1090
LA PAZ,consulta externa,personas de 15 a 19 anos,2020-01-01,3825,5562,1485,2334,5310,7896,13206
LA RIVERA,consulta externa,personas de 15 a 19 anos,2020-01-01,0,1,0,0,0,1,1
LAGUNILLAS,consulta externa,personas de 15 a 19 anos,2020-01-01,44,69,8,3,52,72,124
LAJA,consulta externa,personas de 15 a 19 anos,2020-01-01,14,51,0,6,14,57,71
LAS CARRERAS,consulta externa,personas de 15 a 19 anos,2020-01-01,20,39,0,0,20,39,59
LICOMA PAMPA,consulta externa,personas de 15 a 19 anos,2020-01-01,16,18,0,1,16,19,35
LLALLAGUA,consulta externa,personas de 15 a 19 anos,2020-01-01,120,287,7,31,127,318,445
LLICA,consulta externa,personas de 15 a 19 anos,2020-01-01,12,14,0,0,12,14,26
LORETO,consulta externa,personas de 15 a 19 anos,2020-01-01,15,30,1,4,16,34,50
LURIBAY,consulta externa,personas de 15 a 19 anos,2020-01-01,24,31,0,0,24,31,55
MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2020-01-01,7,25,2,6,9,31,40
MACHARETI,consulta externa,personas de 15 a 19 anos,2020-01-01,28,82,1,11,29,93,122
MAGDALENA,consulta externa,personas de 15 a 19 anos,2020-01-01,34,48,1,2,35,50,85
MAIRANA,consulta externa,personas de 15 a 19 anos,2020-01-01,49,81,4,19,53,100,153
MALLA,consulta externa,personas de 15 a 19 anos,2020-01-01,2,4,1,0,3,4,7
MAPIRI,consulta externa,personas de 15 a 19 anos,2020-01-01,33,104,1,4,34,108,142
MECAPACA,consulta externa,personas de 15 a 19 anos,2020-01-01,12,35,2,3,14,38,52
MINEROS,consulta externa,personas de 15 a 19 anos,2020-01-01,59,134,2,18,61,152,213
MIZQUE,consulta externa,personas de 15 a 19 anos,2020-01-01,64,155,9,30,73,185,258
MOCOMOCO,consulta externa,personas de 15 a 19 anos,2020-01-01,17,23,1,1,18,24,42
MOJINETE,consulta externa,personas de 15 a 19 anos,2020-01-01,1,5,0,1,1,6,7
MOJOCOYA,consulta externa,personas de 15 a 19 anos,2020-01-01,14,32,0,11,14,43,57
MONTEAGUDO,consulta externa,personas de 15 a 19 anos,2020-01-01,166,244,6,3,172,247,419
MONTERO,consulta externa,personas de 15 a 19 anos,2020-01-01,685,1400,206,420,891,1820,2711
MORO MORO,consulta externa,personas de 15 a 19 anos,2020-01-01,5,10,0,0,5,10,15
MOROCHATA,consulta externa,personas de 15 a 19 anos,2020-01-01,22,27,0,0,22,27,49
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 15 a 19 anos,2020-01-01,27,26,2,0,29,26,55
NAZACARA DE PACAJES,consulta externa,personas de 15 a 19 anos,2020-01-01,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 15 a 19 anos,2020-01-01,10,18,0,0,10,18,28
OCURI,consulta externa,personas de 15 a 19 anos,2020-01-01,9,38,1,1,10,39,49
OKINAWA,consulta externa,personas de 15 a 19 anos,2020-01-01,32,90,7,43,39,133,172
OMEREQUE,consulta externa,personas de 15 a 19 anos,2020-01-01,25,64,1,1,26,65,91
ORURO,consulta externa,personas de 15 a 19 anos,2020-01-01,1296,2236,311,507,1607,2743,4350
PADCAYA,consulta externa,personas de 15 a 19 anos,2020-01-01,90,144,2,4,92,148,240
PADILLA,consulta externa,personas de 15 a 19 anos,2020-01-01,48,100,4,3,52,103,155
PAILON,consulta externa,personas de 15 a 19 anos,2020-01-01,43,169,8,52,51,221,272
PALCA,consulta externa,personas de 15 a 19 anos,2020-01-01,27,54,2,0,29,54,83
PALOS BLANCOS,consulta externa,personas de 15 a 19 anos,2020-01-01,140,227,6,23,146,250,396
PAMPA AULLAGAS,consulta externa,personas de 15 a 19 anos,2020-01-01,14,13,0,0,14,13,27
PAMPA GRANDE,consulta externa,personas de 15 a 19 anos,2020-01-01,23,59,2,9,25,68,93
PAPEL PAMPA,consulta externa,personas de 15 a 19 anos,2020-01-01,10,26,0,1,10,27,37
PASORAPA,consulta externa,personas de 15 a 19 anos,2020-01-01,10,17,0,3,10,20,30
PATACAMAYA,consulta externa,personas de 15 a 19 anos,2020-01-01,60,97,5,33,65,130,195
PAZÑA,consulta externa,personas de 15 a 19 anos,2020-01-01,17,18,0,1,17,19,36
PELECHUCO,consulta externa,personas de 15 a 19 anos,2020-01-01,15,35,2,2,17,37,54
POCOATA,consulta externa,personas de 15 a 19 anos,2020-01-01,21,56,0,5,21,61,82
POCONA,consulta externa,personas de 15 a 19 anos,2020-01-01,52,65,0,0,52,65,117
POJO (CBBA),consulta externa,personas de 15 a 19 anos,2020-01-01,38,48,2,8,40,56,96
POOPO,consulta externa,personas de 15 a 19 anos,2020-01-01,10,22,1,3,11,25,36
PORCO,consulta externa,personas de 15 a 19 anos,2020-01-01,16,50,0,0,16,50,66
POROMA,consulta externa,personas de 15 a 19 anos,2020-01-01,20,49,0,0,20,49,69
PORONGO,consulta externa,personas de 15 a 19 anos,2020-01-01,78,114,2,5,80,119,199
PORTACHUELO,consulta externa,personas de 15 a 19 anos,2020-01-01,44,109,4,6,48,115,163
PORVENIR,consulta externa,personas de 15 a 19 anos,2020-01-01,31,51,2,6,33,57,90
POSTRER VALLE,consulta externa,personas de 15 a 19 anos,2020-01-01,4,10,0,0,4,10,14
POTOSI,consulta externa,personas de 15 a 19 anos,2020-01-01,788,1707,208,299,996,2006,3002
PRESTO,consulta externa,personas de 15 a 19 anos,2020-01-01,7,32,1,1,8,33,41
PUCARA,consulta externa,personas de 15 a 19 anos,2020-01-01,3,1,1,5,4,6,10
PUCARANI,consulta externa,personas de 15 a 19 anos,2020-01-01,50,70,6,2,56,72,128
PUERTO ACOSTA,consulta externa,personas de 15 a 19 anos,2020-01-01,8,8,0,0,8,8,16
PUERTO CARABUCO,consulta externa,personas de 15 a 19 anos,2020-01-01,27,25,2,2,29,27,56
PUERTO GONZALO MORENO,consulta externa,personas de 15 a 19 anos,2020-01-01,34,85,6,7,40,92,132
PUERTO PEREZ,consulta externa,personas de 15 a 19 anos,2020-01-01,3,18,1,0,4,18,22
PUERTO QUIJARRO,consulta externa,personas de 15 a 19 anos,2020-01-01,32,64,3,6,35,70,105
PUERTO RICO,consulta externa,personas de 15 a 19 anos,2020-01-01,58,90,1,9,59,99,158
PUERTO SILES,consulta externa,personas de 15 a 19 anos,2020-01-01,7,4,0,0,7,4,11
PUERTO SUAREZ,consulta externa,personas de 15 a 19 anos,2020-01-01,36,61,10,16,46,77,123
PUERTO VILLARROEL,consulta externa,personas de 15 a 19 anos,2020-01-01,252,617,38,55,290,672,962
PUNA,consulta externa,personas de 15 a 19 anos,2020-01-01,33,65,0,3,33,68,101
PUNATA,consulta externa,personas de 15 a 19 anos,2020-01-01,127,252,27,53,154,305,459
QUIABAYA,consulta externa,personas de 15 a 19 anos,2020-01-01,2,21,2,1,4,22,26
QUILLACOLLO,consulta externa,personas de 15 a 19 anos,2020-01-01,410,766,80,238,490,1004,1494
QUIME,consulta externa,personas de 15 a 19 anos,2020-01-01,8,35,0,0,8,35,43
QUIRUSILLAS,consulta externa,personas de 15 a 19 anos,2020-01-01,5,7,2,3,7,10,17
RAQAYPAMPA(ETA),consulta externa,personas de 15 a 19 anos,2020-01-01,19,16,0,1,19,17,36
RAVELO,consulta externa,personas de 15 a 19 anos,2020-01-01,15,39,0,2,15,41,56
REYES,consulta externa,personas de 15 a 19 anos,2020-01-01,47,106,3,4,50,110,160
RIBERALTA,consulta externa,personas de 15 a 19 anos,2020-01-01,603,1302,180,689,783,1991,2774
ROBORE,consulta externa,personas de 15 a 19 anos,2020-01-01,55,109,2,7,57,116,173
RURRENABAQUE,consulta externa,personas de 15 a 19 anos,2020-01-01,94,183,7,13,101,196,297
SABAYA,consulta externa,personas de 15 a 19 anos,2020-01-01,40,24,4,4,44,28,72
SACABA,consulta externa,personas de 15 a 19 anos,2020-01-01,442,966,74,164,516,1130,1646
SACABAMBA,consulta externa,personas de 15 a 19 anos,2020-01-01,3,11,0,1,3,12,15
SACACA,consulta externa,personas de 15 a 19 anos,2020-01-01,18,34,0,0,18,34,52
SAIPINA,consulta externa,personas de 15 a 19 anos,2020-01-01,17,40,8,4,25,44,69
SALINAS DE GARCI MENDOZA,consulta externa,personas de 15 a 19 anos,2020-01-01,23,39,0,2,23,41,64
SAMAIPATA,consulta externa,personas de 15 a 19 anos,2020-01-01,38,48,10,22,48,70,118
SAN AGUSTIN,consulta externa,personas de 15 a 19 anos,2020-01-01,3,12,0,0,3,12,15
SAN ANDRES,consulta externa,personas de 15 a 19 anos,2020-01-01,43,76,0,3,43,79,122
SAN ANDRES DE MACHACA,consulta externa,personas de 15 a 19 anos,2020-01-01,7,9,2,2,9,11,20
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 15 a 19 anos,2020-01-01,6,10,0,0,6,10,16
SAN ANTONIO DE LOMERIO,consulta externa,personas de 15 a 19 anos,2020-01-01,45,59,2,7,47,66,113
SAN BENITO,consulta externa,personas de 15 a 19 anos,2020-01-01,14,51,1,3,15,54,69
SAN BORJA,consulta externa,personas de 15 a 19 anos,2020-01-01,233,442,60,151,293,593,886
SAN BUENA VENTURA,consulta externa,personas de 15 a 19 anos,2020-01-01,28,53,3,1,31,54,85
SAN CARLOS,consulta externa,personas de 15 a 19 anos,2020-01-01,37,90,3,6,40,96,136
SAN IGNACIO,consulta externa,personas de 15 a 19 anos,2020-01-01,87,164,36,36,123,200,323
SAN IGNACIO DE VELASCO,consulta externa,personas de 15 a 19 anos,2020-01-01,85,238,10,34,95,272,367
SAN JAVIER(BNI),consulta externa,personas de 15 a 19 anos,2020-01-01,13,20,0,0,13,20,33
SAN JAVIER(STC),consulta externa,personas de 15 a 19 anos,2020-01-01,31,24,0,0,31,24,55
SAN JOAQUIN,consulta externa,personas de 15 a 19 anos,2020-01-01,78,44,1,3,79,47,126
SAN JOSE DE CHIQUITOS,consulta externa,personas de 15 a 19 anos,2020-01-01,106,119,13,10,119,129,248
SAN JUAN DE YAPACANI,consulta externa,personas de 15 a 19 anos,2020-01-01,45,76,1,3,46,79,125
SAN JULIAN,consulta externa,personas de 15 a 19 anos,2020-01-01,153,287,6,13,159,300,459
SAN LORENZO(PND),consulta externa,personas de 15 a 19 anos,2020-01-01,44,83,1,0,45,83,128
SAN LORENZO(TJA),consulta externa,personas de 15 a 19 anos,2020-01-01,51,115,3,5,54,120,174
SAN LUCAS,consulta externa,personas de 15 a 19 anos,2020-01-01,50,145,0,10,50,155,205
SAN MATIAS,consulta externa,personas de 15 a 19 anos,2020-01-01,21,52,0,0,21,52,73
SAN MIGUEL DE VELASCO,consulta externa,personas de 15 a 19 anos,2020-01-01,37,69,7,8,44,77,121
SAN PABLO DE LIPEZ,consulta externa,personas de 15 a 19 anos,2020-01-01,15,13,0,0,15,13,28
SAN PEDRO,consulta externa,personas de 15 a 19 anos,2020-01-01,148,264,15,31,163,295,458
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 15 a 19 anos,2020-01-01,20,43,0,0,20,43,63
SAN PEDRO DE CURAHUARA,consulta externa,personas de 15 a 19 anos,2020-01-01,20,31,0,0,20,31,51
SAN PEDRO DE QUEMES,consulta externa,personas de 15 a 19 anos,2020-01-01,5,6,0,0,5,6,11
SAN PEDRO DE TIQUINA,consulta externa,personas de 15 a 19 anos,2020-01-01,12,16,3,1,15,17,32
SAN PEDRO(PND),consulta externa,personas de 15 a 19 anos,2020-01-01,11,26,0,0,11,26,37
SAN RAFAEL,consulta externa,personas de 15 a 19 anos,2020-01-01,17,38,1,16,18,54,72
SAN RAMON BENI,consulta externa,personas de 15 a 19 anos,2020-01-01,18,67,0,2,18,69,87
SAN RAMON SCZ,consulta externa,personas de 15 a 19 anos,2020-01-01,29,52,5,9,34,61,95
SANTA ANA,consulta externa,personas de 15 a 19 anos,2020-01-01,33,97,5,2,38,99,137
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 15 a 19 anos,2020-01-01,8492,12828,2629,2850,11121,15678,26799
SANTA ROSA,consulta externa,personas de 15 a 19 anos,2020-01-01,43,98,2,8,45,106,151
SANTA ROSA DEL SARA,consulta externa,personas de 15 a 19 anos,2020-01-01,82,195,3,4,85,199,284
SANTIAGO DE CALLAPA,consulta externa,personas de 15 a 19 anos,2020-01-01,5,8,0,0,5,8,13
SANTIAGO DE HUARI,consulta externa,personas de 15 a 19 anos,2020-01-01,25,42,1,0,26,42,68
SANTIAGO DE HUATA,consulta externa,personas de 15 a 19 anos,2020-01-01,6,12,3,0,9,12,21
SANTIAGO DE MACHACA,consulta externa,personas de 15 a 19 anos,2020-01-01,9,10,0,0,9,10,19
SANTIVAÑES,consulta externa,personas de 15 a 19 anos,2020-01-01,23,55,3,0,26,55,81
SANTUARIO DE QUILLACAS,consulta externa,personas de 15 a 19 anos,2020-01-01,2,18,1,1,3,19,22
SAPAHAQUI,consulta externa,personas de 15 a 19 anos,2020-01-01,9,27,0,0,9,27,36
SENA,consulta externa,personas de 15 a 19 anos,2020-01-01,4,33,0,0,4,33,37
SHINAOTA,consulta externa,personas de 15 a 19 anos,2020-01-01,176,248,20,26,196,274,470
SICA SICA (VILLA AROMA),consulta externa,personas de 15 a 19 anos,2020-01-01,28,65,2,1,30,66,96
SICAYA,consulta externa,personas de 15 a 19 anos,2020-01-01,5,17,0,0,5,17,22
SIPE SIPE,consulta externa,personas de 15 a 19 anos,2020-01-01,110,237,20,44,130,281,411
SOPACHUY,consulta externa,personas de 15 a 19 anos,2020-01-01,25,46,0,5,25,51,76
SORACACHI,consulta externa,personas de 15 a 19 anos,2020-01-01,19,27,0,0,19,27,46
SORATA,consulta externa,personas de 15 a 19 anos,2020-01-01,44,73,2,6,46,79,125
