,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,15,15,0,0,15,15,30
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,8,12,4,2,12,14,26
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,53,42,4,3,57,45,102
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,27,28,0,0,27,28,55
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,15,22,10,2,25,24,49
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,10,4,1,9,11,20
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,3,1,0,0,3,1,4
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,4,0,0,1,4,5
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,7,9,2,5,9,14,23
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,175,161,27,22,202,183,385
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,50,51,0,0,50,51,101
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,15,5,0,3,15,8,23
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,4,0,0,6,4,10
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,12,0,0,6,12,18
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,61,33,1,5,62,38,100
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,68,73,5,5,73,78,151
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,24,18,5,2,29,20,49
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,16,19,0,0,16,19,35
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,41,31,2,0,43,31,74
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,4,1,0,7,4,11
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,19,13,2,2,21,15,36
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,24,28,2,1,26,29,55
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,2,0,0,2,2,4
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,127,142,9,6,136,148,284
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,57,62,13,19,70,81,151
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,19,13,1,1,20,14,34
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,55,61,2,4,57,65,122
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,132,109,54,67,186,176,362
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,35,26,6,3,41,29,70
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,7,9,0,0,7,9,16
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,9,10,1,1,10,11,21
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,7,1,1,2,8,10
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,3,5,0,1,3,6,9
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,37,34,8,8,45,42,87
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,8,7,0,0,8,7,15
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,109,125,17,11,126,136,262
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,3,0,0,1,3,4
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,22,17,0,4,22,21,43
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,132,163,1,4,133,167,300
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,1,0,0,2,1,3
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,6,3,5,9,11,20
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,32,44,15,16,47,60,107
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,16,13,0,0,16,13,29
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,21,0,0,10,21,31
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,28,27,0,0,28,27,55
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,57,46,24,17,81,63,144
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,125,101,31,33,156,134,290
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,49,49,4,3,53,52,105
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2399,2225,769,701,3168,2926,6094
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,0,1,0,0,0,1,1
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,93,90,52,46,145,136,281
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,28,20,8,1,36,21,57
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,4,1,0,0,4,1,5
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,60,51,14,7,74,58,132
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,12,15,1,6,13,21,34
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,73,64,0,0,73,64,137
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,21,13,1,0,22,13,35
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,15,0,0,10,15,25
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,3,4,0,0,3,4,7
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,34,23,2,2,36,25,61
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,0,0,0,5,0,5
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,50,30,9,3,59,33,92
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,9,9,4,1,13,10,23
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,35,38,4,4,39,42,81
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,10,3,4,13,14,27
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,27,37,18,39,45,76,121
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,7,8,0,0,7,8,15
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,44,50,2,1,46,51,97
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,225,161,26,18,251,179,430
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,84,77,11,9,95,86,181
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,8,5,2,1,10,6,16
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,17,18,14,10,31,28,59
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,31,20,2,1,33,21,54
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,4,0,0,6,4,10
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,9,9,1,1,10,10,20
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,14,11,0,0,14,11,25
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2354,2227,957,942,3311,3169,6480
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,9,0,0,2,9,11
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,27,33,1,0,28,33,61
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,22,14,1,4,23,18,41
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,317,311,166,138,483,449,932
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,9,0,1,6,10,16
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,35,42,0,2,35,44,79
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,190,157,8,3,198,160,358
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,8,6,2,0,10,6,16
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,3,1,2,6,5,7,12
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,5,0,0,10,5,15
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,9,0,0,5,9,14
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,6,1,1,11,7,18
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,51,44,8,11,59,55,114
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,27,8,0,0,27,8,35
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,73,53,7,9,80,62,142
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,27,4,8,14,35,49
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,42,47,15,10,57,57,114
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,7,0,0,6,7,13
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,143,115,9,6,152,121,273
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,64,74,14,1,78,75,153
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,21,30,9,14,30,44,74
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,15,6,0,1,15,7,22
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,5,0,0,2,5,7
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,45,35,14,12,59,47,106
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,19,10,2,1,21,11,32
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,8,12,5,8,13,20,33
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,4,1,10,3,14,4,18
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,1,1,0,3,1,4
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,4,2,0,3,4,7
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,16,0,0,5,16,21
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,16,20,3,4,19,24,43
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,24,14,0,0,24,14,38
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,11,7,0,0,11,7,18
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,20,33,1,0,21,33,54
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,31,22,13,17,44,39,83
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,49,23,5,2,54,25,79
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,17,14,19,6,36,20,56
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,114,100,10,11,124,111,235
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,437,374,57,41,494,415,909
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2035,1919,645,733,2680,2652,5332
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,32,28,3,2,35,30,65
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,22,9,0,2,22,11,33
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,3,0,0,2,3,5
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,5,0,0,5,5,10
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,91,104,0,0,91,104,195
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,7,2,0,0,7,2,9
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,19,0,2,10,21,31
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,18,13,0,1,18,14,32
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,6,0,0,2,6,8
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,4,10,0,0,4,10,14
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,31,57,0,0,31,57,88
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,31,19,2,8,33,27,60
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,4,0,0,5,4,9
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,47,52,14,14,61,66,127
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,12,20,1,0,13,20,33
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,58,39,11,7,69,46,115
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,46,61,6,2,52,63,115
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,16,12,2,2,18,14,32
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,3,0,0,1,3,4
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,4,8,1,1,5,9,14
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,95,88,18,20,113,108,221
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,490,398,95,81,585,479,1064
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,10,0,1,6,11,17
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,18,23,0,0,18,23,41
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,17,2,0,0,17,2,19
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,0,3,1,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,4,6,0,0,4,6,10
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,23,22,0,0,23,22,45
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,44,20,3,2,47,22,69
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,18,11,0,0,18,11,29
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,728,733,133,129,861,862,1723
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,76,55,4,3,80,58,138
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,34,26,2,3,36,29,65
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,110,101,32,26,142,127,269
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,29,13,1,1,30,14,44
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,118,90,19,11,137,101,238
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,12,12,1,2,13,14,27
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,19,9,1,2,20,11,31
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,16,3,1,0,17,3,20
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,8,3,2,1,10,4,14
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,59,29,5,2,64,31,95
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,6,5,1,2,7,7,14
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,23,11,8,4,31,15,46
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,18,27,0,0,18,27,45
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,26,28,1,0,27,28,55
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,34,21,3,4,37,25,62
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,11,0,0,10,11,21
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,23,24,0,0,23,24,47
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,31,24,0,1,31,25,56
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,28,27,5,1,33,28,61
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,20,30,1,3,21,33,54
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,20,7,1,0,21,7,28
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,5,0,0,2,5,7
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,544,488,28,42,572,530,1102
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,14,10,0,0,14,10,24
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,1,0,1,1,2,3
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,34,34,3,1,37,35,72
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,9,14,5,2,14,16,30
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,17,9,0,2,17,11,28
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,26,27,12,12,38,39,77
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,4,1,0,0,4,1,5
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,48,59,4,10,52,69,121
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,32,26,2,1,34,27,61
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,0,2,0,4,0,4
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,43,32,9,11,52,43,95
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,365,279,18,19,383,298,681
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,16,17,0,0,16,17,33
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,85,83,22,20,107,103,210
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,6,1,0,6,6,12
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,320,367,150,172,470,539,1009
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,11,9,0,0,11,9,20
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,2,1,0,0,2,1,3
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,15,9,0,0,15,9,24
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,20,14,0,0,20,14,34
REYES,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,33,28,0,0,33,28,61
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,288,319,63,50,351,369,720
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,28,53,6,3,34,56,90
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,65,53,2,7,67,60,127
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,7,6,0,0,7,6,13
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,444,389,73,64,517,453,970
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,9,8,1,1,10,9,19
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,37,29,0,0,37,29,66
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,11,18,2,6,13,24,37
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,15,17,0,0,15,17,32
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,9,6,5,9,14,15,29
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,0,0,0,5,0,5
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,19,27,3,7,22,34,56
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,7,4,2,0,9,4,13
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,1,4,0,0,1,4,5
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,24,16,1,2,25,18,43
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,23,24,0,2,23,26,49
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,137,144,23,13,160,157,317
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,34,37,13,7,47,44,91
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,50,48,7,2,57,50,107
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,92,81,20,7,112,88,200
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,213,199,7,10,220,209,429
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,10,6,0,0,10,6,16
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,53,33,0,0,53,33,86
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,17,10,2,1,19,11,30
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,50,48,22,17,72,65,137
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,13,11,0,0,13,11,24
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,140,88,23,24,163,112,275
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,25,38,2,0,27,38,65
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,68,61,9,4,77,65,142
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,62,59,4,4,66,63,129
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,49,45,2,0,51,45,96
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,26,16,2,1,28,17,45
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,6,0,0,5,6,11
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,74,66,7,9,81,75,156
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,56,39,0,0,56,39,95
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,12,2,2,0,14,2,16
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,5,3,2,0,7,3,10
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,13,14,0,0,13,14,27
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,24,19,25,17,49,36,85
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,16,11,3,3,19,14,33
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,18,6,0,0,18,6,24
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,44,27,52,32,96,59,155
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2020-01-01,3867,3617,1174,988,5041,4605,9646
