,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2020-01-01,66,95,2,3,68,98,166
AZURDUY,consulta externa,personas de 5 a 9 anos,2020-01-01,24,44,1,2,25,46,71
BATALLAS,consulta externa,personas de 5 a 9 anos,2020-01-01,24,25,8,9,32,34,66
BAURES,consulta externa,personas de 5 a 9 anos,2020-01-01,64,42,6,5,70,47,117
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2020-01-01,2,1,1,0,3,1,4
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2020-01-01,7,1,0,0,7,1,8
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2020-01-01,16,17,4,5,20,22,42
BERMEJO,consulta externa,personas de 5 a 9 anos,2020-01-01,273,264,10,12,283,276,559
BETANZOS,consulta externa,personas de 5 a 9 anos,2020-01-01,76,71,2,6,78,77,155
BOLIVAR,consulta externa,personas de 5 a 9 anos,2020-01-01,9,8,0,1,9,9,18
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2020-01-01,7,13,0,0,7,13,20
BOYUIBE,consulta externa,personas de 5 a 9 anos,2020-01-01,37,46,1,3,38,49,87
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2020-01-01,160,157,5,2,165,159,324
CABEZAS,consulta externa,personas de 5 a 9 anos,2020-01-01,162,157,8,5,170,162,332
CAIROMA,consulta externa,personas de 5 a 9 anos,2020-01-01,39,36,0,1,39,37,76
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2020-01-01,36,40,0,0,36,40,76
CAJUATA,consulta externa,personas de 5 a 9 anos,2020-01-01,49,58,1,0,50,58,108
CALACOTO,consulta externa,personas de 5 a 9 anos,2020-01-01,8,10,0,0,8,10,18
CALAMARCA,consulta externa,personas de 5 a 9 anos,2020-01-01,40,39,0,0,40,39,79
CAMARGO,consulta externa,personas de 5 a 9 anos,2020-01-01,68,90,2,3,70,93,163
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2020-01-01,20,21,0,0,20,21,41
CAMIRI,consulta externa,personas de 5 a 9 anos,2020-01-01,304,253,40,29,344,282,626
CAPINOTA,consulta externa,personas de 5 a 9 anos,2020-01-01,88,88,19,18,107,106,213
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2020-01-01,18,30,0,0,18,30,48
CARACOLLO,consulta externa,personas de 5 a 9 anos,2020-01-01,59,67,2,2,61,69,130
CARANAVI,consulta externa,personas de 5 a 9 anos,2020-01-01,223,234,30,52,253,286,539
CARAPARI,consulta externa,personas de 5 a 9 anos,2020-01-01,164,137,9,9,173,146,319
CARIPUYO,consulta externa,personas de 5 a 9 anos,2020-01-01,21,19,0,1,21,20,41
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2020-01-01,29,29,1,1,30,30,60
CATACORA,consulta externa,personas de 5 a 9 anos,2020-01-01,10,10,0,0,10,10,20
CHACARILLA,consulta externa,personas de 5 a 9 anos,2020-01-01,7,6,0,0,7,6,13
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2020-01-01,100,93,10,16,110,109,219
CHAQUI,consulta externa,personas de 5 a 9 anos,2020-01-01,28,24,0,0,28,24,52
CHARAGUA,consulta externa,personas de 5 a 9 anos,2020-01-01,86,84,2,7,88,91,179
CHARAÑA,consulta externa,personas de 5 a 9 anos,2020-01-01,2,7,0,0,2,7,9
CHAYANTA,consulta externa,personas de 5 a 9 anos,2020-01-01,55,53,3,3,58,56,114
CHIMORE,consulta externa,personas de 5 a 9 anos,2020-01-01,308,250,1,0,309,250,559
CHIPAYA,consulta externa,personas de 5 a 9 anos,2020-01-01,7,5,3,0,10,5,15
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2020-01-01,6,7,0,0,6,7,13
CHUA COCANI,consulta externa,personas de 5 a 9 anos,2020-01-01,6,6,2,4,8,10,18
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2020-01-01,66,47,13,10,79,57,136
CHUMA,consulta externa,personas de 5 a 9 anos,2020-01-01,37,34,0,0,37,34,71
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 5 a 9 anos,2020-01-01,24,23,0,0,24,23,47
CKOCHAS,consulta externa,personas de 5 a 9 anos,2020-01-01,59,45,2,0,61,45,106
CLIZA,consulta externa,personas de 5 a 9 anos,2020-01-01,109,83,10,16,119,99,218
COBIJA,consulta externa,personas de 5 a 9 anos,2020-01-01,359,330,73,75,432,405,837
COCAPATA,consulta externa,personas de 5 a 9 anos,2020-01-01,59,45,2,4,61,49,110
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2020-01-01,5147,5218,1749,1820,6896,7038,13934
COIPASA,consulta externa,personas de 5 a 9 anos,2020-01-01,1,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2020-01-01,196,219,60,79,256,298,554
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2020-01-01,78,78,13,11,91,89,180
COLLANA,consulta externa,personas de 5 a 9 anos,2020-01-01,8,7,0,0,8,7,15
COLOMI,consulta externa,personas de 5 a 9 anos,2020-01-01,84,54,8,1,92,55,147
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2020-01-01,48,41,8,6,56,47,103
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2020-01-01,95,95,0,0,95,95,190
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2020-01-01,45,37,1,3,46,40,86
COLQUIRI,consulta externa,personas de 5 a 9 anos,2020-01-01,40,31,0,1,40,32,72
COMANCHE,consulta externa,personas de 5 a 9 anos,2020-01-01,3,2,0,1,3,3,6
COMARAPA,consulta externa,personas de 5 a 9 anos,2020-01-01,70,53,0,1,70,54,124
COMBAYA,consulta externa,personas de 5 a 9 anos,2020-01-01,8,4,0,0,8,4,12
CONCEPCION,consulta externa,personas de 5 a 9 anos,2020-01-01,52,50,3,7,55,57,112
COPACABANA,consulta externa,personas de 5 a 9 anos,2020-01-01,22,15,1,1,23,16,39
CORIPATA,consulta externa,personas de 5 a 9 anos,2020-01-01,59,43,3,2,62,45,107
CORO CORO,consulta externa,personas de 5 a 9 anos,2020-01-01,26,25,1,1,27,26,53
COROICO,consulta externa,personas de 5 a 9 anos,2020-01-01,76,82,20,23,96,105,201
CORQUE,consulta externa,personas de 5 a 9 anos,2020-01-01,13,25,0,0,13,25,38
COTAGAITA,consulta externa,personas de 5 a 9 anos,2020-01-01,71,84,3,2,74,86,160
COTOCA,consulta externa,personas de 5 a 9 anos,2020-01-01,330,312,24,43,354,355,709
CRUZ DE MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2020-01-01,5,1,0,0,5,1,6
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2020-01-01,183,199,10,14,193,213,406
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2020-01-01,6,2,0,0,6,2,8
CUEVO,consulta externa,personas de 5 a 9 anos,2020-01-01,49,48,1,1,50,49,99
CULPINA,consulta externa,personas de 5 a 9 anos,2020-01-01,60,77,2,9,62,86,148
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2020-01-01,11,10,0,0,11,10,21
CURVA,consulta externa,personas de 5 a 9 anos,2020-01-01,10,15,0,0,10,15,25
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2020-01-01,21,17,3,1,24,18,42
EL ALTO,consulta externa,personas de 5 a 9 anos,2020-01-01,3023,3005,583,574,3606,3579,7185
EL CHORO,consulta externa,personas de 5 a 9 anos,2020-01-01,12,17,1,0,13,17,30
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2020-01-01,114,98,0,1,114,99,213
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2020-01-01,42,43,1,0,43,43,86
EL TORNO,consulta externa,personas de 5 a 9 anos,2020-01-01,440,390,174,154,614,544,1158
EL VILLAR,consulta externa,personas de 5 a 9 anos,2020-01-01,34,27,1,0,35,27,62
ENTRE RIOS TRJ,consulta externa,personas de 5 a 9 anos,2020-01-01,144,158,0,0,144,158,302
ENTRE RIOS CBBA,consulta externa,personas de 5 a 9 anos,2020-01-01,307,312,11,11,318,323,641
ESCARA,consulta externa,personas de 5 a 9 anos,2020-01-01,2,2,0,0,2,2,4
ESCOMA,consulta externa,personas de 5 a 9 anos,2020-01-01,11,6,0,0,11,6,17
ESMERALDA,consulta externa,personas de 5 a 9 anos,2020-01-01,5,3,0,0,5,3,8
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2020-01-01,18,17,0,0,18,17,35
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2020-01-01,18,5,0,0,18,5,23
EXALTACION,consulta externa,personas de 5 a 9 anos,2020-01-01,9,16,0,0,9,16,25
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2020-01-01,109,114,6,16,115,130,245
FILADELFIA,consulta externa,personas de 5 a 9 anos,2020-01-01,39,62,2,0,41,62,103
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2020-01-01,130,108,8,5,138,113,251
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2020-01-01,30,39,2,0,32,39,71
GUANAY,consulta externa,personas de 5 a 9 anos,2020-01-01,52,50,10,15,62,65,127
GUAQUI,consulta externa,personas de 5 a 9 anos,2020-01-01,13,7,0,0,13,7,20
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2020-01-01,373,310,22,25,395,335,730
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2020-01-01,125,139,0,1,125,140,265
HUACARETA,consulta externa,personas de 5 a 9 anos,2020-01-01,52,66,1,1,53,67,120
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2020-01-01,19,32,0,1,19,33,52
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2020-01-01,11,4,0,0,11,4,15
HUANUNI,consulta externa,personas de 5 a 9 anos,2020-01-01,85,120,49,33,134,153,287
HUARACAJE,consulta externa,personas de 5 a 9 anos,2020-01-01,73,81,0,10,73,91,164
HUARINA,consulta externa,personas de 5 a 9 anos,2020-01-01,17,12,1,1,18,13,31
HUATAJATA,consulta externa,personas de 5 a 9 anos,2020-01-01,6,8,3,3,9,11,20
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2020-01-01,16,16,0,1,16,17,33
HUMANATA,consulta externa,personas de 5 a 9 anos,2020-01-01,1,4,0,0,1,4,5
ICHOCA,consulta externa,personas de 5 a 9 anos,2020-01-01,9,5,1,0,10,5,15
ICLA,consulta externa,personas de 5 a 9 anos,2020-01-01,32,33,7,3,39,36,75
INCAHUASI,consulta externa,personas de 5 a 9 anos,2020-01-01,41,53,0,3,41,56,97
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2020-01-01,14,23,0,1,14,24,38
INQUISIVI,consulta externa,personas de 5 a 9 anos,2020-01-01,57,48,0,2,57,50,107
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2020-01-01,54,65,10,10,64,75,139
IXIAMAS,consulta externa,personas de 5 a 9 anos,2020-01-01,43,57,1,3,44,60,104
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2020-01-01,25,32,11,12,36,44,80
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2020-01-01,122,128,8,8,130,136,266
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2020-01-01,523,520,120,122,643,642,1285
LA PAZ,consulta externa,personas de 5 a 9 anos,2020-01-01,4706,4326,1677,1405,6383,5731,12114
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2020-01-01,74,62,13,7,87,69,156
LAJA,consulta externa,personas de 5 a 9 anos,2020-01-01,27,32,2,7,29,39,68
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2020-01-01,20,19,0,0,20,19,39
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2020-01-01,16,20,0,0,16,20,36
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2020-01-01,158,162,5,5,163,167,330
LLICA,consulta externa,personas de 5 a 9 anos,2020-01-01,7,11,0,0,7,11,18
LORETO,consulta externa,personas de 5 a 9 anos,2020-01-01,48,50,2,2,50,52,102
LURIBAY,consulta externa,personas de 5 a 9 anos,2020-01-01,29,27,2,1,31,28,59
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2020-01-01,17,17,3,4,20,21,41
MACHARETI,consulta externa,personas de 5 a 9 anos,2020-01-01,50,56,0,0,50,56,106
MAGDALENA,consulta externa,personas de 5 a 9 anos,2020-01-01,92,84,4,0,96,84,180
MAIRANA,consulta externa,personas de 5 a 9 anos,2020-01-01,80,87,4,15,84,102,186
MALLA,consulta externa,personas de 5 a 9 anos,2020-01-01,4,4,0,0,4,4,8
MAPIRI,consulta externa,personas de 5 a 9 anos,2020-01-01,54,57,0,0,54,57,111
MECAPACA,consulta externa,personas de 5 a 9 anos,2020-01-01,29,31,1,1,30,32,62
MINEROS,consulta externa,personas de 5 a 9 anos,2020-01-01,149,127,12,8,161,135,296
MIZQUE,consulta externa,personas de 5 a 9 anos,2020-01-01,109,83,8,11,117,94,211
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2020-01-01,22,18,1,1,23,19,42
MOJINETE,consulta externa,personas de 5 a 9 anos,2020-01-01,8,7,0,0,8,7,15
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2020-01-01,20,29,0,1,20,30,50
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2020-01-01,201,186,9,7,210,193,403
MONTERO,consulta externa,personas de 5 a 9 anos,2020-01-01,1463,1494,287,315,1750,1809,3559
MORO MORO,consulta externa,personas de 5 a 9 anos,2020-01-01,16,13,0,2,16,15,31
MOROCHATA,consulta externa,personas de 5 a 9 anos,2020-01-01,22,16,0,0,22,16,38
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2020-01-01,38,32,0,0,38,32,70
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2020-01-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2020-01-01,11,9,0,0,11,9,20
OCURI,consulta externa,personas de 5 a 9 anos,2020-01-01,17,18,0,0,17,18,35
OKINAWA,consulta externa,personas de 5 a 9 anos,2020-01-01,63,74,21,20,84,94,178
OMEREQUE,consulta externa,personas de 5 a 9 anos,2020-01-01,50,52,0,2,50,54,104
ORURO,consulta externa,personas de 5 a 9 anos,2020-01-01,1957,1926,260,297,2217,2223,4440
PADCAYA,consulta externa,personas de 5 a 9 anos,2020-01-01,140,143,6,0,146,143,289
PADILLA,consulta externa,personas de 5 a 9 anos,2020-01-01,93,80,6,4,99,84,183
PAILON,consulta externa,personas de 5 a 9 anos,2020-01-01,107,95,13,6,120,101,221
PALCA,consulta externa,personas de 5 a 9 anos,2020-01-01,56,52,6,2,62,54,116
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2020-01-01,239,276,17,22,256,298,554
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2020-01-01,16,15,0,1,16,16,32
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2020-01-01,57,56,4,3,61,59,120
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2020-01-01,17,14,0,0,17,14,31
PASORAPA,consulta externa,personas de 5 a 9 anos,2020-01-01,11,8,2,0,13,8,21
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2020-01-01,47,47,6,1,53,48,101
PAZÑA,consulta externa,personas de 5 a 9 anos,2020-01-01,22,24,1,0,23,24,47
PELECHUCO,consulta externa,personas de 5 a 9 anos,2020-01-01,23,30,0,3,23,33,56
POCOATA,consulta externa,personas de 5 a 9 anos,2020-01-01,36,44,0,0,36,44,80
POCONA,consulta externa,personas de 5 a 9 anos,2020-01-01,40,37,0,0,40,37,77
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2020-01-01,43,43,2,3,45,46,91
POOPO,consulta externa,personas de 5 a 9 anos,2020-01-01,45,30,3,0,48,30,78
PORCO,consulta externa,personas de 5 a 9 anos,2020-01-01,30,23,1,0,31,23,54
POROMA,consulta externa,personas de 5 a 9 anos,2020-01-01,53,65,0,0,53,65,118
PORONGO,consulta externa,personas de 5 a 9 anos,2020-01-01,112,121,3,6,115,127,242
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2020-01-01,130,109,7,5,137,114,251
PORVENIR,consulta externa,personas de 5 a 9 anos,2020-01-01,46,85,0,2,46,87,133
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2020-01-01,14,20,0,0,14,20,34
POTOSI,consulta externa,personas de 5 a 9 anos,2020-01-01,947,985,106,138,1053,1123,2176
PRESTO,consulta externa,personas de 5 a 9 anos,2020-01-01,27,18,2,0,29,18,47
PUCARA,consulta externa,personas de 5 a 9 anos,2020-01-01,8,5,1,4,9,9,18
PUCARANI,consulta externa,personas de 5 a 9 anos,2020-01-01,60,48,1,0,61,48,109
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2020-01-01,15,10,0,0,15,10,25
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2020-01-01,23,26,0,0,23,26,49
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2020-01-01,59,56,1,3,60,59,119
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2020-01-01,5,3,0,0,5,3,8
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2020-01-01,36,37,8,8,44,45,89
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2020-01-01,76,77,2,2,78,79,157
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2020-01-01,5,4,0,1,5,5,10
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2020-01-01,87,90,10,14,97,104,201
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2020-01-01,420,394,43,34,463,428,891
PUNA,consulta externa,personas de 5 a 9 anos,2020-01-01,57,47,0,0,57,47,104
PUNATA,consulta externa,personas de 5 a 9 anos,2020-01-01,168,189,37,45,205,234,439
QUIABAYA,consulta externa,personas de 5 a 9 anos,2020-01-01,17,16,0,0,17,16,33
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2020-01-01,518,578,119,104,637,682,1319
QUIME,consulta externa,personas de 5 a 9 anos,2020-01-01,45,48,0,0,45,48,93
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2020-01-01,12,19,0,1,12,20,32
RAQAYPAMPA(ETA),consulta externa,personas de 5 a 9 anos,2020-01-01,14,35,0,1,14,36,50
RAVELO,consulta externa,personas de 5 a 9 anos,2020-01-01,40,26,0,0,40,26,66
REYES,consulta externa,personas de 5 a 9 anos,2020-01-01,98,120,3,0,101,120,221
RIBERALTA,consulta externa,personas de 5 a 9 anos,2020-01-01,459,474,53,76,512,550,1062
ROBORE,consulta externa,personas de 5 a 9 anos,2020-01-01,119,79,7,2,126,81,207
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2020-01-01,186,191,17,13,203,204,407
SABAYA,consulta externa,personas de 5 a 9 anos,2020-01-01,21,19,0,2,21,21,42
SACABA,consulta externa,personas de 5 a 9 anos,2020-01-01,660,644,54,76,714,720,1434
SACABAMBA,consulta externa,personas de 5 a 9 anos,2020-01-01,17,18,0,3,17,21,38
SACACA,consulta externa,personas de 5 a 9 anos,2020-01-01,38,42,0,0,38,42,80
SAIPINA,consulta externa,personas de 5 a 9 anos,2020-01-01,59,68,5,7,64,75,139
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2020-01-01,37,43,1,1,38,44,82
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2020-01-01,52,37,11,15,63,52,115
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2020-01-01,7,11,0,0,7,11,18
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2020-01-01,121,128,0,0,121,128,249
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2020-01-01,6,9,0,0,6,9,15
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2020-01-01,9,6,0,0,9,6,15
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2020-01-01,75,79,5,6,80,85,165
SAN BENITO,consulta externa,personas de 5 a 9 anos,2020-01-01,24,23,5,7,29,30,59
SAN BORJA,consulta externa,personas de 5 a 9 anos,2020-01-01,410,348,55,71,465,419,884
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2020-01-01,74,68,2,0,76,68,144
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2020-01-01,109,91,11,5,120,96,216
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2020-01-01,207,242,47,25,254,267,521
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2020-01-01,163,166,15,25,178,191,369
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2020-01-01,22,23,1,0,23,23,46
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2020-01-01,27,46,1,2,28,48,76
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2020-01-01,101,75,8,5,109,80,189
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2020-01-01,124,128,7,8,131,136,267
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2020-01-01,73,73,0,1,73,74,147
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2020-01-01,327,318,8,8,335,326,661
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2020-01-01,85,113,0,0,85,113,198
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2020-01-01,116,139,3,6,119,145,264
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2020-01-01,99,96,1,12,100,108,208
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2020-01-01,15,24,0,0,15,24,39
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2020-01-01,78,74,3,12,81,86,167
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2020-01-01,12,9,0,0,12,9,21
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2020-01-01,201,244,17,22,218,266,484
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2020-01-01,36,33,2,0,38,33,71
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2020-01-01,29,22,2,0,31,22,53
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2020-01-01,4,2,0,0,4,2,6
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2020-01-01,14,19,1,2,15,21,36
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2020-01-01,31,23,0,0,31,23,54
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2020-01-01,35,35,13,9,48,44,92
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2020-01-01,46,75,1,2,47,77,124
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2020-01-01,70,71,6,8,76,79,155
SANTA ANA,consulta externa,personas de 5 a 9 anos,2020-01-01,74,95,16,5,90,100,190
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2020-01-01,9112,9325,1912,1806,11024,11131,22155
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2020-01-01,92,76,1,0,93,76,169
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2020-01-01,166,194,7,7,173,201,374
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2020-01-01,7,6,0,0,7,6,13
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2020-01-01,44,41,2,1,46,42,88
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2020-01-01,7,4,1,0,8,4,12
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2020-01-01,9,9,0,0,9,9,18
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2020-01-01,31,38,2,2,33,40,73
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2020-01-01,11,7,1,0,12,7,19
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2020-01-01,26,24,0,0,26,24,50
SENA,consulta externa,personas de 5 a 9 anos,2020-01-01,7,11,0,0,7,11,18
SHINAOTA,consulta externa,personas de 5 a 9 anos,2020-01-01,174,220,10,10,184,230,414
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2020-01-01,55,64,1,4,56,68,124
SICAYA,consulta externa,personas de 5 a 9 anos,2020-01-01,16,12,0,0,16,12,28
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2020-01-01,206,206,33,42,239,248,487
SOPACHUY,consulta externa,personas de 5 a 9 anos,2020-01-01,27,23,0,0,27,23,50
SORACACHI,consulta externa,personas de 5 a 9 anos,2020-01-01,16,17,0,0,16,17,33
SORATA,consulta externa,personas de 5 a 9 anos,2020-01-01,44,52,4,5,48,57,105
