municipality,group,variable,month,Nacidos muertos con peso menor a 2500g,TOTAL
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,14,14
COMARAPA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
CORIPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,9,9
LA GUARDIA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,17,17
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
MOCOMOCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,4,4
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,7,7
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,2,2
ROBORE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,15,15
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,4,4
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,4,4
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,13,13
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-02-01,6,6
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,14,14
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,10,10
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,20,20
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
PAMPA AULLAGAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,11,11
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,2,2
VIACHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-03-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,13,13
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,8,8
ESCOMA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,9,9
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,4,4
PORTACHUELO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,5,5
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,2,2
SAN PEDRO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,94,94
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,8,8
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,2,2
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,12,12
COLOMI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,12,12
EL TORNO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,2,2
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,10,10
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,6,6
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,2,2
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,3,3
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-05-01,1,1
AZURDUY,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,10,10
CORIPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,10,10
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,7,7
MAGDALENA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,10,10
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,12,12
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,3,3
TARABUCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,2,2
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,2,2
TOMINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-06-01,2,2
ATOCHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
AZURDUY,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,2,2
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,5,5
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,8,8
"COLCHA ""K""",atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,10,10
ESCOMA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,6,6
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,2,2
REYES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,2,2
ROBORE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,21,21
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,13,13
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,6,6
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-07-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,15,15
CULPINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,7,7
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,8,8
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,4,4
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,3,3
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,7,7
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,4,4
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
VIACHA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,4,4
VILLA MONTES,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-08-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
CARAPARI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
CKOCHAS,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,13,13
COTOCA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,8,8
LA ASUNTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,14,14
LLALLAGUA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,3,3
MAIRANA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,24,24
MONTERO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,4,4
PADILLA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,17,17
SUCRE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,2,2
TIQUIPAYA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
TOMINA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-09-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-10-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-10-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-10-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-10-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos con peso menor a 2500g,2016-10-01,14,14
