municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,21,21
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,78,78
CARIPUYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,38,38
CHAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,36,36
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,13,13
CHUA COCANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,39,39
CHUMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
CKOCHAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
CLIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,23,23
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1779,1779
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,27,27
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,22,22
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,5,5
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,7,7
COMBAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,12,12
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,14,14
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,5,5
CUEVO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1491,1491
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,10,10
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,10,10
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,19,19
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,15,15
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,10,10
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,24,24
HUATAJATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
ICHOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
INCAHUASI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,7,7
INGAVI (HUMAITA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,38,38
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,43,43
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1644,1644
LAGUNILLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,11,11
LAS CARRERAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
LICOMA PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,65,65
LLICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,7,7
MACHACAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
MACHARETI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
MAGDALENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,20,20
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,13,13
MECAPACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,22,22
MOJOCOYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,8,8
MONTEAGUDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,44,44
MONTERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,13,13
MOROCHATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
OCURI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
OMEREQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,5,5
ORURO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,585,585
PADCAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
PADILLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,15,15
PAILON,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
PALCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
PALOS BLANCOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,22,22
PAPEL PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
PATACAMAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,26,26
PAZÑA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
POCOATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
POCONA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
POJO (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,14,14
POOPO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
PORCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
POROMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,7,7
PORTACHUELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,10,10
PORVENIR,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
POTOSI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,482,482
PRESTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
PUCARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
PUERTO GONZALO MORENO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,10,10
PUERTO RICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,34,34
PUERTO VILLARROEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,122,122
PUNA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
QUIABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
QUILLACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,169,169
QUIME,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
RAVELO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
REYES,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,16,16
ROBORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,22,22
RURRENABAQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,57,57
SABAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
SACABA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,185,185
SACABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
SACACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
SAMAIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,8,8
SAN BENITO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
SAN BORJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,68,68
SAN BUENA VENTURA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,17,17
SAN IGNACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,31,31
SAN IGNACIO DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,91,91
SAN JAVIER(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,18,18
SAN LORENZO(PND),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
SAN LUCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,18,18
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,7,7
SAN PEDRO DE QUEMES,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
SANTA ANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,35,35
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,814,814
SANTA ROSA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
SHINAOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,33,33
SICA SICA (VILLA AROMA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,5,5
SICAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
SIPE SIPE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,52,52
SOPACHUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,15,15
SORATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,7,7
SUCRE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,385,385
TACACOMA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
TACOBAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
TAPACARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
TARABUCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,15,15
TARACO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
TARATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,8,8
TARIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,513,513
TARVITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,7,7
TEOPONTE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,10,10
TIAWANACU,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
TIPUANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,9,9
TIQUIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,94,94
TIRAQUE (CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,17,17
TOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
TOLATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
TOMAVE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,11,11
TOMINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
TORO TORO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,8,8
TOTORA(CBBA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,19,19
TOTORA(ORR),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
TUPIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,99,99
UNCIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,23,23
URUBICHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
UYUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,40,40
VACAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,30,30
VIACHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,43,43
VILA VILA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,5,5
VILLA MONTES,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,98,98
VILLA SERRANO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,5,5
VILLA TUNARI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,84,84
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,1,1
VILLAZON,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,47,47
VINTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,46,46
VITICHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
YACUIBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,203,203
YAMPARAEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
YANACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,4,4
YOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,3,3
YOTALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,6,6
ZUDAÑEZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-01-01,13,13
ACACIO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
ACHACACHI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,32,32
ACHOCALLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
AIQUILE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,35,35
ALCALA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
ALTO BENI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,10,10
ANCORAIMES,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
ANDAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
ANZALDO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
APOLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,9,9
ARAMPAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
ARANI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,11,11
ARBIETO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,12,12
ARQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,16,16
AZURDUY,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,5,5
BATALLAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,7,7
BELLA FLOR,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
BERMEJO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,57,57
BETANZOS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,9,9
BOYUIBE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
CABEZAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,25,25
"CAIZA ""D""",atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,4,4
CAJUATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,12,12
CALAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
CAMARGO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,20,20
CAMIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,21,21
CAPINOTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,19,19
CAQUIAVIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
CARACOLLO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,13,13
CARANAVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,87,87
CARIPUYO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
CHALLAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,42,42
CHARAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,37,37
CHAYANTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,8,8
CHIMORE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,20,20
CHIPAYA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,20,20
CLIZA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,29,29
COBIJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,107,107
COCAPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
COCHABAMBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1611,1611
COLCAPIRHUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,49,49
"COLCHA ""K""",atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
COLOMI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,19,19
COLPA BELGICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
COLQUECHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,10,10
COLQUENCHA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
COLQUIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,4,4
COPACABANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,5,5
CORIPATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,5,5
COROICO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,14,14
CORQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
COTAGAITA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,4,4
CUEVO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
CULPINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
DESAGUADERO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,8,8
EL ALTO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1356,1356
EL PUENTE(STC),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
EL VILLAR,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,13,13
ENTRE RIOS CBBA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,26,26
EUCALIPTUS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
FILADELFIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
GUANAY,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,13,13
GUAQUI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,4,4
HUACARETA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,10,10
HUANUNI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,24,24
HUARINA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
HUATAJATA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
ICHOCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
ICLA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
INQUISIVI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,11,11
IXIAMAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,6,6
LA ASUNTA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,35,35
LA GUARDIA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,46,46
LA PAZ,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1475,1475
LAJA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,8,8
LAS CARRERAS,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,2,2
LICOMA PAMPA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
LLALLAGUA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,64,64
LLICA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
MACHACAMARCA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
MACHARETI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,3,3
MAGDALENA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,16,16
MAIRANA,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,23,23
MAPIRI,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,12,12
MIZQUE,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,22,22
MOCOMOCO,atencion de partos en servicios,partos atendidos por proveedor calificado,2016-02-01,1,1
