municipality,group,variable,month,RN con apego precoz,TOTAL
PUNATA,atencion de partos en servicios,rn con apego precoz,2016-01-01,30,30
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2016-01-01,3,3
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2016-01-01,169,169
QUIME,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
RAVELO,atencion de partos en servicios,rn con apego precoz,2016-01-01,5,5
REYES,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2016-01-01,117,117
ROBORE,atencion de partos en servicios,rn con apego precoz,2016-01-01,24,24
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2016-01-01,41,41
SABAYA,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
SACABA,atencion de partos en servicios,rn con apego precoz,2016-01-01,162,162
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
SACACA,atencion de partos en servicios,rn con apego precoz,2016-01-01,9,9
SAIPINA,atencion de partos en servicios,rn con apego precoz,2016-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2016-01-01,10,10
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2016-01-01,8,8
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2016-01-01,41,41
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2016-01-01,18,18
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2016-01-01,20,20
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2016-01-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2016-01-01,70,70
SAN JAVIER(BNI),atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2016-01-01,19,19
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2016-01-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2016-01-01,35,35
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2016-01-01,5,5
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2016-01-01,72,72
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2016-01-01,9,9
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2016-01-01,21,21
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2016-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2016-01-01,18,18
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2016-01-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2016-01-01,22,22
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
SAN PEDRO DE QUEMES,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2016-01-01,8,8
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2016-01-01,35,35
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2016-01-01,745,745
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2016-01-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
SANTIAGO DE CALLAPA,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
SENA,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2016-01-01,43,43
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2016-01-01,12,12
SICAYA,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2016-01-01,52,52
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2016-01-01,17,17
SORATA,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
SUCRE,atencion de partos en servicios,rn con apego precoz,2016-01-01,338,338
TACACOMA,atencion de partos en servicios,rn con apego precoz,2016-01-01,4,4
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
TAPACARI,atencion de partos en servicios,rn con apego precoz,2016-01-01,3,3
TARABUCO,atencion de partos en servicios,rn con apego precoz,2016-01-01,16,16
TARACO,atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
TARATA,atencion de partos en servicios,rn con apego precoz,2016-01-01,8,8
TARIJA,atencion de partos en servicios,rn con apego precoz,2016-01-01,427,427
TARVITA,atencion de partos en servicios,rn con apego precoz,2016-01-01,12,12
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2016-01-01,12,12
TIAWANACU,atencion de partos en servicios,rn con apego precoz,2016-01-01,5,5
TIPUANI,atencion de partos en servicios,rn con apego precoz,2016-01-01,10,10
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2016-01-01,94,94
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2016-01-01,18,18
TOCO,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
TOLATA,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
TOMAVE,atencion de partos en servicios,rn con apego precoz,2016-01-01,11,11
TOMINA,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
TORO TORO,atencion de partos en servicios,rn con apego precoz,2016-01-01,8,8
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2016-01-01,20,20
TOTORA(ORR),atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2016-01-01,287,287
TUPIZA,atencion de partos en servicios,rn con apego precoz,2016-01-01,82,82
UMALA,atencion de partos en servicios,rn con apego precoz,2016-01-01,3,3
UNCIA,atencion de partos en servicios,rn con apego precoz,2016-01-01,15,15
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2016-01-01,9,9
URUBICHA,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
VACAS,atencion de partos en servicios,rn con apego precoz,2016-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2016-01-01,11,11
VIACHA,atencion de partos en servicios,rn con apego precoz,2016-01-01,44,44
VILA VILA,atencion de partos en servicios,rn con apego precoz,2016-01-01,3,3
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2016-01-01,9,9
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2016-01-01,53,53
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2016-01-01,7,7
VILLA SERRANO,atencion de partos en servicios,rn con apego precoz,2016-01-01,7,7
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2016-01-01,84,84
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2016-01-01,7,7
VILLAZON,atencion de partos en servicios,rn con apego precoz,2016-01-01,47,47
VINTO,atencion de partos en servicios,rn con apego precoz,2016-01-01,46,46
VITICHI,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
WARNES,atencion de partos en servicios,rn con apego precoz,2016-01-01,76,76
YACO,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
YACUIBA,atencion de partos en servicios,rn con apego precoz,2016-01-01,150,150
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
YANACACHI,atencion de partos en servicios,rn con apego precoz,2016-01-01,5,5
YAPACANI,atencion de partos en servicios,rn con apego precoz,2016-01-01,58,58
YOCALLA,atencion de partos en servicios,rn con apego precoz,2016-01-01,1,1
YOTALA,atencion de partos en servicios,rn con apego precoz,2016-01-01,6,6
YUNCHARA,atencion de partos en servicios,rn con apego precoz,2016-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2016-01-01,12,12
ACACIO,atencion de partos en servicios,rn con apego precoz,2016-02-01,3,3
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2016-02-01,34,34
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2016-02-01,3,3
AIQUILE,atencion de partos en servicios,rn con apego precoz,2016-02-01,28,28
ALCALA,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2016-02-01,10,10
ANCORAIMES,atencion de partos en servicios,rn con apego precoz,2016-02-01,5,5
ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
ANZALDO,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
APOLO,atencion de partos en servicios,rn con apego precoz,2016-02-01,14,14
ARAMPAMPA,atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
ARANI,atencion de partos en servicios,rn con apego precoz,2016-02-01,11,11
ARBIETO,atencion de partos en servicios,rn con apego precoz,2016-02-01,12,12
ARQUE,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2016-02-01,59,59
ATOCHA,atencion de partos en servicios,rn con apego precoz,2016-02-01,16,16
AUCAPATA,atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
AYO AYO,atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2016-02-01,16,16
AZURDUY,atencion de partos en servicios,rn con apego precoz,2016-02-01,5,5
BATALLAS,atencion de partos en servicios,rn con apego precoz,2016-02-01,8,8
BAURES,atencion de partos en servicios,rn con apego precoz,2016-02-01,7,7
BELLA FLOR,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
BERMEJO,atencion de partos en servicios,rn con apego precoz,2016-02-01,39,39
BETANZOS,atencion de partos en servicios,rn con apego precoz,2016-02-01,14,14
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2016-02-01,3,3
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2016-02-01,9,9
CABEZAS,atencion de partos en servicios,rn con apego precoz,2016-02-01,25,25
CAIROMA,atencion de partos en servicios,rn con apego precoz,2016-02-01,4,4
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2016-02-01,4,4
CAJUATA,atencion de partos en servicios,rn con apego precoz,2016-02-01,12,12
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2016-02-01,11,11
CAMARGO,atencion de partos en servicios,rn con apego precoz,2016-02-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
CAMIRI,atencion de partos en servicios,rn con apego precoz,2016-02-01,48,48
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2016-02-01,19,19
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2016-02-01,19,19
CARANAVI,atencion de partos en servicios,rn con apego precoz,2016-02-01,94,94
CARAPARI,atencion de partos en servicios,rn con apego precoz,2016-02-01,12,12
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2016-02-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2016-02-01,41,41
CHAQUI,atencion de partos en servicios,rn con apego precoz,2016-02-01,4,4
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2016-02-01,38,38
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
CHIMORE,atencion de partos en servicios,rn con apego precoz,2016-02-01,23,23
CHIPAYA,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2016-02-01,17,17
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2016-02-01,6,6
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
CLIZA,atencion de partos en servicios,rn con apego precoz,2016-02-01,29,29
COBIJA,atencion de partos en servicios,rn con apego precoz,2016-02-01,60,60
COCAPATA,atencion de partos en servicios,rn con apego precoz,2016-02-01,6,6
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2016-02-01,829,829
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2016-02-01,49,49
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
COLLANA,atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
COLOMI,atencion de partos en servicios,rn con apego precoz,2016-02-01,22,22
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2016-02-01,12,12
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2016-02-01,4,4
COMARAPA,atencion de partos en servicios,rn con apego precoz,2016-02-01,32,32
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2016-02-01,30,30
COPACABANA,atencion de partos en servicios,rn con apego precoz,2016-02-01,9,9
CORIPATA,atencion de partos en servicios,rn con apego precoz,2016-02-01,6,6
COROICO,atencion de partos en servicios,rn con apego precoz,2016-02-01,14,14
CORQUE,atencion de partos en servicios,rn con apego precoz,2016-02-01,4,4
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2016-02-01,15,15
COTOCA,atencion de partos en servicios,rn con apego precoz,2016-02-01,79,79
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con apego precoz,2016-02-01,1,1
CUEVO,atencion de partos en servicios,rn con apego precoz,2016-02-01,2,2
CULPINA,atencion de partos en servicios,rn con apego precoz,2016-02-01,21,21
