municipality,group,variable,month,RN con malformación congénita,TOTAL
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,1,1
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,1,1
POCONA,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,8,8
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2016-03-01,1,1
AIQUILE,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
CAIROMA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
CAJUATA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
CHARAGUA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,5,5
LA ASUNTA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,9,9
MAGDALENA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,15,15
ORURO,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,8,8
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,3,3
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,2,2
TEOPONTE,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,4,4
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2016-04-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
BOYUIBE,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
CHIMORE,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,2,2
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
CORO CORO,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,10,10
EL PUENTE(STC),atencion de partos en servicios,rn con malformacion congenita,2016-05-01,5,5
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
EUCALIPTUS,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,5,5
PAMPA GRANDE,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,2,2
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,11,11
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
YANACACHI,atencion de partos en servicios,rn con malformacion congenita,2016-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,91,91
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
COLQUIRI,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
COROICO,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,2,2
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,2,2
PATACAMAYA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,2,2
RURRENABAQUE,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,11,11
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
YAMPARAEZ,atencion de partos en servicios,rn con malformacion congenita,2016-06-01,1,1
AIQUILE,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
CHUMA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
CLIZA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,4,4
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,8,8
FERNANDEZ ALONSO,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
HUACHACALLA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,9,9
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
PADILLA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
POROMA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,10,10
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-07-01,2,2
ANCORAIMES,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
CAMARGO,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,3,3
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,5,5
MAPIRI,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
PRESTO,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,8,8
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,6,6
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-08-01,1,1
AIQUILE,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,3,3
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
CABEZAS,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
CKOCHAS,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,2,2
CULPINA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,2,2
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,6,6
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,21,21
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,2,2
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,2,2
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
VILLA RIVERO,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-09-01,1,1
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,2,2
ARANI,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,49,49
EL PUENTE(TJA),atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,7,7
LAJA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
MACHARETI,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,19,19
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,2,2
UYUNI,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
VALLEGRANDE,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,3,3
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2016-10-01,1,1
BETANZOS,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,3,3
COBIJA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,2,2
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,6,6
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
MAIRANA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
PAPEL PAMPA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,3,3
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,9,9
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-11-01,1,1
ACHOCALLA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,2,2
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,3,3
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,10,10
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,8,8
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,2,2
MONTERO,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,2,2
PUCARA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,100,100
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,13,13
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
TARABUCO,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,3,3
TINGUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2016-12-01,2,2
