municipality,group,variable,month,Nacidos vivos,TOTAL
CHIMORE,atencion de partos en servicios,nacidos vivos,2016-01-01,15,15
CHUA COCANI,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2016-01-01,39,39
CHUMA,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
CKOCHAS,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
CLIZA,atencion de partos en servicios,nacidos vivos,2016-01-01,23,23
COBIJA,atencion de partos en servicios,nacidos vivos,2016-01-01,166,166
COCAPATA,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2016-01-01,1834,1834
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2016-01-01,27,27
COLLANA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos,2016-01-01,26,26
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
COLQUIRI,atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
COMARAPA,atencion de partos en servicios,nacidos vivos,2016-01-01,36,36
COMBAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos vivos,2016-01-01,22,22
COPACABANA,atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
CORIPATA,atencion de partos en servicios,nacidos vivos,2016-01-01,14,14
COROICO,atencion de partos en servicios,nacidos vivos,2016-01-01,14,14
COTAGAITA,atencion de partos en servicios,nacidos vivos,2016-01-01,13,13
COTOCA,atencion de partos en servicios,nacidos vivos,2016-01-01,68,68
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2016-01-01,25,25
CUEVO,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos,2016-01-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos,2016-01-01,1490,1490
EL CHORO,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
EL TORNO,atencion de partos en servicios,nacidos vivos,2016-01-01,95,95
EL VILLAR,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2016-01-01,17,17
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2016-01-01,25,25
ESCOMA,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
FILADELFIA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2016-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
GUANAY,atencion de partos en servicios,nacidos vivos,2016-01-01,14,14
GUAQUI,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2016-01-01,113,113
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2016-01-01,15,15
HUACARETA,atencion de partos en servicios,nacidos vivos,2016-01-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
HUANUNI,atencion de partos en servicios,nacidos vivos,2016-01-01,24,24
HUARACAJE,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
HUARINA,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
HUATAJATA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
HUMANATA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
ICHOCA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
ICLA,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
INCAHUASI,atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
IXIAMAS,atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2016-01-01,41,41
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2016-01-01,54,54
LA PAZ,atencion de partos en servicios,nacidos vivos,2016-01-01,1637,1637
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
LAJA,atencion de partos en servicios,nacidos vivos,2016-01-01,12,12
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2016-01-01,65,65
LLICA,atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
LORETO,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
LURIBAY,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
MACHARETI,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos vivos,2016-01-01,15,15
MAIRANA,atencion de partos en servicios,nacidos vivos,2016-01-01,20,20
MAPIRI,atencion de partos en servicios,nacidos vivos,2016-01-01,13,13
MECAPACA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
MINEROS,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
MIZQUE,atencion de partos en servicios,nacidos vivos,2016-01-01,26,26
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2016-01-01,48,48
MONTERO,atencion de partos en servicios,nacidos vivos,2016-01-01,388,388
MOROCHATA,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
OCURI,atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
OKINAWA,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
OMEREQUE,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
ORURO,atencion de partos en servicios,nacidos vivos,2016-01-01,681,681
PADCAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
PADILLA,atencion de partos en servicios,nacidos vivos,2016-01-01,14,14
PAILON,atencion de partos en servicios,nacidos vivos,2016-01-01,37,37
PALCA,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2016-01-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
PASORAPA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,26,26
PAZÑA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
POCOATA,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
POCONA,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2016-01-01,16,16
POOPO,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
PORCO,atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
POROMA,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
PORONGO,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2016-01-01,51,51
PORVENIR,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
POTOSI,atencion de partos en servicios,nacidos vivos,2016-01-01,485,485
PRESTO,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
PUCARANI,atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2016-01-01,16,16
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2016-01-01,44,44
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2016-01-01,134,134
PUNA,atencion de partos en servicios,nacidos vivos,2016-01-01,21,21
PUNATA,atencion de partos en servicios,nacidos vivos,2016-01-01,52,52
QUIABAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2016-01-01,169,169
QUIME,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
RAVELO,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
REYES,atencion de partos en servicios,nacidos vivos,2016-01-01,17,17
RIBERALTA,atencion de partos en servicios,nacidos vivos,2016-01-01,297,297
ROBORE,atencion de partos en servicios,nacidos vivos,2016-01-01,24,24
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2016-01-01,56,56
SABAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos,2016-01-01,183,183
SACABAMBA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
SACACA,atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
SAIPINA,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
SAN BENITO,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
SAN BORJA,atencion de partos en servicios,nacidos vivos,2016-01-01,68,68
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2016-01-01,18,18
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2016-01-01,20,20
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2016-01-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2016-01-01,96,96
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2016-01-01,19,19
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2016-01-01,35,35
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2016-01-01,71,71
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2016-01-01,25,25
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2016-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2016-01-01,18,18
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2016-01-01,22,22
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
SAN PEDRO DE QUEMES,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
SANTA ANA,atencion de partos en servicios,nacidos vivos,2016-01-01,35,35
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2016-01-01,4236,4236
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2016-01-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
SENA,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
SHINAOTA,atencion de partos en servicios,nacidos vivos,2016-01-01,43,43
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2016-01-01,14,14
SICAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2016-01-01,52,52
SOPACHUY,atencion de partos en servicios,nacidos vivos,2016-01-01,17,17
SORATA,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
SUCRE,atencion de partos en servicios,nacidos vivos,2016-01-01,621,621
TACACOMA,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
TACOPAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
TAPACARI,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
TARABUCO,atencion de partos en servicios,nacidos vivos,2016-01-01,16,16
TARACO,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
TARATA,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
TARIJA,atencion de partos en servicios,nacidos vivos,2016-01-01,511,511
TARVITA,atencion de partos en servicios,nacidos vivos,2016-01-01,12,12
TEOPONTE,atencion de partos en servicios,nacidos vivos,2016-01-01,12,12
TIAWANACU,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
TIPUANI,atencion de partos en servicios,nacidos vivos,2016-01-01,10,10
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2016-01-01,94,94
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2016-01-01,18,18
TOCO,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
TOLATA,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
TOMAVE,atencion de partos en servicios,nacidos vivos,2016-01-01,11,11
TOMINA,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
TORO TORO,atencion de partos en servicios,nacidos vivos,2016-01-01,8,8
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2016-01-01,20,20
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos vivos,2016-01-01,326,326
TUPIZA,atencion de partos en servicios,nacidos vivos,2016-01-01,105,105
UMALA,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
UNCIA,atencion de partos en servicios,nacidos vivos,2016-01-01,26,26
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2016-01-01,11,11
URUBICHA,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
UYUNI,atencion de partos en servicios,nacidos vivos,2016-01-01,50,50
VACAS,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2016-01-01,38,38
VIACHA,atencion de partos en servicios,nacidos vivos,2016-01-01,44,44
VILA VILA,atencion de partos en servicios,nacidos vivos,2016-01-01,3,3
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2016-01-01,9,9
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2016-01-01,97,97
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2016-01-01,88,88
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2016-01-01,7,7
VILLAZON,atencion de partos en servicios,nacidos vivos,2016-01-01,47,47
VINTO,atencion de partos en servicios,nacidos vivos,2016-01-01,46,46
VITICHI,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
WARNES,atencion de partos en servicios,nacidos vivos,2016-01-01,108,108
YACO,atencion de partos en servicios,nacidos vivos,2016-01-01,1,1
YACUIBA,atencion de partos en servicios,nacidos vivos,2016-01-01,239,239
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
YANACACHI,atencion de partos en servicios,nacidos vivos,2016-01-01,5,5
YAPACANI,atencion de partos en servicios,nacidos vivos,2016-01-01,97,97
YOCALLA,atencion de partos en servicios,nacidos vivos,2016-01-01,4,4
YOTALA,atencion de partos en servicios,nacidos vivos,2016-01-01,6,6
YUNCHARA,atencion de partos en servicios,nacidos vivos,2016-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2016-01-01,12,12
ACACIO,atencion de partos en servicios,nacidos vivos,2016-02-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos vivos,2016-02-01,34,34
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2016-02-01,3,3
AIQUILE,atencion de partos en servicios,nacidos vivos,2016-02-01,35,35
ALCALA,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
ALTO BENI,atencion de partos en servicios,nacidos vivos,2016-02-01,10,10
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2016-02-01,5,5
ANDAMARCA,atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
ANZALDO,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
APOLO,atencion de partos en servicios,nacidos vivos,2016-02-01,14,14
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
ARANI,atencion de partos en servicios,nacidos vivos,2016-02-01,11,11
ARBIETO,atencion de partos en servicios,nacidos vivos,2016-02-01,12,12
ARQUE,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2016-02-01,59,59
ATOCHA,atencion de partos en servicios,nacidos vivos,2016-02-01,16,16
AUCAPATA,atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
AYO AYO,atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2016-02-01,16,16
AZURDUY,atencion de partos en servicios,nacidos vivos,2016-02-01,5,5
BATALLAS,atencion de partos en servicios,nacidos vivos,2016-02-01,7,7
BAURES,atencion de partos en servicios,nacidos vivos,2016-02-01,7,7
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
BERMEJO,atencion de partos en servicios,nacidos vivos,2016-02-01,61,61
BETANZOS,atencion de partos en servicios,nacidos vivos,2016-02-01,15,15
BOYUIBE,atencion de partos en servicios,nacidos vivos,2016-02-01,3,3
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2016-02-01,9,9
CABEZAS,atencion de partos en servicios,nacidos vivos,2016-02-01,25,25
CAIROMA,atencion de partos en servicios,nacidos vivos,2016-02-01,4,4
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2016-02-01,7,7
CAJUATA,atencion de partos en servicios,nacidos vivos,2016-02-01,12,12
CALAMARCA,atencion de partos en servicios,nacidos vivos,2016-02-01,11,11
CAMARGO,atencion de partos en servicios,nacidos vivos,2016-02-01,21,21
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos,2016-02-01,75,75
CAPINOTA,atencion de partos en servicios,nacidos vivos,2016-02-01,20,20
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos,2016-02-01,19,19
CARANAVI,atencion de partos en servicios,nacidos vivos,2016-02-01,94,94
CARAPARI,atencion de partos en servicios,nacidos vivos,2016-02-01,11,11
CARIPUYO,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2016-02-01,6,6
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2016-02-01,42,42
CHAQUI,atencion de partos en servicios,nacidos vivos,2016-02-01,4,4
CHARAGUA,atencion de partos en servicios,nacidos vivos,2016-02-01,49,49
CHAYANTA,atencion de partos en servicios,nacidos vivos,2016-02-01,11,11
CHIMORE,atencion de partos en servicios,nacidos vivos,2016-02-01,23,23
CHIPAYA,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
CHUA COCANI,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2016-02-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2016-02-01,6,6
CKOCHAS,atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
CLIZA,atencion de partos en servicios,nacidos vivos,2016-02-01,29,29
COBIJA,atencion de partos en servicios,nacidos vivos,2016-02-01,107,107
COCAPATA,atencion de partos en servicios,nacidos vivos,2016-02-01,6,6
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2016-02-01,1630,1630
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2016-02-01,49,49
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
COLLANA,atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos,2016-02-01,22,22
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2016-02-01,12,12
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
COLQUIRI,atencion de partos en servicios,nacidos vivos,2016-02-01,4,4
COMARAPA,atencion de partos en servicios,nacidos vivos,2016-02-01,32,32
CONCEPCION,atencion de partos en servicios,nacidos vivos,2016-02-01,30,30
COPACABANA,atencion de partos en servicios,nacidos vivos,2016-02-01,9,9
CORIPATA,atencion de partos en servicios,nacidos vivos,2016-02-01,6,6
COROICO,atencion de partos en servicios,nacidos vivos,2016-02-01,16,16
CORQUE,atencion de partos en servicios,nacidos vivos,2016-02-01,4,4
COTAGAITA,atencion de partos en servicios,nacidos vivos,2016-02-01,15,15
COTOCA,atencion de partos en servicios,nacidos vivos,2016-02-01,79,79
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2016-02-01,24,24
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,nacidos vivos,2016-02-01,1,1
CUEVO,atencion de partos en servicios,nacidos vivos,2016-02-01,2,2
CULPINA,atencion de partos en servicios,nacidos vivos,2016-02-01,21,21
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2016-02-01,4,4
