municipality,group,variable,month,RN con visita de control en las 48 hrs siguientes al nacimiento,TOTAL
COLOMI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
COLPA BELGICA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
COLQUECHACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
COLQUENCHA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
COLQUIRI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
COMARAPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,36,36
COMBAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CONCEPCION,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,22,22
COPACABANA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
CORIPATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,15,15
COROICO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,14,14
COTAGAITA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
COTOCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,68,68
CUEVO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CULPINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
EL ALTO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1021,1021
EL CHORO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
EL TORNO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,85,85
EL VILLAR,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
ENTRE RIOS CBBA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,21,21
ESCOMA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
EUCALIPTUS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
FILADELFIA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
GUANAY,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
GUAQUI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
GUTIERREZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
HUACARETA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
HUANUNI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,24,24
HUARACAJE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
HUARINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
HUATAJATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
HUMANATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
ICHOCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
ICLA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
INCAHUASI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
INGAVI (HUMAITA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
IXIAMAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
LA ASUNTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,41,41
LA GUARDIA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,53,53
LA PAZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,651,651
LAGUNILLAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
LAJA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
LAS CARRERAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
LICOMA PAMPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
LLICA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
LORETO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
LURIBAY,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
MACHACAMARCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
MACHARETI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
MAGDALENA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
MAIRANA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,20,20
MAPIRI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,13,13
MINEROS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
MIZQUE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,24,24
MOCOMOCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
MOJOCOYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
MONTEAGUDO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,49,49
MONTERO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
MOROCHATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
OCURI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
OKINAWA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
OMEREQUE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
ORURO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,451,451
PADCAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
PADILLA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,14,14
PAILON,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,37,37
PALCA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
PALOS BLANCOS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
PAMPA GRANDE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
PAPEL PAMPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
PASORAPA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
PAZÑA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
POCOATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
POCONA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
POJO (CBBA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
POOPO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
PORCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
POROMA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
PORONGO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
PORTACHUELO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,36,36
PORVENIR,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
POTOSI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,484,484
PRESTO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
PUCARANI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
PUERTO ACOSTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,16,16
PUERTO RICO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,14,14
PUNA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,20,20
PUNATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,52,52
QUIABAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
QUILLACOLLO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,169,169
QUIME,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
RAVELO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
REYES,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,17,17
RIBERALTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,235,235
ROBORE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,24,24
SABAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SACABA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,118,118
SACABAMBA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SACACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
SAIPINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
SAMAIPATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
SAN BENITO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SAN BORJA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,65,65
SAN BUENA VENTURA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,18,18
SAN CARLOS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,20,20
SAN IGNACIO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,96,96
SAN JAVIER(BNI),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,19,19
SAN JOAQUIN,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,35,35
SAN JULIAN,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,70,70
SAN LORENZO(PND),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
SAN LORENZO(TJA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SAN LUCAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,25,25
SAN MATIAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
SAN PEDRO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,22,22
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
SAN PEDRO DE QUEMES,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SAN RAFAEL,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SAN RAMON BENI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
SANTA ANA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,35,35
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1324,1324
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SANTIAGO DE HUARI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
SENA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
SHINAOTA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,30,30
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
SICAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SIPE SIPE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,52,52
SOPACHUY,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,17,17
SORATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
SUCRE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,507,507
TACACOMA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
TACOPAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
TAPACARI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
TARABUCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,16,16
TARACO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
TARATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
TARIJA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,365,365
TARVITA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
TEOPONTE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
TIAWANACU,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
TINGUIPAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TIPUANI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
TIQUIPAYA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,94,94
TIRAQUE (CBBA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
TOCO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
TOLATA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
TOMAVE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
TOMINA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
TORO TORO,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
TOTORA(CBBA),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TOTORA(ORR),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
TRINIDAD,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,323,323
TUPIZA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,105,105
UMALA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
UNCIA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,25,25
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
URUBICHA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
UYUNI,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
VACAS,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
VALLEGRANDE,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,30,30
VIACHA,atencion de partos en servicios,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,29,29
