municipality,group,variable,month,Otras actividades,TOTAL
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2016-01-01,23,23
COLLANA,otras actividades de enfermeria,otras actividades,2016-01-01,6,6
COLOMI,otras actividades de enfermeria,otras actividades,2016-01-01,129,129
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2016-01-01,12,12
COLQUECHACA,otras actividades de enfermeria,otras actividades,2016-01-01,55,55
COLQUENCHA,otras actividades de enfermeria,otras actividades,2016-01-01,4,4
COLQUIRI,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
COMARAPA,otras actividades de enfermeria,otras actividades,2016-01-01,4,4
CONCEPCION,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
COPACABANA,otras actividades de enfermeria,otras actividades,2016-01-01,16,16
CORO CORO,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
COROICO,otras actividades de enfermeria,otras actividades,2016-01-01,6,6
CORQUE,otras actividades de enfermeria,otras actividades,2016-01-01,5,5
COTAGAITA,otras actividades de enfermeria,otras actividades,2016-01-01,1096,1096
COTOCA,otras actividades de enfermeria,otras actividades,2016-01-01,634,634
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2016-01-01,213,213
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,otras actividades,2016-01-01,1,1
CUEVO,otras actividades de enfermeria,otras actividades,2016-01-01,10,10
CULPINA,otras actividades de enfermeria,otras actividades,2016-01-01,82,82
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
CURVA,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
DESAGUADERO,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
EL ALTO,otras actividades de enfermeria,otras actividades,2016-01-01,120208,120208
EL CHORO,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2016-01-01,22,22
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2016-01-01,11,11
EL TORNO,otras actividades de enfermeria,otras actividades,2016-01-01,4674,4674
EL VILLAR,otras actividades de enfermeria,otras actividades,2016-01-01,30,30
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2016-01-01,42,42
ESCOMA,otras actividades de enfermeria,otras actividades,2016-01-01,103,103
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2016-01-01,71,71
FILADELFIA,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2016-01-01,50,50
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2016-01-01,6,6
GUANAY,otras actividades de enfermeria,otras actividades,2016-01-01,7,7
GUAQUI,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2016-01-01,31224,31224
GUTIERREZ,otras actividades de enfermeria,otras actividades,2016-01-01,9,9
HUACARETA,otras actividades de enfermeria,otras actividades,2016-01-01,13,13
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,otras actividades,2016-01-01,2,2
HUANUNI,otras actividades de enfermeria,otras actividades,2016-01-01,12297,12297
HUARACAJE,otras actividades de enfermeria,otras actividades,2016-01-01,6,6
HUARINA,otras actividades de enfermeria,otras actividades,2016-01-01,7,7
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2016-01-01,16,16
ICLA,otras actividades de enfermeria,otras actividades,2016-01-01,126,126
INCAHUASI,otras actividades de enfermeria,otras actividades,2016-01-01,24,24
INGAVI (HUMAITA),otras actividades de enfermeria,otras actividades,2016-01-01,2,2
INQUISIVI,otras actividades de enfermeria,otras actividades,2016-01-01,5,5
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2016-01-01,19,19
IXIAMAS,otras actividades de enfermeria,otras actividades,2016-01-01,14,14
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2016-01-01,12,12
LA ASUNTA,otras actividades de enfermeria,otras actividades,2016-01-01,21,21
LA GUARDIA,otras actividades de enfermeria,otras actividades,2016-01-01,700,700
LA PAZ,otras actividades de enfermeria,otras actividades,2016-01-01,25994,25994
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2016-01-01,34,34
LAJA,otras actividades de enfermeria,otras actividades,2016-01-01,19,19
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2016-01-01,20,20
LLICA,otras actividades de enfermeria,otras actividades,2016-01-01,5,5
LORETO,otras actividades de enfermeria,otras actividades,2016-01-01,4,4
LURIBAY,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
MACHARETI,otras actividades de enfermeria,otras actividades,2016-01-01,7,7
MAGDALENA,otras actividades de enfermeria,otras actividades,2016-01-01,80,80
MAIRANA,otras actividades de enfermeria,otras actividades,2016-01-01,410,410
MECAPACA,otras actividades de enfermeria,otras actividades,2016-01-01,13,13
MINEROS,otras actividades de enfermeria,otras actividades,2016-01-01,130,130
MIZQUE,otras actividades de enfermeria,otras actividades,2016-01-01,1088,1088
MOCOMOCO,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
MOJOCOYA,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2016-01-01,215,215
MONTERO,otras actividades de enfermeria,otras actividades,2016-01-01,20385,20385
MORO MORO,otras actividades de enfermeria,otras actividades,2016-01-01,13,13
MOROCHATA,otras actividades de enfermeria,otras actividades,2016-01-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2016-01-01,1,1
OKINAWA,otras actividades de enfermeria,otras actividades,2016-01-01,18,18
OMEREQUE,otras actividades de enfermeria,otras actividades,2016-01-01,42,42
ORURO,otras actividades de enfermeria,otras actividades,2016-01-01,1970,1970
PADCAYA,otras actividades de enfermeria,otras actividades,2016-01-01,30,30
PADILLA,otras actividades de enfermeria,otras actividades,2016-01-01,875,875
PAILON,otras actividades de enfermeria,otras actividades,2016-01-01,149,149
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2016-01-01,22,22
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2016-01-01,6,6
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2016-01-01,33,33
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2016-01-01,5,5
PASORAPA,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
PATACAMAYA,otras actividades de enfermeria,otras actividades,2016-01-01,42,42
PAZÑA,otras actividades de enfermeria,otras actividades,2016-01-01,9,9
PELECHUCO,otras actividades de enfermeria,otras actividades,2016-01-01,18,18
POCOATA,otras actividades de enfermeria,otras actividades,2016-01-01,48,48
POCONA,otras actividades de enfermeria,otras actividades,2016-01-01,26,26
POJO (CBBA),otras actividades de enfermeria,otras actividades,2016-01-01,17,17
POOPO,otras actividades de enfermeria,otras actividades,2016-01-01,12,12
POROMA,otras actividades de enfermeria,otras actividades,2016-01-01,10,10
PORONGO,otras actividades de enfermeria,otras actividades,2016-01-01,12,12
PORTACHUELO,otras actividades de enfermeria,otras actividades,2016-01-01,1006,1006
PORVENIR,otras actividades de enfermeria,otras actividades,2016-01-01,6,6
POTOSI,otras actividades de enfermeria,otras actividades,2016-01-01,39168,39168
PRESTO,otras actividades de enfermeria,otras actividades,2016-01-01,6,6
PUCARANI,otras actividades de enfermeria,otras actividades,2016-01-01,17,17
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2016-01-01,45,45
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2016-01-01,11,11
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2016-01-01,116,116
PUERTO RICO,otras actividades de enfermeria,otras actividades,2016-01-01,950,950
PUERTO SILES,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2016-01-01,183,183
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2016-01-01,29,29
PUNATA,otras actividades de enfermeria,otras actividades,2016-01-01,112,112
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2016-01-01,336,336
QUIME,otras actividades de enfermeria,otras actividades,2016-01-01,8,8
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2016-01-01,23,23
REYES,otras actividades de enfermeria,otras actividades,2016-01-01,149,149
RIBERALTA,otras actividades de enfermeria,otras actividades,2016-01-01,56870,56870
ROBORE,otras actividades de enfermeria,otras actividades,2016-01-01,2183,2183
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2016-01-01,254,254
SACABA,otras actividades de enfermeria,otras actividades,2016-01-01,1696,1696
SACACA,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
SAIPINA,otras actividades de enfermeria,otras actividades,2016-01-01,11,11
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2016-01-01,10,10
SAMAIPATA,otras actividades de enfermeria,otras actividades,2016-01-01,27,27
SAN AGUSTIN,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
SAN ANDRES,otras actividades de enfermeria,otras actividades,2016-01-01,21,21
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2016-01-01,13,13
SAN BORJA,otras actividades de enfermeria,otras actividades,2016-01-01,342,342
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2016-01-01,258,258
SAN CARLOS,otras actividades de enfermeria,otras actividades,2016-01-01,118,118
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2016-01-01,2050,2050
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2016-01-01,1658,1658
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2016-01-01,32,32
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2016-01-01,73,73
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2016-01-01,449,449
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2016-01-01,390,390
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2016-01-01,102,102
SAN JULIAN,otras actividades de enfermeria,otras actividades,2016-01-01,241,241
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2016-01-01,38,38
SAN LUCAS,otras actividades de enfermeria,otras actividades,2016-01-01,915,915
SAN MATIAS,otras actividades de enfermeria,otras actividades,2016-01-01,666,666
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2016-01-01,86,86
SAN PEDRO,otras actividades de enfermeria,otras actividades,2016-01-01,136,136
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2016-01-01,14,14
SAN PEDRO DE QUEMES,otras actividades de enfermeria,otras actividades,2016-01-01,5,5
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2016-01-01,35,35
SANTA ANA,otras actividades de enfermeria,otras actividades,2016-01-01,944,944
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2016-01-01,280786,280786
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2016-01-01,54,54
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2016-01-01,66,66
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2016-01-01,7,7
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,otras actividades,2016-01-01,41,41
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2016-01-01,34,34
SENA,otras actividades de enfermeria,otras actividades,2016-01-01,12,12
SHINAOTA,otras actividades de enfermeria,otras actividades,2016-01-01,14,14
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2016-01-01,5,5
SIPE SIPE,otras actividades de enfermeria,otras actividades,2016-01-01,20,20
SOPACHUY,otras actividades de enfermeria,otras actividades,2016-01-01,18,18
SORATA,otras actividades de enfermeria,otras actividades,2016-01-01,108,108
SUCRE,otras actividades de enfermeria,otras actividades,2016-01-01,109115,109115
TACACHI,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
TACACOMA,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
TACOPAYA,otras actividades de enfermeria,otras actividades,2016-01-01,11,11
TAPACARI,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
TARABUCO,otras actividades de enfermeria,otras actividades,2016-01-01,9,9
TARACO,otras actividades de enfermeria,otras actividades,2016-01-01,73,73
TARATA,otras actividades de enfermeria,otras actividades,2016-01-01,379,379
TARIJA,otras actividades de enfermeria,otras actividades,2016-01-01,1110159,1110159
TARVITA,otras actividades de enfermeria,otras actividades,2016-01-01,24,24
TEOPONTE,otras actividades de enfermeria,otras actividades,2016-01-01,64,64
TIAWANACU,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
TIPUANI,otras actividades de enfermeria,otras actividades,2016-01-01,7,7
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2016-01-01,5,5
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,otras actividades,2016-01-01,2,2
TOCO,otras actividades de enfermeria,otras actividades,2016-01-01,27,27
TOLATA,otras actividades de enfermeria,otras actividades,2016-01-01,7,7
TOLEDO,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
TOMAVE,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
TOMINA,otras actividades de enfermeria,otras actividades,2016-01-01,658,658
TORO TORO,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2016-01-01,8,8
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2016-01-01,5,5
TRIGAL,otras actividades de enfermeria,otras actividades,2016-01-01,5,5
TRINIDAD,otras actividades de enfermeria,otras actividades,2016-01-01,126449,126449
TUPIZA,otras actividades de enfermeria,otras actividades,2016-01-01,27866,27866
TURCO,otras actividades de enfermeria,otras actividades,2016-01-01,34,34
UMALA,otras actividades de enfermeria,otras actividades,2016-01-01,4,4
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2016-01-01,90,90
URUBICHA,otras actividades de enfermeria,otras actividades,2016-01-01,150,150
UYUNI,otras actividades de enfermeria,otras actividades,2016-01-01,23,23
VACAS,otras actividades de enfermeria,otras actividades,2016-01-01,8,8
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2016-01-01,243,243
VIACHA,otras actividades de enfermeria,otras actividades,2016-01-01,194,194
VILA VILA,otras actividades de enfermeria,otras actividades,2016-01-01,1,1
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2016-01-01,17,17
VILLA MONTES,otras actividades de enfermeria,otras actividades,2016-01-01,9007,9007
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,otras actividades,2016-01-01,1,1
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2016-01-01,4,4
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2016-01-01,22,22
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2016-01-01,46,46
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2016-01-01,7,7
VILLAZON,otras actividades de enfermeria,otras actividades,2016-01-01,31111,31111
VITICHI,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
WALDO BALLIVIAN,otras actividades de enfermeria,otras actividades,2016-01-01,3,3
WARNES,otras actividades de enfermeria,otras actividades,2016-01-01,447,447
YACO,otras actividades de enfermeria,otras actividades,2016-01-01,12,12
YACUIBA,otras actividades de enfermeria,otras actividades,2016-01-01,43425,43425
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2016-01-01,4,4
YANACACHI,otras actividades de enfermeria,otras actividades,2016-01-01,9,9
YAPACANI,otras actividades de enfermeria,otras actividades,2016-01-01,1044,1044
YOCALLA,otras actividades de enfermeria,otras actividades,2016-01-01,2,2
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2016-01-01,172,172
ACACIO,otras actividades de enfermeria,otras actividades,2016-02-01,12,12
ACHACACHI,otras actividades de enfermeria,otras actividades,2016-02-01,174,174
ACHOCALLA,otras actividades de enfermeria,otras actividades,2016-02-01,5,5
AIQUILE,otras actividades de enfermeria,otras actividades,2016-02-01,63,63
ALCALA,otras actividades de enfermeria,otras actividades,2016-02-01,5,5
ANCORAIMES,otras actividades de enfermeria,otras actividades,2016-02-01,7,7
ANDAMARCA,otras actividades de enfermeria,otras actividades,2016-02-01,4,4
ANTEQUERA,otras actividades de enfermeria,otras actividades,2016-02-01,1,1
ANZALDO,otras actividades de enfermeria,otras actividades,2016-02-01,8,8
APOLO,otras actividades de enfermeria,otras actividades,2016-02-01,6,6
ARANI,otras actividades de enfermeria,otras actividades,2016-02-01,1,1
ARBIETO,otras actividades de enfermeria,otras actividades,2016-02-01,3,3
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2016-02-01,919,919
ATOCHA,otras actividades de enfermeria,otras actividades,2016-02-01,781,781
AYATA,otras actividades de enfermeria,otras actividades,2016-02-01,3,3
AYO AYO,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2016-02-01,49,49
AZURDUY,otras actividades de enfermeria,otras actividades,2016-02-01,4,4
BATALLAS,otras actividades de enfermeria,otras actividades,2016-02-01,15,15
BAURES,otras actividades de enfermeria,otras actividades,2016-02-01,58,58
BELEN DE ANDAMARCA,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria,otras actividades,2016-02-01,4,4
BELLA FLOR,otras actividades de enfermeria,otras actividades,2016-02-01,10,10
BERMEJO,otras actividades de enfermeria,otras actividades,2016-02-01,419,419
BETANZOS,otras actividades de enfermeria,otras actividades,2016-02-01,38,38
BOLIVAR,otras actividades de enfermeria,otras actividades,2016-02-01,1,1
BOLPEBRA,otras actividades de enfermeria,otras actividades,2016-02-01,7,7
BOYUIBE,otras actividades de enfermeria,otras actividades,2016-02-01,5,5
BUENA VISTA,otras actividades de enfermeria,otras actividades,2016-02-01,60,60
CABEZAS,otras actividades de enfermeria,otras actividades,2016-02-01,28,28
CAIROMA,otras actividades de enfermeria,otras actividades,2016-02-01,5,5
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2016-02-01,43,43
CAJUATA,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
CALACOTO,otras actividades de enfermeria,otras actividades,2016-02-01,5,5
CALAMARCA,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
CAMARGO,otras actividades de enfermeria,otras actividades,2016-02-01,325,325
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2016-02-01,5,5
CAMIRI,otras actividades de enfermeria,otras actividades,2016-02-01,14675,14675
CAPINOTA,otras actividades de enfermeria,otras actividades,2016-02-01,1,1
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2016-02-01,6,6
CARACOLLO,otras actividades de enfermeria,otras actividades,2016-02-01,12,12
CARANAVI,otras actividades de enfermeria,otras actividades,2016-02-01,7876,7876
CARAPARI,otras actividades de enfermeria,otras actividades,2016-02-01,232,232
CHALLAPATA,otras actividades de enfermeria,otras actividades,2016-02-01,2037,2037
CHAQUI,otras actividades de enfermeria,otras actividades,2016-02-01,3,3
CHARAGUA,otras actividades de enfermeria,otras actividades,2016-02-01,4,4
CHAYANTA,otras actividades de enfermeria,otras actividades,2016-02-01,3,3
CHIMORE,otras actividades de enfermeria,otras actividades,2016-02-01,105,105
CHIPAYA,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
CHOQUE COTA,otras actividades de enfermeria,otras actividades,2016-02-01,114,114
CHUA COCANI,otras actividades de enfermeria,otras actividades,2016-02-01,60,60
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2016-02-01,11,11
CHUMA,otras actividades de enfermeria,otras actividades,2016-02-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,otras actividades,2016-02-01,6,6
CLIZA,otras actividades de enfermeria,otras actividades,2016-02-01,17,17
COBIJA,otras actividades de enfermeria,otras actividades,2016-02-01,148,148
COCHABAMBA,otras actividades de enfermeria,otras actividades,2016-02-01,8089,8089
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2016-02-01,240,240
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2016-02-01,14,14
COLLANA,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
COLOMI,otras actividades de enfermeria,otras actividades,2016-02-01,91,91
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2016-02-01,14,14
COLQUECHACA,otras actividades de enfermeria,otras actividades,2016-02-01,56,56
COLQUIRI,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
COMARAPA,otras actividades de enfermeria,otras actividades,2016-02-01,8,8
CONCEPCION,otras actividades de enfermeria,otras actividades,2016-02-01,7,7
COPACABANA,otras actividades de enfermeria,otras actividades,2016-02-01,11,11
CORIPATA,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
COROICO,otras actividades de enfermeria,otras actividades,2016-02-01,1,1
CORQUE,otras actividades de enfermeria,otras actividades,2016-02-01,6,6
COTAGAITA,otras actividades de enfermeria,otras actividades,2016-02-01,1417,1417
COTOCA,otras actividades de enfermeria,otras actividades,2016-02-01,445,445
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,otras actividades,2016-02-01,2,2
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2016-02-01,472,472
CUEVO,otras actividades de enfermeria,otras actividades,2016-02-01,8,8
CULPINA,otras actividades de enfermeria,otras actividades,2016-02-01,140,140
CURVA,otras actividades de enfermeria,otras actividades,2016-02-01,3,3
EL ALTO,otras actividades de enfermeria,otras actividades,2016-02-01,122905,122905
EL CHORO,otras actividades de enfermeria,otras actividades,2016-02-01,3,3
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2016-02-01,18,18
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2016-02-01,5,5
EL TORNO,otras actividades de enfermeria,otras actividades,2016-02-01,9760,9760
EL VILLAR,otras actividades de enfermeria,otras actividades,2016-02-01,30,30
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2016-02-01,3,3
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2016-02-01,100,100
ESCOMA,otras actividades de enfermeria,otras actividades,2016-02-01,40,40
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2016-02-01,1,1
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2016-02-01,71,71
FILADELFIA,otras actividades de enfermeria,otras actividades,2016-02-01,18,18
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2016-02-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2016-02-01,5,5
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2016-02-01,63790,63790
GUTIERREZ,otras actividades de enfermeria,otras actividades,2016-02-01,24,24
