municipality,group,variable,month,Inyectables,TOTAL
COTAGAITA,otras actividades de enfermeria,inyectables,2016-01-01,2943,2943
COTOCA,otras actividades de enfermeria,inyectables,2016-01-01,4746,4746
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,inyectables,2016-01-01,39,39
CUATRO CAÑADAS,otras actividades de enfermeria,inyectables,2016-01-01,738,738
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,inyectables,2016-01-01,46,46
CUEVO,otras actividades de enfermeria,inyectables,2016-01-01,312,312
CULPINA,otras actividades de enfermeria,inyectables,2016-01-01,785,785
CURAHUARA DE CARANGAS,otras actividades de enfermeria,inyectables,2016-01-01,167,167
CURVA,otras actividades de enfermeria,inyectables,2016-01-01,66,66
DESAGUADERO,otras actividades de enfermeria,inyectables,2016-01-01,137,137
EL ALTO,otras actividades de enfermeria,inyectables,2016-01-01,57022,57022
EL CHORO,otras actividades de enfermeria,inyectables,2016-01-01,114,114
EL PUENTE(STC),otras actividades de enfermeria,inyectables,2016-01-01,1040,1040
EL PUENTE(TJA),otras actividades de enfermeria,inyectables,2016-01-01,694,694
EL TORNO,otras actividades de enfermeria,inyectables,2016-01-01,9765,9765
EL VILLAR,otras actividades de enfermeria,inyectables,2016-01-01,475,475
ENTRE RIOS TRJ,otras actividades de enfermeria,inyectables,2016-01-01,1941,1941
ENTRE RIOS CBBA,otras actividades de enfermeria,inyectables,2016-01-01,1294,1294
ESCOMA,otras actividades de enfermeria,inyectables,2016-01-01,260,260
ESMERALDA,otras actividades de enfermeria,inyectables,2016-01-01,134,134
EUCALIPTUS,otras actividades de enfermeria,inyectables,2016-01-01,199,199
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,inyectables,2016-01-01,76,76
EXALTACION,otras actividades de enfermeria,inyectables,2016-01-01,39,39
FERNANDEZ ALONSO,otras actividades de enfermeria,inyectables,2016-01-01,648,648
FILADELFIA,otras actividades de enfermeria,inyectables,2016-01-01,390,390
GENERAL SAAVEDRA,otras actividades de enfermeria,inyectables,2016-01-01,769,769
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,inyectables,2016-01-01,266,266
GUANAY,otras actividades de enfermeria,inyectables,2016-01-01,1037,1037
GUAQUI,otras actividades de enfermeria,inyectables,2016-01-01,178,178
GUAYARAMERIN,otras actividades de enfermeria,inyectables,2016-01-01,19153,19153
GUTIERREZ,otras actividades de enfermeria,inyectables,2016-01-01,482,482
HUACARETA,otras actividades de enfermeria,inyectables,2016-01-01,792,792
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,inyectables,2016-01-01,198,198
HUACHACALLA,otras actividades de enfermeria,inyectables,2016-01-01,400,400
HUANUNI,otras actividades de enfermeria,inyectables,2016-01-01,5623,5623
HUARACAJE,otras actividades de enfermeria,inyectables,2016-01-01,480,480
HUARINA,otras actividades de enfermeria,inyectables,2016-01-01,268,268
HUATAJATA,otras actividades de enfermeria,inyectables,2016-01-01,139,139
HUAYLLAMARCA,otras actividades de enfermeria,inyectables,2016-01-01,278,278
HUMANATA,otras actividades de enfermeria,inyectables,2016-01-01,66,66
ICHOCA,otras actividades de enfermeria,inyectables,2016-01-01,132,132
ICLA,otras actividades de enfermeria,inyectables,2016-01-01,365,365
INCAHUASI,otras actividades de enfermeria,inyectables,2016-01-01,546,546
INGAVI (HUMAITA),otras actividades de enfermeria,inyectables,2016-01-01,114,114
INQUISIVI,otras actividades de enfermeria,inyectables,2016-01-01,248,248
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,inyectables,2016-01-01,1120,1120
IXIAMAS,otras actividades de enfermeria,inyectables,2016-01-01,411,411
JESUS DE MACHACA,otras actividades de enfermeria,inyectables,2016-01-01,390,390
LA ASUNTA,otras actividades de enfermeria,inyectables,2016-01-01,1390,1390
LA GUARDIA,otras actividades de enfermeria,inyectables,2016-01-01,6527,6527
LA PAZ,otras actividades de enfermeria,inyectables,2016-01-01,161354,161354
LA RIVERA,otras actividades de enfermeria,inyectables,2016-01-01,18,18
LAGUNILLAS,otras actividades de enfermeria,inyectables,2016-01-01,205,205
LAJA,otras actividades de enfermeria,inyectables,2016-01-01,244,244
LAS CARRERAS,otras actividades de enfermeria,inyectables,2016-01-01,280,280
LICOMA PAMPA,otras actividades de enfermeria,inyectables,2016-01-01,20,20
LLALLAGUA,otras actividades de enfermeria,inyectables,2016-01-01,2026,2026
LLICA,otras actividades de enfermeria,inyectables,2016-01-01,152,152
LORETO,otras actividades de enfermeria,inyectables,2016-01-01,140,140
LURIBAY,otras actividades de enfermeria,inyectables,2016-01-01,180,180
MACHACAMARCA,otras actividades de enfermeria,inyectables,2016-01-01,378,378
MACHARETI,otras actividades de enfermeria,inyectables,2016-01-01,444,444
MAGDALENA,otras actividades de enfermeria,inyectables,2016-01-01,3684,3684
MAIRANA,otras actividades de enfermeria,inyectables,2016-01-01,1222,1222
MALLA,otras actividades de enfermeria,inyectables,2016-01-01,25,25
MAPIRI,otras actividades de enfermeria,inyectables,2016-01-01,649,649
MECAPACA,otras actividades de enfermeria,inyectables,2016-01-01,143,143
MINEROS,otras actividades de enfermeria,inyectables,2016-01-01,1743,1743
MIZQUE,otras actividades de enfermeria,inyectables,2016-01-01,1358,1358
MOCOMOCO,otras actividades de enfermeria,inyectables,2016-01-01,269,269
MOJINETE,otras actividades de enfermeria,inyectables,2016-01-01,55,55
MOJOCOYA,otras actividades de enfermeria,inyectables,2016-01-01,440,440
MONTEAGUDO,otras actividades de enfermeria,inyectables,2016-01-01,5755,5755
MONTERO,otras actividades de enfermeria,inyectables,2016-01-01,20403,20403
MORO MORO,otras actividades de enfermeria,inyectables,2016-01-01,191,191
MOROCHATA,otras actividades de enfermeria,inyectables,2016-01-01,409,409
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,inyectables,2016-01-01,208,208
NAZACARA DE PACAJES,otras actividades de enfermeria,inyectables,2016-01-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,inyectables,2016-01-01,81,81
OCURI,otras actividades de enfermeria,inyectables,2016-01-01,398,398
OKINAWA,otras actividades de enfermeria,inyectables,2016-01-01,582,582
OMEREQUE,otras actividades de enfermeria,inyectables,2016-01-01,599,599
ORURO,otras actividades de enfermeria,inyectables,2016-01-01,59189,59189
PADCAYA,otras actividades de enfermeria,inyectables,2016-01-01,1541,1541
PADILLA,otras actividades de enfermeria,inyectables,2016-01-01,2902,2902
PAILON,otras actividades de enfermeria,inyectables,2016-01-01,1943,1943
PALCA,otras actividades de enfermeria,inyectables,2016-01-01,201,201
PALOS BLANCOS,otras actividades de enfermeria,inyectables,2016-01-01,537,537
PAMPA AULLAGAS,otras actividades de enfermeria,inyectables,2016-01-01,152,152
PAMPA GRANDE,otras actividades de enfermeria,inyectables,2016-01-01,439,439
PAPEL PAMPA,otras actividades de enfermeria,inyectables,2016-01-01,293,293
PASORAPA,otras actividades de enfermeria,inyectables,2016-01-01,249,249
PATACAMAYA,otras actividades de enfermeria,inyectables,2016-01-01,429,429
PAZÑA,otras actividades de enfermeria,inyectables,2016-01-01,273,273
PELECHUCO,otras actividades de enfermeria,inyectables,2016-01-01,220,220
POCOATA,otras actividades de enfermeria,inyectables,2016-01-01,307,307
POCONA,otras actividades de enfermeria,inyectables,2016-01-01,296,296
POJO (CBBA),otras actividades de enfermeria,inyectables,2016-01-01,438,438
POOPO,otras actividades de enfermeria,inyectables,2016-01-01,383,383
PORCO,otras actividades de enfermeria,inyectables,2016-01-01,275,275
POROMA,otras actividades de enfermeria,inyectables,2016-01-01,684,684
PORONGO,otras actividades de enfermeria,inyectables,2016-01-01,230,230
PORTACHUELO,otras actividades de enfermeria,inyectables,2016-01-01,2894,2894
PORVENIR,otras actividades de enfermeria,inyectables,2016-01-01,1094,1094
POSTRER VALLE,otras actividades de enfermeria,inyectables,2016-01-01,93,93
POTOSI,otras actividades de enfermeria,inyectables,2016-01-01,63133,63133
PRESTO,otras actividades de enfermeria,inyectables,2016-01-01,610,610
PUCARANI,otras actividades de enfermeria,inyectables,2016-01-01,398,398
PUERTO ACOSTA,otras actividades de enfermeria,inyectables,2016-01-01,266,266
PUERTO CARABUCO,otras actividades de enfermeria,inyectables,2016-01-01,290,290
PUERTO GONZALO MORENO,otras actividades de enfermeria,inyectables,2016-01-01,805,805
PUERTO PEREZ,otras actividades de enfermeria,inyectables,2016-01-01,147,147
PUERTO QUIJARRO,otras actividades de enfermeria,inyectables,2016-01-01,831,831
PUERTO RICO,otras actividades de enfermeria,inyectables,2016-01-01,1308,1308
PUERTO SILES,otras actividades de enfermeria,inyectables,2016-01-01,39,39
PUERTO SUAREZ,otras actividades de enfermeria,inyectables,2016-01-01,1609,1609
PUERTO VILLARROEL,otras actividades de enfermeria,inyectables,2016-01-01,2373,2373
PUNA,otras actividades de enfermeria,inyectables,2016-01-01,1080,1080
PUNATA,otras actividades de enfermeria,inyectables,2016-01-01,4477,4477
QUIABAYA,otras actividades de enfermeria,inyectables,2016-01-01,125,125
QUILLACOLLO,otras actividades de enfermeria,inyectables,2016-01-01,7199,7199
QUIME,otras actividades de enfermeria,inyectables,2016-01-01,250,250
QUIRUSILLAS,otras actividades de enfermeria,inyectables,2016-01-01,173,173
RAVELO,otras actividades de enfermeria,inyectables,2016-01-01,812,812
REYES,otras actividades de enfermeria,inyectables,2016-01-01,581,581
RIBERALTA,otras actividades de enfermeria,inyectables,2016-01-01,17577,17577
ROBORE,otras actividades de enfermeria,inyectables,2016-01-01,3038,3038
RURRENABAQUE,otras actividades de enfermeria,inyectables,2016-01-01,8125,8125
SABAYA,otras actividades de enfermeria,inyectables,2016-01-01,1002,1002
SACABA,otras actividades de enfermeria,inyectables,2016-01-01,6591,6591
SACABAMBA,otras actividades de enfermeria,inyectables,2016-01-01,205,205
SACACA,otras actividades de enfermeria,inyectables,2016-01-01,306,306
SAIPINA,otras actividades de enfermeria,inyectables,2016-01-01,384,384
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,inyectables,2016-01-01,607,607
SAMAIPATA,otras actividades de enfermeria,inyectables,2016-01-01,905,905
SAN AGUSTIN,otras actividades de enfermeria,inyectables,2016-01-01,100,100
SAN ANDRES,otras actividades de enfermeria,inyectables,2016-01-01,722,722
SAN ANDRES DE MACHACA,otras actividades de enfermeria,inyectables,2016-01-01,96,96
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,inyectables,2016-01-01,52,52
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,inyectables,2016-01-01,573,573
SAN BENITO,otras actividades de enfermeria,inyectables,2016-01-01,198,198
SAN BORJA,otras actividades de enfermeria,inyectables,2016-01-01,1943,1943
SAN BUENA VENTURA,otras actividades de enfermeria,inyectables,2016-01-01,833,833
SAN CARLOS,otras actividades de enfermeria,inyectables,2016-01-01,2946,2946
SAN IGNACIO,otras actividades de enfermeria,inyectables,2016-01-01,2067,2067
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,inyectables,2016-01-01,13456,13456
SAN JAVIER(BNI),otras actividades de enfermeria,inyectables,2016-01-01,208,208
SAN JAVIER(STC),otras actividades de enfermeria,inyectables,2016-01-01,311,311
SAN JOAQUIN,otras actividades de enfermeria,inyectables,2016-01-01,372,372
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,inyectables,2016-01-01,3304,3304
SAN JUAN DE YAPACANI,otras actividades de enfermeria,inyectables,2016-01-01,801,801
SAN JULIAN,otras actividades de enfermeria,inyectables,2016-01-01,2789,2789
SAN LORENZO(PND),otras actividades de enfermeria,inyectables,2016-01-01,476,476
SAN LORENZO(TJA),otras actividades de enfermeria,inyectables,2016-01-01,1617,1617
SAN LUCAS,otras actividades de enfermeria,inyectables,2016-01-01,2434,2434
SAN MATIAS,otras actividades de enfermeria,inyectables,2016-01-01,2000,2000
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,inyectables,2016-01-01,819,819
SAN PABLO DE LIPEZ,otras actividades de enfermeria,inyectables,2016-01-01,75,75
SAN PEDRO,otras actividades de enfermeria,inyectables,2016-01-01,1651,1651
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,inyectables,2016-01-01,499,499
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,inyectables,2016-01-01,103,103
SAN PEDRO DE QUEMES,otras actividades de enfermeria,inyectables,2016-01-01,92,92
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,inyectables,2016-01-01,249,249
SAN PEDRO(PND),otras actividades de enfermeria,inyectables,2016-01-01,96,96
SAN RAFAEL,otras actividades de enfermeria,inyectables,2016-01-01,1102,1102
SAN RAMON BENI,otras actividades de enfermeria,inyectables,2016-01-01,1442,1442
SAN RAMON SCZ,otras actividades de enfermeria,inyectables,2016-01-01,1639,1639
SANTA ANA,otras actividades de enfermeria,inyectables,2016-01-01,2302,2302
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,inyectables,2016-01-01,223776,223776
SANTA ROSA,otras actividades de enfermeria,inyectables,2016-01-01,219,219
SANTA ROSA DEL SARA,otras actividades de enfermeria,inyectables,2016-01-01,1131,1131
SANTIAGO DE CALLAPA,otras actividades de enfermeria,inyectables,2016-01-01,89,89
SANTIAGO DE HUARI,otras actividades de enfermeria,inyectables,2016-01-01,414,414
SANTIAGO DE HUATA,otras actividades de enfermeria,inyectables,2016-01-01,142,142
SANTIAGO DE MACHACA,otras actividades de enfermeria,inyectables,2016-01-01,86,86
SANTIVAÑES,otras actividades de enfermeria,inyectables,2016-01-01,377,377
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,inyectables,2016-01-01,126,126
SAPAHAQUI,otras actividades de enfermeria,inyectables,2016-01-01,243,243
SENA,otras actividades de enfermeria,inyectables,2016-01-01,460,460
SHINAOTA,otras actividades de enfermeria,inyectables,2016-01-01,569,569
SICA SICA (VILLA AROMA),otras actividades de enfermeria,inyectables,2016-01-01,609,609
SICAYA,otras actividades de enfermeria,inyectables,2016-01-01,91,91
SIPE SIPE,otras actividades de enfermeria,inyectables,2016-01-01,1114,1114
SOPACHUY,otras actividades de enfermeria,inyectables,2016-01-01,583,583
SORACACHI,otras actividades de enfermeria,inyectables,2016-01-01,190,190
SORATA,otras actividades de enfermeria,inyectables,2016-01-01,527,527
SUCRE,otras actividades de enfermeria,inyectables,2016-01-01,81374,81374
TACACHI,otras actividades de enfermeria,inyectables,2016-01-01,5,5
TACACOMA,otras actividades de enfermeria,inyectables,2016-01-01,239,239
TACOBAMBA,otras actividades de enfermeria,inyectables,2016-01-01,198,198
TACOPAYA,otras actividades de enfermeria,inyectables,2016-01-01,328,328
TAHUA,otras actividades de enfermeria,inyectables,2016-01-01,96,96
TAPACARI,otras actividades de enfermeria,inyectables,2016-01-01,449,449
TARABUCO,otras actividades de enfermeria,inyectables,2016-01-01,1469,1469
TARACO,otras actividades de enfermeria,inyectables,2016-01-01,113,113
TARATA,otras actividades de enfermeria,inyectables,2016-01-01,366,366
TARIJA,otras actividades de enfermeria,inyectables,2016-01-01,81773,81773
TARVITA,otras actividades de enfermeria,inyectables,2016-01-01,1019,1019
TEOPONTE,otras actividades de enfermeria,inyectables,2016-01-01,319,319
TIAWANACU,otras actividades de enfermeria,inyectables,2016-01-01,219,219
TINGUIPAYA,otras actividades de enfermeria,inyectables,2016-01-01,345,345
TIPUANI,otras actividades de enfermeria,inyectables,2016-01-01,660,660
TIQUIPAYA,otras actividades de enfermeria,inyectables,2016-01-01,1026,1026
TIRAQUE (CBBA),otras actividades de enfermeria,inyectables,2016-01-01,404,404
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,inyectables,2016-01-01,72,72
TOCO,otras actividades de enfermeria,inyectables,2016-01-01,419,419
TOLATA,otras actividades de enfermeria,inyectables,2016-01-01,310,310
TOLEDO,otras actividades de enfermeria,inyectables,2016-01-01,97,97
TOMAVE,otras actividades de enfermeria,inyectables,2016-01-01,605,605
TOMINA,otras actividades de enfermeria,inyectables,2016-01-01,1119,1119
TORO TORO,otras actividades de enfermeria,inyectables,2016-01-01,415,415
TOTORA(CBBA),otras actividades de enfermeria,inyectables,2016-01-01,635,635
TOTORA(ORR),otras actividades de enfermeria,inyectables,2016-01-01,128,128
TRIGAL,otras actividades de enfermeria,inyectables,2016-01-01,136,136
TRINIDAD,otras actividades de enfermeria,inyectables,2016-01-01,55393,55393
TUPIZA,otras actividades de enfermeria,inyectables,2016-01-01,11568,11568
TURCO,otras actividades de enfermeria,inyectables,2016-01-01,158,158
UMALA,otras actividades de enfermeria,inyectables,2016-01-01,134,134
UNCIA,otras actividades de enfermeria,inyectables,2016-01-01,364,364
URIONDO (A. CONCEPCION),otras actividades de enfermeria,inyectables,2016-01-01,1073,1073
URUBICHA,otras actividades de enfermeria,inyectables,2016-01-01,430,430
UYUNI,otras actividades de enfermeria,inyectables,2016-01-01,6708,6708
VACAS,otras actividades de enfermeria,inyectables,2016-01-01,317,317
VALLEGRANDE,otras actividades de enfermeria,inyectables,2016-01-01,1772,1772
VIACHA,otras actividades de enfermeria,inyectables,2016-01-01,5056,5056
VILA VILA,otras actividades de enfermeria,inyectables,2016-01-01,93,93
VILLA CHARCAS,otras actividades de enfermeria,inyectables,2016-01-01,847,847
VILLA MONTES,otras actividades de enfermeria,inyectables,2016-01-01,14638,14638
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,inyectables,2016-01-01,128,128
VILLA RIVERO,otras actividades de enfermeria,inyectables,2016-01-01,252,252
VILLA SERRANO,otras actividades de enfermeria,inyectables,2016-01-01,743,743
VILLA TUNARI,otras actividades de enfermeria,inyectables,2016-01-01,2340,2340
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,inyectables,2016-01-01,557,557
VILLAZON,otras actividades de enfermeria,inyectables,2016-01-01,9817,9817
VINTO,otras actividades de enfermeria,inyectables,2016-01-01,933,933
VITICHI,otras actividades de enfermeria,inyectables,2016-01-01,500,500
WALDO BALLIVIAN,otras actividades de enfermeria,inyectables,2016-01-01,27,27
WARNES,otras actividades de enfermeria,inyectables,2016-01-01,3791,3791
YACO,otras actividades de enfermeria,inyectables,2016-01-01,139,139
YACUIBA,otras actividades de enfermeria,inyectables,2016-01-01,32799,32799
YAMPARAEZ,otras actividades de enfermeria,inyectables,2016-01-01,575,575
YANACACHI,otras actividades de enfermeria,inyectables,2016-01-01,304,304
YAPACANI,otras actividades de enfermeria,inyectables,2016-01-01,9388,9388
YOCALLA,otras actividades de enfermeria,inyectables,2016-01-01,297,297
YOTALA,otras actividades de enfermeria,inyectables,2016-01-01,669,669
YUNCHARA,otras actividades de enfermeria,inyectables,2016-01-01,383,383
ZUDAÑEZ,otras actividades de enfermeria,inyectables,2016-01-01,740,740
ACACIO,otras actividades de enfermeria,inyectables,2016-02-01,183,183
ACHACACHI,otras actividades de enfermeria,inyectables,2016-02-01,681,681
ACHOCALLA,otras actividades de enfermeria,inyectables,2016-02-01,269,269
AIQUILE,otras actividades de enfermeria,inyectables,2016-02-01,1689,1689
ALALAY,otras actividades de enfermeria,inyectables,2016-02-01,62,62
ALCALA,otras actividades de enfermeria,inyectables,2016-02-01,283,283
ALTO BENI,otras actividades de enfermeria,inyectables,2016-02-01,465,465
ANCORAIMES,otras actividades de enfermeria,inyectables,2016-02-01,186,186
ANDAMARCA,otras actividades de enfermeria,inyectables,2016-02-01,185,185
ANTEQUERA,otras actividades de enfermeria,inyectables,2016-02-01,195,195
ANZALDO,otras actividades de enfermeria,inyectables,2016-02-01,159,159
APOLO,otras actividades de enfermeria,inyectables,2016-02-01,505,505
ARAMPAMPA,otras actividades de enfermeria,inyectables,2016-02-01,202,202
ARANI,otras actividades de enfermeria,inyectables,2016-02-01,35,35
ARBIETO,otras actividades de enfermeria,inyectables,2016-02-01,494,494
ARQUE,otras actividades de enfermeria,inyectables,2016-02-01,148,148
ASCENCION DE GUARAYOS,otras actividades de enfermeria,inyectables,2016-02-01,6180,6180
ATOCHA,otras actividades de enfermeria,inyectables,2016-02-01,2192,2192
AUCAPATA,otras actividades de enfermeria,inyectables,2016-02-01,111,111
AYATA,otras actividades de enfermeria,inyectables,2016-02-01,257,257
AYO AYO,otras actividades de enfermeria,inyectables,2016-02-01,45,45
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,inyectables,2016-02-01,919,919
AZURDUY,otras actividades de enfermeria,inyectables,2016-02-01,444,444
BATALLAS,otras actividades de enfermeria,inyectables,2016-02-01,402,402
BAURES,otras actividades de enfermeria,inyectables,2016-02-01,980,980
BELEN DE ANDAMARCA,otras actividades de enfermeria,inyectables,2016-02-01,33,33
BELEN DE URMIRI,otras actividades de enfermeria,inyectables,2016-02-01,34,34
BELLA FLOR,otras actividades de enfermeria,inyectables,2016-02-01,147,147
BERMEJO,otras actividades de enfermeria,inyectables,2016-02-01,2091,2091
BETANZOS,otras actividades de enfermeria,inyectables,2016-02-01,1382,1382
BOLIVAR,otras actividades de enfermeria,inyectables,2016-02-01,246,246
BOLPEBRA,otras actividades de enfermeria,inyectables,2016-02-01,43,43
BOYUIBE,otras actividades de enfermeria,inyectables,2016-02-01,745,745
BUENA VISTA,otras actividades de enfermeria,inyectables,2016-02-01,818,818
CABEZAS,otras actividades de enfermeria,inyectables,2016-02-01,2062,2062
