municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,1,1
POOPO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,1,1
POROMA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,2,2
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,1,1
SACABA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,38,38
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,3,3
SAN MATIAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,12,12
TOTORA(CBBA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,3,3
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,3,3
URIONDO (A. CONCEPCION),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,2,2
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,1,1
VITICHI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-02-01,2,2
AIQUILE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,4,4
ALALAY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,8,8
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
BOLPEBRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,2,2
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,4,4
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,2,2
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
EL PUENTE(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,3,3
EL VILLAR,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,3,3
GUTIERREZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,9,9
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
POSTRER VALLE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,2,2
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,2,2
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,2,2
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,26,26
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,7,7
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,68,68
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,211,211
TOTORA(CBBA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,3,3
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,3,3
VIACHA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,2,2
VINTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,3,3
YUNCHARA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-03-01,1,1
ALALAY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,4,4
ALCALA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
ALTO BENI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
ARBIETO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,5,5
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
CAMARGO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,6,6
CUATRO CAÑADAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,3,3
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
EL PUENTE(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,5,5
EL VILLAR,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
INQUISIVI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,12,12
PADILLA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,8,8
PALOS BLANCOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,28,28
SAN MATIAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
TARVITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,8,8
TIQUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,18,18
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,3,3
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,5,5
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-04-01,2,2
AIQUILE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,1,1
ARBIETO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,4,4
CARIPUYO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,1,1
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,8,8
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,1,1
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,1,1
MOROCHATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,2,2
OMEREQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,1,1
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,16,16
PALOS BLANCOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,3,3
PUERTO VILLARROEL,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,4,4
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,30,30
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,6,6
TARVITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,12,12
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,2,2
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,2,2
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-05-01,2,2
AIQUILE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
ALALAY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,7,7
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,3,3
COLOMI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
EL PUENTE(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
ENTRE RIOS TRJ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
GUTIERREZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
INQUISIVI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,14,14
PALOS BLANCOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
PORTACHUELO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,6,6
PUERTO GONZALO MORENO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,6,6
PUERTO VILLARROEL,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
PUNA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,3,3
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
SAN IGNACIO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,25,25
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
SAN MATIAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,1,1
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
TIQUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,24,24
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,3,3
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-06-01,2,2
ALALAY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,2,2
COLQUECHACA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,4,4
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
EL VILLAR,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
LAS CARRERAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,2,2
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,15,15
PALOS BLANCOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,8,8
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
SACABA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,2,2
SAN IGNACIO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,3,3
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,28,28
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,17,17
SOPACHUY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
SORATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,6,6
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
TARVITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
TRINIDAD,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-07-01,1,1
ARAMPAMPA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,3,3
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
CARIPUYO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,3,3
CHIMORE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,6,6
COLQUECHACA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,4,4
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,2,2
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,66,66
LAS CARRERAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
MACHARETI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,2,2
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,7,7
PAZÑA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
POTOSI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,2,2
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,2,2
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,12,12
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,9,9
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
SAN MATIAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,5,5
SANTIVAÑES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
SORATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,12,12
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,2,2
YOTALA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-08-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,3,3
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,7,7
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,7,7
CONCEPCION,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,3,3
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,4,4
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,5,5
EL VILLAR,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,21,21
LAS CARRERAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
MOJOCOYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,2,2
MONTEAGUDO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
ORURO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,8,8
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,19,19
PAILON,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,3,3
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,5,5
SACACA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
SAIPINA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,5,5
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,28,28
SAN PEDRO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,2,2
SORATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,4,4
TARVITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,15,15
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,2,2
TOMINA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,2,2
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,2,2
URIONDO (A. CONCEPCION),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,1,1
YACUIBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,5,5
YAPACANI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-09-01,4,4
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,3,3
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,8,8
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,4,4
CHIMORE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,7,7
COLQUIRI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2013-10-01,1,1
