municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
CARAPARI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,40,40
CARIPUYO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
CARMEN RIVERO TORREZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
CHALLAPATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,44,44
CHAQUI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
CHARAGUA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,26,26
CHAYANTA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,22,22
CHIMORE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,24,24
CHIPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,24,24
CHUMA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
CKOCHAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
CLIZA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
COBIJA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,104,104
COCAPATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
COCHABAMBA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,310,310
COLCAPIRHUA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,24,24
"COLCHA ""K""",referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
COLLANA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
COLOMI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,26,26
COLPA BELGICA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,73,73
COLQUECHACA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,10,10
COLQUIRI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
COMARAPA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,25,25
CONCEPCION,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
COPACABANA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
CORIPATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
CORO CORO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
COROICO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,18,18
CORQUE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
COTAGAITA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,80,80
COTOCA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,130,130
CUATRO CAÑADAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
CUEVO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,10,10
CULPINA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
CURAHUARA DE CARANGAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
DESAGUADERO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
EL ALTO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3265,3265
EL CHORO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
EL PUENTE(STC),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,16,16
EL PUENTE(TJA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,15,15
EL TORNO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,121,121
EL VILLAR,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
ENTRE RIOS TRJ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,18,18
ENTRE RIOS CBBA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,31,31
ESCARA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
ESCOMA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,12,12
EUCALIPTUS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
EUREKA (SANTOS MERCADO),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,18,18
FILADELFIA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,23,23
GENERAL SAAVEDRA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
GUANAY,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,12,12
GUAQUI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
GUAYARAMERIN,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,109,109
GUTIERREZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,25,25
HUACARETA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,11,11
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
HUACHACALLA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
HUANUNI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,33,33
HUARACAJE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
HUARINA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,8,8
HUATAJATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,16,16
HUMANATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
ICHOCA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
ICLA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
INCAHUASI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
INGAVI (HUMAITA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
INQUISIVI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
IRUPANA (VILLA DE LANZA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,12,12
IXIAMAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,11,11
JESUS DE MACHACA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
LA ASUNTA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
LA GUARDIA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,176,176
LA PAZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4850,4850
LAGUNILLAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,16,16
LAJA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,27,27
LAS CARRERAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
LICOMA PAMPA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
LLALLAGUA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,68,68
LORETO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
LURIBAY,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,11,11
MACHACAMARCA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,35,35
MACHARETI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
MAGDALENA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
MAIRANA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,10,10
MAPIRI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
MECAPACA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,16,16
MINEROS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,39,39
MIZQUE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
MOCOMOCO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
MOJOCOYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
MONTEAGUDO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,45,45
MONTERO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,205,205
MORO MORO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
MOROCHATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
OCURI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
OKINAWA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,29,29
OMEREQUE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
ORURO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,579,579
PADCAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,50,50
PADILLA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
PAILON,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,31,31
PALCA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
PALOS BLANCOS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,10,10
PAMPA AULLAGAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
PAMPA GRANDE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,12,12
PAPEL PAMPA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
PASORAPA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
PATACAMAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,44,44
PAZÑA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
POCOATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
POCONA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
POJO (CBBA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
POOPO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,22,22
PORCO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
POROMA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,8,8
PORONGO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,8,8
PORTACHUELO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
PORVENIR,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,14,14
POSTRER VALLE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
POTOSI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,359,359
PRESTO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
PUCARA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
PUCARANI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,69,69
PUERTO GONZALO MORENO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,12,12
PUERTO PEREZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
PUERTO QUIJARRO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,36,36
PUERTO RICO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,29,29
PUERTO SILES,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
PUERTO VILLARROEL,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,25,25
PUNA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,18,18
PUNATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,17,17
QUIABAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
QUILLACOLLO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,33,33
QUIME,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
QUIRUSILLAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
RAVELO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,12,12
REYES,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
RIBERALTA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,251,251
ROBORE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,44,44
RURRENABAQUE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,17,17
SABAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
SACABA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,101,101
SACACA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
SAIPINA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,14,14
SALINAS DE GARCI MENDOZA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
SAMAIPATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
SAN AGUSTIN,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
SAN ANDRES,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,21,21
SAN ANDRES DE MACHACA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
SAN ANTONIO DE LOMERIO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
SAN BENITO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
SAN BORJA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,53,53
SAN BUENA VENTURA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,25,25
SAN CARLOS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,32,32
SAN IGNACIO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,24,24
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,63,63
SAN JAVIER(BNI),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
SAN JAVIER(STC),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
SAN JOAQUIN,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,45,45
SAN JUAN DE YAPACANI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
SAN JULIAN,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,42,42
SAN LORENZO(PND),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
SAN LORENZO(TJA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,65,65
SAN LUCAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
SAN MATIAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,28,28
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,29,29
SAN PABLO DE LIPEZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
SAN PEDRO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,31,31
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
SAN PEDRO DE TIQUINA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,11,11
SAN RAFAEL,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,8,8
SAN RAMON BENI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
SAN RAMON SCZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
SANTA ANA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,18,18
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2697,2697
SANTA ROSA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
SANTA ROSA DEL SARA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,75,75
SANTIAGO DE CALLAPA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
SANTIAGO DE MACHACA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
SANTIVAÑES,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
SANTUARIO DE QUILLACAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
SAPAHAQUI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,24,24
SENA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,14,14
SHINAOTA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
SICA SICA (VILLA AROMA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,28,28
SICAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
SIPE SIPE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,31,31
SOPACHUY,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
SORACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
SORATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,22,22
SUCRE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1091,1091
TACACOMA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
TACOPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
TAPACARI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
TARABUCO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
TARACO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,14,14
TARATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,15,15
TARIJA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,440,440
TARVITA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,19,19
TEOPONTE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
TIAWANACU,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
TINGUIPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,4,4
TIPUANI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,32,32
TIQUIPAYA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,44,44
TIRAQUE (CBBA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,7,7
TITO YUPANQUI (PARQUIPUJIO),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
TOCO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
TOLATA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,5,5
TOLEDO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
TOMAVE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
TOMINA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,14,14
TORO TORO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
TOTORA(CBBA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
TRIGAL,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
TRINIDAD,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,316,316
TUPIZA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,176,176
TURCO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
UMALA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
UNCIA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,41,41
URIONDO (A. CONCEPCION),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,78,78
URUBICHA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,8,8
UYUNI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,10,10
VACAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,17,17
VALLEGRANDE,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,42,42
VIACHA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,148,148
VILLA CHARCAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
VILLA MONTES,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,49,49
VILLA NUEVA (LOMA ALTA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,2,2
VILLA RIVERO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,8,8
VILLA SERRANO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,27,27
VILLA TUNARI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,72,72
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,15,15
VILLAZON,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,164,164
VINTO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,31,31
VITICHI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,3,3
WARNES,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,89,89
YACO,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,1,1
YACUIBA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,82,82
YAMPARAEZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
YANACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,13,13
YAPACANI,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,83,83
YOCALLA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,10,10
YOTALA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,45,45
YUNCHARA,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,9,9
ZUDAÑEZ,referencias y retornos,pacientes referidos a otros establecimientos,2013-01-01,6,6
ACHACACHI,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,26,26
ACHOCALLA,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,27,27
AIQUILE,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,26,26
ALALAY,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,1,1
ALCALA,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,10,10
ALTO BENI,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,1,1
ANCORAIMES,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,10,10
ANDAMARCA,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,1,1
ANTEQUERA,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,1,1
ANZALDO,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,6,6
APOLO,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,3,3
ARANI,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,8,8
ARBIETO,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,11,11
ARQUE,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,4,4
ASCENCION DE GUARAYOS,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,31,31
ATOCHA,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,123,123
AYO AYO,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,22,22
AZURDUY,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,11,11
BATALLAS,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,1,1
BAURES,referencias y retornos,pacientes referidos a otros establecimientos,2013-02-01,3,3
