municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
QUIRUSILLAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-03-01,1,1
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-03-01,10,10
SACABA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-03-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-03-01,602,602
SICA SICA (VILLA AROMA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-03-01,1,1
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-03-01,5,5
YACUIBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-03-01,1,1
CAMARGO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,2,2
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,1,1
COLCAPIRHUA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,1,1
COLLANA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,2,2
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,2,2
HUMANATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,1,1
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,10,10
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,1,1
PUNA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,2,2
SAN LUCAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,2,2
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,1,1
TACOPAYA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,1,1
YACUIBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-04-01,1,1
ALCALA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,3,3
CAPINOTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,2,2
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,3,3
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,1,1
MONTERO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,128,128
MOROCHATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,2,2
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,1,1
PUNA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,2,2
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,28,28
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,2,2
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,1,1
VILLAZON,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-05-01,20,20
ARAMPAMPA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,4,4
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,3,3
EL PUENTE(TJA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,2,2
ENTRE RIOS TRJ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,1,1
LAGUNILLAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,3,3
SAN PEDRO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,2,2
VILLA TUNARI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-06-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,7,7
BERMEJO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
CAMARGO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,6,6
CARAPARI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
CHALLAPATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,32,32
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,9,9
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,2,2
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
MONTERO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,3,3
RIBERALTA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,3,3
SAN MIGUEL DE VELASCO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,4,4
SAN PEDRO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,10,10
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
TIAWANACU,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
VALLEGRANDE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,37,37
VIACHA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-07-01,1,1
BERMEJO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,2,2
BETANZOS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
COTAGAITA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,2,2
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
MONTERO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
SACABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
SORATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,1,1
VILLA MONTES,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,23,23
YACUIBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-08-01,2,2
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,2,2
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,4,4
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,1,1
MONTERO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,1,1
POTOSI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,1,1
SAIPINA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,2,2
SORATA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,1,1
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,1,1
TOMINA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,1,1
TUPIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,1,1
URIONDO (A. CONCEPCION),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,2,2
YAPACANI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-09-01,7,7
ANZALDO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,1,1
COCHABAMBA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,2,2
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,2,2
LA GUARDIA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,2,2
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,4,4
ORURO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,1,1
SAN LUCAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,2,2
SOPACHUY,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,1,1
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,38,38
TUPIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-10-01,5,5
BOYUIBE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,2,2
CAMARGO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,2,2
CAMATAQUI (C. VILLA ABECIA),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,40,40
CLIZA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
COLQUIRI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,3,3
COTAGAITA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,2,2
EL ALTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,2,2
GUAYARAMERIN,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
HUANUNI,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,15,15
LA PAZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,3,3
LORETO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
ORURO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,30,30
PAILON,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
SAN LUCAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
SUCRE,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
TARIJA,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
TRINIDAD,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,1,1
VINTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-11-01,4,4
CKOCHAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,7,7
MONTEAGUDO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,1,1
PAILON,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,4,4
PALOS BLANCOS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,1,1
SAN LUCAS,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,2,2
SAN RAMON SCZ,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,1,1
URIONDO (A. CONCEPCION),referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,1,1
VINTO,referencias y retornos,pcd referidas a unidades de calificacion de discapacidad.,2013-12-01,1,1
