,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN LUCAS,rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
SAN RAFAEL,rabia,no de personas con esquema reducido completo,2020-01-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-01-01,122,124,122,124,246
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2020-01-01,0,2,0,2,2
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2020-01-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-01-01,3,0,3,0,3
SUCRE,rabia,no de personas con esquema reducido completo,2020-01-01,37,38,37,38,75
TAPACARI,rabia,no de personas con esquema reducido completo,2020-01-01,1,0,1,0,1
TEOPONTE,rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-01-01,5,2,5,2,7
TOCO,rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-01-01,9,9,9,9,18
URIONDO (A. CONCEPCION),rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
UYUNI,rabia,no de personas con esquema reducido completo,2020-01-01,4,5,4,5,9
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-01-01,1,2,1,2,3
VIACHA,rabia,no de personas con esquema reducido completo,2020-01-01,4,0,4,0,4
VINTO,rabia,no de personas con esquema reducido completo,2020-01-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema reducido completo,2020-01-01,8,6,8,6,14
YANACACHI,rabia,no de personas con esquema reducido completo,2020-01-01,0,1,0,1,1
YAPACANI,rabia,no de personas con esquema reducido completo,2020-01-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
CABEZAS,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
CAJUATA,rabia,no de personas con esquema reducido completo,2020-02-01,2,0,2,0,2
CALAMARCA,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2020-02-01,3,4,3,4,7
CARAPARI,rabia,no de personas con esquema reducido completo,2020-02-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2020-02-01,3,2,3,2,5
CHIMORE,rabia,no de personas con esquema reducido completo,2020-02-01,3,0,3,0,3
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-02-01,42,30,42,30,72
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2020-02-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2020-02-01,10,6,10,6,16
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2020-02-01,3,1,3,1,4
EL ALTO,rabia,no de personas con esquema reducido completo,2020-02-01,53,47,53,47,100
EL TORNO,rabia,no de personas con esquema reducido completo,2020-02-01,7,9,7,9,16
ESMERALDA,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
HUARINA,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
INQUISIVI,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2020-02-01,3,0,3,0,3
LA ASUNTA,rabia,no de personas con esquema reducido completo,2020-02-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-02-01,13,9,13,9,22
LA PAZ,rabia,no de personas con esquema reducido completo,2020-02-01,75,75,75,75,150
LAJA,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
MAIRANA,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
MECAPACA,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2020-02-01,2,1,2,1,3
MORO MORO,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2020-02-01,19,16,19,16,35
POCONA,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2020-02-01,6,4,6,4,10
PUCARANI,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-02-01,4,9,4,9,13
PUNATA,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-02-01,8,4,8,4,12
ROBORE,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema reducido completo,2020-02-01,3,2,3,2,5
SAIPINA,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2020-02-01,6,1,6,1,7
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2020-02-01,3,1,3,1,4
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2020-02-01,2,1,2,1,3
SAN LUCAS,rabia,no de personas con esquema reducido completo,2020-02-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2020-02-01,2,1,2,1,3
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2020-02-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2020-02-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-02-01,113,88,113,88,201
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
SORATA,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2020-02-01,55,52,55,52,107
TAPACARI,rabia,no de personas con esquema reducido completo,2020-02-01,3,0,3,0,3
TEOPONTE,rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2020-02-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-02-01,1,5,1,5,6
TOTORA(CBBA),rabia,no de personas con esquema reducido completo,2020-02-01,1,2,1,2,3
TOTORA(ORR),rabia,no de personas con esquema reducido completo,2020-02-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-02-01,3,6,3,6,9
UYUNI,rabia,no de personas con esquema reducido completo,2020-02-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-02-01,2,3,2,3,5
VIACHA,rabia,no de personas con esquema reducido completo,2020-02-01,2,3,2,3,5
VILLA MONTES,rabia,no de personas con esquema reducido completo,2020-02-01,8,0,8,0,8
VILLA RIVERO,rabia,no de personas con esquema reducido completo,2020-02-01,0,2,0,2,2
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
VINTO,rabia,no de personas con esquema reducido completo,2020-02-01,1,2,1,2,3
WALDO BALLIVIAN,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema reducido completo,2020-02-01,5,9,5,9,14
YANACACHI,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
YAPACANI,rabia,no de personas con esquema reducido completo,2020-02-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con esquema reducido completo,2020-03-01,1,2,1,2,3
ARANI,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2020-03-01,4,0,4,0,4
CARANAVI,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2020-03-01,1,2,1,2,3
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-03-01,44,36,44,36,80
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2020-03-01,2,0,2,0,2
COROICO,rabia,no de personas con esquema reducido completo,2020-03-01,0,2,0,2,2
COTOCA,rabia,no de personas con esquema reducido completo,2020-03-01,7,5,7,5,12
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
EL ALTO,rabia,no de personas con esquema reducido completo,2020-03-01,51,39,51,39,90
EL TORNO,rabia,no de personas con esquema reducido completo,2020-03-01,6,3,6,3,9
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
GUAQUI,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2020-03-01,2,0,2,0,2
LA ASUNTA,rabia,no de personas con esquema reducido completo,2020-03-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-03-01,5,4,5,4,9
LA PAZ,rabia,no de personas con esquema reducido completo,2020-03-01,57,38,57,38,95
LAJA,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
MAIRANA,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2020-03-01,8,7,8,7,15
MORO MORO,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
OKINAWA,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2020-03-01,20,15,20,15,35
PAILON,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-03-01,10,4,10,4,14
SACABA,rabia,no de personas con esquema reducido completo,2020-03-01,6,3,6,3,9
SAMAIPATA,rabia,no de personas con esquema reducido completo,2020-03-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2020-03-01,1,2,1,2,3
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2020-03-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2020-03-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-03-01,78,77,78,77,155
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-03-01,3,1,3,1,4
SUCRE,rabia,no de personas con esquema reducido completo,2020-03-01,42,38,42,38,80
TAPACARI,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-03-01,5,6,5,6,11
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
TOCO,rabia,no de personas con esquema reducido completo,2020-03-01,1,1,1,1,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-03-01,6,1,6,1,7
UYUNI,rabia,no de personas con esquema reducido completo,2020-03-01,3,1,3,1,4
VACAS,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-03-01,3,1,3,1,4
VIACHA,rabia,no de personas con esquema reducido completo,2020-03-01,1,3,1,3,4
VILLA MONTES,rabia,no de personas con esquema reducido completo,2020-03-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2020-03-01,2,1,2,1,3
WARNES,rabia,no de personas con esquema reducido completo,2020-03-01,7,6,7,6,13
YAPACANI,rabia,no de personas con esquema reducido completo,2020-03-01,0,1,0,1,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2020-04-01,0,2,0,2,2
ACHOCALLA,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
AIQUILE,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
ANCORAIMES,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
AYATA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2020-04-01,2,3,2,3,5
CARAPARI,rabia,no de personas con esquema reducido completo,2020-04-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
CHIMORE,rabia,no de personas con esquema reducido completo,2020-04-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-04-01,24,25,24,25,49
COLQUIRI,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
COMARAPA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
COPACABANA,rabia,no de personas con esquema reducido completo,2020-04-01,1,1,1,1,2
COROICO,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2020-04-01,5,0,5,0,5
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2020-04-01,5,1,5,1,6
EL ALTO,rabia,no de personas con esquema reducido completo,2020-04-01,29,10,29,10,39
EL TORNO,rabia,no de personas con esquema reducido completo,2020-04-01,14,9,14,9,23
GUANAY,rabia,no de personas con esquema reducido completo,2020-04-01,1,1,1,1,2
LA ASUNTA,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-04-01,9,7,9,7,16
LA PAZ,rabia,no de personas con esquema reducido completo,2020-04-01,34,23,34,23,57
LICOMA PAMPA,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
MACHARETI,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
MAIRANA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2020-04-01,5,3,5,3,8
OKINAWA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2020-04-01,12,13,12,13,25
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
PASORAPA,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2020-04-01,1,3,1,3,4
PUCARANI,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2020-04-01,1,3,1,3,4
SACABA,rabia,no de personas con esquema reducido completo,2020-04-01,1,7,1,7,8
SAMAIPATA,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
SAN BENITO,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
SAN PEDRO,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2020-04-01,62,61,62,61,123
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2020-04-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2020-04-01,3,5,3,5,8
SUCRE,rabia,no de personas con esquema reducido completo,2020-04-01,28,21,28,21,49
TAPACARI,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
TEOPONTE,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
TIPUANI,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2020-04-01,0,4,0,4,4
TRINIDAD,rabia,no de personas con esquema reducido completo,2020-04-01,2,4,2,4,6
UYUNI,rabia,no de personas con esquema reducido completo,2020-04-01,3,0,3,0,3
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2020-04-01,0,2,0,2,2
VIACHA,rabia,no de personas con esquema reducido completo,2020-04-01,3,3,3,3,6
VILLA RIVERO,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2020-04-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
VINTO,rabia,no de personas con esquema reducido completo,2020-04-01,0,2,0,2,2
VITICHI,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema reducido completo,2020-04-01,4,1,4,1,5
YAPACANI,rabia,no de personas con esquema reducido completo,2020-04-01,0,1,0,1,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
AIQUILE,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2020-05-01,4,1,4,1,5
CARAPARI,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
CATACORA,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2020-05-01,27,21,27,21,48
COLQUIRI,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
COMARAPA,rabia,no de personas con esquema reducido completo,2020-05-01,3,0,3,0,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2020-05-01,2,0,2,0,2
COROICO,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2020-05-01,5,2,5,2,7
EL ALTO,rabia,no de personas con esquema reducido completo,2020-05-01,34,14,34,14,48
EL TORNO,rabia,no de personas con esquema reducido completo,2020-05-01,5,1,5,1,6
GRAL. J.J. PEREZ (CHARAZANI),rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
GUANAY,rabia,no de personas con esquema reducido completo,2020-05-01,2,0,2,0,2
GUAQUI,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
HUANUNI,rabia,no de personas con esquema reducido completo,2020-05-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2020-05-01,2,1,2,1,3
IXIAMAS,rabia,no de personas con esquema reducido completo,2020-05-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2020-05-01,11,5,11,5,16
LA PAZ,rabia,no de personas con esquema reducido completo,2020-05-01,42,31,42,31,73
LURIBAY,rabia,no de personas con esquema reducido completo,2020-05-01,0,2,0,2,2
MECAPACA,rabia,no de personas con esquema reducido completo,2020-05-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2020-05-01,1,0,1,0,1
