,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
MINEROS,rabia,no de personas con vacuna antirrabica,2020-01-01,1,1,1,1,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2020-01-01,1,3,1,3,4
MONTERO,rabia,no de personas con vacuna antirrabica,2020-01-01,13,8,13,8,21
MORO MORO,rabia,no de personas con vacuna antirrabica,2020-01-01,0,2,0,2,2
OKINAWA,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2020-01-01,49,36,49,36,85
PADILLA,rabia,no de personas con vacuna antirrabica,2020-01-01,3,0,3,0,3
PAILON,rabia,no de personas con vacuna antirrabica,2020-01-01,0,4,0,4,4
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
PASORAPA,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2020-01-01,3,2,3,2,5
POCONA,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2020-01-01,5,0,5,0,5
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2020-01-01,3,4,3,4,7
POTOSI,rabia,no de personas con vacuna antirrabica,2020-01-01,275,311,275,311,586
PUCARANI,rabia,no de personas con vacuna antirrabica,2020-01-01,1,1,1,1,2
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2020-01-01,8,8,8,8,16
PUNATA,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2020-01-01,10,4,10,4,14
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
ROBORE,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2020-01-01,2,1,2,1,3
SACABA,rabia,no de personas con vacuna antirrabica,2020-01-01,11,7,11,7,18
SAIPINA,rabia,no de personas con vacuna antirrabica,2020-01-01,2,0,2,0,2
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2020-01-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2020-01-01,2,1,2,1,3
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2020-01-01,3,2,3,2,5
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2020-01-01,2,2,2,2,4
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2020-01-01,2,4,2,4,6
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2020-01-01,3,1,3,1,4
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2020-01-01,1,2,1,2,3
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2020-01-01,2,1,2,1,3
SAN RAFAEL,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2020-01-01,529,400,529,400,929
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2020-01-01,0,3,0,3,3
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2020-01-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2020-01-01,8,4,8,4,12
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2020-01-01,1,2,1,2,3
SORACACHI,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2020-01-01,80,63,80,63,143
TAHUA,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
TAPACARI,rabia,no de personas con vacuna antirrabica,2020-01-01,2,0,2,0,2
TARATA,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
TARIJA,rabia,no de personas con vacuna antirrabica,2020-01-01,12,7,12,7,19
TIPUANI,rabia,no de personas con vacuna antirrabica,2020-01-01,2,0,2,0,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2020-01-01,5,10,5,10,15
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2020-01-01,2,0,2,0,2
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2020-01-01,62,46,62,46,108
UYUNI,rabia,no de personas con vacuna antirrabica,2020-01-01,7,11,7,11,18
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2020-01-01,3,3,3,3,6
VIACHA,rabia,no de personas con vacuna antirrabica,2020-01-01,13,6,13,6,19
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2020-01-01,2,0,2,0,2
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2020-01-01,0,2,0,2,2
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
VINTO,rabia,no de personas con vacuna antirrabica,2020-01-01,4,1,4,1,5
WALDO BALLIVIAN,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
WARNES,rabia,no de personas con vacuna antirrabica,2020-01-01,10,8,10,8,18
YACUIBA,rabia,no de personas con vacuna antirrabica,2020-01-01,0,1,0,1,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2020-01-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con vacuna antirrabica,2020-02-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2020-02-01,5,5,5,5,10
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
ANZALDO,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
APOLO,rabia,no de personas con vacuna antirrabica,2020-02-01,2,0,2,0,2
ARANI,rabia,no de personas con vacuna antirrabica,2020-02-01,4,5,4,5,9
ARBIETO,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
ARQUE,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2020-02-01,2,0,2,0,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2020-02-01,3,1,3,1,4
CARACOLLO,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2020-02-01,2,1,2,1,3
CARAPARI,rabia,no de personas con vacuna antirrabica,2020-02-01,5,2,5,2,7
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2020-02-01,3,2,3,2,5
CHIMORE,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con vacuna antirrabica,2020-02-01,2,0,2,0,2
CLIZA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2020-02-01,84,69,84,69,153
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2020-02-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con vacuna antirrabica,2020-02-01,2,0,2,0,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
COMBAYA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2020-02-01,4,1,4,1,5
COROICO,rabia,no de personas con vacuna antirrabica,2020-02-01,3,1,3,1,4
COTOCA,rabia,no de personas con vacuna antirrabica,2020-02-01,9,10,9,10,19
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2020-02-01,3,0,3,0,3
EL ALTO,rabia,no de personas con vacuna antirrabica,2020-02-01,146,137,146,137,283
EL TORNO,rabia,no de personas con vacuna antirrabica,2020-02-01,14,7,14,7,21
ESMERALDA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
GUANAY,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
GUAQUI,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
HUACARETA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con vacuna antirrabica,2020-02-01,2,0,2,0,2
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2020-02-01,2,1,2,1,3
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2020-02-01,14,8,14,8,22
LA PAZ,rabia,no de personas con vacuna antirrabica,2020-02-01,236,170,236,170,406
LAJA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,2,0,2,2
MAIRANA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
MECAPACA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2020-02-01,6,8,6,8,14
MORO MORO,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2020-02-01,37,31,37,31,68
PAILON,rabia,no de personas con vacuna antirrabica,2020-02-01,1,2,1,2,3
PASORAPA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,2,0,2,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,2,1,2,3
PAZÑA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,1,1,1,2
PORCO,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2020-02-01,2,1,2,1,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2020-02-01,6,4,6,4,10
POTOSI,rabia,no de personas con vacuna antirrabica,2020-02-01,208,171,208,171,379
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2020-02-01,0,5,0,5,5
PUNATA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2020-02-01,11,9,11,9,20
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
ROBORE,rabia,no de personas con vacuna antirrabica,2020-02-01,1,1,1,1,2
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2020-02-01,6,1,6,1,7
SACABA,rabia,no de personas con vacuna antirrabica,2020-02-01,5,8,5,8,13
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2020-02-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2020-02-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2020-02-01,3,2,3,2,5
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2020-02-01,2,3,2,3,5
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2020-02-01,4,2,4,2,6
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2020-02-01,1,1,1,1,2
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2020-02-01,0,3,0,3,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2020-02-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2020-02-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2020-02-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2020-02-01,348,281,348,281,629
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2020-02-01,8,10,8,10,18
SICAYA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2020-02-01,12,13,12,13,25
SORATA,rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
SUCRE,rabia,no de personas con vacuna antirrabica,2020-02-01,67,71,67,71,138
TAPACARI,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2020-02-01,23,16,23,16,39
TIPUANI,rabia,no de personas con vacuna antirrabica,2020-02-01,0,9,0,9,9
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2020-02-01,3,3,3,3,6
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
TOCO,rabia,no de personas con vacuna antirrabica,2020-02-01,1,1,1,1,2
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2020-02-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2020-02-01,24,25,24,25,49
TUPIZA,rabia,no de personas con vacuna antirrabica,2020-02-01,1,2,1,2,3
UYUNI,rabia,no de personas con vacuna antirrabica,2020-02-01,2,3,2,3,5
VACAS,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2020-02-01,3,0,3,0,3
VIACHA,rabia,no de personas con vacuna antirrabica,2020-02-01,6,8,6,8,14
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2020-02-01,1,0,1,0,1
VINTO,rabia,no de personas con vacuna antirrabica,2020-02-01,2,2,2,2,4
WARNES,rabia,no de personas con vacuna antirrabica,2020-02-01,14,9,14,9,23
YAPACANI,rabia,no de personas con vacuna antirrabica,2020-02-01,3,3,3,3,6
ACHACACHI,rabia,no de personas con vacuna antirrabica,2020-03-01,0,2,0,2,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2020-03-01,3,1,3,1,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2020-03-01,1,2,1,2,3
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
ANZALDO,rabia,no de personas con vacuna antirrabica,2020-03-01,1,1,1,1,2
APOLO,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
AYATA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
AZURDUY,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2020-03-01,4,8,4,8,12
CARAPARI,rabia,no de personas con vacuna antirrabica,2020-03-01,1,2,1,2,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,2,1,2,3
CHIMORE,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2020-03-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2020-03-01,48,48,48,48,96
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2020-03-01,2,1,2,1,3
COLLANA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,2,0,2,2
COLOMI,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2020-03-01,2,0,2,0,2
COROICO,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2020-03-01,11,3,11,3,14
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2020-03-01,2,2,2,2,4
EL ALTO,rabia,no de personas con vacuna antirrabica,2020-03-01,108,74,108,74,182
EL TORNO,rabia,no de personas con vacuna antirrabica,2020-03-01,23,9,23,9,32
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
GUANAY,rabia,no de personas con vacuna antirrabica,2020-03-01,2,1,2,1,3
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2020-03-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2020-03-01,20,13,20,13,33
LA PAZ,rabia,no de personas con vacuna antirrabica,2020-03-01,118,126,118,126,244
LAJA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
LURIBAY,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2020-03-01,2,0,2,0,2
MECAPACA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2020-03-01,9,6,9,6,15
MORO MORO,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
OKINAWA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2020-03-01,34,29,34,29,63
PADILLA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
PAILON,rabia,no de personas con vacuna antirrabica,2020-03-01,1,1,1,1,2
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
PASORAPA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
PORONGO,rabia,no de personas con vacuna antirrabica,2020-03-01,3,0,3,0,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2020-03-01,2,2,2,2,4
POTOSI,rabia,no de personas con vacuna antirrabica,2020-03-01,188,158,188,158,346
PUCARANI,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2020-03-01,2,1,2,1,3
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2020-03-01,6,4,6,4,10
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2020-03-01,2,0,2,0,2
SACABA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,5,1,5,6
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2020-03-01,2,0,2,0,2
SAN BENITO,rabia,no de personas con vacuna antirrabica,2020-03-01,1,1,1,1,2
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,3,0,3,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2020-03-01,0,2,0,2,2
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2020-03-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2020-03-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2020-03-01,1,2,1,2,3
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2020-03-01,1,2,1,2,3
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2020-03-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2020-03-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2020-03-01,422,331,422,331,753
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,1,1,1,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2020-03-01,0,2,0,2,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2020-03-01,5,4,5,4,9
SUCRE,rabia,no de personas con vacuna antirrabica,2020-03-01,61,42,61,42,103
TAPACARI,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
TARIJA,rabia,no de personas con vacuna antirrabica,2020-03-01,7,6,7,6,13
TIPUANI,rabia,no de personas con vacuna antirrabica,2020-03-01,6,0,6,0,6
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,5,1,5,6
TOMINA,rabia,no de personas con vacuna antirrabica,2020-03-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2020-03-01,32,19,32,19,51
TUPIZA,rabia,no de personas con vacuna antirrabica,2020-03-01,3,1,3,1,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2020-03-01,0,2,0,2,2
VIACHA,rabia,no de personas con vacuna antirrabica,2020-03-01,7,9,7,9,16
VILA VILA,rabia,no de personas con vacuna antirrabica,2020-03-01,25,15,25,15,40
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
WARNES,rabia,no de personas con vacuna antirrabica,2020-03-01,6,10,6,10,16
YACUIBA,rabia,no de personas con vacuna antirrabica,2020-03-01,17,14,17,14,31
YANACACHI,rabia,no de personas con vacuna antirrabica,2020-03-01,1,1,1,1,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2020-03-01,1,2,1,2,3
YOTALA,rabia,no de personas con vacuna antirrabica,2020-03-01,0,1,0,1,1
