municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,568,568
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,341,341
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,496,496
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,173,173
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,483,483
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,279,279
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,51,51
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,217,217
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,341,341
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1754,1754
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,210,210
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,12615,12615
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,775,775
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,527,527
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,959,959
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
COMANCHE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,75,75
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
COROICO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,248,248
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,589,589
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,310,310
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,7301,7301
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,589,589
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,154,154
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,465,465
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
FILADELFIA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
GUAQUI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,28,28
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,835,835
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,81,81
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,342,342
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,310,310
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
HUATAJATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
HUMANATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
ICLA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,372,372
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,496,496
INQUISIVI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,90,90
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,213,213
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,465,465
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,992,992
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,15104,15104
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,30,30
LAJA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,339,339
LICOMA PAMPA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,60,60
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,372,372
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,154,154
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,146,146
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,87,87
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,215,215
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,310,310
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,635,635
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1861,1861
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,113,113
OCURI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,496,496
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
ORURO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,4036,4036
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,334,334
PAILON,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,188,188
PALCA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,217,217
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,3,3
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,147,147
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,651,651
POCONA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,403,403
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,310,310
PORCO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,170,170
POROMA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,704,704
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,465,465
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,118,118
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,3255,3255
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,279,279
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,60,60
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,84,84
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,190,190
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,58,58
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,3,3
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1240,1240
PUNA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,246,246
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,806,806
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1995,1995
QUIME,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,123,123
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,589,589
REYES,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1054,1054
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,217,217
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
SACABA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,2914,2914
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
SACACA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,47,47
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,217,217
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,72,72
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,371,371
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,154,154
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,433,433
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1271,1271
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,78,78
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,744,744
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,82,82
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,915,915
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1132,1132
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,280,280
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,123,123
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,18527,18527
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,339,339
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,2,2
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
SENA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,73,73
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,408,408
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,191,191
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,212,212
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
SORATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,3868,3868
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,62,62
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
TACOBAMBA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,178,178
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,308,308
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,335,335
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,558,558
TARACO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,2636,2636
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,829,829
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
TIAHUANACU,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1085,1085
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,651,651
TOCO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,155,155
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,60,60
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,60,60
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,679,679
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,215,215
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,372,372
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,1461,1461
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,403,403
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,217,217
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,61,61
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,372,372
VACAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,248,248
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,924,924
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,367,367
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,427,427
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,186,186
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,461,461
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,950,950
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,496,496
VINTO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,527,527
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,2,2
WALDO BALLIVIAN,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,31,31
WARNES,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,513,513
YACO,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,92,92
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,934,934
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,341,341
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,434,434
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,93,93
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2020-01-01,279,279
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,87,87
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,175,175
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,58,58
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,435,435
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,88,88
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,116,116
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,116,116
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,58,58
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,1,1
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,29,29
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,58,58
APOLO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,87,87
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,58,58
ARANI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,232,232
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,119,119
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,377,377
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,406,406
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,327,327
AUCAPATA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,58,58
AYATA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,89,89
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,86,86
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2020-02-01,1015,1015
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,85,85
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,29,29
BAURES,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,58,58
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,29,29
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,432,432
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,493,493
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,173,173
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,116,116
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,216,216
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,12,12
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,2,2
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2020-02-01,290,290
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,232,232
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,115,115
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,203,203
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2020-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,671,671
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,319,319
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,29,29
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,232,232
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,498,498
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,136,136
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,112,112
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,142,142
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,468,468
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,59,59
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,262,262
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2020-02-01,174,174
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,58,58
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,51,51
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,203,203
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,319,319
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,1796,1796
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,287,287
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,11708,11708
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,702,702
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,493,493
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,85,85
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,836,836
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,29,29
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,87,87
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,174,174
COMBAYA,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,29,29
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2020-02-01,31,31
