municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,64,64
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,198,198
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,10,10
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,100,100
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,134,134
CHARAÑA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,11,11
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,41,41
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,64,64
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,9,9
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,108,108
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,792,792
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,14,14
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6552,6552
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,217,217
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,15,15
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,35,35
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
COMANCHE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,89,89
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,80,80
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,15,15
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,90,90
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,17,17
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,188,188
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,40,40
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,16,16
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,56,56
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4085,4085
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,9,9
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,412,412
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,20,20
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,51,51
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,15,15
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,8,8
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,20,20
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,19,19
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,373,373
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,21,21
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,18,18
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,116,116
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
HUATAJATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,8,8
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,7,7
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,11,11
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,42,42
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,193,193
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,7052,7052
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,266,266
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,8,8
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,7,7
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,58,58
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,87,87
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,14,14
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,7,7
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,31,31
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,9,9
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,12,12
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,255,255
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1655,1655
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,7,7
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1952,1952
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,38,38
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,54,54
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,7,7
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,59,59
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,10,10
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,101,101
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,16,16
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,18,18
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,11,11
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,16,16
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,141,141
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
POSTRER VALLE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1643,1643
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,11,11
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,42,42
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,47,47
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,401,401
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,336,336
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,324,324
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
REYES,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,48,48
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,836,836
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,54,54
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,99,99
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,731,731
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,33,33
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,15,15
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,16,16
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,8,8
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,21,21
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,296,296
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,36,36
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,12,12
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,63,63
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,445,445
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,65,65
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,10,10
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,231,231
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,9,9
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,116,116
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,57,57
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,58,58
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,37,37
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,16,16
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,16,16
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,26,26
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,23,23
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,105,105
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,9233,9233
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,37,37
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,11,11
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,8,8
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
SENA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,20,20
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,89,89
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,13,13
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,45,45
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,21,21
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,12,12
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1843,1843
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,58,58
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1730,1730
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,48,48
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,5,5
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,7,7
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,424,424
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,24,24
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,3,3
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,27,27
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,55,55
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1107,1107
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,185,185
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,21,21
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,129,129
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,4,4
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,62,62
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,194,194
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,8,8
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,209,209
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,35,35
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,371,371
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,11,11
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,178,178
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,111,111
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,6,6
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,244,244
YACO,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,1,1
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,451,451
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,8,8
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,2,2
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,407,407
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,23,23
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2020-01-01,26,26
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,1,1
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,68,68
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,5,5
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,65,65
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,2,2
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,3,3
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,7,7
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,1,1
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,12,12
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,3,3
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,9,9
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,3,3
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,198,198
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,33,33
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,3,3
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,3,3
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,57,57
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,10,10
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,114,114
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,28,28
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,16,16
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,20,20
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,21,21
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,2,2
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,7,7
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,26,26
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,5,5
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,76,76
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,315,315
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,53,53
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,178,178
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,12,12
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,116,116
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,6,6
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,90,90
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,8,8
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,31,31
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,110,110
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,9,9
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,6,6
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,83,83
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,681,681
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,12,12
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,6228,6228
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,103,103
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,38,38
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,34,34
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,8,8
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,54,54
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,114,114
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,3,3
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,9,9
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,59,59
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,7,7
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,192,192
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,43,43
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,79,79
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,5,5
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,2,2
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,3502,3502
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,15,15
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,7,7
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,373,373
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,86,86
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,27,27
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,9,9
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2020-02-01,2,2
